TABLE=023 | AREA=Phường Bình Lộc | SECTION=non-agricultural | SEGMENTS=1
P=0887 | X=0443.450-0468.500 | Y=0394.640-0403.960 | 1.700
P=0887 | X=0497.230-0522.280 | Y=0394.640-0403.960 | 1.400
P=0887 | X=0112.610-0133.320 | Y=0400.400-0409.720 | Ninh
P=0887 | X=0212.710-0230.550 | Y=0400.400-0409.720 | Phú
P=0887 | X=0112.610-0398.150 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0887 | X=0112.610-0403.910 | Y=0427.800-0439.040 | An Ninh đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh
P=0887 | X=0112.610-0319.460 | Y=0439.320-0450.560 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0887 | X=0092.660-0109.300 | Y=0447.200-0456.520 | 772
P=0887 | X=0407.180-0432.230 | Y=0447.200-0456.520 | 1.200
P=0887 | X=0451.610-0468.250 | Y=0447.200-0456.520 | 840
P=0887 | X=0505.390-0522.030 | Y=0447.200-0456.520 | 720
P=0887 | X=0112.610-0335.520 | Y=0456.860-0468.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0887 | X=0112.610-0389.810 | Y=0474.380-0485.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0887 | X=0112.610-0398.150 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0887 | X=0112.610-0403.910 | Y=0503.660-0514.900 | An Ninh đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh
P=0887 | X=0112.610-0319.460 | Y=0515.180-0526.420 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0887 | X=0092.660-0335.780 | Y=0532.490-0546.810 | 773 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0887 | X=0407.180-0432.230 | Y=0537.490-0546.810 | 1.100
P=0887 | X=0451.610-0468.250 | Y=0537.490-0546.810 | 770
P=0887 | X=0505.390-0522.030 | Y=0537.490-0546.810 | 660
P=0887 | X=0112.610-0399.500 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0887 | X=0112.610-0165.570 | Y=0561.530-0572.770 | đến ≤600m.
P=0887 | X=0112.610-0335.780 | Y=0579.050-0590.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0887 | X=0112.610-0398.150 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0887 | X=0112.610-0403.910 | Y=0608.330-0619.570 | An Ninh đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh
P=0887 | X=0112.610-0319.460 | Y=0619.870-0631.110 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0887 | X=0092.660-0109.300 | Y=0627.750-0637.070 | 774
P=0887 | X=0415.340-0431.980 | Y=0627.750-0637.070 | 950
P=0887 | X=0451.610-0468.250 | Y=0627.750-0637.070 | 670
P=0887 | X=0505.390-0522.030 | Y=0627.750-0637.070 | 570
P=0887 | X=0112.610-0390.040 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0887 | X=0112.610-0336.250 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0887 | X=0112.610-0397.870 | Y=0672.670-0683.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0887 | X=0092.660-0389.500 | Y=0684.190-0695.430 | 775 Đường Nguyễn An Ninh đoạn từ Đường Trần Phú đến Đường
P=0887 | X=0407.180-0432.230 | Y=0686.070-0695.390 | 1.100
P=0887 | X=0451.610-0468.250 | Y=0686.070-0695.390 | 770
P=0887 | X=0505.390-0522.030 | Y=0686.070-0695.390 | 660
P=0887 | X=0112.610-0405.630 | Y=0695.710-0706.950 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0888 | X=0112.610-0335.520 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0888 | X=0112.610-0389.800 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0888 | X=0112.610-0397.870 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0888 | X=0112.610-0389.500 | Y=0125.330-0136.570 | Đường Nguyễn An Ninh đoạn từ Đường Trần Phú đến Đường
P=0888 | X=0112.610-0405.630 | Y=0136.850-0148.090 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0888 | X=0092.660-0335.780 | Y=0154.370-0168.450 | 776 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0888 | X=0415.340-0431.980 | Y=0159.130-0168.450 | 990
P=0888 | X=0451.610-0468.250 | Y=0159.130-0168.450 | 690
P=0888 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 590
P=0888 | X=0112.610-0399.500 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0888 | X=0112.610-0165.570 | Y=0183.170-0194.410 | đến ≤600m.
P=0888 | X=0112.610-0335.780 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0888 | X=0112.610-0397.870 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0888 | X=0112.610-0389.500 | Y=0229.990-0241.230 | Đường Nguyễn An Ninh đoạn từ Đường Trần Phú đến Đường
P=0888 | X=0112.610-0405.630 | Y=0241.510-0252.750 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0888 | X=0092.660-0109.300 | Y=0249.390-0258.710 | 777
P=0888 | X=0415.340-0431.980 | Y=0249.390-0258.710 | 860
P=0888 | X=0451.610-0468.250 | Y=0249.390-0258.710 | 600
P=0888 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 520
P=0888 | X=0112.610-0390.040 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0888 | X=0112.610-0336.250 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0888 | X=0112.610-0196.720 | Y=0294.340-0305.580 | Đường Nguyễn An
P=0888 | X=0212.710-0396.940 | Y=0294.340-0305.580 | Đường Nguyễn Đường Nguyễn Thị Minh
P=0888 | X=0092.660-0109.300 | Y=0301.980-0311.300 | 778
P=0888 | X=0407.180-0432.230 | Y=0301.980-0311.300 | 2.000
P=0888 | X=0443.450-0468.500 | Y=0301.980-0311.300 | 1.400
P=0888 | X=0497.230-0522.280 | Y=0301.980-0311.300 | 1.200
P=0888 | X=0112.610-0133.320 | Y=0307.740-0317.060 | Ninh
P=0888 | X=0212.710-0258.910 | Y=0307.740-0317.060 | Hữu Cảnh
P=0888 | X=0286.660-0306.660 | Y=0307.740-0317.060 | Khai
P=0888 | X=0112.610-0398.150 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0888 | X=0112.610-0397.190 | Y=0335.140-0346.380 | An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0888 | X=0112.610-0383.540 | Y=0346.660-0357.900 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0888 | X=0092.660-0109.300 | Y=0354.540-0363.860 | 779
P=0888 | X=0407.180-0432.230 | Y=0354.540-0363.860 | 1.000
P=0888 | X=0451.610-0468.250 | Y=0354.540-0363.860 | 700
P=0888 | X=0505.390-0522.030 | Y=0354.540-0363.860 | 600
P=0888 | X=0112.610-0335.520 | Y=0363.940-0375.180 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0888 | X=0112.610-0389.800 | Y=0381.480-0392.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0888 | X=0112.610-0398.150 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0888 | X=0112.610-0397.190 | Y=0410.760-0422.000 | An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0888 | X=0112.610-0383.540 | Y=0422.280-0433.520 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0888 | X=0092.660-0335.780 | Y=0439.800-0454.120 | 780 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0888 | X=0415.340-0431.980 | Y=0444.800-0454.120 | 820
P=0888 | X=0451.610-0468.250 | Y=0444.800-0454.120 | 570
P=0888 | X=0505.390-0522.030 | Y=0444.800-0454.120 | 490
P=0888 | X=0112.610-0399.500 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0888 | X=0112.610-0165.570 | Y=0468.860-0480.100 | đến ≤600m.
P=0888 | X=0112.610-0335.780 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0888 | X=0112.610-0398.150 | Y=0504.140-0515.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0888 | X=0112.610-0397.190 | Y=0515.660-0526.900 | An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0888 | X=0112.610-0383.540 | Y=0527.180-0538.420 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0888 | X=0092.660-0109.300 | Y=0535.090-0544.410 | 781
P=0888 | X=0415.340-0431.980 | Y=0535.090-0544.410 | 680
P=0888 | X=0451.610-0468.250 | Y=0535.090-0544.410 | 480
P=0888 | X=0505.390-0522.030 | Y=0535.090-0544.410 | 410
P=0888 | X=0112.610-0390.040 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0888 | X=0112.610-0336.250 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0888 | X=0112.610-0397.870 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0888 | X=0112.610-0397.180 | Y=0591.290-0602.530 | Đường Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0888 | X=0112.610-0392.380 | Y=0602.810-0614.050 | Đường Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê
P=0888 | X=0092.660-0172.770 | Y=0614.330-0625.770 | 782 tông xi măng:
P=0888 | X=0415.340-0431.980 | Y=0616.450-0625.770 | 900
P=0888 | X=0451.610-0468.250 | Y=0616.450-0625.770 | 630
P=0888 | X=0505.390-0522.030 | Y=0616.450-0625.770 | 550
P=0888 | X=0112.610-0335.520 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0888 | X=0112.610-0389.800 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0888 | X=0112.610-0397.870 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0888 | X=0112.610-0397.180 | Y=0678.670-0689.910 | Đường Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0888 | X=0092.660-0109.300 | Y=0686.310-0695.630 | 783
P=0888 | X=0415.340-0431.980 | Y=0686.310-0695.630 | 740
P=0888 | X=0451.610-0468.250 | Y=0686.310-0695.630 | 520
P=0888 | X=0505.390-0522.030 | Y=0686.310-0695.630 | 440
P=0888 | X=0112.610-0392.380 | Y=0690.190-0701.430 | Đường Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê
P=0888 | X=0112.610-0172.770 | Y=0701.730-0712.970 | tông xi măng:
P=0889 | X=0112.610-0335.780 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0889 | X=0112.610-0399.500 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0889 | X=0112.610-0165.570 | Y=0107.540-0118.780 | đến ≤600m.
P=0889 | X=0112.610-0335.790 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0889 | X=0112.610-0397.870 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0889 | X=0112.610-0397.180 | Y=0154.370-0165.610 | Đường Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0889 | X=0112.610-0392.380 | Y=0165.650-0176.890 | Đường Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê
P=0889 | X=0092.660-0172.770 | Y=0177.170-0188.610 | 784 tông xi măng:
P=0889 | X=0415.340-0431.980 | Y=0179.290-0188.610 | 610
P=0889 | X=0451.610-0468.250 | Y=0179.290-0188.610 | 430
P=0889 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 370
P=0889 | X=0112.610-0390.040 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0889 | X=0112.610-0336.250 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0889 | X=0112.610-0191.660 | Y=0229.990-0241.230 | Đường Phan Chu
P=0889 | X=0092.660-0109.300 | Y=0237.630-0246.950 | 785
P=0889 | X=0407.180-0432.230 | Y=0237.630-0246.950 | 2.800
P=0889 | X=0443.450-0468.500 | Y=0237.630-0246.950 | 2.000
P=0889 | X=0497.230-0522.280 | Y=0237.630-0246.950 | 1.700
P=0889 | X=0112.610-0135.710 | Y=0243.390-0252.710 | Trinh
P=0889 | X=0112.610-0387.090 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0889 | X=0112.610-0366.010 | Y=0270.790-0282.030 | Chu Trinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0889 | X=0092.660-0109.300 | Y=0284.460-0293.780 | 786
P=0889 | X=0407.180-0432.230 | Y=0284.460-0293.780 | 1.500
P=0889 | X=0443.450-0468.500 | Y=0284.460-0293.780 | 1.100
P=0889 | X=0505.390-0522.030 | Y=0284.460-0293.780 | 900
P=0889 | X=0112.610-0335.520 | Y=0288.340-0299.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0889 | X=0112.610-0389.800 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0889 | X=0112.610-0387.090 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0889 | X=0112.610-0366.010 | Y=0335.140-0346.380 | Chu Trinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0889 | X=0112.610-0335.780 | Y=0352.660-0363.900 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0889 | X=0092.660-0109.300 | Y=0363.180-0372.500 | 787
P=0889 | X=0407.180-0432.230 | Y=0363.180-0372.500 | 1.100
P=0889 | X=0451.610-0468.250 | Y=0363.180-0372.500 | 770
P=0889 | X=0505.390-0522.030 | Y=0363.180-0372.500 | 660
P=0889 | X=0112.610-0399.500 | Y=0369.960-0381.200 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0889 | X=0112.610-0165.570 | Y=0381.480-0392.720 | đến ≤600m.
P=0889 | X=0112.610-0335.780 | Y=0399.000-0410.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0889 | X=0112.610-0387.090 | Y=0416.760-0428.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan
P=0889 | X=0112.610-0366.010 | Y=0428.280-0439.520 | Chu Trinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0889 | X=0092.660-0109.300 | Y=0441.920-0451.240 | 788
P=0889 | X=0415.340-0431.980 | Y=0441.920-0451.240 | 880
P=0889 | X=0451.610-0468.250 | Y=0441.920-0451.240 | 620
P=0889 | X=0505.390-0522.030 | Y=0441.920-0451.240 | 530
P=0889 | X=0112.610-0390.040 | Y=0445.800-0457.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0889 | X=0112.610-0336.250 | Y=0463.340-0474.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0889 | X=0112.610-0397.870 | Y=0481.100-0492.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0889 | X=0112.610-0395.990 | Y=0492.620-0503.860 | Đường Phan Chu Trinh có hiện trạng là đường nhựa, bê tông xi
P=0889 | X=0112.610-0140.610 | Y=0504.140-0515.380 | măng:
P=0889 | X=0092.660-0109.300 | Y=0512.020-0521.340 | 789
P=0889 | X=0407.180-0432.230 | Y=0512.020-0521.340 | 1.400
P=0889 | X=0451.610-0468.250 | Y=0512.020-0521.340 | 980
P=0889 | X=0505.390-0522.030 | Y=0512.020-0521.340 | 840
P=0889 | X=0112.610-0335.520 | Y=0521.660-0532.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0889 | X=0112.610-0389.800 | Y=0539.210-0550.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0889 | X=0112.610-0397.870 | Y=0556.970-0568.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0889 | X=0112.610-0395.990 | Y=0568.250-0579.490 | Đường Phan Chu Trinh có hiện trạng là đường nhựa, bê tông xi
P=0889 | X=0112.610-0140.610 | Y=0579.770-0591.010 | măng:
P=0889 | X=0092.660-0335.780 | Y=0597.290-0611.610 | 790 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0889 | X=0415.340-0431.980 | Y=0602.290-0611.610 | 990
P=0889 | X=0451.610-0468.250 | Y=0602.290-0611.610 | 690
P=0889 | X=0505.390-0522.030 | Y=0602.290-0611.610 | 590
P=0889 | X=0112.610-0399.500 | Y=0614.810-0626.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0889 | X=0112.610-0165.570 | Y=0626.350-0637.590 | đến ≤600m.
P=0889 | X=0112.610-0335.780 | Y=0643.870-0655.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0889 | X=0112.610-0397.900 | Y=0661.630-0672.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0889 | X=0112.610-0395.950 | Y=0673.150-0684.390 | Đường Phan Chu Trinh có hiện trạng là đường nhựa, bê tông xi
P=0889 | X=0092.660-0140.610 | Y=0683.670-0695.910 | 791 măng:
P=0889 | X=0415.340-0431.980 | Y=0683.670-0692.990 | 790
P=0889 | X=0451.610-0468.250 | Y=0683.670-0692.990 | 550
P=0889 | X=0505.390-0522.030 | Y=0683.670-0692.990 | 470
P=0889 | X=0112.610-0390.040 | Y=0702.210-0713.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0890 | X=0112.610-0336.250 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0890 | X=0112.610-0196.710 | Y=0096.260-0107.500 | Đường Huỳnh Văn
P=0890 | X=0212.710-0268.020 | Y=0096.260-0107.500 | Đường Trần
P=0890 | X=0286.660-0405.060 | Y=0096.260-0107.500 | Hết đền thờ liệt sĩ xã Xuân
P=0890 | X=0092.660-0109.300 | Y=0103.900-0113.220 | 792
P=0890 | X=0407.180-0432.230 | Y=0103.900-0113.220 | 2.800
P=0890 | X=0443.450-0468.500 | Y=0103.900-0113.220 | 2.000
P=0890 | X=0497.230-0522.280 | Y=0103.900-0113.220 | 1.700
P=0890 | X=0112.610-0136.450 | Y=0109.660-0118.980 | Nghệ
P=0890 | X=0212.710-0230.550 | Y=0109.660-0118.980 | Phú
P=0890 | X=0286.660-0302.760 | Y=0109.660-0118.980 | Lộc
P=0890 | X=0112.610-0392.630 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0890 | X=0112.610-0387.320 | Y=0137.090-0148.330 | Văn Nghệ đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã
P=0890 | X=0112.610-0364.330 | Y=0148.610-0159.850 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0890 | X=0092.660-0109.300 | Y=0156.490-0165.810 | 793
P=0890 | X=0407.180-0432.230 | Y=0156.490-0165.810 | 1.500
P=0890 | X=0443.450-0468.500 | Y=0156.490-0165.810 | 1.100
P=0890 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 900
P=0890 | X=0112.610-0335.520 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0890 | X=0112.610-0389.800 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0890 | X=0112.610-0392.630 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0890 | X=0112.610-0387.320 | Y=0212.710-0223.950 | Văn Nghệ đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã
P=0890 | X=0112.610-0364.330 | Y=0224.230-0235.470 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0890 | X=0092.660-0335.780 | Y=0241.750-0256.070 | 794 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0890 | X=0407.180-0432.230 | Y=0246.750-0256.070 | 1.100
P=0890 | X=0451.610-0468.250 | Y=0246.750-0256.070 | 770
P=0890 | X=0505.390-0522.030 | Y=0246.750-0256.070 | 660
P=0890 | X=0112.610-0399.500 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0890 | X=0112.610-0165.570 | Y=0270.790-0282.030 | đến ≤600m.
P=0890 | X=0112.610-0335.780 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0890 | X=0112.610-0392.630 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0890 | X=0112.610-0387.320 | Y=0317.620-0328.860 | Văn Nghệ đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã
