TABLE=019 | AREA=Phường Long Khánh | SECTION=non-agricultural | SEGMENTS=1
P=0686 | X=0106.850-0392.110 | Y=0183.170-0194.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0686 | X=0106.850-0410.630 | Y=0194.690-0205.930 | Đường Nguyễn Tri Phương đoạn từ Đường Nguyễn Du đến Nguyễn
P=0686 | X=0106.850-0377.780 | Y=0206.230-0217.470 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0686 | X=0090.020-0106.660 | Y=0214.110-0223.430 | 609
P=0686 | X=0424.970-0450.020 | Y=0214.110-0223.430 | 1.200
P=0686 | X=0469.370-0486.010 | Y=0214.110-0223.430 | 840
P=0686 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 720
P=0686 | X=0106.850-0384.260 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0686 | X=0106.850-0333.140 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0686 | X=0322.200-0414.470 | Y=0259.030-0270.270 | Đường Thích Quảng
P=0686 | X=0235.540-0311.470 | Y=0260.910-0270.230 | Nguyễn Thị Minh
P=0686 | X=0090.020-0229.800 | Y=0264.790-0276.030 | 610 Đường Nguyễn Tri Phương
P=0686 | X=0424.970-0450.020 | Y=0266.670-0275.990 | 4.200
P=0686 | X=0461.210-0486.260 | Y=0266.670-0275.990 | 2.900
P=0686 | X=0497.230-0522.280 | Y=0266.670-0275.990 | 2.500
P=0686 | X=0322.200-0341.160 | Y=0270.550-0281.790 | Đức
P=0686 | X=0235.540-0255.540 | Y=0272.430-0281.750 | Khai
P=0686 | X=0106.850-0406.770 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Tri
P=0686 | X=0106.850-0396.700 | Y=0299.860-0311.100 | Phương đoạn từ Nguyễn Thị Minh Khai đến Đường Thích Quảng
P=0686 | X=0106.850-0335.530 | Y=0311.380-0322.620 | Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0686 | X=0090.020-0106.660 | Y=0319.260-0328.580 | 611
P=0686 | X=0424.970-0450.020 | Y=0319.260-0328.580 | 2.100
P=0686 | X=0461.210-0486.260 | Y=0319.260-0328.580 | 1.500
P=0686 | X=0497.230-0522.280 | Y=0319.260-0328.580 | 1.300
P=0686 | X=0106.850-0329.760 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0686 | X=0106.850-0384.020 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0686 | X=0106.850-0406.770 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Tri
P=0686 | X=0106.850-0396.700 | Y=0375.480-0386.720 | Phương đoạn từ Nguyễn Thị Minh Khai đến Đường Thích Quảng
P=0686 | X=0106.850-0335.530 | Y=0387.000-0398.240 | Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0686 | X=0090.020-0330.020 | Y=0404.520-0418.840 | 612 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0686 | X=0424.970-0450.020 | Y=0409.520-0418.840 | 1.400
P=0686 | X=0469.370-0486.010 | Y=0409.520-0418.840 | 980
P=0686 | X=0505.390-0522.030 | Y=0409.520-0418.840 | 840
P=0686 | X=0106.850-0413.270 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0686 | X=0106.850-0140.370 | Y=0433.560-0444.800 | ≤600m.
P=0686 | X=0106.850-0330.040 | Y=0451.100-0462.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0686 | X=0106.850-0406.770 | Y=0468.860-0480.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Tri
P=0686 | X=0106.850-0396.700 | Y=0480.380-0491.620 | Phương đoạn từ Nguyễn Thị Minh Khai đến Đường Thích Quảng
P=0686 | X=0106.850-0335.530 | Y=0491.900-0503.140 | Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0686 | X=0090.020-0106.660 | Y=0499.780-0509.100 | 613
P=0686 | X=0424.970-0450.020 | Y=0499.780-0509.100 | 1.100
P=0686 | X=0469.370-0486.010 | Y=0499.780-0509.100 | 770
P=0686 | X=0505.390-0522.030 | Y=0499.780-0509.100 | 660
P=0686 | X=0106.850-0384.260 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0686 | X=0106.850-0330.490 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0686 | X=0106.850-0392.110 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0686 | X=0106.850-0387.590 | Y=0556.010-0567.250 | Đường Nguyễn Tri Phương đoạn từ Nguyễn Thị Minh Khai đến
P=0686 | X=0106.850-0399.790 | Y=0567.530-0578.770 | Đường Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi
P=0686 | X=0090.020-0134.850 | Y=0579.050-0590.490 | 614 măng:
P=0686 | X=0424.970-0450.020 | Y=0581.170-0590.490 | 1.900
P=0686 | X=0461.210-0486.260 | Y=0581.170-0590.490 | 1.300
P=0686 | X=0497.230-0522.280 | Y=0581.170-0590.490 | 1.100
P=0686 | X=0106.850-0329.760 | Y=0596.570-0607.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0686 | X=0106.850-0384.020 | Y=0614.090-0625.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0686 | X=0106.850-0392.110 | Y=0631.870-0643.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0686 | X=0106.850-0387.590 | Y=0643.390-0654.630 | Đường Nguyễn Tri Phương đoạn từ Nguyễn Thị Minh Khai đến
P=0686 | X=0106.850-0399.790 | Y=0654.910-0666.150 | Đường Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi
P=0686 | X=0090.020-0134.850 | Y=0666.430-0677.870 | 615 măng:
P=0686 | X=0424.970-0450.020 | Y=0668.550-0677.870 | 1.300
P=0686 | X=0469.370-0486.010 | Y=0668.550-0677.870 | 910
P=0686 | X=0505.390-0522.030 | Y=0668.550-0677.870 | 780
P=0686 | X=0106.850-0330.020 | Y=0683.950-0695.190 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0686 | X=0106.850-0413.270 | Y=0701.490-0712.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0687 | X=0106.850-0140.370 | Y=0072.500-0083.740 | ≤600m.
P=0687 | X=0106.850-0330.020 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0687 | X=0106.850-0392.110 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0687 | X=0106.850-0387.590 | Y=0119.330-0130.570 | Đường Nguyễn Tri Phương đoạn từ Nguyễn Thị Minh Khai đến
P=0687 | X=0106.850-0399.790 | Y=0130.850-0142.090 | Đường Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi
P=0687 | X=0090.020-0134.850 | Y=0142.370-0153.810 | 616 măng:
P=0687 | X=0433.130-0449.770 | Y=0144.490-0153.810 | 990
P=0687 | X=0469.370-0486.010 | Y=0144.490-0153.810 | 690
P=0687 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 590
P=0687 | X=0106.850-0384.260 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0687 | X=0106.850-0333.140 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0687 | X=0235.540-0299.480 | Y=0194.930-0206.170 | Đường Hồ Thị
P=0687 | X=0090.020-0211.590 | Y=0200.710-0211.950 | 617 Đường Hoàng Văn Thụ
P=0687 | X=0322.200-0407.510 | Y=0200.710-0211.950 | Đường Ngô Quyền
P=0687 | X=0424.970-0450.020 | Y=0202.590-0211.910 | 3.100
P=0687 | X=0461.210-0486.260 | Y=0202.590-0211.910 | 2.200
P=0687 | X=0497.230-0522.280 | Y=0202.590-0211.910 | 1.900
P=0687 | X=0235.540-0267.290 | Y=0206.470-0217.710 | Hương
P=0687 | X=0106.850-0407.960 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Văn
P=0687 | X=0106.850-0404.860 | Y=0235.750-0246.990 | Thụ đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0687 | X=0106.850-0278.630 | Y=0247.270-0258.510 | trạng là đường nhựa, bê tông xi măng:
P=0687 | X=0090.020-0106.660 | Y=0255.150-0264.470 | 618
P=0687 | X=0424.970-0450.020 | Y=0255.150-0264.470 | 1.500
P=0687 | X=0461.210-0486.260 | Y=0255.150-0264.470 | 1.100
P=0687 | X=0505.390-0522.030 | Y=0255.150-0264.470 | 900
P=0687 | X=0106.850-0329.760 | Y=0264.790-0276.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0687 | X=0106.850-0384.020 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0687 | X=0106.850-0407.960 | Y=0300.100-0311.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Văn
P=0687 | X=0106.850-0404.860 | Y=0311.620-0322.860 | Thụ đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0687 | X=0106.850-0278.630 | Y=0323.140-0334.380 | trạng là đường nhựa, bê tông xi măng:
P=0687 | X=0090.020-0330.020 | Y=0340.660-0354.740 | 619 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0687 | X=0424.970-0450.020 | Y=0345.420-0354.740 | 1.300
P=0687 | X=0469.370-0486.010 | Y=0345.420-0354.740 | 910
P=0687 | X=0505.390-0522.030 | Y=0345.420-0354.740 | 780
P=0687 | X=0106.850-0413.270 | Y=0357.940-0369.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0687 | X=0106.850-0140.370 | Y=0369.480-0380.720 | ≤600m.
P=0687 | X=0106.850-0330.020 | Y=0387.000-0398.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0687 | X=0106.850-0407.960 | Y=0404.760-0416.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Văn
P=0687 | X=0106.850-0404.860 | Y=0416.280-0427.520 | Thụ đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0687 | X=0106.850-0278.630 | Y=0427.800-0439.040 | trạng là đường nhựa, bê tông xi măng:
P=0687 | X=0090.020-0106.660 | Y=0435.680-0445.000 | 620
P=0687 | X=0433.130-0449.770 | Y=0435.680-0445.000 | 980
P=0687 | X=0469.370-0486.010 | Y=0435.680-0445.000 | 690
P=0687 | X=0505.390-0522.030 | Y=0435.680-0445.000 | 590
P=0687 | X=0106.850-0384.260 | Y=0445.320-0456.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0687 | X=0106.850-0330.490 | Y=0462.860-0474.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0687 | X=0106.850-0392.110 | Y=0480.620-0491.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0687 | X=0106.850-0403.670 | Y=0492.140-0503.380 | Đường Hoàng Văn Thụ đoạn từ Đường Hồ Thị Hương đến Đường
P=0687 | X=0106.850-0366.980 | Y=0503.660-0514.900 | Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0687 | X=0090.020-0106.660 | Y=0511.540-0520.860 | 621
P=0687 | X=0424.970-0450.020 | Y=0511.540-0520.860 | 1.400
P=0687 | X=0469.370-0486.010 | Y=0511.540-0520.860 | 980
P=0687 | X=0505.390-0522.030 | Y=0511.540-0520.860 | 840
P=0687 | X=0106.850-0329.760 | Y=0521.180-0532.420 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0687 | X=0106.850-0384.020 | Y=0538.490-0549.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0687 | X=0106.850-0392.110 | Y=0556.250-0567.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0687 | X=0106.850-0403.670 | Y=0567.770-0579.010 | Đường Hoàng Văn Thụ đoạn từ Đường Hồ Thị Hương đến Đường
P=0687 | X=0106.850-0366.980 | Y=0579.290-0590.530 | Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0687 | X=0090.020-0330.020 | Y=0596.810-0611.130 | 622 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0687 | X=0424.970-0450.020 | Y=0601.810-0611.130 | 1.200
P=0687 | X=0469.370-0486.010 | Y=0601.810-0611.130 | 840
P=0687 | X=0505.390-0522.030 | Y=0601.810-0611.130 | 720
P=0687 | X=0106.850-0413.270 | Y=0614.330-0625.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0687 | X=0106.850-0140.370 | Y=0625.870-0637.110 | ≤600m.
P=0687 | X=0106.850-0330.020 | Y=0643.390-0654.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0687 | X=0106.850-0392.110 | Y=0661.150-0672.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0687 | X=0106.850-0403.670 | Y=0672.670-0683.910 | Đường Hoàng Văn Thụ đoạn từ Đường Hồ Thị Hương đến Đường
P=0687 | X=0090.020-0366.980 | Y=0683.190-0695.430 | 623 Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0687 | X=0433.130-0449.770 | Y=0683.190-0692.510 | 880
P=0687 | X=0469.370-0486.010 | Y=0683.190-0692.510 | 620
P=0687 | X=0505.390-0522.030 | Y=0683.190-0692.510 | 530
P=0687 | X=0106.850-0384.260 | Y=0701.730-0712.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0688 | X=0106.850-0333.140 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0688 | X=0235.540-0299.480 | Y=0096.260-0107.500 | Đường Hồ Thị
P=0688 | X=0090.020-0210.280 | Y=0102.020-0113.260 | 624 Đường Châu Văn Liêm
P=0688 | X=0322.200-0407.510 | Y=0102.020-0113.260 | Đường Ngô Quyền
P=0688 | X=0424.970-0450.010 | Y=0103.900-0113.220 | 3.100
P=0688 | X=0461.210-0486.260 | Y=0103.900-0113.220 | 2.200
P=0688 | X=0497.230-0522.280 | Y=0103.900-0113.220 | 1.900
P=0688 | X=0235.540-0267.290 | Y=0107.780-0119.020 | Hương
P=0688 | X=0106.850-0402.440 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Châu Văn
P=0688 | X=0106.850-0409.420 | Y=0137.090-0148.330 | Liêm đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0688 | X=0106.850-0278.630 | Y=0148.610-0159.850 | trạng là đường nhựa, bê tông xi măng:
P=0688 | X=0090.020-0106.660 | Y=0156.490-0165.810 | 625
P=0688 | X=0424.970-0450.020 | Y=0156.490-0165.810 | 1.500
P=0688 | X=0461.210-0486.260 | Y=0156.490-0165.810 | 1.100
P=0688 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 900
P=0688 | X=0106.850-0329.760 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0688 | X=0106.850-0384.020 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0688 | X=0106.850-0402.440 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Châu Văn
P=0688 | X=0106.850-0409.420 | Y=0212.710-0223.950 | Liêm đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0688 | X=0106.850-0278.630 | Y=0224.230-0235.470 | trạng là đường nhựa, bê tông xi măng:
P=0688 | X=0090.020-0330.040 | Y=0241.750-0256.070 | 626 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0688 | X=0424.970-0450.020 | Y=0246.750-0256.070 | 1.300
P=0688 | X=0469.370-0486.010 | Y=0246.750-0256.070 | 910
P=0688 | X=0505.390-0522.030 | Y=0246.750-0256.070 | 780
P=0688 | X=0106.850-0413.270 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0688 | X=0106.850-0140.370 | Y=0270.790-0282.030 | ≤600m.
P=0688 | X=0106.850-0330.020 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0688 | X=0106.850-0402.440 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Châu Văn
P=0688 | X=0106.850-0409.430 | Y=0317.620-0328.860 | Liêm đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện
P=0688 | X=0106.850-0278.630 | Y=0329.140-0340.380 | trạng là đường nhựa, bê tông xi măng:
P=0688 | X=0090.020-0106.660 | Y=0337.020-0346.340 | 627
P=0688 | X=0433.130-0449.770 | Y=0337.020-0346.340 | 980
P=0688 | X=0469.370-0486.010 | Y=0337.020-0346.340 | 690
P=0688 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 590
P=0688 | X=0106.850-0384.260 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0688 | X=0106.850-0330.490 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0688 | X=0106.850-0392.110 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0688 | X=0106.850-0402.470 | Y=0393.240-0404.480 | Đường Châu Văn Liêm đoạn từ Đường Hồ Thị Hương đến Đường
P=0688 | X=0106.850-0366.980 | Y=0404.760-0416.000 | Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0688 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 628
P=0688 | X=0424.970-0450.020 | Y=0412.640-0421.960 | 1.400
P=0688 | X=0469.370-0486.010 | Y=0412.640-0421.960 | 980
P=0688 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 840
P=0688 | X=0106.850-0329.760 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0688 | X=0106.850-0384.020 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0688 | X=0106.850-0392.110 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0688 | X=0106.850-0402.470 | Y=0469.100-0480.340 | Đường Châu Văn Liêm đoạn từ Đường Hồ Thị Hương đến Đường
P=0688 | X=0106.850-0366.980 | Y=0480.620-0491.860 | Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0688 | X=0090.020-0330.020 | Y=0498.140-0512.220 | 629 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0688 | X=0424.970-0450.020 | Y=0502.900-0512.220 | 1.200
P=0688 | X=0469.370-0486.010 | Y=0502.900-0512.220 | 840
P=0688 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 720
P=0688 | X=0106.850-0413.270 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0688 | X=0106.850-0140.370 | Y=0527.180-0538.420 | ≤600m.
P=0688 | X=0106.850-0330.020 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0688 | X=0106.850-0392.110 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0688 | X=0106.850-0402.470 | Y=0573.770-0585.010 | Đường Châu Văn Liêm đoạn từ Đường Hồ Thị Hương đến Đường
P=0688 | X=0106.850-0366.980 | Y=0585.290-0596.530 | Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0688 | X=0090.020-0106.660 | Y=0593.170-0602.490 | 630
P=0688 | X=0433.130-0449.770 | Y=0593.170-0602.490 | 880
P=0688 | X=0469.370-0486.010 | Y=0593.170-0602.490 | 620
P=0688 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 530
P=0688 | X=0106.850-0384.260 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0688 | X=0106.850-0333.140 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0688 | X=0235.540-0299.480 | Y=0638.110-0649.350 | Đường Hồ Thị
P=0688 | X=0090.020-0193.770 | Y=0643.870-0655.110 | 631 Đường Ngô Gia Tự
P=0688 | X=0322.200-0407.510 | Y=0643.870-0655.110 | Đường Ngô Quyền
P=0688 | X=0424.970-0450.020 | Y=0645.750-0655.070 | 3.100
P=0688 | X=0461.210-0486.260 | Y=0645.750-0655.070 | 2.200
P=0688 | X=0497.230-0522.280 | Y=0645.750-0655.070 | 1.900
P=0688 | X=0235.540-0267.290 | Y=0649.630-0660.870 | Hương
P=0688 | X=0106.850-0410.320 | Y=0667.390-0678.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Gia Tự
P=0688 | X=0106.850-0410.380 | Y=0678.910-0690.150 | đoạn từ Đường Hồ Thị Hương đến Đường Ngô Quyền có hiện trạng
P=0688 | X=0090.020-0253.180 | Y=0689.430-0701.670 | 632 là đường nhựa, bê tông xi măng:
P=0688 | X=0424.970-0450.020 | Y=0689.430-0698.750 | 1.500
P=0688 | X=0461.210-0486.260 | Y=0689.430-0698.750 | 1.100
P=0688 | X=0505.390-0522.030 | Y=0689.430-0698.750 | 900
P=0688 | X=0106.850-0329.760 | Y=0707.970-0719.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
