TABLE=002 | AREA=Phường Trấn Biên | SECTION=non-agricultural | SEGMENTS=1
P=0089 | X=0114.290-0376.790 | Y=0283.300-0294.540 | Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp
P=0089 | X=0114.290-0361.160 | Y=0294.820-0306.060 | đến Quốc lộ 51 có hiện trạng là đường nhựa, bê tông xi
P=0089 | X=0114.290-0142.290 | Y=0306.340-0317.580 | măng:
P=0089 | X=0093.380-0110.020 | Y=0314.220-0323.540 | 500
P=0089 | X=0395.180-0425.770 | Y=0314.220-0323.540 | 13.400
P=0089 | X=0437.210-0462.260 | Y=0314.220-0323.540 | 9.400
P=0089 | X=0497.230-0522.280 | Y=0314.220-0323.540 | 8.000
P=0089 | X=0114.290-0337.200 | Y=0323.860-0335.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0089 | X=0114.290-0355.400 | Y=0341.380-0352.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0089 | X=0114.290-0147.810 | Y=0352.900-0364.140 | ≤400m.
P=0089 | X=0114.290-0379.870 | Y=0370.920-0382.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi
P=0089 | X=0114.290-0376.790 | Y=0382.200-0393.440 | Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp
P=0089 | X=0114.290-0361.160 | Y=0393.720-0404.960 | đến Quốc lộ 51 có hiện trạng là đường nhựa, bê tông xi
P=0089 | X=0114.290-0142.290 | Y=0405.240-0416.480 | măng:
P=0089 | X=0093.380-0337.460 | Y=0422.000-0434.000 | 501 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0089 | X=0400.700-0425.750 | Y=0422.000-0431.320 | 7.300
P=0089 | X=0437.210-0462.260 | Y=0422.000-0431.320 | 5.100
P=0089 | X=0497.230-0522.280 | Y=0422.000-0431.320 | 4.400
P=0089 | X=0114.290-0367.600 | Y=0440.280-0451.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0089 | X=0114.290-0200.840 | Y=0451.820-0463.060 | >400m đến ≤600m.
P=0089 | X=0114.290-0337.460 | Y=0469.340-0480.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0089 | X=0114.290-0379.870 | Y=0487.340-0498.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi
P=0089 | X=0114.290-0376.790 | Y=0498.860-0510.100 | Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp
P=0089 | X=0114.290-0361.160 | Y=0510.380-0521.620 | đến Quốc lộ 51 có hiện trạng là đường nhựa, bê tông xi
P=0089 | X=0114.290-0142.290 | Y=0521.900-0533.140 | măng:
P=0089 | X=0093.380-0110.020 | Y=0529.780-0539.100 | 502
P=0089 | X=0400.700-0425.750 | Y=0529.780-0539.100 | 5.000
P=0089 | X=0437.210-0462.260 | Y=0529.780-0539.100 | 3.500
P=0089 | X=0497.230-0522.280 | Y=0529.780-0539.100 | 3.000
P=0089 | X=0114.290-0355.400 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0089 | X=0114.290-0148.050 | Y=0552.850-0562.170 | >600m.
P=0089 | X=0114.290-0337.930 | Y=0568.250-0579.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0089 | X=0114.290-0387.800 | Y=0586.250-0597.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0089 | X=0114.290-0370.040 | Y=0597.770-0609.010 | ra Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng
P=0089 | X=0114.290-0385.030 | Y=0609.290-0620.530 | xoay Tam Hiệp đến Quốc lộ 51 có hiện trạng là đường nhựa,
P=0089 | X=0114.290-0188.370 | Y=0620.830-0632.070 | bê tông xi măng:
P=0089 | X=0093.380-0110.020 | Y=0628.710-0638.030 | 503
P=0089 | X=0395.180-0425.750 | Y=0628.710-0638.030 | 12.100
P=0089 | X=0437.210-0462.260 | Y=0628.710-0638.030 | 8.500
P=0089 | X=0497.230-0522.280 | Y=0628.710-0638.030 | 7.300
P=0089 | X=0114.290-0337.200 | Y=0638.350-0649.590 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0089 | X=0114.290-0355.400 | Y=0655.870-0667.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0089 | X=0114.290-0147.810 | Y=0667.390-0678.630 | ≤400m.
P=0089 | X=0114.290-0387.800 | Y=0685.390-0696.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0089 | X=0093.380-0370.040 | Y=0696.910-0708.150 | 504 ra Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng
P=0089 | X=0400.700-0425.750 | Y=0698.790-0708.110 | 6.600
P=0089 | X=0437.210-0462.260 | Y=0698.790-0708.110 | 4.600
P=0089 | X=0497.230-0522.280 | Y=0698.790-0708.110 | 4.000
P=0089 | X=0114.290-0385.030 | Y=0708.450-0719.690 | xoay Tam Hiệp đến Quốc lộ 51 có hiện trạng là đường nhựa,
P=0090 | X=0114.290-0188.370 | Y=0072.740-0083.980 | bê tông xi măng:
P=0090 | X=0114.290-0337.460 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0090 | X=0114.290-0367.600 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0090 | X=0114.290-0200.840 | Y=0119.330-0130.570 | >400m đến ≤600m.
P=0090 | X=0114.290-0337.460 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0090 | X=0114.290-0387.800 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0090 | X=0114.290-0370.040 | Y=0166.370-0177.610 | ra Đường Bùi Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng
P=0090 | X=0114.290-0385.030 | Y=0177.650-0188.890 | xoay Tam Hiệp đến Quốc lộ 51 có hiện trạng là đường nhựa,
P=0090 | X=0114.290-0188.370 | Y=0189.170-0200.410 | bê tông xi măng:
P=0090 | X=0093.380-0110.020 | Y=0197.050-0206.370 | 505
P=0090 | X=0400.700-0425.750 | Y=0197.050-0206.370 | 4.500
P=0090 | X=0437.210-0462.260 | Y=0197.050-0206.370 | 3.200
P=0090 | X=0497.230-0522.280 | Y=0197.050-0206.370 | 2.700
P=0090 | X=0114.290-0355.400 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0090 | X=0114.290-0148.050 | Y=0220.110-0229.430 | >600m.
P=0090 | X=0114.290-0337.930 | Y=0235.750-0246.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0090 | X=0114.290-0278.340 | Y=0253.750-0264.990 | Đường Nguyễn Bỉnh Đường Huỳnh
P=0090 | X=0295.080-0371.990 | Y=0253.750-0264.990 | Đường N10 (Khu
P=0090 | X=0093.380-0110.020 | Y=0261.390-0270.710 | 506
P=0090 | X=0395.180-0462.260 | Y=0261.390-0270.710 | 23.100 16.200
P=0090 | X=0491.710-0522.280 | Y=0261.390-0270.710 | 13.900
P=0090 | X=0214.870-0259.380 | Y=0265.270-0276.510 | Văn Nghệ
P=0090 | X=0114.290-0142.590 | Y=0267.150-0276.470 | Khiêm
P=0090 | X=0295.080-0376.450 | Y=0267.150-0276.470 | dân cư Bửu Long)
P=0090 | X=0114.290-0362.610 | Y=0283.300-0294.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0090 | X=0114.290-0372.700 | Y=0294.820-0306.060 | Nguyễn Bỉnh Khiêm đoạn từ Đường Huỳnh Văn Nghệ đến
P=0090 | X=0114.290-0378.940 | Y=0306.340-0317.580 | Đường N10 (Khu dân cư Bửu Long) có hiện trạng là đường
P=0090 | X=0114.290-0217.400 | Y=0317.860-0329.100 | nhựa, bê tông xi măng:
P=0090 | X=0093.380-0110.020 | Y=0325.740-0335.060 | 507
P=0090 | X=0395.180-0462.260 | Y=0325.740-0335.060 | 14.600 10.200
P=0090 | X=0497.230-0522.280 | Y=0325.740-0335.060 | 8.800
P=0090 | X=0114.290-0337.200 | Y=0335.380-0346.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0090 | X=0114.290-0355.400 | Y=0352.900-0364.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0090 | X=0114.290-0147.810 | Y=0364.180-0375.420 | ≤400m.
P=0090 | X=0114.290-0362.610 | Y=0382.200-0393.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0090 | X=0114.290-0372.700 | Y=0393.720-0404.960 | Nguyễn Bỉnh Khiêm đoạn từ Đường Huỳnh Văn Nghệ đến
P=0090 | X=0114.290-0378.940 | Y=0405.240-0416.480 | Đường N10 (Khu dân cư Bửu Long) có hiện trạng là đường
P=0090 | X=0114.290-0217.410 | Y=0416.760-0428.000 | nhựa, bê tông xi măng:
P=0090 | X=0093.380-0337.460 | Y=0433.520-0445.520 | 508 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0090 | X=0400.700-0425.750 | Y=0433.520-0442.840 | 6.700
P=0090 | X=0437.210-0462.260 | Y=0433.520-0442.840 | 4.700
P=0090 | X=0497.230-0522.280 | Y=0433.520-0442.840 | 4.000
P=0090 | X=0114.290-0367.600 | Y=0451.820-0463.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0090 | X=0114.290-0200.840 | Y=0463.340-0474.580 | >400m đến ≤600m.
P=0090 | X=0114.290-0337.460 | Y=0480.860-0492.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0090 | X=0114.290-0362.610 | Y=0498.860-0510.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0090 | X=0114.290-0372.700 | Y=0510.380-0521.620 | Nguyễn Bỉnh Khiêm đoạn từ Đường Huỳnh Văn Nghệ đến
P=0090 | X=0114.290-0378.940 | Y=0521.900-0533.140 | Đường N10 (Khu dân cư Bửu Long) có hiện trạng là đường
P=0090 | X=0114.290-0217.400 | Y=0533.450-0544.690 | nhựa, bê tông xi măng:
P=0090 | X=0093.380-0110.020 | Y=0541.330-0550.650 | 509
P=0090 | X=0400.700-0425.750 | Y=0541.330-0550.650 | 4.000
P=0090 | X=0437.210-0462.260 | Y=0541.330-0550.650 | 2.800
P=0090 | X=0497.230-0522.280 | Y=0541.330-0550.650 | 2.400
P=0090 | X=0114.290-0355.400 | Y=0550.970-0562.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0090 | X=0114.290-0148.050 | Y=0564.130-0573.450 | >600m.
P=0090 | X=0114.290-0337.930 | Y=0579.770-0591.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0090 | X=0114.290-0387.800 | Y=0597.770-0609.010 | Các tuyến đường giao thông không đầu nối trực tiếp và thông
P=0090 | X=0114.290-0372.690 | Y=0609.290-0620.530 | ra Đường Nguyễn Bỉnh Khiêm đoạn từ Đường Huỳnh Văn
P=0090 | X=0114.290-0381.820 | Y=0620.830-0632.070 | Nghệ đến Đường N10 (Khu dân cư Bửu Long) có hiện trạng
P=0090 | X=0114.290-0260.620 | Y=0632.350-0643.590 | là đường nhựa, bê tông xi măng:
P=0090 | X=0093.380-0110.020 | Y=0640.230-0649.550 | 510
P=0090 | X=0395.180-0425.750 | Y=0640.230-0649.550 | 13.100
P=0090 | X=0437.210-0462.260 | Y=0640.230-0649.550 | 9.200
P=0090 | X=0497.230-0522.280 | Y=0640.230-0649.550 | 7.900
P=0090 | X=0114.290-0337.200 | Y=0649.870-0661.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0090 | X=0114.290-0355.400 | Y=0667.390-0678.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0090 | X=0114.290-0147.810 | Y=0678.910-0690.150 | ≤400m.
P=0090 | X=0114.290-0387.800 | Y=0696.910-0708.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0090 | X=0093.380-0110.020 | Y=0704.580-0713.900 | 511
P=0090 | X=0400.700-0425.750 | Y=0704.580-0713.900 | 6.000
P=0090 | X=0437.210-0462.260 | Y=0704.580-0713.900 | 4.200
P=0090 | X=0497.230-0522.280 | Y=0704.580-0713.900 | 3.600
P=0090 | X=0114.290-0372.690 | Y=0708.450-0719.690 | ra Đường Nguyễn Bỉnh Khiêm đoạn từ Đường Huỳnh Văn
P=0091 | X=0114.290-0381.820 | Y=0072.740-0083.980 | Nghệ đến Đường N10 (Khu dân cư Bửu Long) có hiện trạng
P=0091 | X=0114.290-0260.620 | Y=0084.260-0095.500 | là đường nhựa, bê tông xi măng:
P=0091 | X=0114.290-0337.460 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0091 | X=0114.290-0367.600 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0091 | X=0114.290-0200.840 | Y=0130.850-0142.090 | >400m đến ≤600m.
P=0091 | X=0114.290-0337.460 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0091 | X=0114.290-0387.800 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0091 | X=0114.290-0372.690 | Y=0177.650-0188.890 | ra Đường Nguyễn Bỉnh Khiêm đoạn từ Đường Huỳnh Văn
P=0091 | X=0114.290-0381.820 | Y=0189.170-0200.410 | Nghệ đến Đường N10 (Khu dân cư Bửu Long) có hiện trạng
P=0091 | X=0114.290-0260.620 | Y=0200.710-0211.950 | là đường nhựa, bê tông xi măng:
P=0091 | X=0093.380-0110.020 | Y=0208.590-0217.910 | 512
P=0091 | X=0400.700-0425.750 | Y=0208.590-0217.910 | 3.600
P=0091 | X=0437.210-0462.260 | Y=0208.590-0217.910 | 2.500
P=0091 | X=0497.230-0522.280 | Y=0208.590-0217.910 | 2.200
P=0091 | X=0114.290-0355.400 | Y=0218.230-0229.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0091 | X=0114.290-0148.050 | Y=0231.630-0240.950 | >600m.
P=0091 | X=0114.290-0340.580 | Y=0247.270-0258.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0091 | X=0295.080-0386.860 | Y=0265.270-0276.510 | Hết ranh thửa đất số
P=0091 | X=0295.080-0379.660 | Y=0276.790-0288.030 | 39, tờ BĐĐC số 83
P=0091 | X=0295.080-0376.860 | Y=0290.220-0299.540 | về bên phải và hết
P=0091 | X=0214.870-0283.860 | Y=0294.100-0305.340 | Đường Nguyễn
P=0091 | X=0093.380-0161.650 | Y=0299.860-0311.100 | 513 Đường N4
P=0091 | X=0295.080-0462.260 | Y=0299.860-0311.100 | ranh thửa đất số 88, 23.100 16.200
P=0091 | X=0491.710-0522.280 | Y=0301.740-0311.060 | 13.900
P=0091 | X=0214.870-0227.670 | Y=0307.500-0316.820 | Du
P=0091 | X=0295.080-0376.550 | Y=0311.380-0322.620 | tờ BĐĐC số 83 về
P=0091 | X=0295.080-0369.820 | Y=0322.900-0334.140 | bên trái, phường
P=0091 | X=0295.080-0338.600 | Y=0336.300-0345.620 | Trấn Biên
P=0091 | X=0114.290-0378.200 | Y=0352.180-0363.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường N4
P=0091 | X=0114.290-0378.990 | Y=0363.700-0374.940 | đoạn từ Đường Nguyễn Du đến Hết ranh thửa đất số 39, tờ
P=0091 | X=0114.290-0359.530 | Y=0375.240-0386.480 | BĐĐC số 83 về bên phải và hết ranh thửa đất số 88, tờ
P=0091 | X=0114.290-0377.970 | Y=0386.760-0398.000 | BĐĐC số 83 về bên trái, phường Trấn Biên cố hiện trạng là
P=0091 | X=0093.380-0250.060 | Y=0398.280-0409.720 | 514 đường nhựa, bê tông xi măng:
P=0091 | X=0395.180-0462.260 | Y=0400.400-0409.720 | 14.600 10.200
P=0091 | X=0497.230-0522.280 | Y=0400.400-0409.720 | 8.800
P=0091 | X=0114.290-0337.200 | Y=0415.800-0427.040 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0091 | X=0114.290-0355.400 | Y=0433.320-0444.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0091 | X=0114.290-0147.810 | Y=0444.840-0456.080 | ≤400m.
P=0091 | X=0114.290-0378.200 | Y=0462.860-0474.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường N4
P=0091 | X=0114.290-0378.990 | Y=0474.380-0485.620 | đoạn từ Đường Nguyễn Du đến Hết ranh thửa đất số 39, tờ
P=0091 | X=0114.290-0359.530 | Y=0485.900-0497.140 | BĐĐC số 83 về bên phải và hết ranh thửa đất số 88, tờ
P=0091 | X=0114.290-0377.970 | Y=0497.420-0508.660 | BĐĐC số 83 về bên trái, phường Trấn Biên có hiện trạng là
P=0091 | X=0114.290-0250.060 | Y=0508.940-0520.180 | đường nhựa, bê tông xi măng:
P=0091 | X=0093.380-0110.020 | Y=0519.700-0529.020 | 515
P=0091 | X=0400.700-0425.750 | Y=0519.700-0529.020 | 6.700
P=0091 | X=0437.210-0462.260 | Y=0519.700-0529.020 | 4.700
P=0091 | X=0497.230-0522.280 | Y=0519.700-0529.020 | 4.000
P=0091 | X=0114.290-0337.460 | Y=0526.220-0537.460 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0091 | X=0114.290-0367.600 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0091 | X=0114.290-0200.840 | Y=0555.290-0566.530 | >400m đến ≤600m.
P=0091 | X=0114.290-0337.460 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0091 | X=0114.290-0378.200 | Y=0590.810-0602.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường N4
P=0091 | X=0114.290-0378.990 | Y=0602.330-0613.570 | đoạn từ Đường Nguyễn Du đến Hết ranh thửa đất số 39, tờ
P=0091 | X=0114.290-0359.530 | Y=0613.850-0625.090 | BĐĐC số 83 về bên phải và hết ranh thửa đất số 88, tờ
P=0091 | X=0114.290-0377.970 | Y=0625.390-0636.630 | BĐĐC số 83 về bên trái, phường Trấn Biên có hiện trạng là
P=0091 | X=0093.380-0250.060 | Y=0636.910-0648.350 | 516 đường nhựa, bê tông xi măng:
P=0091 | X=0400.700-0425.750 | Y=0639.030-0648.350 | 4.000
P=0091 | X=0437.210-0462.260 | Y=0639.030-0648.350 | 2.800
P=0091 | X=0497.230-0522.280 | Y=0639.030-0648.350 | 2.400
P=0091 | X=0114.290-0355.400 | Y=0654.430-0665.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0091 | X=0114.290-0148.050 | Y=0667.830-0677.150 | >600m.
P=0091 | X=0114.290-0337.930 | Y=0683.470-0694.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0091 | X=0093.380-0425.750 | Y=0701.490-0712.730 | 517 Các tuyến đường giao thông không đấu nối trực tiếp và thông 13.100
P=0091 | X=0437.210-0462.260 | Y=0703.380-0712.700 | 9.200
P=0091 | X=0497.230-0522.280 | Y=0703.380-0712.700 | 7.900
P=0092 | X=0114.290-0381.820 | Y=0072.740-0083.980 | ra Đường N4 đoạn từ Đường Nguyễn Du đến Hết ranh thửa
P=0092 | X=0114.290-0376.140 | Y=0084.260-0095.500 | đất số 39, tờ BĐĐC số 83 về bên phải và hết ranh thửa đất
P=0092 | X=0114.290-0383.990 | Y=0095.780-0107.020 | số 88, tờ BĐĐC số 83 về bên trái, phường Trấn Biên có hiện
P=0092 | X=0114.290-0286.070 | Y=0107.300-0118.540 | trạng là đường nhựa, bê tông xi măng:
P=0092 | X=0114.290-0337.200 | Y=0124.850-0136.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0092 | X=0114.290-0355.400 | Y=0142.370-0153.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0092 | X=0114.290-0147.810 | Y=0153.650-0164.890 | ≤400m.
P=0092 | X=0114.290-0387.800 | Y=0171.650-0182.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0092 | X=0114.290-0381.820 | Y=0183.170-0194.410 | ra Đường N4 đoạn từ Đường Nguyễn Du đến Hết ranh thửa
P=0092 | X=0114.290-0376.140 | Y=0194.690-0205.930 | đất số 39, tờ BĐĐC số 83 về bên phải và hết ranh thửa đất
P=0092 | X=0114.290-0383.980 | Y=0206.230-0217.470 | số 88, tờ BĐĐC số 83 về bên trái, phường Trấn Biên có hiện
P=0092 | X=0114.290-0286.070 | Y=0217.750-0228.990 | trạng là đường nhựa, bê tông xi măng:
P=0092 | X=0093.380-0110.020 | Y=0228.750-0238.070 | 518
P=0092 | X=0400.700-0425.750 | Y=0228.750-0238.070 | 6.000
P=0092 | X=0437.210-0462.260 | Y=0228.750-0238.070 | 4.200
P=0092 | X=0497.230-0522.280 | Y=0228.750-0238.070 | 3.600
P=0092 | X=0114.290-0337.460 | Y=0235.270-0246.510 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0092 | X=0114.290-0367.600 | Y=0252.790-0264.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0092 | X=0114.290-0200.840 | Y=0264.310-0275.550 | >400m đến ≤600m.
P=0092 | X=0114.290-0337.460 | Y=0281.860-0293.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0092 | X=0114.290-0387.800 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0092 | X=0114.290-0381.820 | Y=0311.380-0322.620 | ra Đường N4 đoạn từ Đường Nguyễn Du đến Hết ranh thửa
P=0092 | X=0114.290-0376.140 | Y=0322.900-0334.140 | đất số 39, tờ BĐĐC số 83 về bên phải và hết ranh thửa đất
P=0092 | X=0114.290-0383.980 | Y=0334.420-0345.660 | số 88, tờ BĐĐC số 83 về bên trái, phường Trấn Biên có hiện
P=0092 | X=0093.380-0286.070 | Y=0345.700-0357.140 | 519 trạng là đường nhựa, bê tông xi măng:
P=0092 | X=0400.700-0425.750 | Y=0347.820-0357.140 | 3.600
P=0092 | X=0437.210-0462.260 | Y=0347.820-0357.140 | 2.500
P=0092 | X=0497.230-0522.280 | Y=0347.820-0357.140 | 2.200
P=0092 | X=0114.290-0355.400 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0092 | X=0114.290-0148.050 | Y=0376.640-0385.960 | >600m.
P=0092 | X=0114.290-0340.580 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông > 200m.
