TABLE=038 | AREA=Xã Bình Minh | SECTION=non-agricultural | SEGMENTS=1
P=1351 | X=0497.230-0522.280 | Y=0686.790-0696.110 | 2.800
P=1351 | X=0106.850-0242.600 | Y=0696.430-0707.670 | đường nhựa, bê tông xi măng:
P=1352 | X=0106.850-0337.940 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1352 | X=0106.850-0384.020 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1352 | X=0106.850-0399.790 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường An Chu 7
P=1352 | X=0106.850-0391.650 | Y=0125.330-0136.570 | đoạn từ Đường 767 đến Đường số 2 trong KCN có hiện trạng là
P=1352 | X=0106.850-0242.600 | Y=0136.850-0148.090 | đường nhựa, bê tông xi măng:
P=1352 | X=0090.020-0338.400 | Y=0154.370-0168.450 | 206 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1352 | X=0424.970-0450.020 | Y=0159.130-0168.450 | 3.760
P=1352 | X=0461.210-0486.260 | Y=0159.130-0168.450 | 2.600
P=1352 | X=0497.230-0522.280 | Y=0159.130-0168.450 | 2.300
P=1352 | X=0106.850-0413.270 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1352 | X=0106.850-0148.530 | Y=0183.170-0194.410 | ≤1.000m.
P=1352 | X=0106.850-0330.020 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1352 | X=0106.850-0399.790 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường An Chu 7
P=1352 | X=0106.850-0391.650 | Y=0229.990-0241.230 | đoạn từ Đường 767 đến Đường số 2 trong KCN có hiện trạng là
P=1352 | X=0106.850-0242.600 | Y=0241.510-0252.750 | đường nhựa, bê tông xi măng:
P=1352 | X=0090.020-0106.660 | Y=0249.390-0258.710 | 207
P=1352 | X=0424.970-0450.020 | Y=0249.390-0258.710 | 2.820
P=1352 | X=0461.210-0486.260 | Y=0249.390-0258.710 | 2.000
P=1352 | X=0497.230-0522.280 | Y=0249.390-0258.710 | 1.700
P=1352 | X=0106.850-0392.640 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1352 | X=0106.850-0330.490 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1352 | X=0106.850-0392.110 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1352 | X=0106.850-0412.740 | Y=0305.860-0317.100 | Đường An Chu 7 đoạn từ Đường 767 đến Đường số 2 trong KCN có
P=1352 | X=0106.850-0300.460 | Y=0317.380-0328.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=1352 | X=0090.020-0106.660 | Y=0325.260-0334.580 | 208
P=1352 | X=0424.970-0450.020 | Y=0325.260-0334.580 | 4.200
P=1352 | X=0461.210-0486.260 | Y=0325.260-0334.580 | 2.900
P=1352 | X=0497.230-0522.280 | Y=0325.260-0334.580 | 2.500
P=1352 | X=0106.850-0337.930 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1352 | X=0106.850-0384.020 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1352 | X=0106.850-0392.110 | Y=0369.960-0381.200 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1352 | X=0106.850-0412.740 | Y=0381.480-0392.720 | Đường An Chu 7 đoạn từ Đường 767 đến Đường số 2 trong KCN có
P=1352 | X=0106.850-0300.460 | Y=0393.000-0404.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=1352 | X=0090.020-0338.400 | Y=0410.520-0424.840 | 209 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1352 | X=0424.970-0450.020 | Y=0415.520-0424.840 | 3.400
P=1352 | X=0461.210-0486.260 | Y=0415.520-0424.840 | 2.400
P=1352 | X=0497.230-0522.280 | Y=0415.520-0424.840 | 2.000
P=1352 | X=0106.850-0413.270 | Y=0428.040-0439.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1352 | X=0106.850-0148.530 | Y=0439.560-0450.800 | ≤1.000m.
P=1352 | X=0106.850-0330.020 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1352 | X=0106.850-0392.110 | Y=0474.860-0486.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1352 | X=0106.850-0412.740 | Y=0486.380-0497.620 | Đường An Chu 7 đoạn từ Đường 767 đến Đường số 2 trong KCN có
P=1352 | X=0106.850-0300.490 | Y=0497.900-0509.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=1352 | X=0090.020-0106.660 | Y=0505.780-0515.100 | 210
P=1352 | X=0424.970-0450.020 | Y=0505.780-0515.100 | 2.500
P=1352 | X=0461.210-0486.260 | Y=0505.780-0515.100 | 1.800
P=1352 | X=0497.230-0522.280 | Y=0505.780-0515.100 | 1.500
P=1352 | X=0106.850-0392.640 | Y=0515.420-0526.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1352 | X=0106.850-0330.490 | Y=0532.970-0544.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1352 | X=0106.850-0221.350 | Y=0550.490-0561.730 | Đường Liên xã Bắc Sơn -
P=1352 | X=0235.540-0311.930 | Y=0556.250-0567.490 | Đường An Chu 7
P=1352 | X=0322.200-0414.680 | Y=0556.250-0567.490 | Đường Thanh Hóa 1
P=1352 | X=0090.020-0106.660 | Y=0558.130-0567.450 | 211
P=1352 | X=0424.970-0450.020 | Y=0558.130-0567.450 | 9.400
P=1352 | X=0461.210-0486.260 | Y=0558.130-0567.450 | 6.600
P=1352 | X=0497.230-0522.280 | Y=0558.130-0567.450 | 5.600
P=1352 | X=0106.850-0126.850 | Y=0563.890-0573.210 | HN3
P=1352 | X=0106.850-0410.300 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Liên xã Bắc
P=1352 | X=0106.850-0398.590 | Y=0591.290-0602.530 | Sơn - HN3 đoạn từ Đường An Chu 7 đến Đường Thanh Hóa 1 có
P=1352 | X=0106.850-0300.460 | Y=0602.810-0614.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1352 | X=0090.020-0106.660 | Y=0610.690-0620.010 | 212
P=1352 | X=0424.970-0450.020 | Y=0610.690-0620.010 | 4.700
P=1352 | X=0461.210-0486.260 | Y=0610.690-0620.010 | 3.300
P=1352 | X=0497.230-0522.270 | Y=0610.690-0620.010 | 2.800
P=1352 | X=0106.850-0337.930 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1352 | X=0106.850-0384.020 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1352 | X=0106.850-0410.300 | Y=0655.630-0666.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Liên xã Bắc
P=1352 | X=0106.850-0398.590 | Y=0667.150-0678.390 | Sơn - HN3 đoạn từ Đường An Chu 7 đến Đường Thanh Hóa 1 có
P=1352 | X=0090.020-0300.460 | Y=0677.670-0689.910 | 213 hiện trạng là đường nhựa, bê tông xi măng:
P=1352 | X=0424.970-0450.020 | Y=0677.670-0686.990 | 3.760
P=1352 | X=0461.210-0486.260 | Y=0677.670-0686.990 | 2.600
P=1352 | X=0497.230-0522.280 | Y=0677.670-0686.990 | 2.300
P=1352 | X=0106.850-0338.400 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1353 | X=0106.850-0413.270 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1353 | X=0106.850-0148.530 | Y=0090.020-0101.260 | ≤1.000m.
P=1353 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1353 | X=0106.850-0410.300 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Liên xã Bắc
P=1353 | X=0106.850-0398.590 | Y=0136.850-0148.090 | Sơn - HN3 đoạn từ Đường An Chu 7 đến Đường Thanh Hóa 1 có
P=1353 | X=0106.850-0300.460 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1353 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 214
P=1353 | X=0424.970-0450.020 | Y=0156.250-0165.570 | 2.820
P=1353 | X=0461.210-0486.260 | Y=0156.250-0165.570 | 2.000
P=1353 | X=0497.230-0522.280 | Y=0156.250-0165.570 | 1.700
P=1353 | X=0106.850-0392.640 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1353 | X=0106.850-0330.490 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1353 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1353 | X=0106.850-0414.230 | Y=0212.470-0223.710 | Đường Liên xã Bắc Sơn - HN3 đoạn từ Đường An Chu 7 đến Đường
P=1353 | X=0106.850-0374.410 | Y=0223.990-0235.230 | Thanh Hóa 1 có hiện trạng là đường nhựa, bê tông xi măng:
P=1353 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 215
P=1353 | X=0424.970-0450.020 | Y=0231.870-0241.190 | 4.200
P=1353 | X=0461.210-0486.260 | Y=0231.870-0241.190 | 2.900
P=1353 | X=0497.230-0522.280 | Y=0231.870-0241.190 | 2.500
P=1353 | X=0106.850-0337.930 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1353 | X=0106.850-0384.020 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1353 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1353 | X=0106.850-0414.230 | Y=0288.340-0299.580 | Đường Liên xã Bắc Sơn - HN3 đoạn từ Đường An Chu 7 đến Đường
P=1353 | X=0106.850-0374.410 | Y=0299.860-0311.100 | Thanh Hóa 1 có hiện trạng là đường nhựa, bê tông xi măng:
P=1353 | X=0090.020-0338.400 | Y=0317.380-0331.460 | 216 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1353 | X=0424.970-0450.020 | Y=0322.140-0331.460 | 3.400
P=1353 | X=0461.210-0486.260 | Y=0322.140-0331.460 | 2.400
P=1353 | X=0497.230-0522.280 | Y=0322.140-0331.460 | 2.000
P=1353 | X=0106.850-0413.270 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1353 | X=0106.850-0148.530 | Y=0346.420-0357.660 | ≤1.000m.
P=1353 | X=0106.850-0330.020 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1353 | X=0106.850-0392.110 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1353 | X=0106.850-0414.230 | Y=0393.000-0404.240 | Đường Liên xã Bắc Sơn - HN3 đoạn từ Đường An Chu 7 đến Đường
P=1353 | X=0106.850-0374.410 | Y=0404.520-0415.760 | Thanh Hóa 1 có hiện trạng là đường nhựa, bê tông xi măng:
P=1353 | X=0090.020-0106.660 | Y=0412.400-0421.720 | 217
P=1353 | X=0424.970-0450.020 | Y=0412.400-0421.720 | 2.500
P=1353 | X=0461.210-0486.260 | Y=0412.400-0421.720 | 1.800
P=1353 | X=0497.230-0522.280 | Y=0412.400-0421.720 | 1.500
P=1353 | X=0106.850-0392.640 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1353 | X=0106.850-0330.490 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1353 | X=0235.540-0309.610 | Y=0457.340-0468.580 | Đối diện nhà thờ
P=1353 | X=0322.200-0415.650 | Y=0457.340-0468.580 | Hết ranh xã Bắc Sơn
P=1353 | X=0090.020-0194.760 | Y=0463.100-0474.340 | 218 Đường Sông Mây 5
P=1353 | X=0424.970-0450.020 | Y=0464.980-0474.300 | 2.300
P=1353 | X=0461.210-0486.260 | Y=0464.980-0474.300 | 1.600
P=1353 | X=0497.230-0522.280 | Y=0464.980-0474.300 | 1.400
P=1353 | X=0235.540-0264.190 | Y=0468.860-0480.100 | Bùi đệ
P=1353 | X=0322.200-0332.840 | Y=0468.860-0480.100 | cũ
P=1353 | X=0106.850-0411.550 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông Mây 5
P=1353 | X=0106.850-0413.260 | Y=0498.140-0509.380 | đoạn từ Đối diện nhà thờ Bùi đệ đến Hết ranh xã Bắc Sơn cũ có hiện
P=1353 | X=0106.850-0278.630 | Y=0509.660-0520.900 | trạng là đường nhựa, bê tông xi măng:
P=1353 | X=0090.020-0106.660 | Y=0517.540-0526.860 | 219
P=1353 | X=0424.970-0450.020 | Y=0517.540-0526.860 | 1.600
P=1353 | X=0461.210-0486.260 | Y=0517.540-0526.860 | 1.100
P=1353 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 960
P=1353 | X=0106.850-0337.930 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1353 | X=0106.850-0384.020 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1353 | X=0106.850-0411.550 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông Mây 5
P=1353 | X=0106.850-0413.260 | Y=0573.770-0585.010 | đoạn từ Đối diện nhà thờ Bùi đệ đến Hết ranh xã Bắc Sơn cũ có hiện
P=1353 | X=0106.850-0278.630 | Y=0585.290-0596.530 | trạng là đường nhựa, bê tông xi măng:
P=1353 | X=0090.020-0338.400 | Y=0602.810-0617.130 | 220 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1353 | X=0424.970-0450.020 | Y=0607.810-0617.130 | 1.200
P=1353 | X=0469.370-0486.010 | Y=0607.810-0617.130 | 840
P=1353 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 720
P=1353 | X=0106.850-0413.270 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1353 | X=0106.850-0148.530 | Y=0631.870-0643.110 | ≤1.000m.
P=1353 | X=0106.850-0330.020 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1353 | X=0106.850-0411.550 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông Mây 5
P=1353 | X=0106.850-0413.260 | Y=0678.670-0689.910 | đoạn từ Đối diện nhà thờ Bùi đệ đến Hết ranh xã Bắc Sơn cũ có hiện
P=1353 | X=0090.020-0278.630 | Y=0689.190-0701.430 | 221 trạng là đường nhựa, bê tông xi măng:
P=1353 | X=0433.130-0449.770 | Y=0689.190-0698.510 | 550
P=1353 | X=0469.370-0486.010 | Y=0689.190-0698.510 | 390
P=1353 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 330
P=1353 | X=0106.850-0392.640 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1354 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1354 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1354 | X=0106.850-0413.730 | Y=0107.780-0119.020 | Đường Sông Mây 5 đoạn từ Đối diện nhà thờ Bùi đệ đến Hết ranh xã
P=1354 | X=0106.850-0368.420 | Y=0119.330-0130.570 | Bắc Sơn cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1354 | X=0090.020-0106.660 | Y=0127.210-0136.530 | 222
P=1354 | X=0424.970-0450.020 | Y=0127.210-0136.530 | 1.400
P=1354 | X=0469.370-0486.010 | Y=0127.210-0136.530 | 980
P=1354 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 840
P=1354 | X=0106.850-0337.930 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1354 | X=0106.850-0384.020 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1354 | X=0106.850-0392.140 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1354 | X=0106.850-0413.730 | Y=0183.410-0194.650 | Đường Sông Mây 5 đoạn từ Đối diện nhà thờ Bùi đệ đến Hết ranh xã
P=1354 | X=0106.850-0368.420 | Y=0194.930-0206.170 | Bắc Sơn cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1354 | X=0090.020-0338.400 | Y=0212.470-0226.790 | 223 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1354 | X=0424.970-0450.020 | Y=0217.470-0226.790 | 1.100
P=1354 | X=0469.370-0486.010 | Y=0217.470-0226.790 | 770
P=1354 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 660
P=1354 | X=0106.850-0413.270 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1354 | X=0106.850-0148.530 | Y=0241.510-0252.750 | ≤1.000m.
P=1354 | X=0106.850-0330.020 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1354 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1354 | X=0106.850-0413.730 | Y=0288.340-0299.580 | Đường Sông Mây 5 đoạn từ Đối diện nhà thờ Bùi đệ đến Hết ranh xã
P=1354 | X=0106.850-0368.420 | Y=0299.860-0311.100 | Bắc Sơn cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=1354 | X=0090.020-0106.660 | Y=0307.740-0317.060 | 224
P=1354 | X=0433.130-0449.770 | Y=0307.740-0317.060 | 500
P=1354 | X=0469.370-0486.010 | Y=0307.740-0317.060 | 350
P=1354 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 300
P=1354 | X=0106.850-0392.640 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1354 | X=0106.850-0330.490 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1354 | X=0235.540-0413.340 | Y=0352.660-0363.900 | Ngã 3 đối diện nhà Qua đường tàu - hết
P=1354 | X=0090.020-0228.140 | Y=0358.420-0369.660 | 225 Đường Bắc Hòa - Phú Sơn
P=1354 | X=0424.970-0450.020 | Y=0360.300-0369.620 | 7.500
P=1354 | X=0461.210-0486.260 | Y=0360.300-0369.620 | 5.300
P=1354 | X=0497.230-0522.280 | Y=0360.300-0369.620 | 4.500
P=1354 | X=0235.540-0291.780 | Y=0365.820-0375.140 | thờ Bắc Hòa
P=1354 | X=0322.200-0355.880 | Y=0365.820-0375.140 | ranh xã
P=1354 | X=0106.850-0402.620 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Hòa -
P=1354 | X=0106.850-0403.190 | Y=0393.240-0404.480 | Phú Sơn đoạn từ Ngã 3 đối diện nhà thờ Bắc Hòa đến Qua đường
P=1354 | X=0106.850-0389.310 | Y=0404.760-0416.000 | tàu - hết ranh xã có hiện trạng là đường nhựa, bê tông xi măng:
P=1354 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 226
P=1354 | X=0424.970-0450.010 | Y=0412.640-0421.960 | 3.800
P=1354 | X=0461.210-0486.260 | Y=0412.640-0421.960 | 2.700
P=1354 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 2.300
P=1354 | X=0106.850-0337.930 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1354 | X=0106.850-0384.020 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1354 | X=0106.850-0402.620 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Hòa -
P=1354 | X=0106.850-0403.190 | Y=0469.100-0480.340 | Phú Sơn đoạn từ Ngã 3 đối diện nhà thờ Bắc Hòa đến Qua đường
P=1354 | X=0106.850-0389.310 | Y=0480.620-0491.860 | tàu - hết ranh xã có hiện trạng là đường nhựa, bê tông xi măng:
P=1354 | X=0090.020-0338.430 | Y=0498.140-0512.220 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1354 | X=0424.970-0450.020 | Y=0502.900-0512.220 | 2.300
P=1354 | X=0461.210-0486.260 | Y=0502.900-0512.220 | 1.600
P=1354 | X=0497.230-0522.280 | Y=0502.900-0512.220 | 1.400
P=1354 | X=0106.850-0413.270 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1354 | X=0106.850-0148.530 | Y=0527.180-0538.420 | ≤1.000m.
P=1354 | X=0106.850-0330.020 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1354 | X=0106.850-0402.620 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bắc Hòa -
P=1354 | X=0106.850-0403.190 | Y=0573.770-0585.010 | Phú Sơn đoạn từ Ngã 3 đối diện nhà thờ Bắc Hòa đến Qua đường
P=1354 | X=0106.850-0389.310 | Y=0585.290-0596.530 | tàu - hết ranh xã có hiện trạng là đường nhựa, bê tông xi măng:
P=1354 | X=0090.020-0106.660 | Y=0593.170-0602.490 | 228
P=1354 | X=0424.970-0450.020 | Y=0593.170-0602.490 | 1.500
P=1354 | X=0461.210-0486.260 | Y=0593.170-0602.490 | 1.100
P=1354 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 900
