TABLE=054 | AREA=Xã Tân An | SECTION=non-agricultural | SEGMENTS=1
P=1820 | X=0108.290-0254.620 | Y=0084.020-0095.260 | là đường nhựa, bê tông xi măng:
P=1820 | X=0108.290-0339.840 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1820 | X=0108.290-0321.540 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1820 | X=0108.290-0243.140 | Y=0130.610-0141.850 | thông từ >500m đến ≤1.000m.
P=1820 | X=0108.290-0331.460 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1820 | X=0108.290-0341.000 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1820 | X=0108.290-0341.960 | Y=0177.170-0188.410 | và thông ra Đường Trị An - Vĩnh Tân đoạn từ đường
P=1820 | X=0108.290-0341.490 | Y=0188.690-0199.930 | tỉnh 767 đến đường Tân An - Vĩnh Tân có hiện trạng
P=1820 | X=0108.290-0254.620 | Y=0200.230-0211.470 | là đường nhựa, bê tông xi măng:
P=1820 | X=0090.500-0107.140 | Y=0208.110-0217.430 | 182
P=1820 | X=0388.940-0405.580 | Y=0208.110-0217.430 | 900
P=1820 | X=0449.930-0466.570 | Y=0208.110-0217.430 | 630
P=1820 | X=0505.390-0522.030 | Y=0208.110-0217.430 | 540
P=1820 | X=0108.290-0321.540 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1820 | X=0108.290-0178.310 | Y=0231.150-0240.470 | thông >1.000m.
P=1820 | X=0108.290-0331.950 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
