TABLE=006 | AREA=Phường Hố Nai | SECTION=non-agricultural | SEGMENTS=1
P=0238 | X=0106.850-0330.020 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0238 | X=0106.850-0392.110 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0238 | X=0106.850-0413.800 | Y=0591.290-0602.530 | Đường Thanh Hóa đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ
P=0238 | X=0106.850-0371.790 | Y=0602.810-0614.050 | BĐĐC số 71 có hiện trạng là đường nhựa, bê tông xi măng:
P=0238 | X=0090.020-0106.660 | Y=0610.690-0620.010 | 245
P=0238 | X=0424.970-0450.020 | Y=0610.690-0620.010 | 4.100
P=0238 | X=0461.210-0486.260 | Y=0610.690-0620.010 | 2.900
P=0238 | X=0497.230-0522.280 | Y=0610.690-0620.010 | 2.500
P=0238 | X=0106.850-0392.640 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0238 | X=0106.850-0330.490 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0238 | X=0090.020-0199.330 | Y=0655.630-0666.870 | 246 Đường Thanh Hóa 1
P=0238 | X=0235.540-0278.580 | Y=0657.510-0666.830 | Quốc lộ 1
P=0238 | X=0322.200-0394.780 | Y=0657.510-0666.830 | Hết mét thứ 270
P=0238 | X=0424.970-0450.020 | Y=0657.510-0666.830 | 9.300
P=0238 | X=0461.210-0486.260 | Y=0657.510-0666.830 | 6.500
P=0238 | X=0497.230-0522.280 | Y=0657.510-0666.830 | 5.600
P=0238 | X=0106.850-0415.870 | Y=0673.390-0684.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0238 | X=0090.020-0450.020 | Y=0684.910-0696.150 | 247 đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là đường nhựa, 5.600
P=0238 | X=0461.210-0486.260 | Y=0686.790-0696.110 | 3.900
P=0238 | X=0497.230-0522.280 | Y=0686.790-0696.110 | 3.400
P=0238 | X=0106.850-0180.930 | Y=0696.430-0707.670 | bê tông xi măng:
P=0239 | X=0106.850-0337.930 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0239 | X=0106.850-0384.020 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0239 | X=0106.850-0415.870 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0239 | X=0106.850-0414.550 | Y=0125.330-0136.570 | đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là đường nhựa,
P=0239 | X=0106.850-0180.930 | Y=0136.850-0148.090 | bê tông xi măng:
P=0239 | X=0090.020-0338.400 | Y=0154.370-0168.450 | 248 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0239 | X=0424.970-0450.020 | Y=0159.130-0168.450 | 5.000
P=0239 | X=0461.210-0486.260 | Y=0159.130-0168.450 | 3.500
P=0239 | X=0497.230-0522.280 | Y=0159.130-0168.450 | 3.000
P=0239 | X=0106.850-0413.270 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0239 | X=0106.850-0148.530 | Y=0183.170-0194.410 | ≤1.000m.
P=0239 | X=0106.850-0330.020 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0239 | X=0106.850-0415.870 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0239 | X=0106.850-0414.550 | Y=0229.990-0241.230 | đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là đường nhựa,
P=0239 | X=0106.850-0180.930 | Y=0241.510-0252.750 | bê tông xi măng:
P=0239 | X=0090.020-0106.660 | Y=0249.390-0258.710 | 249
P=0239 | X=0424.970-0450.020 | Y=0249.390-0258.710 | 4.500
P=0239 | X=0461.210-0486.260 | Y=0249.390-0258.710 | 3.200
P=0239 | X=0497.230-0522.280 | Y=0249.390-0258.710 | 2.700
P=0239 | X=0106.850-0392.640 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0239 | X=0106.850-0330.490 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0239 | X=0106.850-0392.110 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0239 | X=0106.850-0411.820 | Y=0305.860-0317.100 | Đường Thanh Hóa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện
P=0239 | X=0106.850-0278.630 | Y=0317.380-0328.620 | trạng là đường nhựa, bê tông xi măng:
P=0239 | X=0090.020-0106.660 | Y=0325.260-0334.580 | 250
P=0239 | X=0424.970-0450.020 | Y=0325.260-0334.580 | 5.000
P=0239 | X=0461.210-0486.260 | Y=0325.260-0334.580 | 3.500
P=0239 | X=0497.230-0522.280 | Y=0325.260-0334.580 | 3.000
P=0239 | X=0106.850-0337.930 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0239 | X=0106.850-0384.020 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0239 | X=0106.850-0392.110 | Y=0369.960-0381.200 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0239 | X=0106.850-0411.820 | Y=0381.480-0392.720 | Đường Thanh Hóa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện
P=0239 | X=0106.850-0278.630 | Y=0393.000-0404.240 | trạng là đường nhựa, bê tông xi măng:
P=0239 | X=0090.020-0338.400 | Y=0410.520-0424.840 | 251 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0239 | X=0424.970-0450.020 | Y=0415.520-0424.840 | 4.500
P=0239 | X=0461.210-0486.260 | Y=0415.520-0424.840 | 3.200
P=0239 | X=0497.230-0522.280 | Y=0415.520-0424.840 | 2.700
P=0239 | X=0106.850-0413.270 | Y=0428.040-0439.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0239 | X=0106.850-0148.530 | Y=0439.560-0450.800 | ≤1.000m.
P=0239 | X=0106.850-0330.020 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0239 | X=0106.850-0392.110 | Y=0474.860-0486.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0239 | X=0106.850-0411.820 | Y=0486.380-0497.620 | Đường Thanh Hóa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện
P=0239 | X=0106.850-0278.630 | Y=0497.900-0509.140 | trạng là đường nhựa, bê tông xi măng:
P=0239 | X=0090.020-0106.660 | Y=0505.780-0515.100 | 252
P=0239 | X=0424.970-0450.020 | Y=0505.780-0515.100 | 4.100
P=0239 | X=0461.210-0486.260 | Y=0505.780-0515.100 | 2.900
P=0239 | X=0497.230-0522.280 | Y=0505.780-0515.100 | 2.500
P=0239 | X=0106.850-0392.660 | Y=0515.420-0526.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0239 | X=0106.850-0330.490 | Y=0532.970-0544.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0239 | X=0322.200-0401.660 | Y=0550.490-0561.730 | Đường Bắc Sơn -
P=0239 | X=0090.020-0199.330 | Y=0556.250-0567.490 | 253 Đường Thanh Hóa 1
P=0239 | X=0235.540-0308.120 | Y=0558.130-0567.450 | Hết mét thứ 270
P=0239 | X=0424.970-0450.020 | Y=0558.130-0567.450 | 9.100
P=0239 | X=0461.210-0486.260 | Y=0558.130-0567.450 | 6.400
P=0239 | X=0497.230-0522.280 | Y=0558.130-0567.450 | 5.500
P=0239 | X=0322.200-0375.580 | Y=0563.890-0573.210 | Long Thành
P=0239 | X=0106.850-0415.870 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0239 | X=0106.850-0409.420 | Y=0591.290-0602.530 | đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long Thành có hiện
P=0239 | X=0106.850-0278.630 | Y=0602.810-0614.050 | trạng là đường nhựa, bê tông xi măng:
P=0239 | X=0090.020-0106.660 | Y=0610.690-0620.010 | 254
P=0239 | X=0424.970-0450.020 | Y=0610.690-0620.010 | 5.600
P=0239 | X=0461.210-0486.260 | Y=0610.690-0620.010 | 3.900
P=0239 | X=0497.230-0522.280 | Y=0610.690-0620.010 | 3.400
P=0239 | X=0106.850-0337.930 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0239 | X=0106.850-0384.020 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0239 | X=0106.850-0415.870 | Y=0655.630-0666.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0239 | X=0106.850-0409.420 | Y=0667.150-0678.390 | đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long Thành có hiện
P=0239 | X=0090.020-0278.630 | Y=0677.670-0689.910 | 255 trạng là đường nhựa, bê tông xi măng:
P=0239 | X=0424.970-0450.020 | Y=0677.670-0686.990 | 5.000
P=0239 | X=0461.210-0486.260 | Y=0677.670-0686.990 | 3.500
P=0239 | X=0497.230-0522.280 | Y=0677.670-0686.990 | 3.000
P=0239 | X=0106.850-0338.400 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0240 | X=0106.850-0413.270 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0240 | X=0106.850-0148.530 | Y=0090.020-0101.260 | ≤1.000m.
P=0240 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0240 | X=0106.850-0415.870 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0240 | X=0106.850-0409.420 | Y=0136.850-0148.090 | đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long Thành có hiện
P=0240 | X=0106.850-0278.630 | Y=0148.370-0159.610 | trạng là đường nhựa, bê tông xi măng:
P=0240 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 256
P=0240 | X=0424.970-0450.020 | Y=0156.250-0165.570 | 4.500
P=0240 | X=0461.210-0486.260 | Y=0156.250-0165.570 | 3.200
P=0240 | X=0497.230-0522.280 | Y=0156.250-0165.570 | 2.700
P=0240 | X=0106.850-0392.640 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0240 | X=0106.850-0330.490 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0240 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0240 | X=0106.850-0413.180 | Y=0212.470-0223.710 | Đường Thanh Hóa 1 đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn -
P=0240 | X=0106.850-0369.630 | Y=0223.990-0235.230 | Long Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0240 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 257
P=0240 | X=0424.970-0450.020 | Y=0231.870-0241.190 | 5.000
P=0240 | X=0461.210-0486.260 | Y=0231.870-0241.190 | 3.500
P=0240 | X=0497.230-0522.280 | Y=0231.870-0241.190 | 3.000
P=0240 | X=0106.850-0337.930 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0240 | X=0106.850-0384.020 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0240 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0240 | X=0106.850-0413.180 | Y=0288.340-0299.580 | Đường Thanh Hóa 1 đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn -
P=0240 | X=0106.850-0369.630 | Y=0299.860-0311.100 | Long Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0240 | X=0090.020-0338.400 | Y=0317.380-0331.460 | 258 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0240 | X=0424.970-0450.010 | Y=0322.140-0331.460 | 4.500
P=0240 | X=0461.210-0486.260 | Y=0322.140-0331.460 | 3.200
P=0240 | X=0497.230-0522.280 | Y=0322.140-0331.460 | 2.700
P=0240 | X=0106.850-0413.270 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0240 | X=0106.850-0148.530 | Y=0346.420-0357.660 | ≤1.000m.
P=0240 | X=0106.850-0330.020 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0240 | X=0106.850-0392.110 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0240 | X=0106.850-0413.180 | Y=0393.000-0404.240 | Đường Thanh Hóa 1 đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn -
P=0240 | X=0106.850-0369.630 | Y=0404.520-0415.760 | Long Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0240 | X=0090.020-0106.660 | Y=0412.400-0421.720 | 259
P=0240 | X=0424.970-0450.020 | Y=0412.400-0421.720 | 4.100
P=0240 | X=0461.210-0486.260 | Y=0412.400-0421.720 | 2.900
P=0240 | X=0497.230-0522.280 | Y=0412.400-0421.720 | 2.500
P=0240 | X=0106.850-0392.700 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0240 | X=0106.850-0330.490 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0240 | X=0106.850-0212.950 | Y=0457.340-0468.580 | Đường vào Trường dạy
P=0240 | X=0090.020-0106.660 | Y=0464.980-0474.300 | 260
P=0240 | X=0235.540-0278.580 | Y=0464.980-0474.300 | Quốc lộ 1
P=0240 | X=0322.200-0394.780 | Y=0464.980-0474.300 | Hết mét thứ 300
P=0240 | X=0419.450-0450.020 | Y=0464.980-0474.300 | 10.600
P=0240 | X=0461.210-0486.260 | Y=0464.980-0474.300 | 7.400
P=0240 | X=0497.230-0522.280 | Y=0464.980-0474.300 | 6.400
P=0240 | X=0106.850-0170.990 | Y=0470.740-0480.060 | nghề Hố Nai 3
P=0240 | X=0106.850-0410.870 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0240 | X=0106.850-0402.460 | Y=0498.140-0509.380 | dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết mét thứ 300 có hiện
P=0240 | X=0106.850-0278.630 | Y=0509.660-0520.900 | trạng là đường nhựa, bê tông xi măng:
P=0240 | X=0090.020-0106.660 | Y=0517.540-0526.860 | 261
P=0240 | X=0424.970-0450.020 | Y=0517.540-0526.860 | 5.100
P=0240 | X=0461.210-0486.260 | Y=0517.540-0526.860 | 3.600
P=0240 | X=0497.230-0522.280 | Y=0517.540-0526.860 | 3.100
P=0240 | X=0106.850-0337.930 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0240 | X=0106.850-0384.020 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0240 | X=0106.850-0410.870 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0240 | X=0106.850-0402.460 | Y=0573.770-0585.010 | dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết mét thứ 300 có hiện
P=0240 | X=0106.850-0278.630 | Y=0585.290-0596.530 | trạng là đường nhựa, bê tông xi măng:
P=0240 | X=0090.020-0338.400 | Y=0602.810-0617.130 | 262 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0240 | X=0424.970-0450.020 | Y=0607.810-0617.130 | 3.600
P=0240 | X=0461.210-0486.260 | Y=0607.810-0617.130 | 2.500
P=0240 | X=0497.230-0522.280 | Y=0607.810-0617.130 | 2.200
P=0240 | X=0106.850-0413.270 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0240 | X=0106.850-0148.530 | Y=0631.870-0643.110 | ≤1.000m.
P=0240 | X=0106.850-0330.020 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0240 | X=0106.850-0410.870 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0240 | X=0106.850-0402.460 | Y=0678.670-0689.910 | dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết mét thứ 300 có hiện
P=0240 | X=0090.020-0278.630 | Y=0689.190-0701.430 | 263 trạng là đường nhựa, bê tông xi măng:
P=0240 | X=0424.970-0450.020 | Y=0689.190-0698.510 | 2.200
P=0240 | X=0461.210-0486.260 | Y=0689.190-0698.510 | 1.500
P=0240 | X=0497.230-0522.280 | Y=0689.190-0698.510 | 1.300
P=0240 | X=0106.850-0392.660 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0241 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0241 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0241 | X=0106.850-0400.390 | Y=0107.780-0119.020 | Đường vào Trường dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết
P=0241 | X=0106.850-0370.370 | Y=0119.330-0130.570 | mét thứ 300 có hiện trạng là đường nhựa, bê tông xi măng:
P=0241 | X=0090.020-0106.660 | Y=0127.210-0136.530 | 264
P=0241 | X=0424.970-0450.020 | Y=0127.210-0136.530 | 4.600
P=0241 | X=0461.210-0486.260 | Y=0127.210-0136.530 | 3.200
P=0241 | X=0497.230-0522.280 | Y=0127.210-0136.530 | 2.800
P=0241 | X=0106.850-0337.930 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0241 | X=0106.850-0384.020 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0241 | X=0106.850-0392.110 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0241 | X=0106.850-0400.390 | Y=0183.410-0194.650 | Đường vào Trường dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết
P=0241 | X=0106.850-0370.340 | Y=0194.930-0206.170 | mét thứ 300 có hiện trạng là đường nhựa, bê tông xi măng:
P=0241 | X=0090.020-0338.400 | Y=0212.470-0226.790 | 265 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0241 | X=0424.970-0450.020 | Y=0217.470-0226.790 | 3.200
P=0241 | X=0461.210-0486.260 | Y=0217.470-0226.790 | 2.200
P=0241 | X=0497.230-0522.270 | Y=0217.470-0226.790 | 1.900
P=0241 | X=0106.850-0413.270 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0241 | X=0106.850-0148.530 | Y=0241.510-0252.750 | ≤1.000m.
P=0241 | X=0106.850-0330.020 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0241 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0241 | X=0106.850-0400.390 | Y=0288.340-0299.580 | Đường vào Trường dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết
P=0241 | X=0106.850-0370.340 | Y=0299.860-0311.100 | mét thứ 300 có hiện trạng là đường nhựa, bê tông xi măng:
P=0241 | X=0090.020-0106.660 | Y=0307.740-0317.060 | 266
P=0241 | X=0424.970-0450.020 | Y=0307.740-0317.060 | 2.000
P=0241 | X=0461.210-0486.260 | Y=0307.740-0317.060 | 1.400
P=0241 | X=0497.230-0522.280 | Y=0307.740-0317.060 | 1.200
P=0241 | X=0106.850-0392.640 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0241 | X=0106.850-0330.490 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0241 | X=0106.850-0212.950 | Y=0352.660-0363.900 | Đường vào Trường dạy
P=0241 | X=0322.200-0369.900 | Y=0358.420-0369.660 | Đường sắt
P=0241 | X=0090.020-0106.660 | Y=0360.300-0369.620 | 267
P=0241 | X=0235.540-0308.120 | Y=0360.300-0369.620 | Hết mét thứ 300
P=0241 | X=0424.970-0450.020 | Y=0360.300-0369.620 | 9.300
P=0241 | X=0461.210-0486.260 | Y=0360.300-0369.620 | 6.500
P=0241 | X=0497.230-0522.280 | Y=0360.300-0369.620 | 5.600
P=0241 | X=0106.850-0170.990 | Y=0365.820-0375.140 | nghề Hố Nai 3
P=0241 | X=0106.850-0410.870 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0241 | X=0106.850-0407.260 | Y=0393.240-0404.480 | dạy nghề Hố Nai 3 đoạn từ Hết mét thứ 300 đến Đường sắt có hiện
P=0241 | X=0106.850-0278.630 | Y=0404.760-0416.000 | trạng là đường nhựa, bê tông xi măng:
P=0241 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 268
P=0241 | X=0424.970-0450.020 | Y=0412.640-0421.960 | 4.600
P=0241 | X=0461.210-0486.260 | Y=0412.640-0421.960 | 3.200
P=0241 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 2.800
P=0241 | X=0106.850-0337.930 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0241 | X=0106.850-0384.020 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
