TABLE=041 | AREA=Xã Gia Kiệm | SECTION=non-agricultural | SEGMENTS=1
P=1444 | X=0110.930-0384.440 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1444 | X=0110.930-0387.820 | Y=0317.380-0328.620 | ra Đường Tân Yên đoạn từ Ranh suối reo đến Ranh xã Thống
P=1444 | X=0110.930-0341.770 | Y=0328.900-0340.140 | Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1444 | X=0091.940-0108.580 | Y=0336.780-0346.100 | 194
P=1444 | X=0415.580-0432.220 | Y=0336.780-0346.100 | 800
P=1444 | X=0462.650-0479.290 | Y=0336.780-0346.100 | 560
P=1444 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 480
P=1444 | X=0110.930-0342.010 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1444 | X=0110.930-0388.120 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1444 | X=0110.930-0384.440 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1444 | X=0110.930-0387.820 | Y=0393.000-0404.240 | ra Đường Tân Yên đoạn từ Ranh suối reo đến Ranh xã Thống
P=1444 | X=0110.930-0341.770 | Y=0404.520-0415.760 | Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1444 | X=0091.940-0342.480 | Y=0422.040-0436.360 | 195 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1444 | X=0415.580-0432.220 | Y=0427.040-0436.360 | 630
P=1444 | X=0462.650-0479.290 | Y=0427.040-0436.360 | 440
P=1444 | X=0505.390-0522.030 | Y=0427.040-0436.360 | 380
P=1444 | X=0110.930-0364.240 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1444 | X=0110.930-0205.880 | Y=0451.100-0462.340 | >500m đến ≤1.000m.
P=1444 | X=0110.930-0334.100 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1444 | X=0110.930-0384.440 | Y=0486.380-0497.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1444 | X=0110.930-0387.820 | Y=0497.900-0509.140 | ra Đường Tân Yên đoạn từ Ranh suối reo đến Ranh xã Thống
P=1444 | X=0110.930-0341.800 | Y=0509.420-0520.660 | Nhất có hiện trạng là đường nhựa, bê tông xi măng:
P=1444 | X=0091.940-0108.580 | Y=0523.060-0532.380 | 196
P=1444 | X=0415.580-0432.220 | Y=0523.060-0532.380 | 460
P=1444 | X=0462.650-0479.290 | Y=0523.060-0532.380 | 320
P=1444 | X=0505.390-0522.030 | Y=0523.060-0532.380 | 280
P=1444 | X=0110.930-0352.040 | Y=0526.940-0538.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1444 | X=0110.930-0153.070 | Y=0540.130-0549.450 | >1.000m.
P=1444 | X=0110.930-0334.570 | Y=0555.770-0567.010 | - Có bề rộng <3m, cách đường giao thông >200m.
