TABLE=051 | AREA=Xã Phú Lâm | SECTION=non-agricultural | SEGMENTS=1
P=1716 | X=0322.200-0403.980 | Y=0283.980-0293.300 | về bên phải và hết
P=1716 | X=0090.020-0185.350 | Y=0287.860-0299.100 | 218 Đường Phú Ngọc
P=1716 | X=0235.540-0284.100 | Y=0289.740-0299.060 | Quốc lộ 20
P=1716 | X=0433.130-0449.770 | Y=0289.740-0299.060 | 520
P=1716 | X=0469.370-0486.010 | Y=0289.740-0299.060 | 360
P=1716 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 310
P=1716 | X=0322.200-0395.740 | Y=0293.620-0304.860 | ranh thửa đất số
P=1716 | X=0322.200-0412.300 | Y=0305.140-0316.380 | 343, tờ BĐĐC số 77
P=1716 | X=0322.200-0369.080 | Y=0318.540-0327.860 | về bên trái
P=1716 | X=0106.850-0401.900 | Y=0334.420-0345.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Ngọc
P=1716 | X=0106.850-0410.150 | Y=0345.700-0356.940 | đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154 tờ BĐĐC số 77 về
P=1716 | X=0106.850-0407.250 | Y=0357.220-0368.460 | bên phải và hết ranh thửa đất số 343, tờ BĐĐC số 77 về bên trái có
P=1716 | X=0090.020-0300.460 | Y=0368.760-0380.200 | 219 hiện trạng là đường nhựa, bê tông xi măng:
P=1716 | X=0433.130-0449.770 | Y=0370.880-0380.200 | 260
P=1716 | X=0469.370-0486.010 | Y=0370.880-0380.200 | 180
P=1716 | X=0505.390-0522.030 | Y=0370.880-0380.200 | 160
P=1716 | X=0106.850-0337.930 | Y=0386.280-0397.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1716 | X=0106.850-0384.020 | Y=0403.800-0415.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1716 | X=0106.850-0401.900 | Y=0421.560-0432.800 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Ngọc
P=1716 | X=0106.850-0410.150 | Y=0433.080-0444.320 | đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154 tờ BĐĐC số 77 về
P=1716 | X=0106.850-0407.270 | Y=0444.600-0455.840 | bên phải và hết ranh thửa đất số 343, tờ BĐĐC số 77 về bên trái có
P=1716 | X=0106.850-0300.460 | Y=0456.140-0467.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=1716 | X=0090.020-0338.400 | Y=0472.660-0484.900 | 220 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1716 | X=0433.130-0449.770 | Y=0472.660-0481.980 | 220
P=1716 | X=0469.370-0486.010 | Y=0472.660-0481.980 | 150
P=1716 | X=0505.390-0522.030 | Y=0472.660-0481.980 | 130
P=1716 | X=0106.850-0413.270 | Y=0491.180-0502.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1716 | X=0106.850-0148.530 | Y=0502.460-0513.700 | ≤1.000m.
P=1716 | X=0106.850-0330.020 | Y=0519.980-0531.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1716 | X=0106.850-0401.900 | Y=0537.770-0549.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú Ngọc
P=1716 | X=0106.850-0410.150 | Y=0549.290-0560.530 | đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154 tờ BĐĐC số 77 về
P=1716 | X=0106.850-0407.250 | Y=0560.810-0572.050 | bên phải và hết ranh thửa đất số 343, tờ BĐĐC số 77 về bên trái có
P=1716 | X=0090.020-0300.460 | Y=0572.330-0583.770 | 221 hiện trạng là đường nhựa, bê tông xi măng:
P=1716 | X=0433.130-0449.770 | Y=0574.450-0583.770 | 200
P=1716 | X=0469.370-0486.010 | Y=0574.450-0583.770 | 140
P=1716 | X=0505.390-0522.030 | Y=0574.450-0583.770 | 120
P=1716 | X=0106.850-0392.670 | Y=0589.850-0601.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1716 | X=0106.850-0330.490 | Y=0607.370-0618.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1716 | X=0106.850-0392.110 | Y=0625.150-0636.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1716 | X=0106.850-0407.020 | Y=0636.670-0647.910 | Đường Phú Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154
P=1716 | X=0106.850-0413.990 | Y=0648.190-0659.430 | tờ BĐĐC số 77 về bên phải và hết ranh thửa đất số 343, tờ BĐĐC số
P=1716 | X=0090.020-0377.310 | Y=0659.710-0671.150 | 222 77 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1716 | X=0433.130-0449.770 | Y=0661.830-0671.150 | 230
P=1716 | X=0469.370-0486.010 | Y=0661.830-0671.150 | 160
P=1716 | X=0505.390-0522.030 | Y=0661.830-0671.150 | 140
P=1716 | X=0106.850-0337.930 | Y=0677.230-0688.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1716 | X=0106.850-0384.020 | Y=0694.510-0705.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1717 | X=0106.850-0392.140 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1717 | X=0106.850-0407.020 | Y=0090.020-0101.260 | Đường Phú Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154
P=1717 | X=0106.850-0413.990 | Y=0101.540-0112.780 | tờ BĐĐC số 77 về bên phải và hết ranh thửa đất số 343, tờ BĐĐC số
P=1717 | X=0106.850-0380.440 | Y=0113.060-0124.300 | 77 về bên trái) có hiện trạng là đường nhựa, bê tông xi măng:
P=1717 | X=0090.020-0338.400 | Y=0129.610-0141.850 | 223 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1717 | X=0433.130-0449.770 | Y=0129.610-0138.930 | 200
P=1717 | X=0469.370-0486.010 | Y=0129.610-0138.930 | 140
P=1717 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 120
P=1717 | X=0106.850-0413.270 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1717 | X=0106.850-0148.530 | Y=0159.410-0170.650 | ≤1.000m.
P=1717 | X=0106.850-0330.020 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1717 | X=0106.850-0392.110 | Y=0194.690-0205.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1717 | X=0106.850-0407.020 | Y=0206.230-0217.470 | Đường Phú Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154
P=1717 | X=0106.850-0413.990 | Y=0217.750-0228.990 | tờ BĐĐC số 77 về bên phải và hết ranh thửa đất số 343, tờ BĐĐC số
P=1717 | X=0090.020-0380.440 | Y=0229.270-0240.710 | 224 77 về bên trái) có hiện trạng là đường nhựa, bê tông xi măng:
P=1717 | X=0433.130-0449.770 | Y=0231.390-0240.710 | 180
P=1717 | X=0469.370-0486.010 | Y=0231.390-0240.710 | 130
P=1717 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 110
P=1717 | X=0106.850-0392.640 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1717 | X=0106.850-0330.490 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1717 | X=0322.200-0409.180 | Y=0282.100-0293.340 | Ngã ba giáp đường
P=1717 | X=0322.200-0413.250 | Y=0295.500-0304.820 | nhà thờ lớn Kim Lân
P=1717 | X=0090.020-0160.210 | Y=0299.380-0310.620 | 225 Đường số 4
P=1717 | X=0235.540-0284.100 | Y=0301.260-0310.580 | Quốc lộ 20
P=1717 | X=0433.130-0449.770 | Y=0301.260-0310.580 | 520
P=1717 | X=0469.370-0486.010 | Y=0301.260-0310.580 | 360
P=1717 | X=0505.390-0522.030 | Y=0301.260-0310.580 | 310
P=1717 | X=0322.200-0415.630 | Y=0305.140-0316.380 | (đường Phú Trung đi
P=1717 | X=0322.200-0371.860 | Y=0318.540-0327.860 | xã Phú An)
P=1717 | X=0106.850-0414.170 | Y=0334.420-0345.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4 đoạn từ
P=1717 | X=0106.850-0414.700 | Y=0345.700-0356.940 | Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn Kim Lân (đường Phú
P=1717 | X=0106.850-0405.630 | Y=0357.220-0368.460 | Trung đi xã Phú An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1717 | X=0090.020-0106.660 | Y=0365.100-0374.420 | 226
P=1717 | X=0433.130-0449.770 | Y=0365.100-0374.420 | 260
P=1717 | X=0469.370-0486.010 | Y=0365.100-0374.420 | 180
P=1717 | X=0505.390-0522.030 | Y=0365.100-0374.420 | 160
P=1717 | X=0106.850-0337.930 | Y=0374.760-0386.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1717 | X=0106.850-0384.020 | Y=0392.280-0403.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1717 | X=0106.850-0414.170 | Y=0410.040-0421.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4 đoạn từ
P=1717 | X=0106.850-0414.700 | Y=0421.560-0432.800 | Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn Kim Lân (đường Phú
P=1717 | X=0106.850-0405.630 | Y=0433.080-0444.320 | Trung đi xã Phú An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1717 | X=0090.020-0338.400 | Y=0450.620-0464.700 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1717 | X=0433.130-0449.770 | Y=0455.380-0464.700 | 220
P=1717 | X=0469.370-0486.010 | Y=0455.380-0464.700 | 150
P=1717 | X=0505.390-0522.030 | Y=0455.380-0464.700 | 130
P=1717 | X=0106.850-0413.270 | Y=0468.140-0479.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1717 | X=0106.850-0148.530 | Y=0479.660-0490.900 | ≤1.000m.
P=1717 | X=0106.850-0330.020 | Y=0497.180-0508.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1717 | X=0106.850-0414.170 | Y=0514.940-0526.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4 đoạn từ
P=1717 | X=0106.850-0414.700 | Y=0526.220-0537.460 | Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn Kim Lân (đường Phú
P=1717 | X=0106.850-0405.630 | Y=0537.770-0549.010 | Trung đi xã Phú An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1717 | X=0090.020-0106.660 | Y=0545.650-0554.970 | 228
P=1717 | X=0433.130-0449.770 | Y=0545.650-0554.970 | 200
P=1717 | X=0469.370-0486.010 | Y=0545.650-0554.970 | 140
P=1717 | X=0505.390-0522.030 | Y=0545.650-0554.970 | 120
P=1717 | X=0106.850-0392.640 | Y=0555.290-0566.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1717 | X=0106.850-0330.490 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1717 | X=0106.850-0392.110 | Y=0590.570-0601.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1717 | X=0106.850-0412.060 | Y=0602.090-0613.330 | Đường số 4 đoạn từ Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn
P=1717 | X=0106.850-0395.980 | Y=0613.610-0624.850 | Kim Lân (đường Phú Trung đi xã Phú An) có hiện trạng là đường
P=1717 | X=0090.020-0209.960 | Y=0625.150-0636.590 | 229 nhựa, bê tông xi măng:
P=1717 | X=0433.130-0449.770 | Y=0627.270-0636.590 | 230
P=1717 | X=0469.370-0486.010 | Y=0627.270-0636.590 | 160
P=1717 | X=0505.390-0522.030 | Y=0627.270-0636.590 | 140
P=1717 | X=0106.850-0337.930 | Y=0642.670-0653.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1717 | X=0106.850-0384.020 | Y=0660.190-0671.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1717 | X=0106.850-0392.110 | Y=0677.950-0689.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1717 | X=0090.020-0412.060 | Y=0689.470-0700.710 | 230 Đường số 4 đoạn từ Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn
P=1717 | X=0433.130-0449.770 | Y=0691.350-0700.670 | 200
P=1717 | X=0469.370-0486.010 | Y=0691.350-0700.670 | 140
P=1717 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 120
P=1717 | X=0106.850-0395.980 | Y=0700.770-0712.010 | Kim Lân (đường Phú Trung đi xã Phú An) có hiện trạng là đường
P=1718 | X=0106.850-0209.960 | Y=0072.500-0083.740 | nhựa, bê tông xi măng:
P=1718 | X=0106.850-0338.400 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1718 | X=0106.850-0413.270 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1718 | X=0106.850-0148.530 | Y=0119.090-0130.330 | ≤1.000m.
P=1718 | X=0106.850-0330.020 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1718 | X=0106.850-0392.110 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1718 | X=0106.850-0412.060 | Y=0165.650-0176.890 | Đường số 4 đoạn từ Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn
P=1718 | X=0106.850-0395.980 | Y=0177.170-0188.410 | Kim Lân (đường Phú Trung đi xã Phú An) có hiện trạng là đường
P=1718 | X=0090.020-0209.960 | Y=0188.690-0200.130 | 231 nhựa, bê tông xi măng:
P=1718 | X=0433.130-0449.770 | Y=0190.810-0200.130 | 180
P=1718 | X=0469.370-0486.010 | Y=0190.810-0200.130 | 130
P=1718 | X=0505.390-0522.030 | Y=0190.810-0200.130 | 110
P=1718 | X=0106.850-0392.640 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1718 | X=0106.850-0330.490 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1718 | X=0322.200-0413.980 | Y=0241.510-0252.750 | Hết ranh thửa đất số
P=1718 | X=0322.200-0409.420 | Y=0253.030-0264.270 | 163 tờ BĐĐC số 40
P=1718 | X=0322.200-0403.980 | Y=0266.430-0275.750 | về bên phải và hết
P=1718 | X=0090.020-0195.270 | Y=0270.310-0281.550 | 232 Đường Bến Thuyền
P=1718 | X=0235.540-0289.620 | Y=0270.310-0281.550 | Đường 30/4
P=1718 | X=0433.130-0449.770 | Y=0272.190-0281.510 | 520
P=1718 | X=0469.370-0486.010 | Y=0272.190-0281.510 | 360
P=1718 | X=0505.390-0522.030 | Y=0272.190-0281.510 | 310
P=1718 | X=0322.200-0395.740 | Y=0276.070-0287.310 | ranh thửa đất số
P=1718 | X=0322.200-0412.300 | Y=0287.620-0298.860 | 164, tờ BĐĐC số 40
P=1718 | X=0322.200-0369.080 | Y=0301.020-0310.340 | về bên trái
P=1718 | X=0106.850-0412.070 | Y=0316.900-0328.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Thuyền
P=1718 | X=0106.850-0415.670 | Y=0328.420-0339.660 | đoạn từ Đường 30/4 đến Hết ranh thửa đất số 163 tờ BĐĐC số 40 về
P=1718 | X=0106.850-0407.250 | Y=0339.700-0350.940 | bên phải và hết ranh thửa đất số 164, tờ BĐĐC số 40 về bên trái có
P=1718 | X=0090.020-0300.460 | Y=0351.220-0362.660 | 233 hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0433.130-0449.770 | Y=0353.340-0362.660 | 260
P=1718 | X=0469.370-0486.010 | Y=0353.340-0362.660 | 180
P=1718 | X=0505.390-0522.030 | Y=0353.340-0362.660 | 160
P=1718 | X=0106.850-0337.930 | Y=0368.760-0380.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1718 | X=0106.850-0384.020 | Y=0386.280-0397.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1718 | X=0106.850-0412.070 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Thuyền
P=1718 | X=0106.850-0415.670 | Y=0415.560-0426.800 | đoạn từ Đường 30/4 đến Hết ranh thửa đất số 163 tờ BĐĐC số 40 về
P=1718 | X=0106.850-0407.250 | Y=0427.080-0438.320 | bên phải và hết ranh thửa đất số 164, tờ BĐĐC số 40 về bên trái có
P=1718 | X=0106.850-0300.460 | Y=0438.600-0449.840 | hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0090.020-0338.400 | Y=0455.140-0467.380 | 234 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1718 | X=0433.130-0449.770 | Y=0455.140-0464.460 | 220
P=1718 | X=0469.370-0486.010 | Y=0455.140-0464.460 | 150
P=1718 | X=0505.390-0522.030 | Y=0455.140-0464.460 | 130
P=1718 | X=0106.850-0413.270 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1718 | X=0106.850-0148.530 | Y=0485.180-0496.420 | ≤1.000m.
P=1718 | X=0106.850-0330.020 | Y=0502.460-0513.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1718 | X=0106.850-0412.070 | Y=0520.220-0531.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến Thuyền
P=1718 | X=0106.850-0415.670 | Y=0531.740-0542.980 | đoạn từ Đường 30/4 đến Hết ranh thửa đất số 163 tờ BĐĐC số 40 về
P=1718 | X=0106.850-0407.240 | Y=0543.290-0554.530 | bên phải và hết ranh thửa đất số 164, tờ BĐĐC số 40 về bên trái có
P=1718 | X=0090.020-0300.460 | Y=0554.810-0566.250 | 235 hiện trạng là đường nhựa, bê tông xi măng:
P=1718 | X=0433.130-0449.770 | Y=0556.930-0566.250 | 200
P=1718 | X=0469.370-0486.010 | Y=0556.930-0566.250 | 140
P=1718 | X=0505.390-0522.030 | Y=0556.930-0566.250 | 120
P=1718 | X=0106.850-0392.640 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1718 | X=0106.850-0330.490 | Y=0589.850-0601.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1718 | X=0106.850-0392.110 | Y=0607.610-0618.850 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1718 | X=0106.850-0403.180 | Y=0619.150-0630.390 | Đường Bến Thuyền đoạn từ Đường 30/4 đến Hết ranh thửa đất số
P=1718 | X=0106.850-0389.080 | Y=0630.670-0641.910 | 163 tờ BĐĐC số 40 về bên phải và hết ranh thửa đất số 164, tờ
P=1718 | X=0106.850-0390.920 | Y=0642.190-0653.430 | BĐĐC số 40 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=1718 | X=0090.020-0106.660 | Y=0650.070-0659.390 | 236
P=1718 | X=0433.130-0449.770 | Y=0650.070-0659.390 | 230
P=1718 | X=0469.370-0486.010 | Y=0650.070-0659.390 | 160
P=1718 | X=0505.390-0522.030 | Y=0650.070-0659.390 | 140
P=1718 | X=0106.850-0134.850 | Y=0653.710-0664.950 | măng:
P=1718 | X=0106.850-0337.930 | Y=0671.230-0682.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1718 | X=0106.850-0384.020 | Y=0688.510-0699.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1718 | X=0090.020-0392.110 | Y=0706.290-0717.530 | 237 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1718 | X=0433.130-0449.770 | Y=0708.180-0717.500 | 200
P=1718 | X=0469.370-0486.010 | Y=0708.180-0717.500 | 140
P=1718 | X=0505.390-0522.030 | Y=0708.180-0717.500 | 120
P=1719 | X=0106.850-0401.500 | Y=0072.500-0083.740 | Đường Bến Thuyền đoạn từ đường 30/4 đến Hết ranh thửa đất số
P=1719 | X=0106.850-0389.080 | Y=0084.020-0095.260 | 163 tờ BĐĐC số 40 về bên phải và hết ranh thửa đất số 164, tờ
P=1719 | X=0106.850-0390.920 | Y=0095.540-0106.780 | BĐĐC số 40 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=1719 | X=0106.850-0134.850 | Y=0107.060-0118.300 | măng:
P=1719 | X=0106.850-0338.400 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1719 | X=0106.850-0413.270 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1719 | X=0106.850-0148.530 | Y=0153.410-0164.650 | ≤1.000m.
P=1719 | X=0106.850-0330.020 | Y=0170.930-0182.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1719 | X=0106.850-0392.110 | Y=0188.690-0199.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1719 | X=0106.850-0401.500 | Y=0200.230-0211.470 | Đường Bến Thuyền đoạn từ đường 30/4 đến Hết ranh thửa đất số
P=1719 | X=0106.850-0389.080 | Y=0211.750-0222.990 | 163 tờ BĐĐC số 40 về bên phải và hết ranh thửa đất số 164, tờ
P=1719 | X=0106.850-0390.920 | Y=0223.270-0234.510 | BĐĐC số 40 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=1719 | X=0090.020-0106.660 | Y=0231.150-0240.470 | 238
P=1719 | X=0433.130-0449.770 | Y=0231.150-0240.470 | 180
P=1719 | X=0469.370-0486.010 | Y=0231.150-0240.470 | 130
P=1719 | X=0505.390-0522.030 | Y=0231.150-0240.470 | 110
