TABLE=030 | AREA=Xã Cẩm Mỹ | SECTION=non-agricultural | SEGMENTS=1
P=1115 | X=0111.170-0337.460 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1115 | X=0303.960-0388.070 | Y=0165.650-0176.890 | Ngã ba đường vào
P=1115 | X=0221.350-0285.190 | Y=0167.530-0176.850 | Hết Trung tâm
P=1115 | X=0111.170-0218.470 | Y=0171.410-0182.650 | Đường Nguyễn Ái Quốc
P=1115 | X=0221.350-0288.670 | Y=0177.170-0188.410 | Văn hóa huyện
P=1115 | X=0303.960-0383.000 | Y=0177.170-0188.410 | Nghĩa trang Hoàn
P=1115 | X=0091.940-0108.580 | Y=0179.050-0188.370 | 176
P=1115 | X=0405.980-0431.030 | Y=0179.050-0188.370 | 3.400
P=1115 | X=0453.530-0478.580 | Y=0179.050-0188.370 | 2.400
P=1115 | X=0497.230-0522.280 | Y=0179.050-0188.370 | 2.000
P=1115 | X=0111.170-0179.810 | Y=0182.930-0194.170 | (Quốc lộ 56 cũ)
P=1115 | X=0221.350-0258.820 | Y=0190.570-0199.890 | Cẩm Mỹ
P=1115 | X=0303.960-0328.520 | Y=0190.570-0199.890 | Quân
P=1115 | X=0111.170-0359.490 | Y=0206.470-0217.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1115 | X=0111.170-0379.850 | Y=0217.990-0229.230 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Hết Trung tâm Văn
P=1115 | X=0111.170-0385.630 | Y=0229.510-0240.750 | hóa huyện Cẩm Mỹ đến Ngã ba đường vào Nghĩa trang Hoàn
P=1115 | X=0091.940-0345.370 | Y=0241.030-0252.470 | 177 Quân có hiện trạng là đường nhựa, bê tông xi măng:
P=1115 | X=0405.980-0431.030 | Y=0243.150-0252.470 | 1.700
P=1115 | X=0453.530-0478.580 | Y=0243.150-0252.470 | 1.200
P=1115 | X=0497.230-0522.280 | Y=0243.150-0252.470 | 1.000
P=1115 | X=0111.170-0334.080 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1115 | X=0111.170-0388.360 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1115 | X=0111.170-0359.490 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1115 | X=0111.170-0379.850 | Y=0305.380-0316.620 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Hết Trung tâm Văn
P=1115 | X=0111.170-0385.630 | Y=0316.900-0328.140 | hóa huyện Cẩm Mỹ đến Ngã ba đường vào Nghĩa trang Hoàn
P=1115 | X=0111.170-0345.370 | Y=0328.420-0339.660 | Quân có hiện trạng là đường nhựa, bê tông xi măng:
P=1115 | X=0091.940-0334.340 | Y=0344.940-0356.940 | 178 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1115 | X=0405.980-0431.030 | Y=0344.940-0354.260 | 1.200
P=1115 | X=0461.930-0478.570 | Y=0344.940-0354.260 | 840
P=1115 | X=0505.630-0522.270 | Y=0344.940-0354.260 | 720
P=1115 | X=0111.170-0364.480 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1115 | X=0111.170-0197.720 | Y=0374.760-0386.000 | >400m đến ≤600m.
P=1115 | X=0111.170-0334.340 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1115 | X=0111.170-0359.490 | Y=0410.040-0421.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1115 | X=0111.170-0379.850 | Y=0421.560-0432.800 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Hết Trung tâm Văn
P=1115 | X=0111.170-0385.630 | Y=0433.080-0444.320 | hóa huyện Cẩm Mỹ đến Ngã ba đường vào Nghĩa trang Hoàn
P=1115 | X=0091.940-0345.370 | Y=0444.600-0456.040 | 179 Quân có hiện trạng là đường nhựa, bê tông xi măng:
P=1115 | X=0405.980-0431.030 | Y=0446.720-0456.040 | 1.000
P=1115 | X=0461.930-0478.570 | Y=0446.720-0456.040 | 700
P=1115 | X=0505.630-0522.270 | Y=0446.720-0456.040 | 600
P=1115 | X=0111.170-0388.600 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1115 | X=0111.170-0334.810 | Y=0479.660-0490.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1115 | X=0111.170-0384.680 | Y=0497.420-0508.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1115 | X=0111.170-0385.870 | Y=0508.940-0520.180 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Hết Trung
P=1115 | X=0111.170-0373.640 | Y=0520.220-0531.460 | tâm Văn hóa huyện Cẩm Mỹ đến Ngã ba đường vào Nghĩa
P=1115 | X=0111.170-0366.910 | Y=0531.740-0542.980 | trang Hoàn Quân có hiện trạng là đường nhựa, bê tông xi
P=1115 | X=0091.940-0108.580 | Y=0539.650-0548.970 | 180
P=1115 | X=0405.980-0431.030 | Y=0539.650-0548.970 | 1.500
P=1115 | X=0453.530-0478.580 | Y=0539.650-0548.970 | 1.100
P=1115 | X=0505.630-0522.270 | Y=0539.650-0548.970 | 900
P=1115 | X=0111.170-0139.170 | Y=0543.290-0554.530 | măng:
P=1115 | X=0111.170-0334.080 | Y=0560.810-0572.050 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1115 | X=0111.170-0388.360 | Y=0578.330-0589.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1115 | X=0111.170-0384.680 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1115 | X=0111.170-0385.870 | Y=0607.610-0618.850 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Hết Trung
P=1115 | X=0111.170-0373.640 | Y=0619.150-0630.390 | tâm Văn hóa huyện Cẩm Mỹ đến Ngã ba đường vào Nghĩa
P=1115 | X=0111.170-0366.910 | Y=0630.670-0641.910 | trang Hoàn Quân có hiện trạng là đường nhựa, bê tông xi
P=1115 | X=0111.170-0139.170 | Y=0642.190-0653.430 | măng:
P=1115 | X=0091.940-0108.580 | Y=0652.950-0662.270 | 181
P=1115 | X=0405.980-0431.030 | Y=0652.950-0662.270 | 1.100
P=1115 | X=0461.930-0478.570 | Y=0652.950-0662.270 | 770
P=1115 | X=0505.630-0522.270 | Y=0652.950-0662.270 | 660
P=1115 | X=0111.170-0334.340 | Y=0659.710-0670.950 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1115 | X=0111.170-0364.480 | Y=0677.230-0688.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1115 | X=0111.170-0197.720 | Y=0688.510-0699.750 | >400m đến ≤600m.
P=1115 | X=0111.170-0334.340 | Y=0706.050-0717.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1116 | X=0111.170-0384.680 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1116 | X=0111.170-0385.870 | Y=0090.020-0101.260 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Hết Trung
P=1116 | X=0111.170-0373.640 | Y=0101.540-0112.780 | tâm Văn hóa huyện Cẩm Mỹ đến Ngã ba đường vào Nghĩa
P=1116 | X=0111.170-0366.910 | Y=0113.060-0124.300 | trang Hoàn Quân có hiện trạng là đường nhựa, bê tông xi
P=1116 | X=0091.940-0108.580 | Y=0120.970-0130.290 | 182
P=1116 | X=0414.380-0431.020 | Y=0120.970-0130.290 | 900
P=1116 | X=0461.930-0478.570 | Y=0120.970-0130.290 | 630
P=1116 | X=0505.630-0522.270 | Y=0120.970-0130.290 | 540
P=1116 | X=0111.170-0139.170 | Y=0124.610-0135.850 | măng:
P=1116 | X=0111.170-0388.610 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1116 | X=0111.170-0337.460 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1116 | X=0303.960-0386.730 | Y=0179.050-0188.370 | Hết khu Trung tâm
P=1116 | X=0111.170-0203.420 | Y=0182.930-0194.170 | Đường Hùng Vương
P=1116 | X=0221.350-0301.860 | Y=0182.930-0194.170 | Đường Nguyễn Ái
P=1116 | X=0091.940-0108.580 | Y=0190.570-0199.890 | 183
P=1116 | X=0303.960-0383.510 | Y=0190.570-0199.890 | hành chính huyện
P=1116 | X=0405.980-0431.030 | Y=0190.570-0199.890 | 3.700
P=1116 | X=0453.530-0478.580 | Y=0190.570-0199.890 | 2.600
P=1116 | X=0497.230-0522.280 | Y=0190.570-0199.890 | 2.200
P=1116 | X=0111.170-0201.410 | Y=0194.450-0205.690 | (Đường tỉnh 773 cũ)
P=1116 | X=0221.350-0245.380 | Y=0196.330-0205.650 | Quốc
P=1116 | X=0303.960-0314.600 | Y=0200.230-0211.470 | cũ
P=1116 | X=0111.170-0386.130 | Y=0217.990-0229.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=1116 | X=0111.170-0382.460 | Y=0229.510-0240.750 | Vương (Đường tỉnh 773 cũ) đoạn từ Đường Nguyễn Ái Quốc
P=1116 | X=0111.170-0380.370 | Y=0241.030-0252.270 | đến Hết khu Trung tâm hành chính huyện cũ có hiện trạng là
P=1116 | X=0091.940-0246.940 | Y=0252.550-0263.990 | 184 đường nhựa, bê tông xi măng:
P=1116 | X=0405.980-0431.030 | Y=0254.670-0263.990 | 1.900
P=1116 | X=0453.530-0478.580 | Y=0254.670-0263.990 | 1.300
P=1116 | X=0497.230-0522.280 | Y=0254.670-0263.990 | 1.100
P=1116 | X=0111.170-0334.080 | Y=0270.070-0281.310 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1116 | X=0111.170-0388.380 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1116 | X=0111.170-0386.130 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=1116 | X=0111.170-0382.460 | Y=0316.900-0328.140 | Vương (Đường tỉnh 773 cũ) đoạn từ Đường Nguyễn Ái Quốc
P=1116 | X=0111.170-0380.370 | Y=0328.420-0339.660 | đến Hết khu Trung tâm hành chính huyện cũ có hiện trạng là
P=1116 | X=0111.170-0246.940 | Y=0339.700-0350.940 | đường nhựa, bê tông xi măng:
P=1116 | X=0091.940-0334.340 | Y=0356.460-0368.460 | 185 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1116 | X=0414.380-0431.020 | Y=0356.460-0365.780 | 990
P=1116 | X=0461.930-0478.570 | Y=0356.460-0365.780 | 690
P=1116 | X=0505.630-0522.270 | Y=0356.460-0365.780 | 590
P=1116 | X=0111.170-0364.480 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1116 | X=0111.170-0197.720 | Y=0386.280-0397.520 | >400m đến ≤600m.
P=1116 | X=0111.170-0334.340 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1116 | X=0111.170-0386.130 | Y=0421.560-0432.800 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=1116 | X=0111.170-0382.460 | Y=0433.080-0444.320 | Vương (Đường tỉnh 773 cũ) đoạn từ Đường Nguyễn Ái Quốc
P=1116 | X=0111.170-0380.370 | Y=0444.600-0455.840 | đến Hết khu Trung tâm hành chính huyện cũ có hiện trạng là
P=1116 | X=0091.940-0246.940 | Y=0456.140-0467.580 | 186 đường nhựa, bê tông xi măng:
P=1116 | X=0414.380-0431.020 | Y=0458.260-0467.580 | 820
P=1116 | X=0461.930-0478.570 | Y=0458.260-0467.580 | 570
P=1116 | X=0505.630-0522.270 | Y=0458.260-0467.580 | 490
P=1116 | X=0111.170-0388.600 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1116 | X=0111.170-0334.810 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1116 | X=0111.170-0384.680 | Y=0508.940-0520.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1116 | X=0111.170-0379.660 | Y=0520.220-0531.460 | ra Đường Hùng Vương (Đường tỉnh 773 cũ) đoạn từ Đường
P=1116 | X=0111.170-0384.940 | Y=0531.740-0542.980 | Nguyễn Ái Quốc đến Hết khu Trung tâm hành chính huyện cũ
P=1116 | X=0091.940-0318.020 | Y=0543.290-0554.730 | 187 có hiện trạng là đường nhựa, bê tông xi măng:
P=1116 | X=0405.980-0431.030 | Y=0545.410-0554.730 | 1.700
P=1116 | X=0453.530-0478.580 | Y=0545.410-0554.730 | 1.200
P=1116 | X=0497.230-0522.280 | Y=0545.410-0554.730 | 1.000
P=1116 | X=0111.170-0334.080 | Y=0560.810-0572.050 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1116 | X=0111.170-0388.360 | Y=0578.330-0589.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1116 | X=0111.170-0384.680 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1116 | X=0111.170-0379.660 | Y=0607.610-0618.850 | ra Đường Hùng Vương (Đường tỉnh 773 cũ) đoạn từ Đường
P=1116 | X=0111.170-0384.940 | Y=0619.150-0630.390 | Nguyễn Ái Quốc đến Hết khu Trung tâm hành chính huyện cũ
P=1116 | X=0111.170-0318.020 | Y=0630.670-0641.910 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1116 | X=0091.940-0334.340 | Y=0647.190-0659.430 | 188 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1116 | X=0414.380-0431.020 | Y=0647.190-0656.510 | 890
P=1116 | X=0461.930-0478.570 | Y=0647.190-0656.510 | 620
P=1116 | X=0505.630-0522.270 | Y=0647.190-0656.510 | 530
P=1116 | X=0111.170-0364.480 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1116 | X=0111.170-0197.720 | Y=0677.230-0688.470 | >400m đến ≤600m.
P=1116 | X=0111.170-0334.340 | Y=0694.510-0705.750 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1117 | X=0111.170-0384.680 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1117 | X=0111.170-0379.660 | Y=0090.020-0101.260 | ra Đường Hùng Vương (Đường tỉnh 773 cũ) đoạn từ Đường
P=1117 | X=0111.170-0384.940 | Y=0101.540-0112.780 | Nguyễn Ái Quốc đến Hết khu Trung tâm hành chính huyện cũ
P=1117 | X=0091.940-0318.020 | Y=0113.060-0124.500 | 189 có hiện trạng là đường nhựa, bê tông xi măng:
P=1117 | X=0414.380-0431.020 | Y=0115.180-0124.500 | 740
P=1117 | X=0461.930-0478.570 | Y=0115.180-0124.500 | 520
P=1117 | X=0505.630-0522.270 | Y=0115.180-0124.500 | 440
P=1117 | X=0111.170-0388.600 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1117 | X=0111.170-0337.460 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1117 | X=0111.170-0203.420 | Y=0165.650-0176.890 | Đường Hùng Vương
P=1117 | X=0221.350-0291.980 | Y=0167.530-0176.850 | Trung tâm hành
P=1117 | X=0303.960-0380.860 | Y=0167.530-0176.850 | Giáp ranh giới xã
P=1117 | X=0091.940-0108.580 | Y=0173.290-0182.610 | 190
P=1117 | X=0405.980-0431.030 | Y=0173.290-0182.610 | 3.500
P=1117 | X=0453.530-0478.580 | Y=0173.290-0182.610 | 2.500
P=1117 | X=0497.230-0522.280 | Y=0173.290-0182.610 | 2.100
P=1117 | X=0111.170-0201.410 | Y=0177.170-0188.410 | (Đường tỉnh 773 cũ)
P=1117 | X=0221.350-0289.380 | Y=0177.170-0188.410 | chính huyện cũ
P=1117 | X=0303.960-0361.650 | Y=0177.170-0188.410 | Xuân Đường
P=1117 | X=0111.170-0386.130 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=1117 | X=0111.170-0372.880 | Y=0206.470-0217.710 | Vương (Đường tỉnh 773 cũ) đoạn từ Trung tâm hành chính
P=1117 | X=0111.170-0382.530 | Y=0217.990-0229.230 | huyện cũ đến Giáp ranh giới xã Xuân Đường có hiện trạng là
P=1117 | X=0091.940-0246.940 | Y=0229.510-0240.950 | 191 đường nhựa, bê tông xi măng:
P=1117 | X=0405.980-0431.030 | Y=0231.630-0240.950 | 1.800
P=1117 | X=0453.530-0478.580 | Y=0231.630-0240.950 | 1.300
P=1117 | X=0497.230-0522.270 | Y=0231.630-0240.950 | 1.100
P=1117 | X=0111.170-0334.080 | Y=0247.030-0258.270 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1117 | X=0111.170-0388.360 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1117 | X=0111.170-0386.130 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=1117 | X=0111.170-0372.880 | Y=0293.860-0305.100 | Vương (Đường tỉnh 773 cũ) đoạn từ Trung tâm hành chính
P=1117 | X=0111.170-0382.530 | Y=0305.380-0316.620 | huyện cũ đến Giáp ranh giới xã Xuân Đường có hiện trạng là
P=1117 | X=0111.170-0246.940 | Y=0316.900-0328.140 | đường nhựa, bê tông xi măng:
P=1117 | X=0091.940-0334.340 | Y=0333.420-0345.660 | 192 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1117 | X=0414.380-0431.020 | Y=0333.420-0342.740 | 990
P=1117 | X=0461.930-0478.570 | Y=0333.420-0342.740 | 690
P=1117 | X=0505.630-0522.270 | Y=0333.420-0342.740 | 590
P=1117 | X=0111.170-0364.480 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1117 | X=0111.170-0197.720 | Y=0363.220-0374.460 | >400m đến ≤600m.
P=1117 | X=0111.170-0334.340 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1117 | X=0111.170-0386.130 | Y=0398.520-0409.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng
P=1117 | X=0111.170-0372.880 | Y=0410.040-0421.280 | Vương (Đường tỉnh 773 cũ) đoạn từ Trung tâm hành chính
P=1117 | X=0111.170-0382.530 | Y=0421.560-0432.800 | huyện cũ đến Giáp ranh giới xã Xuân Đường có hiện trạng là
P=1117 | X=0091.940-0246.940 | Y=0433.080-0444.520 | 193 đường nhựa, bê tông xi măng:
P=1117 | X=0414.380-0431.020 | Y=0435.200-0444.520 | 820
P=1117 | X=0461.930-0478.570 | Y=0435.200-0444.520 | 570
P=1117 | X=0505.630-0522.270 | Y=0435.200-0444.520 | 490
P=1117 | X=0111.170-0388.600 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1117 | X=0111.170-0334.810 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1117 | X=0111.170-0384.680 | Y=0485.900-0497.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1117 | X=0111.170-0373.890 | Y=0497.420-0508.660 | ra Đường Hùng Vương (Đường tỉnh 773 cũ) đoạn từ Trung
P=1117 | X=0111.170-0383.020 | Y=0508.940-0520.180 | tâm hành chính huyện cũ đến Giáp ranh giới xã Xuân Đường
P=1117 | X=0091.940-0318.020 | Y=0520.220-0531.660 | 194 có hiện trạng là đường nhựa, bê tông xi măng:
P=1117 | X=0405.980-0431.030 | Y=0522.340-0531.660 | 1.600
P=1117 | X=0453.530-0478.580 | Y=0522.340-0531.660 | 1.100
P=1117 | X=0505.630-0522.270 | Y=0522.340-0531.660 | 960
P=1117 | X=0111.170-0334.080 | Y=0537.770-0549.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1117 | X=0111.170-0388.360 | Y=0555.290-0566.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1117 | X=0111.170-0384.680 | Y=0573.050-0584.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1117 | X=0111.170-0373.890 | Y=0584.570-0595.810 | ra Đường Hùng Vương (Đường tỉnh 773 cũ) đoạn từ Trung
P=1117 | X=0111.170-0383.020 | Y=0596.090-0607.330 | tâm hành chính huyện cũ đến Giáp ranh giới xã Xuân Đường
P=1117 | X=0111.170-0318.030 | Y=0607.610-0618.850 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1117 | X=0091.940-0334.340 | Y=0624.150-0636.390 | 195 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1117 | X=0414.380-0431.020 | Y=0624.150-0633.470 | 890
P=1117 | X=0461.930-0478.570 | Y=0624.150-0633.470 | 620
P=1117 | X=0505.630-0522.270 | Y=0624.150-0633.470 | 530
P=1117 | X=0111.170-0364.480 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1117 | X=0111.170-0197.720 | Y=0654.190-0665.430 | >400m đến ≤600m.
P=1117 | X=0111.170-0334.340 | Y=0671.710-0682.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1117 | X=0111.170-0384.710 | Y=0689.470-0700.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1117 | X=0091.940-0108.580 | Y=0697.110-0706.430 | 196
P=1117 | X=0414.380-0431.020 | Y=0697.110-0706.430 | 740
P=1117 | X=0461.930-0478.570 | Y=0697.110-0706.430 | 520
P=1117 | X=0505.630-0522.270 | Y=0697.110-0706.430 | 440
P=1117 | X=0111.170-0373.890 | Y=0700.770-0712.010 | ra Đường Hùng Vương (Đường tỉnh 773 cũ) đoạn từ Trung
P=1118 | X=0111.170-0383.020 | Y=0072.500-0083.740 | tâm hành chính huyện cũ đến Giáp ranh giới xã Xuân Đường
P=1118 | X=0111.170-0318.020 | Y=0084.020-0095.260 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1118 | X=0111.170-0388.600 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1118 | X=0111.170-0337.470 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông > 200m.
