TABLE=005 | AREA=Phường Trảng Dài | SECTION=non-agricultural | SEGMENTS=1
P=0203 | X=0107.090-0393.980 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0203 | X=0107.090-0168.210 | Y=0608.090-0619.330 | đến ≤1.000m.
P=0203 | X=0107.090-0330.260 | Y=0625.630-0636.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0203 | X=0107.090-0392.350 | Y=0643.390-0654.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0203 | X=0107.090-0388.780 | Y=0654.910-0666.150 | Đường Xóm Gò (xã Thiện Tân cũ) đoạn từ Đường tỉnh 768 đến
P=0203 | X=0090.020-0381.790 | Y=0666.430-0680.510 | 245 Đường Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi
P=0203 | X=0424.730-0441.370 | Y=0671.190-0680.510 | 610
P=0203 | X=0466.010-0482.650 | Y=0671.190-0680.510 | 430
P=0203 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 370
P=0203 | X=0107.090-0135.090 | Y=0677.950-0689.190 | măng:
P=0203 | X=0107.090-0392.880 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0204 | X=0107.090-0330.730 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0204 | X=0090.020-0191.660 | Y=0096.260-0107.500 | 246 Đường Ông Thanh
P=0204 | X=0228.820-0382.520 | Y=0096.260-0107.500 | Đường Bùng Binh Đường Xóm Gò
P=0204 | X=0416.540-0441.590 | Y=0098.140-0107.460 | 2.500
P=0204 | X=0457.850-0482.900 | Y=0098.140-0107.460 | 1.800
P=0204 | X=0497.230-0522.280 | Y=0098.140-0107.460 | 1.500
P=0204 | X=0107.090-0377.240 | Y=0114.050-0125.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ông
P=0204 | X=0107.090-0384.710 | Y=0125.570-0136.810 | Thanh đoạn từ Đường Bùng Binh đến Đường Xóm Gò có hiện
P=0204 | X=0107.090-0278.870 | Y=0137.090-0148.330 | trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0090.020-0106.660 | Y=0144.970-0154.290 | 247
P=0204 | X=0416.540-0441.590 | Y=0144.970-0154.290 | 1.300
P=0204 | X=0466.010-0482.650 | Y=0144.970-0154.290 | 910
P=0204 | X=0505.390-0522.030 | Y=0144.970-0154.290 | 780
P=0204 | X=0107.090-0338.170 | Y=0154.610-0165.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0204 | X=0107.090-0384.260 | Y=0172.130-0183.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0204 | X=0107.090-0377.240 | Y=0189.650-0200.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ông
P=0204 | X=0107.090-0384.710 | Y=0201.190-0212.430 | Thanh đoạn từ Đường Bùng Binh đến Đường Xóm Gò có hiện
P=0204 | X=0107.090-0278.870 | Y=0212.710-0223.950 | trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0090.020-0338.640 | Y=0230.230-0244.550 | 248 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0204 | X=0416.540-0441.590 | Y=0235.230-0244.550 | 1.000
P=0204 | X=0466.010-0482.650 | Y=0235.230-0244.550 | 700
P=0204 | X=0505.390-0522.030 | Y=0235.230-0244.550 | 600
P=0204 | X=0107.090-0393.980 | Y=0247.750-0258.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0204 | X=0107.090-0168.210 | Y=0259.270-0270.510 | đến ≤1.000m.
P=0204 | X=0107.090-0330.260 | Y=0276.790-0288.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0204 | X=0107.090-0377.240 | Y=0294.580-0305.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ông
P=0204 | X=0107.090-0384.710 | Y=0306.100-0317.340 | Thanh đoạn từ Đường Bùng Binh đến Đường Xóm Gò có hiện
P=0204 | X=0107.090-0278.870 | Y=0317.620-0328.860 | trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0090.020-0106.660 | Y=0325.500-0334.820 | 249
P=0204 | X=0424.730-0441.370 | Y=0325.500-0334.820 | 630
P=0204 | X=0466.010-0482.650 | Y=0325.500-0334.820 | 440
P=0204 | X=0505.390-0522.030 | Y=0325.500-0334.820 | 380
P=0204 | X=0107.090-0392.880 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0204 | X=0107.090-0330.730 | Y=0352.660-0363.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0204 | X=0107.090-0392.350 | Y=0370.440-0381.680 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0204 | X=0107.090-0389.420 | Y=0381.720-0392.960 | Đường Ông Thanh đoạn từ Đường Bùng Binh đến Đường Xóm
P=0204 | X=0107.090-0330.010 | Y=0393.240-0404.480 | Gò có hiện trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0090.020-0106.660 | Y=0401.120-0410.440 | 250
P=0204 | X=0416.540-0441.590 | Y=0401.120-0410.440 | 1.200
P=0204 | X=0466.010-0482.650 | Y=0401.120-0410.440 | 840
P=0204 | X=0505.390-0522.030 | Y=0401.120-0410.440 | 720
P=0204 | X=0107.090-0338.180 | Y=0410.760-0422.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0204 | X=0107.090-0384.260 | Y=0428.280-0439.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0204 | X=0107.090-0392.350 | Y=0446.040-0457.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0204 | X=0107.090-0389.420 | Y=0457.580-0468.820 | Đường Ông Thanh đoạn từ Đường Bùng Binh đến Đường Xóm
P=0204 | X=0107.090-0330.040 | Y=0469.100-0480.340 | Gò có hiện trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0090.020-0338.640 | Y=0486.620-0500.700 | 251 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0204 | X=0424.730-0441.370 | Y=0491.380-0500.700 | 900
P=0204 | X=0466.010-0482.650 | Y=0491.380-0500.700 | 630
P=0204 | X=0505.390-0522.030 | Y=0491.380-0500.700 | 540
P=0204 | X=0107.090-0393.980 | Y=0504.140-0515.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0204 | X=0107.090-0168.210 | Y=0515.660-0526.900 | đến ≤1.000m.
P=0204 | X=0107.090-0330.260 | Y=0533.210-0544.450 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0204 | X=0107.090-0392.350 | Y=0550.970-0562.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0204 | X=0107.090-0389.420 | Y=0562.250-0573.490 | Đường Ông Thanh đoạn từ Đường Bùng Binh đến Đường Xóm
P=0204 | X=0107.090-0330.010 | Y=0573.770-0585.010 | Gò có hiện trạng là đường nhựa, bê tông xi măng:
P=0204 | X=0090.020-0106.660 | Y=0581.650-0590.970 | 252
P=0204 | X=0424.730-0441.370 | Y=0581.650-0590.970 | 570
P=0204 | X=0466.010-0482.650 | Y=0581.650-0590.970 | 400
P=0204 | X=0505.390-0522.030 | Y=0581.650-0590.970 | 340
P=0204 | X=0107.090-0392.880 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0204 | X=0107.090-0330.730 | Y=0608.810-0620.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0204 | X=0311.160-0386.380 | Y=0628.470-0637.790 | Ngã ba (hết ranh
P=0204 | X=0107.090-0220.000 | Y=0632.350-0643.590 | Đường ranh phường Tân
P=0204 | X=0228.820-0298.990 | Y=0638.110-0649.350 | Đường tỉnh 768
P=0204 | X=0311.160-0396.280 | Y=0638.110-0649.350 | thửa đất số 121, tờ
P=0204 | X=0090.020-0106.660 | Y=0639.990-0649.310 | 253
P=0204 | X=0416.540-0441.590 | Y=0639.990-0649.310 | 5.400
P=0204 | X=0457.850-0482.900 | Y=0639.990-0649.310 | 3.800
P=0204 | X=0497.230-0522.280 | Y=0639.990-0649.310 | 3.200
P=0204 | X=0107.090-0220.950 | Y=0643.870-0655.110 | Triều - phường Trảng Dài
P=0204 | X=0311.160-0372.140 | Y=0649.630-0660.870 | bản đồ số 19)
P=0204 | X=0107.090-0378.210 | Y=0667.390-0678.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ranh
P=0204 | X=0107.090-0389.510 | Y=0678.910-0690.150 | phường Tân Triều - phường Trảng Dài đoạn từ Đường tỉnh 768
P=0204 | X=0090.020-0106.660 | Y=0686.550-0695.870 | 254
P=0204 | X=0416.540-0441.590 | Y=0686.550-0695.870 | 2.000
P=0204 | X=0457.850-0482.900 | Y=0686.550-0695.870 | 1.400
P=0204 | X=0497.230-0522.280 | Y=0686.550-0695.870 | 1.200
P=0204 | X=0107.090-0388.540 | Y=0690.430-0701.670 | đến Ngã ba (hết ranh thửa đất số 121, tờ bản đồ số 19) có hiện
P=0204 | X=0107.090-0278.870 | Y=0701.970-0713.210 | trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0107.090-0338.170 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0205 | X=0107.090-0384.260 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0205 | X=0107.090-0378.230 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ranh
P=0205 | X=0107.090-0389.510 | Y=0125.330-0136.570 | phường Tân Triều - phường Trảng Dài đoạn từ Đường tỉnh 768
P=0205 | X=0107.090-0388.540 | Y=0136.850-0148.090 | đến Ngã ba (hết ranh thửa đất số 121, tờ bản đồ số 19) có hiện
P=0205 | X=0107.090-0278.870 | Y=0148.370-0159.610 | trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0090.020-0338.640 | Y=0164.890-0176.890 | 255 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0205 | X=0416.540-0441.590 | Y=0164.890-0174.210 | 1.400
P=0205 | X=0466.010-0482.650 | Y=0164.890-0174.210 | 980
P=0205 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 840
P=0205 | X=0107.090-0393.980 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0205 | X=0107.090-0168.210 | Y=0194.690-0205.930 | đến ≤1.000m.
P=0205 | X=0107.090-0330.260 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0205 | X=0107.090-0378.210 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ranh
P=0205 | X=0107.090-0389.510 | Y=0241.510-0252.750 | phường Tân Triều - phường Trảng Dài đoạn từ Đường tỉnh 768
P=0205 | X=0107.090-0388.540 | Y=0253.030-0264.270 | đến Ngã ba (hết ranh thửa đất số 121, tờ bản đồ số 19) có hiện
P=0205 | X=0090.020-0278.870 | Y=0264.550-0275.990 | 256 trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0416.540-0441.590 | Y=0266.670-0275.990 | 1.200
P=0205 | X=0466.010-0482.650 | Y=0266.670-0275.990 | 840
P=0205 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 720
P=0205 | X=0107.090-0392.880 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0205 | X=0107.090-0330.730 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0205 | X=0107.090-0392.350 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0205 | X=0107.090-0373.850 | Y=0328.900-0340.140 | Đường ranh phường Tân Triều - phường Trảng Dài đoạn từ
P=0205 | X=0107.090-0395.510 | Y=0340.420-0351.660 | Đường tỉnh 768 đến Ngã ba (hết ranh thửa đất số 121, tờ bản đồ
P=0205 | X=0090.020-0344.650 | Y=0351.700-0363.140 | 257 số 19) có hiện trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0416.540-0441.590 | Y=0353.820-0363.140 | 1.800
P=0205 | X=0457.850-0482.900 | Y=0353.820-0363.140 | 1.300
P=0205 | X=0497.230-0522.280 | Y=0353.820-0363.140 | 1.100
P=0205 | X=0107.090-0338.170 | Y=0369.240-0380.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0205 | X=0107.090-0384.290 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0205 | X=0107.090-0392.350 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0205 | X=0107.090-0373.850 | Y=0416.040-0427.280 | Đường ranh phường Tân Triều - phường Trảng Dài đoạn từ
P=0205 | X=0107.090-0395.510 | Y=0427.560-0438.800 | Đường tỉnh 768 đến Ngã ba (hết ranh thửa đất số 121, tờ bản đồ
P=0205 | X=0107.090-0344.660 | Y=0439.080-0450.320 | số 19) có hiện trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0090.020-0338.640 | Y=0455.620-0467.860 | 258 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0205 | X=0416.540-0441.590 | Y=0455.620-0464.940 | 1.300
P=0205 | X=0466.010-0482.650 | Y=0455.620-0464.940 | 910
P=0205 | X=0505.390-0522.030 | Y=0455.620-0464.940 | 780
P=0205 | X=0107.090-0393.980 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0205 | X=0107.090-0168.210 | Y=0485.660-0496.900 | đến ≤1.000m.
P=0205 | X=0107.090-0330.260 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0205 | X=0107.090-0392.360 | Y=0520.940-0532.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0205 | X=0107.090-0373.850 | Y=0532.220-0543.460 | Đường ranh phường Tân Triều - phường Trảng Dài đoạn từ
P=0205 | X=0107.090-0395.510 | Y=0543.770-0555.010 | Đường tỉnh 768 đến Ngã ba (hết ranh thửa đất số 121, tờ bản đồ
P=0205 | X=0090.020-0344.650 | Y=0555.290-0566.730 | 259 số 19) có hiện trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0416.540-0441.590 | Y=0557.410-0566.730 | 1.100
P=0205 | X=0466.010-0482.650 | Y=0557.410-0566.730 | 770
P=0205 | X=0505.390-0522.030 | Y=0557.410-0566.730 | 660
P=0205 | X=0107.090-0392.880 | Y=0572.810-0584.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0205 | X=0107.090-0330.730 | Y=0590.330-0601.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0205 | X=0228.820-0304.020 | Y=0609.970-0619.290 | Ngã ba (hết ranh
P=0205 | X=0107.090-0220.000 | Y=0613.850-0625.090 | Đường ranh phường Tân
P=0205 | X=0311.160-0399.830 | Y=0615.730-0625.050 | Giáp ranh xã Thạnh
P=0205 | X=0228.820-0301.710 | Y=0619.630-0630.870 | thửa đất số 121,
P=0205 | X=0090.020-0106.660 | Y=0621.510-0630.830 | 260
P=0205 | X=0416.540-0441.590 | Y=0621.510-0630.830 | 4.700
P=0205 | X=0457.850-0482.900 | Y=0621.510-0630.830 | 3.300
P=0205 | X=0497.230-0522.280 | Y=0621.510-0630.830 | 2.800
P=0205 | X=0107.090-0220.950 | Y=0625.390-0636.630 | Triều - phường Trảng Dài
P=0205 | X=0311.160-0349.070 | Y=0625.390-0636.630 | Phú (cũ)
P=0205 | X=0228.820-0302.020 | Y=0631.150-0642.390 | tờ bản đồ số 19)
P=0205 | X=0107.090-0378.210 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ranh
P=0205 | X=0107.090-0394.540 | Y=0660.430-0671.670 | phường Tân Triều - phường Trảng Dài đoạn từ Ngã ba (hết ranh
P=0205 | X=0090.020-0387.340 | Y=0671.950-0686.030 | 261 thửa đất số 121, tờ bản đồ số 19) đến Giáp ranh xã Thạnh Phú
P=0205 | X=0416.540-0441.590 | Y=0676.710-0686.030 | 2.000
P=0205 | X=0457.850-0482.900 | Y=0676.710-0686.030 | 1.400
P=0205 | X=0497.230-0522.280 | Y=0676.710-0686.030 | 1.200
P=0205 | X=0107.090-0334.090 | Y=0683.470-0694.710 | (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0205 | X=0107.090-0338.170 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0206 | X=0107.090-0384.260 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0206 | X=0107.090-0378.210 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ranh
P=0206 | X=0107.090-0394.540 | Y=0107.780-0119.020 | phường Tân Triều - phường Trảng Dài đoạn từ Ngã ba (hết ranh
P=0206 | X=0107.090-0387.340 | Y=0119.330-0130.570 | thửa đất số 121, tờ bản đồ số 19) đến Giáp ranh xã Thạnh Phú
P=0206 | X=0107.090-0334.090 | Y=0130.850-0142.090 | (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0206 | X=0090.020-0338.640 | Y=0147.370-0159.610 | 262 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0206 | X=0416.540-0441.590 | Y=0147.370-0156.690 | 1.400
P=0206 | X=0466.010-0482.650 | Y=0147.370-0156.690 | 980
P=0206 | X=0505.390-0522.030 | Y=0147.370-0156.690 | 840
P=0206 | X=0107.090-0393.980 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0206 | X=0107.090-0168.210 | Y=0177.170-0188.410 | đến ≤1.000m.
P=0206 | X=0107.090-0330.260 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0206 | X=0107.090-0378.210 | Y=0212.470-0223.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ranh
P=0206 | X=0107.090-0394.540 | Y=0223.990-0235.230 | phường Tân Triều - phường Trảng Dài đoạn từ Ngã ba (hết ranh
P=0206 | X=0107.090-0387.340 | Y=0235.510-0246.750 | thửa đất số 121, tờ bản đồ số 19) đến Giáp ranh xã Thạnh Phú
P=0206 | X=0090.020-0334.090 | Y=0247.030-0258.470 | 263 (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0206 | X=0416.540-0441.590 | Y=0249.150-0258.470 | 1.200
P=0206 | X=0466.010-0482.650 | Y=0249.150-0258.470 | 840
P=0206 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 720
P=0206 | X=0107.090-0392.880 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0206 | X=0107.090-0330.730 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0206 | X=0107.090-0392.350 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0206 | X=0107.090-0395.030 | Y=0311.380-0322.620 | Đường ranh phường Tân Triều - phường Trảng Dài đoạn từ Ngã
P=0206 | X=0107.090-0392.590 | Y=0322.900-0334.140 | ba (hết ranh thửa đất số 121, tờ bản đồ số 19) đến Giáp ranh xã
P=0206 | X=0090.020-0385.710 | Y=0334.420-0345.860 | 264 Thạnh Phú (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0206 | X=0416.540-0441.590 | Y=0336.540-0345.860 | 1.800
P=0206 | X=0457.850-0482.900 | Y=0336.540-0345.860 | 1.300
P=0206 | X=0497.230-0522.280 | Y=0336.540-0345.860 | 1.100
P=0206 | X=0107.090-0338.170 | Y=0351.700-0362.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0206 | X=0107.090-0384.260 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0206 | X=0107.090-0392.350 | Y=0387.000-0398.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0206 | X=0107.090-0395.030 | Y=0398.520-0409.760 | Đường ranh phường Tân Triều - phường Trảng Dài đoạn từ Ngã
P=0206 | X=0107.090-0392.590 | Y=0410.040-0421.280 | ba (hết ranh thửa đất số 121, tờ bản đồ số 19) đến Giáp ranh xã
P=0206 | X=0107.090-0385.710 | Y=0421.560-0432.800 | Thạnh Phú (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0206 | X=0090.020-0338.640 | Y=0438.080-0450.320 | 265 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0206 | X=0416.540-0441.590 | Y=0438.080-0447.400 | 1.300
P=0206 | X=0466.010-0482.650 | Y=0438.080-0447.400 | 910
P=0206 | X=0505.390-0522.030 | Y=0438.080-0447.400 | 780
P=0206 | X=0107.090-0393.980 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0206 | X=0107.090-0168.210 | Y=0468.140-0479.380 | đến ≤1.000m.
P=0206 | X=0107.090-0330.260 | Y=0485.660-0496.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0206 | X=0107.090-0392.350 | Y=0503.420-0514.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0206 | X=0107.090-0395.030 | Y=0514.940-0526.180 | Đường ranh phường Tân Triều - phường Trảng Dài đoạn từ Ngã
P=0206 | X=0107.090-0392.590 | Y=0526.220-0537.460 | ba (hết ranh thửa đất số 121, tờ bản đồ số 19) đến Giáp ranh xã
