TABLE=010 | AREA=Phường Tam Phước | SECTION=non-agricultural | SEGMENTS=1
P=0416 | X=0497.230-0522.280 | Y=0307.740-0317.060 | 4.600
P=0416 | X=0107.090-0385.410 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Lai
P=0416 | X=0107.090-0398.610 | Y=0335.140-0346.380 | đoạn từ Đường Tạ Uyên đến Đường Chu Văn An có hiện trạng là
P=0416 | X=0107.090-0242.840 | Y=0346.660-0357.900 | đường nhựa, bê tông xi măng:
P=0416 | X=0090.020-0106.660 | Y=0354.540-0363.860 | 436
P=0416 | X=0416.300-0441.350 | Y=0354.540-0363.860 | 3.800
P=0416 | X=0452.570-0477.620 | Y=0354.540-0363.860 | 2.700
P=0416 | X=0497.230-0522.280 | Y=0354.540-0363.860 | 2.300
P=0416 | X=0107.090-0330.000 | Y=0363.940-0375.180 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0416 | X=0107.090-0384.260 | Y=0381.480-0392.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0416 | X=0107.090-0385.410 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Lai
P=0416 | X=0107.090-0398.610 | Y=0410.760-0422.000 | đoạn từ Đường Tạ Uyên đến Đường Chu Văn An có hiện trạng là
P=0416 | X=0107.090-0242.840 | Y=0422.280-0433.520 | đường nhựa, bê tông xi măng:
P=0416 | X=0090.020-0330.260 | Y=0439.800-0454.120 | 437 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0416 | X=0416.300-0441.350 | Y=0444.800-0454.120 | 2.800
P=0416 | X=0452.570-0477.620 | Y=0444.800-0454.120 | 2.000
P=0416 | X=0497.230-0522.280 | Y=0444.800-0454.120 | 1.700
P=0416 | X=0107.090-0393.980 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0416 | X=0107.090-0160.060 | Y=0468.860-0480.100 | đến ≤600m.
P=0416 | X=0107.090-0330.260 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0416 | X=0107.090-0385.410 | Y=0504.140-0515.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Lai
P=0416 | X=0107.090-0398.610 | Y=0515.660-0526.900 | đoạn từ Đường Tạ Uyên đến Đường Chu Văn An có hiện trạng là
P=0416 | X=0107.090-0242.840 | Y=0527.180-0538.420 | đường nhựa, bê tông xi măng:
P=0416 | X=0090.020-0106.660 | Y=0535.090-0544.410 | 438
P=0416 | X=0416.300-0441.350 | Y=0535.090-0544.410 | 2.100
P=0416 | X=0452.570-0477.620 | Y=0535.090-0544.410 | 1.500
P=0416 | X=0497.230-0522.280 | Y=0535.090-0544.410 | 1.300
P=0416 | X=0107.090-0384.500 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0416 | X=0107.090-0330.730 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0416 | X=0107.090-0392.350 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0416 | X=0107.090-0405.060 | Y=0591.290-0602.530 | Đường Lê Lai đoạn từ Đường Tạ Uyên đến Đường Chu Văn An có
P=0416 | X=0107.090-0300.740 | Y=0602.810-0614.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=0416 | X=0090.020-0106.660 | Y=0610.690-0620.010 | 439
P=0416 | X=0416.300-0441.350 | Y=0610.690-0620.010 | 3.400
P=0416 | X=0452.570-0477.620 | Y=0610.690-0620.010 | 2.400
P=0416 | X=0497.230-0522.280 | Y=0610.690-0620.010 | 2.000
P=0416 | X=0107.090-0330.000 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0416 | X=0107.090-0384.260 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0416 | X=0107.090-0392.350 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0416 | X=0107.090-0405.060 | Y=0667.150-0678.390 | Đường Lê Lai đoạn từ Đường Tạ Uyên đến Đường Chu Văn An có
P=0416 | X=0090.020-0300.700 | Y=0677.670-0689.910 | 440 hiện trạng là đường nhựa, bê tông xi măng:
P=0416 | X=0416.300-0441.350 | Y=0677.670-0686.990 | 2.500
P=0416 | X=0452.570-0477.620 | Y=0677.670-0686.990 | 1.800
P=0416 | X=0497.230-0522.280 | Y=0677.670-0686.990 | 1.500
P=0416 | X=0107.090-0330.260 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0417 | X=0107.090-0393.980 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0417 | X=0107.090-0160.050 | Y=0090.020-0101.260 | đến ≤600m.
P=0417 | X=0107.090-0330.260 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0417 | X=0107.090-0392.350 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0417 | X=0107.090-0405.060 | Y=0136.850-0148.090 | Đường Lê Lai đoạn từ Đường Tạ Uyên đến Đường Chu Văn An có
P=0417 | X=0107.090-0300.700 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 441
P=0417 | X=0416.300-0441.350 | Y=0156.250-0165.570 | 1.900
P=0417 | X=0452.570-0477.610 | Y=0156.250-0165.570 | 1.300
P=0417 | X=0497.230-0522.280 | Y=0156.250-0165.570 | 1.100
P=0417 | X=0107.090-0384.500 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0417 | X=0107.090-0333.380 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0417 | X=0315.240-0388.700 | Y=0200.950-0212.190 | Đường Tôn Đức
P=0417 | X=0090.020-0189.030 | Y=0206.710-0217.950 | 442 Đường Lý Thái Tổ
P=0417 | X=0216.310-0288.660 | Y=0206.710-0217.950 | Đường Lê Duẩn
P=0417 | X=0410.780-0477.620 | Y=0208.590-0217.910 | 14.700 10.300
P=0417 | X=0497.230-0522.280 | Y=0208.590-0217.910 | 8.800
P=0417 | X=0315.240-0343.640 | Y=0214.350-0223.670 | Thắng
P=0417 | X=0107.090-0390.910 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0417 | X=0107.090-0393.110 | Y=0241.750-0252.990 | Tổ đoạn từ Đường Lê Duẩn đến Đường Tôn Đức Thắng có hiện
P=0417 | X=0107.090-0278.870 | Y=0253.270-0264.510 | trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0090.020-0106.660 | Y=0261.150-0270.470 | 443
P=0417 | X=0416.300-0441.350 | Y=0261.150-0270.470 | 7.600
P=0417 | X=0452.570-0477.620 | Y=0261.150-0270.470 | 5.300
P=0417 | X=0497.230-0522.280 | Y=0261.150-0270.470 | 4.600
P=0417 | X=0107.090-0330.000 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0417 | X=0107.090-0384.260 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0417 | X=0107.090-0390.910 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0417 | X=0107.090-0393.110 | Y=0317.620-0328.860 | Tổ đoạn từ Đường Lê Duẩn đến Đường Tôn Đức Thắng có hiện
P=0417 | X=0107.090-0278.870 | Y=0329.140-0340.380 | trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0090.020-0330.260 | Y=0346.660-0360.740 | 444 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0417 | X=0416.300-0441.350 | Y=0351.420-0360.740 | 5.600
P=0417 | X=0452.570-0477.620 | Y=0351.420-0360.740 | 3.900
P=0417 | X=0497.230-0522.280 | Y=0351.420-0360.740 | 3.400
P=0417 | X=0107.090-0393.980 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0417 | X=0107.090-0160.050 | Y=0375.480-0386.720 | đến ≤600m.
P=0417 | X=0107.090-0330.260 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0417 | X=0107.090-0390.910 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Thái
P=0417 | X=0107.090-0393.110 | Y=0422.280-0433.520 | Tổ đoạn từ Đường Lê Duẩn đến Đường Tôn Đức Thắng có hiện
P=0417 | X=0107.090-0278.870 | Y=0433.800-0445.040 | trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0090.020-0106.660 | Y=0441.680-0451.000 | 445
P=0417 | X=0416.300-0441.350 | Y=0441.680-0451.000 | 3.700
P=0417 | X=0452.570-0477.620 | Y=0441.680-0451.000 | 2.600
P=0417 | X=0497.230-0522.280 | Y=0441.680-0451.000 | 2.200
P=0417 | X=0107.090-0384.500 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0417 | X=0107.090-0330.730 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0417 | X=0107.090-0392.350 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0417 | X=0107.090-0396.860 | Y=0498.140-0509.380 | Đường Lý Thái Tổ đoạn từ Đường Lê Duẩn đến Đường Tôn Đức
P=0417 | X=0107.090-0345.130 | Y=0509.660-0520.900 | Thắng có hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0090.020-0106.660 | Y=0517.540-0526.860 | 446
P=0417 | X=0416.300-0441.350 | Y=0517.540-0526.860 | 6.800
P=0417 | X=0452.570-0477.620 | Y=0517.540-0526.860 | 4.800
P=0417 | X=0497.230-0522.280 | Y=0517.540-0526.860 | 4.100
P=0417 | X=0107.090-0330.000 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0417 | X=0107.090-0384.300 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0417 | X=0107.090-0392.350 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0417 | X=0107.090-0396.860 | Y=0573.770-0585.010 | Đường Lý Thái Tổ đoạn từ Đường Lê Duẩn đến Đường Tôn Đức
P=0417 | X=0107.090-0345.130 | Y=0585.290-0596.530 | Thắng có hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0090.020-0330.260 | Y=0602.810-0617.130 | 447 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0417 | X=0416.300-0441.350 | Y=0607.810-0617.130 | 5.000
P=0417 | X=0452.570-0477.620 | Y=0607.810-0617.130 | 3.500
P=0417 | X=0497.230-0522.280 | Y=0607.810-0617.130 | 3.000
P=0417 | X=0107.090-0393.980 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0417 | X=0107.090-0160.050 | Y=0631.870-0643.110 | đến ≤600m.
P=0417 | X=0107.090-0330.260 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0417 | X=0107.090-0392.350 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0417 | X=0107.090-0396.860 | Y=0678.670-0689.910 | Đường Lý Thái Tổ đoạn từ Đường Lê Duẩn đến Đường Tôn Đức
P=0417 | X=0090.020-0345.130 | Y=0689.190-0701.430 | 448 Thắng có hiện trạng là đường nhựa, bê tông xi măng:
P=0417 | X=0416.300-0441.350 | Y=0689.190-0698.510 | 3.300
P=0417 | X=0452.570-0477.620 | Y=0689.190-0698.510 | 2.300
P=0417 | X=0497.230-0522.280 | Y=0689.190-0698.510 | 2.000
P=0417 | X=0107.090-0384.500 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0418 | X=0107.090-0333.380 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0418 | X=0315.240-0388.700 | Y=0096.260-0107.500 | Đường Tôn Đức
P=0418 | X=0090.020-0194.550 | Y=0102.020-0113.260 | 449 Đường Võ Văn Tần
P=0418 | X=0216.310-0288.660 | Y=0102.020-0113.260 | Đường Lê Duẩn
P=0418 | X=0410.780-0477.620 | Y=0103.900-0113.220 | 14.700 10.300
P=0418 | X=0497.230-0522.280 | Y=0103.900-0113.220 | 8.800
P=0418 | X=0315.240-0343.640 | Y=0109.660-0118.980 | Thắng
P=0418 | X=0107.090-0391.150 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Văn
P=0418 | X=0107.090-0398.630 | Y=0137.090-0148.330 | Tần đoạn từ Đường Lê Duẩn đến Đường Tôn Đức Thắng có hiện
P=0418 | X=0107.090-0278.870 | Y=0148.610-0159.850 | trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0090.020-0106.660 | Y=0156.490-0165.810 | 450
P=0418 | X=0416.300-0441.350 | Y=0156.490-0165.810 | 7.600
P=0418 | X=0452.570-0477.620 | Y=0156.490-0165.810 | 5.300
P=0418 | X=0497.230-0522.280 | Y=0156.490-0165.810 | 4.600
P=0418 | X=0107.090-0330.000 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0418 | X=0107.090-0384.260 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0418 | X=0107.090-0391.150 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Văn
P=0418 | X=0107.090-0398.630 | Y=0212.710-0223.950 | Tần đoạn từ Đường Lê Duẩn đến Đường Tôn Đức Thắng có hiện
P=0418 | X=0107.090-0278.870 | Y=0224.230-0235.470 | trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0090.020-0330.260 | Y=0241.750-0256.070 | 451 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0418 | X=0416.300-0441.350 | Y=0246.750-0256.070 | 5.600
P=0418 | X=0452.570-0477.620 | Y=0246.750-0256.070 | 3.900
P=0418 | X=0497.230-0522.280 | Y=0246.750-0256.070 | 3.400
P=0418 | X=0107.090-0393.980 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0418 | X=0107.090-0160.050 | Y=0270.790-0282.030 | đến ≤600m.
P=0418 | X=0107.090-0330.260 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0418 | X=0107.090-0391.150 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Văn
P=0418 | X=0107.090-0398.630 | Y=0317.620-0328.860 | Tần đoạn từ Đường Lê Duẩn đến Đường Tôn Đức Thắng có hiện
P=0418 | X=0107.090-0278.880 | Y=0329.140-0340.380 | trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0090.020-0106.660 | Y=0337.020-0346.340 | 452
P=0418 | X=0416.300-0441.350 | Y=0337.020-0346.340 | 3.700
P=0418 | X=0452.570-0477.620 | Y=0337.020-0346.340 | 2.600
P=0418 | X=0497.230-0522.280 | Y=0337.020-0346.340 | 2.200
P=0418 | X=0107.090-0384.500 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0418 | X=0107.090-0330.730 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0418 | X=0107.090-0392.350 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0418 | X=0107.090-0402.380 | Y=0393.240-0404.480 | Đường Võ Văn Tần đoạn từ Đường Lê Duẩn đến Đường Tôn Đức
P=0418 | X=0107.090-0345.130 | Y=0404.760-0416.000 | Thắng có hiện trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 453
P=0418 | X=0416.300-0441.350 | Y=0412.640-0421.960 | 6.800
P=0418 | X=0452.570-0477.620 | Y=0412.640-0421.960 | 4.800
P=0418 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 4.100
P=0418 | X=0107.090-0330.000 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0418 | X=0107.090-0384.260 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0418 | X=0107.090-0392.350 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0418 | X=0107.090-0402.380 | Y=0469.100-0480.340 | Đường Võ Văn Tần đoạn từ Đường Lê Duẩn đến Đường Tôn Đức
P=0418 | X=0107.090-0345.130 | Y=0480.620-0491.860 | Thắng có hiện trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0090.020-0330.260 | Y=0498.140-0512.220 | 454 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0418 | X=0416.300-0441.350 | Y=0502.900-0512.220 | 5.000
P=0418 | X=0452.570-0477.620 | Y=0502.900-0512.220 | 3.500
P=0418 | X=0497.230-0522.280 | Y=0502.900-0512.220 | 3.000
P=0418 | X=0107.090-0393.980 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0418 | X=0107.090-0160.050 | Y=0527.180-0538.420 | đến ≤600m.
P=0418 | X=0107.090-0330.260 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0418 | X=0107.090-0392.350 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0418 | X=0107.090-0402.380 | Y=0573.770-0585.010 | Đường Võ Văn Tần đoạn từ Đường Lê Duẩn đến Đường Tôn Đức
P=0418 | X=0107.090-0345.130 | Y=0585.290-0596.530 | Thắng có hiện trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0090.020-0106.660 | Y=0593.170-0602.490 | 455
P=0418 | X=0416.300-0441.350 | Y=0593.170-0602.490 | 3.300
P=0418 | X=0452.570-0477.620 | Y=0593.170-0602.490 | 2.300
P=0418 | X=0497.230-0522.280 | Y=0593.170-0602.490 | 2.000
P=0418 | X=0107.090-0384.520 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0418 | X=0107.090-0333.380 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0418 | X=0107.090-0185.640 | Y=0638.110-0649.350 | Đường liên xã An
P=0418 | X=0216.310-0304.260 | Y=0638.110-0649.350 | Đường Trần Quang
P=0418 | X=0315.240-0401.880 | Y=0638.110-0649.350 | Đường Hoàng Tam
P=0418 | X=0090.020-0106.660 | Y=0645.750-0655.070 | 456
P=0418 | X=0416.300-0441.350 | Y=0645.750-0655.070 | 7.300
P=0418 | X=0452.570-0477.620 | Y=0645.750-0655.070 | 5.100
P=0418 | X=0497.230-0522.280 | Y=0645.750-0655.070 | 4.400
P=0418 | X=0107.090-0200.070 | Y=0649.630-0660.870 | Phước - Long Thành
P=0418 | X=0216.310-0236.340 | Y=0651.510-0660.830 | Khải
P=0418 | X=0315.240-0327.000 | Y=0651.510-0660.830 | Kỳ
P=0418 | X=0107.090-0402.430 | Y=0667.390-0678.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã An
P=0418 | X=0107.090-0404.630 | Y=0678.910-0690.150 | Phước - Long Thành đoạn từ Đường Trần Quang Khải đến Đường
P=0418 | X=0090.020-0383.320 | Y=0689.430-0701.670 | 457 Hoàng Tam Kỳ có hiện trạng là đường nhựa, bê tông xi măng:
P=0418 | X=0416.300-0441.350 | Y=0689.430-0698.750 | 3.900
P=0418 | X=0452.570-0477.620 | Y=0689.430-0698.750 | 2.700
P=0418 | X=0497.230-0522.280 | Y=0689.430-0698.750 | 2.300
P=0418 | X=0107.090-0330.000 | Y=0707.970-0719.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0419 | X=0107.090-0384.260 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0419 | X=0107.090-0402.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã An
P=0419 | X=0107.090-0404.630 | Y=0107.780-0119.020 | Phước - Long Thành đoạn từ Đường Trần Quang Khải đến Đường
P=0419 | X=0107.090-0383.320 | Y=0119.330-0130.570 | Hoàng Tam Kỳ có hiện trạng là đường nhựa, bê tông xi măng:
P=0419 | X=0090.020-0330.260 | Y=0136.850-0150.930 | 458 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0419 | X=0416.300-0441.350 | Y=0141.610-0150.930 | 2.900
P=0419 | X=0452.570-0477.620 | Y=0141.610-0150.930 | 2.000
P=0419 | X=0497.230-0522.280 | Y=0141.610-0150.930 | 1.700
P=0419 | X=0107.090-0393.980 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0419 | X=0107.090-0160.050 | Y=0165.650-0176.890 | đến ≤600m.
P=0419 | X=0107.090-0330.260 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0419 | X=0107.090-0402.430 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã An
P=0419 | X=0107.090-0404.630 | Y=0212.470-0223.710 | Phước - Long Thành đoạn từ Đường Trần Quang Khải đến Đường
