TABLE=015 | AREA=Xã Phước Thái | SECTION=non-agricultural | SEGMENTS=1
P=0549 | X=0107.330-0330.240 | Y=0218.230-0229.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0549 | X=0107.330-0384.500 | Y=0235.750-0246.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0549 | X=0107.330-0392.590 | Y=0253.750-0264.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0549 | X=0107.330-0372.700 | Y=0265.270-0276.510 | Đường Trường THCS thị trấn Hiệp Phước cũ đoạn từ Hùng
P=0549 | X=0107.330-0386.140 | Y=0276.790-0288.030 | Vương đến Hết ranh thửa đất số 290, tờ BĐĐC số 230 có hiện
P=0549 | X=0107.330-0279.110 | Y=0288.340-0299.580 | trạng là đường nhựa, bê tông xi măng:
P=0549 | X=0090.020-0330.500 | Y=0304.860-0317.100 | 440 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0549 | X=0424.730-0449.780 | Y=0304.860-0314.180 | 2.300
P=0549 | X=0460.970-0486.020 | Y=0304.860-0314.180 | 1.600
P=0549 | X=0497.230-0522.280 | Y=0304.860-0314.180 | 1.400
P=0549 | X=0107.330-0394.220 | Y=0323.380-0334.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0549 | X=0107.330-0160.290 | Y=0334.900-0346.140 | đến ≤600m.
P=0549 | X=0107.330-0330.500 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0549 | X=0107.330-0392.590 | Y=0370.200-0381.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0549 | X=0107.330-0372.700 | Y=0381.720-0392.960 | Đường Trường THCS thị trấn Hiệp Phước cũ đoạn từ Hùng
P=0549 | X=0107.330-0386.140 | Y=0393.240-0404.480 | Vương đến Hết ranh thửa đất số 290, tờ BĐĐC số 230 có hiện
P=0549 | X=0090.020-0279.110 | Y=0404.760-0416.200 | 441 trạng là đường nhựa, bê tông xi măng:
P=0549 | X=0424.730-0449.780 | Y=0406.880-0416.200 | 1.700
P=0549 | X=0460.970-0486.020 | Y=0406.880-0416.200 | 1.200
P=0549 | X=0497.230-0522.280 | Y=0406.880-0416.200 | 1.000
P=0549 | X=0107.330-0384.740 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0549 | X=0107.330-0330.970 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0549 | X=0315.000-0393.670 | Y=0457.820-0469.060 | Hết ranh thửa đất
P=0549 | X=0315.000-0404.390 | Y=0469.340-0480.580 | số 371, tờ BĐĐC số
P=0549 | X=0315.000-0399.820 | Y=0482.740-0492.060 | 241 về bên phải và
P=0549 | X=0090.020-0176.520 | Y=0486.620-0497.860 | 442 Đường Cây Me
P=0549 | X=0231.940-0289.860 | Y=0486.620-0497.860 | Hùng Vương
P=0549 | X=0424.730-0449.780 | Y=0488.500-0497.820 | 9.600
P=0549 | X=0460.970-0486.020 | Y=0488.500-0497.820 | 6.700
P=0549 | X=0497.230-0522.280 | Y=0488.500-0497.820 | 5.800
P=0549 | X=0315.000-0391.990 | Y=0492.380-0503.620 | hết ranh thửa đất
P=0549 | X=0315.000-0404.390 | Y=0503.900-0515.140 | số 466, tờ BĐĐC số
P=0549 | X=0315.000-0381.320 | Y=0517.300-0526.620 | 241 về bên trái
P=0549 | X=0107.330-0393.070 | Y=0533.450-0544.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Me
P=0549 | X=0107.330-0395.270 | Y=0544.970-0556.210 | đoạn từ Hùng Vương đến Hết ranh thửa đất số 371, tờ BĐĐC số
P=0549 | X=0107.330-0396.460 | Y=0556.250-0567.490 | 241 về bên phải và hết ranh thửa đất số 466, tờ BĐĐC số 241 về
P=0549 | X=0090.020-0350.410 | Y=0567.770-0579.210 | 443 bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0549 | X=0424.730-0449.780 | Y=0569.890-0579.210 | 3.100
P=0549 | X=0460.970-0486.020 | Y=0569.890-0579.210 | 2.200
P=0549 | X=0497.230-0522.280 | Y=0569.890-0579.210 | 1.900
P=0549 | X=0107.330-0330.240 | Y=0585.290-0596.530 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0549 | X=0107.330-0384.500 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0549 | X=0107.330-0393.070 | Y=0620.830-0632.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Me
P=0549 | X=0107.330-0395.270 | Y=0632.350-0643.590 | đoạn từ Hùng Vương đến Hết ranh thửa đất số 371, tờ BĐĐC số
P=0549 | X=0107.330-0396.460 | Y=0643.870-0655.110 | 241 về bên phải và hết ranh thửa đất số 466, tờ BĐĐC số 241 về
P=0549 | X=0107.330-0350.410 | Y=0655.390-0666.630 | bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0549 | X=0090.020-0106.660 | Y=0663.270-0672.590 | 444
P=0549 | X=0424.730-0449.780 | Y=0663.270-0672.590 | 2.500
P=0549 | X=0460.970-0486.020 | Y=0663.270-0672.590 | 1.800
P=0549 | X=0497.230-0522.280 | Y=0663.270-0672.590 | 1.500
P=0549 | X=0107.330-0330.500 | Y=0672.910-0684.150 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0549 | X=0107.330-0394.220 | Y=0690.430-0701.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0549 | X=0107.330-0160.290 | Y=0701.970-0713.210 | đến ≤600m.
P=0550 | X=0107.330-0330.500 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0550 | X=0107.330-0393.070 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Me
P=0550 | X=0107.330-0395.270 | Y=0108.260-0119.500 | đoạn từ Hùng Vương đến Hết ranh thửa đất số 371, tờ BĐĐC số
P=0550 | X=0107.330-0396.460 | Y=0119.810-0131.050 | 241 về bên phải và hết ranh thửa đất số 466, tờ BĐĐC số 241 về
P=0550 | X=0090.020-0350.410 | Y=0131.330-0142.770 | 445 bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0550 | X=0424.730-0449.780 | Y=0133.450-0142.770 | 1.900
P=0550 | X=0460.970-0486.020 | Y=0133.450-0142.770 | 1.300
P=0550 | X=0497.230-0522.280 | Y=0133.450-0142.770 | 1.100
P=0550 | X=0107.330-0384.740 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0550 | X=0107.330-0330.970 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0550 | X=0107.330-0392.590 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0550 | X=0107.330-0388.060 | Y=0195.650-0206.890 | Đường Cây Me đoạn từ Hùng Vương đến Hết ranh thửa đất số
P=0550 | X=0107.330-0397.960 | Y=0207.190-0218.430 | 371, tờ BĐĐC số 241 về bên phải và hết ranh thửa đất số 466, tờ
P=0550 | X=0107.330-0396.920 | Y=0218.710-0229.950 | BĐĐC số 241 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=0550 | X=0090.020-0106.660 | Y=0226.590-0235.910 | 446
P=0550 | X=0424.730-0449.780 | Y=0226.590-0235.910 | 2.800
P=0550 | X=0460.970-0486.020 | Y=0226.590-0235.910 | 2.000
P=0550 | X=0497.230-0522.280 | Y=0226.590-0235.910 | 1.700
P=0550 | X=0107.330-0135.330 | Y=0230.230-0241.470 | măng:
P=0550 | X=0107.330-0330.240 | Y=0247.750-0258.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0550 | X=0107.330-0384.500 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0550 | X=0107.330-0392.590 | Y=0283.300-0294.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0550 | X=0107.330-0388.060 | Y=0294.820-0306.060 | Đường Cây Me đoạn từ Hùng Vương đến Hết ranh thửa đất số
P=0550 | X=0107.330-0397.960 | Y=0306.340-0317.580 | 371, tờ BĐĐC số 241 về bên phải và hết ranh thửa đất số 466, tờ
P=0550 | X=0107.330-0396.920 | Y=0317.860-0329.100 | BĐĐC số 241 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=0550 | X=0107.330-0135.330 | Y=0329.380-0340.620 | măng:
P=0550 | X=0090.020-0106.660 | Y=0340.140-0349.460 | 447
P=0550 | X=0424.730-0449.780 | Y=0340.140-0349.460 | 2.300
P=0550 | X=0460.970-0486.020 | Y=0340.140-0349.460 | 1.600
P=0550 | X=0497.230-0522.280 | Y=0340.140-0349.460 | 1.400
P=0550 | X=0107.330-0330.500 | Y=0346.900-0358.140 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0550 | X=0107.330-0394.220 | Y=0364.180-0375.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0550 | X=0107.330-0160.290 | Y=0375.720-0386.960 | đến ≤600m.
P=0550 | X=0107.330-0330.500 | Y=0393.240-0404.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0550 | X=0107.330-0392.590 | Y=0411.240-0422.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0550 | X=0107.330-0388.060 | Y=0422.760-0434.000 | Đường Cây Me đoạn từ Hùng Vương đến Hết ranh thửa đất số
P=0550 | X=0107.330-0397.960 | Y=0434.280-0445.520 | 371, tờ BĐĐC số 241 về bên phải và hết ranh thửa đất số 466, tờ
P=0550 | X=0107.330-0396.920 | Y=0445.800-0457.040 | BĐĐC số 241 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=0550 | X=0090.020-0106.660 | Y=0453.700-0463.020 | 448
P=0550 | X=0424.730-0449.780 | Y=0453.700-0463.020 | 1.700
P=0550 | X=0460.970-0486.020 | Y=0453.700-0463.020 | 1.200
P=0550 | X=0497.230-0522.280 | Y=0453.700-0463.020 | 1.000
P=0550 | X=0107.330-0135.330 | Y=0457.340-0468.580 | măng:
P=0550 | X=0107.330-0384.740 | Y=0474.860-0486.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0550 | X=0107.330-0330.970 | Y=0492.380-0503.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0550 | X=0315.000-0393.670 | Y=0510.380-0521.620 | Hết ranh thửa đất
P=0550 | X=0107.330-0220.950 | Y=0516.140-0527.380 | Đường vào cổng khu phố
P=0550 | X=0231.940-0290.350 | Y=0516.140-0527.380 | Đường Hùng
P=0550 | X=0315.000-0404.390 | Y=0521.900-0533.140 | số 239, tờ BĐĐC số
P=0550 | X=0090.020-0106.660 | Y=0523.780-0533.100 | 449
P=0550 | X=0424.730-0449.780 | Y=0523.780-0533.100 | 9.100
P=0550 | X=0460.970-0486.020 | Y=0523.780-0533.100 | 6.400
P=0550 | X=0497.230-0522.280 | Y=0523.780-0533.100 | 5.500
P=0550 | X=0107.330-0166.450 | Y=0527.660-0538.900 | Phước Kiểng
P=0550 | X=0231.940-0263.220 | Y=0527.660-0538.900 | Vương
P=0550 | X=0315.000-0331.640 | Y=0535.330-0544.650 | 241
P=0550 | X=0107.330-0399.110 | Y=0551.450-0562.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào cổng
P=0550 | X=0107.330-0397.420 | Y=0562.970-0574.210 | khu phố Phước Kiểng đoạn từ Đường Hùng Vương đến Hết ranh
P=0550 | X=0107.330-0403.180 | Y=0574.250-0585.490 | thửa đất số 239, tờ BĐĐC số 241 có hiện trạng là đường nhựa, bê
P=0550 | X=0090.020-0167.490 | Y=0585.770-0597.210 | 450 tông xi măng:
P=0550 | X=0424.730-0449.780 | Y=0587.890-0597.210 | 3.100
P=0550 | X=0460.970-0486.020 | Y=0587.890-0597.210 | 2.200
P=0550 | X=0497.230-0522.270 | Y=0587.890-0597.210 | 1.900
P=0550 | X=0107.330-0330.240 | Y=0603.290-0614.530 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0550 | X=0107.330-0384.500 | Y=0620.830-0632.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0550 | X=0107.330-0399.110 | Y=0638.830-0650.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào cổng
P=0550 | X=0107.330-0397.420 | Y=0650.350-0661.590 | khu phố Phước Kiểng đoạn từ Đường Hùng Vương đến Hết ranh
P=0550 | X=0107.330-0403.180 | Y=0661.870-0673.110 | thửa đất số 239, tờ BĐĐC số 241 có hiện trạng là đường nhựa, bê
P=0550 | X=0090.020-0167.490 | Y=0673.390-0684.830 | 451 tông xi măng:
P=0550 | X=0424.730-0449.780 | Y=0675.510-0684.830 | 2.500
P=0550 | X=0460.970-0486.020 | Y=0675.510-0684.830 | 1.800
P=0550 | X=0497.230-0522.280 | Y=0675.510-0684.830 | 1.500
P=0550 | X=0107.330-0330.500 | Y=0690.910-0702.150 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0550 | X=0107.330-0394.220 | Y=0708.450-0719.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0551 | X=0107.330-0160.290 | Y=0072.740-0083.980 | đến ≤600m.
P=0551 | X=0107.330-0330.500 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0551 | X=0107.330-0399.110 | Y=0108.260-0119.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào cổng
P=0551 | X=0107.330-0397.420 | Y=0119.810-0131.050 | khu phố Phước Kiểng đoạn từ Đường Hùng Vương đến Hết ranh
P=0551 | X=0107.330-0403.180 | Y=0131.330-0142.570 | thửa đất số 239, tờ BĐĐC số 241 có hiện trạng là đường nhựa, bê
P=0551 | X=0090.020-0167.490 | Y=0142.850-0154.290 | 452 tông xi măng:
P=0551 | X=0424.730-0449.780 | Y=0144.970-0154.290 | 1.900
P=0551 | X=0460.970-0486.020 | Y=0144.970-0154.290 | 1.300
P=0551 | X=0497.230-0522.280 | Y=0144.970-0154.290 | 1.100
P=0551 | X=0107.330-0384.740 | Y=0160.370-0171.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0551 | X=0107.330-0330.970 | Y=0177.650-0188.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0551 | X=0107.330-0392.590 | Y=0195.650-0206.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0551 | X=0107.330-0380.610 | Y=0207.190-0218.430 | Đường vào cổng khu phố Phước Kiểng đoạn từ Đường Hùng
P=0551 | X=0107.330-0386.140 | Y=0218.710-0229.950 | Vương đến Hết ranh thửa đất số 239, tờ BĐĐC số 241 có hiện
P=0551 | X=0090.020-0279.110 | Y=0230.230-0241.670 | 453 trạng là đường nhựa, bê tông xi măng:
P=0551 | X=0424.730-0449.780 | Y=0232.350-0241.670 | 2.800
P=0551 | X=0460.970-0486.020 | Y=0232.350-0241.670 | 2.000
P=0551 | X=0497.230-0522.280 | Y=0232.350-0241.670 | 1.700
P=0551 | X=0107.330-0330.240 | Y=0247.750-0258.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0551 | X=0107.330-0384.500 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0551 | X=0107.330-0392.590 | Y=0283.300-0294.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0551 | X=0107.330-0380.610 | Y=0294.820-0306.060 | Đường vào cổng khu phố Phước Kiểng đoạn từ Đường Hùng
P=0551 | X=0107.330-0386.140 | Y=0306.340-0317.580 | Vương đến Hết ranh thửa đất số 239, tờ BĐĐC số 241 có hiện
P=0551 | X=0107.330-0279.110 | Y=0317.860-0329.100 | trạng là đường nhựa, bê tông xi măng:
P=0551 | X=0090.020-0330.500 | Y=0334.380-0346.620 | 454 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0551 | X=0424.730-0449.780 | Y=0334.380-0343.700 | 2.300
P=0551 | X=0460.970-0486.020 | Y=0334.380-0343.700 | 1.600
P=0551 | X=0497.230-0522.280 | Y=0334.380-0343.700 | 1.400
P=0551 | X=0107.330-0394.220 | Y=0352.900-0364.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0551 | X=0107.330-0160.290 | Y=0364.180-0375.420 | đến ≤600m.
P=0551 | X=0107.330-0330.500 | Y=0381.720-0392.960 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0551 | X=0107.330-0392.590 | Y=0399.720-0410.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0551 | X=0107.330-0380.610 | Y=0411.240-0422.480 | Đường vào cổng khu phố Phước Kiểng đoạn từ Đường Hùng
P=0551 | X=0107.330-0386.140 | Y=0422.760-0434.000 | Vương đến Hết ranh thửa đất số 239, tờ BĐĐC số 241 có hiện
P=0551 | X=0090.020-0279.110 | Y=0434.280-0445.720 | 455 trạng là đường nhựa, bê tông xi măng:
P=0551 | X=0424.730-0449.780 | Y=0436.400-0445.720 | 1.700
P=0551 | X=0460.970-0486.020 | Y=0436.400-0445.720 | 1.200
P=0551 | X=0497.230-0522.280 | Y=0436.400-0445.720 | 1.000
P=0551 | X=0107.330-0384.740 | Y=0451.820-0463.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0551 | X=0107.330-0330.970 | Y=0469.340-0480.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0551 | X=0315.000-0393.670 | Y=0487.340-0498.580 | Hết ranh thửa đất
P=0551 | X=0315.000-0404.390 | Y=0498.860-0510.100 | số 126, tờ BĐĐC số
P=0551 | X=0107.330-0220.950 | Y=0510.380-0521.620 | Đường vào cổng khu phố
P=0551 | X=0231.940-0290.350 | Y=0510.380-0521.620 | Đường Hùng
P=0551 | X=0315.000-0394.760 | Y=0512.260-0521.580 | 259 về bên trái và
P=0551 | X=0090.020-0106.660 | Y=0518.020-0527.340 | 456
P=0551 | X=0424.730-0449.780 | Y=0518.020-0527.340 | 9.100
P=0551 | X=0460.970-0486.020 | Y=0518.020-0527.340 | 6.400
P=0551 | X=0497.230-0522.280 | Y=0518.020-0527.340 | 5.500
P=0551 | X=0107.330-0153.960 | Y=0521.900-0533.140 | Phước Lai
P=0551 | X=0231.940-0263.220 | Y=0521.900-0533.140 | Vương
P=0551 | X=0315.000-0391.990 | Y=0521.900-0533.140 | hết ranh thửa đất
P=0551 | X=0315.000-0404.390 | Y=0533.450-0544.690 | số 166, tờ BĐĐC số
P=0551 | X=0315.000-0386.370 | Y=0546.850-0556.170 | 259 về bên phải
P=0551 | X=0107.330-0399.110 | Y=0562.970-0574.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào cổng
P=0551 | X=0107.330-0385.180 | Y=0574.250-0585.490 | khu phố Phước Lai đoạn từ Đường Hùng Vương đến Hết ranh
P=0551 | X=0107.330-0398.710 | Y=0585.770-0597.010 | thửa đất số 126, tờ BĐĐC số 259 về bên trái và hết ranh thửa đất
P=0551 | X=0107.330-0403.750 | Y=0597.290-0608.530 | số 166, tờ BĐĐC số 259 về bên phải có hiện trạng là đường nhựa,
P=0551 | X=0090.020-0106.660 | Y=0605.170-0614.490 | 457
P=0551 | X=0424.730-0449.780 | Y=0605.170-0614.490 | 3.100
P=0551 | X=0460.970-0486.020 | Y=0605.170-0614.490 | 2.200
P=0551 | X=0497.230-0522.280 | Y=0605.170-0614.490 | 1.900
P=0551 | X=0107.330-0181.410 | Y=0608.810-0620.050 | bê tông xi măng:
P=0551 | X=0107.330-0330.240 | Y=0626.350-0637.590 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0551 | X=0107.330-0384.500 | Y=0643.870-0655.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0551 | X=0107.330-0399.110 | Y=0661.870-0673.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào cổng
P=0551 | X=0107.330-0385.180 | Y=0673.390-0684.630 | khu phố Phước Lai đoạn từ Đường Hùng Vương đến Hết ranh
P=0551 | X=0090.020-0398.710 | Y=0684.910-0696.150 | 458 thửa đất số 126, tờ BĐĐC số 259 về bên trái và hết ranh thửa đất
P=0551 | X=0424.730-0449.780 | Y=0686.790-0696.110 | 2.500
P=0551 | X=0460.970-0486.020 | Y=0686.790-0696.110 | 1.800
P=0551 | X=0497.230-0522.280 | Y=0686.790-0696.110 | 1.500
P=0551 | X=0107.330-0403.750 | Y=0696.430-0707.670 | số 166, tờ BĐĐC số 259 về bên phải có hiện trạng là đường nhựa,
P=0551 | X=0107.330-0181.410 | Y=0707.970-0719.210 | bê tông xi măng:
P=0552 | X=0107.330-0330.500 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0552 | X=0107.330-0394.220 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0552 | X=0107.330-0160.290 | Y=0107.780-0119.020 | đến ≤600m.
P=0552 | X=0107.330-0330.500 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0552 | X=0107.330-0399.110 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào cổng
P=0552 | X=0107.330-0385.180 | Y=0154.850-0166.090 | khu phố Phước Lai đoạn từ Đường Hùng Vương đến Hết ranh
P=0552 | X=0107.330-0398.710 | Y=0166.370-0177.610 | thửa đất số 126, tờ BĐĐC số 259 về bên trái và hết ranh thửa đất
P=0552 | X=0107.330-0403.750 | Y=0177.650-0188.890 | số 166, tờ BĐĐC số 259 về bên phải có hiện trạng là đường nhựa,
