TABLE=034 | AREA=Xã Xuân Đông | SECTION=non-agricultural | SEGMENTS=1
P=1272 | X=0106.850-0407.180 | Y=0544.010-0555.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã Bắc
P=1272 | X=0106.850-0403.180 | Y=0555.530-0566.770 | Sơn - Bình Minh - Sông Trầu đoạn từ Hết Công ty Sông Gianh đến
P=1272 | X=0106.850-0398.140 | Y=0567.050-0578.290 | Đường Trảng Bom - Thanh Bình có hiện trạng là đường nhựa, bê
P=1272 | X=0106.850-0167.010 | Y=0578.570-0589.810 | tông xi măng:
P=1272 | X=0090.020-0338.400 | Y=0595.330-0607.330 | 591 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1272 | X=0424.970-0450.020 | Y=0595.330-0604.650 | 1.600
P=1272 | X=0461.210-0486.260 | Y=0595.330-0604.650 | 1.100
P=1272 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 960
P=1272 | X=0106.850-0413.270 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1272 | X=0106.850-0148.530 | Y=0625.150-0636.390 | ≤1.000m.
P=1272 | X=0106.850-0330.020 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1272 | X=0106.850-0407.180 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã Bắc
P=1272 | X=0106.850-0403.180 | Y=0671.950-0683.190 | Sơn - Bình Minh - Sông Trầu đoạn từ Hết Công ty Sông Gianh đến
P=1272 | X=0090.020-0106.660 | Y=0679.590-0688.910 | 592
P=1272 | X=0424.970-0450.020 | Y=0679.590-0688.910 | 1.200
P=1272 | X=0469.370-0486.010 | Y=0679.590-0688.910 | 840
P=1272 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 720
P=1272 | X=0106.850-0398.140 | Y=0683.470-0694.710 | Đường Trảng Bom - Thanh Bình có hiện trạng là đường nhựa, bê
P=1272 | X=0106.850-0167.010 | Y=0694.750-0705.990 | tông xi măng:
P=1273 | X=0106.850-0392.670 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1273 | X=0106.850-0330.490 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1273 | X=0106.850-0392.110 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1273 | X=0106.850-0414.130 | Y=0125.330-0136.570 | Đường liên xã Bắc Sơn - Bình Minh - Sông Trầu đoạn từ Hết Công ty
P=1273 | X=0106.850-0397.890 | Y=0136.850-0148.090 | Sông Gianh đến Đường Trảng Bom - Thanh Bình có hiện trạng là
P=1273 | X=0090.020-0242.600 | Y=0148.370-0159.810 | 593 đường nhựa, bê tông xi măng:
P=1273 | X=0424.970-0450.020 | Y=0150.490-0159.810 | 1.800
P=1273 | X=0461.210-0486.260 | Y=0150.490-0159.810 | 1.300
P=1273 | X=0497.230-0522.280 | Y=0150.490-0159.810 | 1.100
P=1273 | X=0106.850-0337.930 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1273 | X=0106.850-0384.020 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1273 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1273 | X=0106.850-0414.130 | Y=0212.470-0223.710 | Đường liên xã Bắc Sơn - Bình Minh - Sông Trầu đoạn từ Hết Công ty
P=1273 | X=0106.850-0397.890 | Y=0223.990-0235.230 | Sông Gianh đến Đường Trảng Bom - Thanh Bình có hiện trạng là
P=1273 | X=0106.850-0242.600 | Y=0235.510-0246.750 | đường nhựa, bê tông xi măng:
P=1273 | X=0090.020-0338.400 | Y=0252.270-0264.270 | 594 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1273 | X=0424.970-0450.020 | Y=0252.270-0261.590 | 1.400
P=1273 | X=0469.370-0486.010 | Y=0252.270-0261.590 | 980
P=1273 | X=0505.390-0522.030 | Y=0252.270-0261.590 | 840
P=1273 | X=0106.850-0413.270 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1273 | X=0106.850-0148.530 | Y=0282.100-0293.340 | ≤1.000m.
P=1273 | X=0106.850-0330.020 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1273 | X=0106.850-0392.110 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1273 | X=0106.850-0414.130 | Y=0328.900-0340.140 | Đường liên xã Bắc Sơn - Bình Minh - Sông Trầu đoạn từ Hết Công ty
P=1273 | X=0106.850-0397.890 | Y=0340.420-0351.660 | Sông Gianh đến Đường Trảng Bom - Thanh Bình có hiện trạng là
P=1273 | X=0090.020-0242.600 | Y=0351.700-0363.140 | 595 đường nhựa, bê tông xi măng:
P=1273 | X=0424.970-0450.020 | Y=0353.820-0363.140 | 1.100
P=1273 | X=0469.370-0486.010 | Y=0353.820-0363.140 | 770
P=1273 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 660
P=1273 | X=0106.850-0392.640 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1273 | X=0106.850-0330.490 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1273 | X=0235.060-0312.400 | Y=0404.520-0415.760 | Đường Đinh Tiên
P=1273 | X=0090.020-0221.880 | Y=0410.280-0421.520 | 596 Đường An Dương Vương
P=1273 | X=0321.720-0407.030 | Y=0410.280-0421.520 | Đường Ngô Quyền
P=1273 | X=0424.970-0450.020 | Y=0412.160-0421.480 | 9.800
P=1273 | X=0461.210-0486.260 | Y=0412.160-0421.480 | 6.900
P=1273 | X=0497.230-0522.280 | Y=0412.160-0421.480 | 5.900
P=1273 | X=0235.060-0264.440 | Y=0417.920-0427.240 | Hoàng
P=1273 | X=0106.850-0404.820 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường An Dương
P=1273 | X=0106.850-0408.220 | Y=0445.320-0456.560 | Vương đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền có
P=1273 | X=0106.850-0300.460 | Y=0456.860-0468.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=1273 | X=0090.020-0106.660 | Y=0464.740-0474.060 | 597
P=1273 | X=0424.970-0450.010 | Y=0464.740-0474.060 | 4.700
P=1273 | X=0461.210-0486.260 | Y=0464.740-0474.060 | 3.300
P=1273 | X=0497.230-0522.280 | Y=0464.740-0474.060 | 2.800
P=1273 | X=0106.850-0329.760 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1273 | X=0106.850-0384.020 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1273 | X=0106.850-0404.820 | Y=0509.660-0520.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường An Dương
P=1273 | X=0106.850-0408.220 | Y=0521.180-0532.420 | Vương đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền có
P=1273 | X=0106.850-0300.460 | Y=0532.490-0543.730 | hiện trạng là đường nhựa, bê tông xi măng:
P=1273 | X=0090.020-0330.020 | Y=0550.010-0564.330 | 598 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1273 | X=0424.970-0450.020 | Y=0555.010-0564.330 | 3.200
P=1273 | X=0461.210-0486.260 | Y=0555.010-0564.330 | 2.200
P=1273 | X=0497.230-0522.280 | Y=0555.010-0564.330 | 1.900
P=1273 | X=0106.850-0413.270 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1273 | X=0106.850-0140.370 | Y=0579.050-0590.290 | ≤600m.
P=1273 | X=0106.850-0330.020 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1273 | X=0106.850-0404.820 | Y=0614.330-0625.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường An Dương
P=1273 | X=0106.850-0408.220 | Y=0625.870-0637.110 | Vương đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền có
P=1273 | X=0106.850-0300.460 | Y=0637.390-0648.630 | hiện trạng là đường nhựa, bê tông xi măng:
P=1273 | X=0090.020-0106.660 | Y=0645.270-0654.590 | 599
P=1273 | X=0424.970-0450.020 | Y=0645.270-0654.590 | 2.100
P=1273 | X=0461.210-0486.260 | Y=0645.270-0654.590 | 1.500
P=1273 | X=0497.230-0522.280 | Y=0645.270-0654.590 | 1.300
P=1273 | X=0106.850-0384.260 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1273 | X=0106.850-0330.490 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1273 | X=0106.850-0392.110 | Y=0690.190-0701.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1273 | X=0090.020-0106.660 | Y=0697.830-0707.150 | 600
P=1273 | X=0424.970-0450.020 | Y=0697.830-0707.150 | 4.200
P=1273 | X=0461.210-0486.260 | Y=0697.830-0707.150 | 2.900
P=1273 | X=0497.230-0522.280 | Y=0697.830-0707.150 | 2.500
P=1273 | X=0106.850-0390.460 | Y=0701.730-0712.970 | Đường An Dương Vương đoạn từ Đường Đinh Tiên Hoàng đến
P=1274 | X=0106.850-0401.310 | Y=0072.500-0083.740 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1274 | X=0106.850-0329.760 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1274 | X=0106.850-0384.020 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1274 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1274 | X=0106.850-0390.470 | Y=0136.850-0148.090 | Đường An Dương Vương đoạn từ Đường Đinh Tiên Hoàng đến
P=1274 | X=0106.850-0401.310 | Y=0148.370-0159.610 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1274 | X=0090.020-0330.020 | Y=0165.650-0179.970 | 601 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1274 | X=0424.970-0450.020 | Y=0170.650-0179.970 | 2.900
P=1274 | X=0461.210-0486.260 | Y=0170.650-0179.970 | 2.000
P=1274 | X=0497.230-0522.280 | Y=0170.650-0179.970 | 1.700
P=1274 | X=0106.850-0413.270 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1274 | X=0106.850-0140.370 | Y=0194.690-0205.930 | ≤600m.
P=1274 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1274 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1274 | X=0106.850-0390.470 | Y=0241.510-0252.750 | Đường An Dương Vương đoạn từ Đường Đinh Tiên Hoàng đến
P=1274 | X=0106.850-0401.310 | Y=0253.030-0264.270 | Đường Ngô Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=1274 | X=0090.020-0106.660 | Y=0260.910-0270.230 | 602
P=1274 | X=0424.970-0450.020 | Y=0260.910-0270.230 | 1.900
P=1274 | X=0461.210-0486.260 | Y=0260.910-0270.230 | 1.300
P=1274 | X=0497.230-0522.280 | Y=0260.910-0270.230 | 1.100
P=1274 | X=0106.850-0384.260 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1274 | X=0106.850-0330.490 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1274 | X=0321.720-0399.150 | Y=0305.860-0317.100 | Thửa đất số 7, tờ
P=1274 | X=0090.020-0198.400 | Y=0311.620-0322.860 | 603 Đường Bùi Thị Xuân
P=1274 | X=0235.060-0278.100 | Y=0313.500-0322.820 | Quốc lộ 1
P=1274 | X=0424.970-0450.020 | Y=0313.500-0322.820 | 7.300
P=1274 | X=0461.210-0486.260 | Y=0313.500-0322.820 | 5.100
P=1274 | X=0497.230-0522.280 | Y=0313.500-0322.820 | 4.400
P=1274 | X=0321.720-0377.260 | Y=0317.380-0328.620 | BĐĐC số 17
P=1274 | X=0106.850-0415.190 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Thị Xuân
P=1274 | X=0106.850-0405.590 | Y=0346.660-0357.900 | đoạn từ Quốc lộ 1 đến Thửa đất số 7, tờ BĐĐC số 17 có hiện trạng
P=1274 | X=0106.850-0253.180 | Y=0357.940-0369.180 | là đường nhựa, bê tông xi măng:
P=1274 | X=0090.020-0106.660 | Y=0365.820-0375.140 | 604
P=1274 | X=0424.970-0450.020 | Y=0365.820-0375.140 | 3.700
P=1274 | X=0461.210-0486.260 | Y=0365.820-0375.140 | 2.600
P=1274 | X=0497.230-0522.280 | Y=0365.820-0375.140 | 2.200
P=1274 | X=0106.850-0329.760 | Y=0375.480-0386.720 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1274 | X=0106.850-0384.020 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1274 | X=0106.850-0415.190 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Thị Xuân
P=1274 | X=0106.850-0413.500 | Y=0422.280-0433.520 | đoạn từ Quốc lộ 1 đến Thửa đất số 7, tờ BĐĐC số 17có hiện trạng là
P=1274 | X=0106.850-0242.600 | Y=0433.800-0445.040 | đường nhựa, bê tông xi măng:
P=1274 | X=0090.020-0330.020 | Y=0451.340-0465.420 | 605 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1274 | X=0424.970-0450.020 | Y=0456.100-0465.420 | 2.500
P=1274 | X=0461.210-0486.260 | Y=0456.100-0465.420 | 1.800
P=1274 | X=0497.230-0522.280 | Y=0456.100-0465.420 | 1.500
P=1274 | X=0106.850-0413.270 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1274 | X=0106.850-0140.370 | Y=0480.380-0491.620 | ≤600m.
P=1274 | X=0106.850-0330.020 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1274 | X=0106.850-0415.190 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Thị Xuân
P=1274 | X=0106.850-0405.590 | Y=0527.180-0538.420 | đoạn từ Quốc lộ 1 đến Thửa đất số 7, tờ BĐĐC số 17 có hiện trạng
P=1274 | X=0106.850-0253.180 | Y=0538.490-0549.730 | là đường nhựa, bê tông xi măng:
P=1274 | X=0090.020-0106.660 | Y=0546.370-0555.690 | 606
P=1274 | X=0424.970-0450.020 | Y=0546.370-0555.690 | 1.600
P=1274 | X=0461.210-0486.260 | Y=0546.370-0555.690 | 1.100
P=1274 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 960
P=1274 | X=0106.850-0384.260 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1274 | X=0106.850-0330.490 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1274 | X=0106.850-0392.110 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1274 | X=0106.850-0412.060 | Y=0602.810-0614.050 | Đường Bùi Thị Xuân đoạn từ Quốc lộ 1 đến Thửa đất số 7, tờ BĐĐC
P=1274 | X=0106.850-0341.050 | Y=0614.330-0625.570 | số 17 có hiện trạng là đường nhựa, bê tông xi măng:
P=1274 | X=0090.020-0106.660 | Y=0622.230-0631.550 | 607
P=1274 | X=0424.970-0450.020 | Y=0622.230-0631.550 | 3.300
P=1274 | X=0461.210-0486.260 | Y=0622.230-0631.550 | 2.300
P=1274 | X=0497.230-0522.280 | Y=0622.230-0631.550 | 2.000
P=1274 | X=0106.850-0329.760 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1274 | X=0106.850-0384.020 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1274 | X=0106.850-0392.110 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1274 | X=0106.850-0412.060 | Y=0678.670-0689.910 | Đường Bùi Thị Xuân đoạn từ Quốc lộ 1 đến Thửa đất số 7, tờ BĐĐC
P=1274 | X=0090.020-0341.050 | Y=0689.190-0701.430 | 608 số 17 có hiện trạng là đường nhựa, bê tông xi măng:
P=1274 | X=0424.970-0450.020 | Y=0689.190-0698.510 | 2.300
P=1274 | X=0461.210-0486.260 | Y=0689.190-0698.510 | 1.600
P=1274 | X=0497.230-0522.270 | Y=0689.190-0698.510 | 1.400
P=1274 | X=0106.850-0330.020 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1275 | X=0106.850-0413.270 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1275 | X=0106.850-0140.370 | Y=0090.020-0101.260 | ≤600m.
P=1275 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1275 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1275 | X=0106.850-0412.060 | Y=0136.850-0148.090 | Đường Bùi Thị Xuân đoạn từ Quốc lộ 1 đến Thửa đất số 7, tờ BĐĐC
P=1275 | X=0106.850-0341.050 | Y=0148.370-0159.610 | số 17 có hiện trạng là đường nhựa, bê tông xi măng:
P=1275 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 609
P=1275 | X=0424.970-0450.020 | Y=0156.250-0165.570 | 1.400
P=1275 | X=0469.370-0486.010 | Y=0156.250-0165.570 | 980
P=1275 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 840
P=1275 | X=0106.850-0384.260 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1275 | X=0106.850-0330.490 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1275 | X=0321.720-0402.910 | Y=0200.950-0212.190 | Đường An Dương
P=1275 | X=0090.020-0201.480 | Y=0206.710-0217.950 | 610 Đường Hai Bà Trưng
P=1275 | X=0235.060-0320.370 | Y=0206.710-0217.950 | Đường Ngô Quyền
P=1275 | X=0424.970-0450.020 | Y=0208.590-0217.910 | 8.400
P=1275 | X=0461.210-0486.260 | Y=0208.590-0217.910 | 5.900
P=1275 | X=0497.230-0522.280 | Y=0208.590-0217.910 | 5.000
P=1275 | X=0321.720-0353.000 | Y=0212.470-0223.710 | Vương
P=1275 | X=0106.850-0388.270 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hai Bà
P=1275 | X=0106.850-0409.860 | Y=0241.750-0252.990 | Trưng đoạn từ Đường Ngô Quyền đến Đường An Dương Vương có
P=1275 | X=0106.850-0300.460 | Y=0253.270-0264.510 | hiện trạng là đường nhựa, bê tông xi măng:
P=1275 | X=0090.020-0106.660 | Y=0261.150-0270.470 | 611
P=1275 | X=0424.970-0450.020 | Y=0261.150-0270.470 | 4.700
P=1275 | X=0461.210-0486.260 | Y=0261.150-0270.470 | 3.300
P=1275 | X=0497.230-0522.280 | Y=0261.150-0270.470 | 2.800
P=1275 | X=0106.850-0329.760 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1275 | X=0106.850-0384.020 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1275 | X=0106.850-0388.270 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hai Bà
P=1275 | X=0106.850-0409.860 | Y=0317.620-0328.860 | Trưng đoạn từ Đường Ngô Quyền đến Đường An Dương Vương có
P=1275 | X=0106.850-0300.460 | Y=0329.140-0340.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=1275 | X=0090.020-0330.020 | Y=0346.660-0360.740 | 612 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1275 | X=0424.970-0450.020 | Y=0351.420-0360.740 | 3.200
P=1275 | X=0461.210-0486.260 | Y=0351.420-0360.740 | 2.200
P=1275 | X=0497.230-0522.270 | Y=0351.420-0360.740 | 1.900
P=1275 | X=0106.850-0413.270 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1275 | X=0106.850-0140.370 | Y=0375.480-0386.720 | ≤600m.
P=1275 | X=0106.850-0330.020 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1275 | X=0106.850-0388.270 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hai Bà
P=1275 | X=0106.850-0409.860 | Y=0422.280-0433.520 | Trưng đoạn từ Đường Ngô Quyền đến Đường An Dương Vương có
P=1275 | X=0106.850-0300.460 | Y=0433.800-0445.040 | hiện trạng là đường nhựa, bê tông xi măng:
P=1275 | X=0090.020-0106.660 | Y=0441.680-0451.000 | 613
P=1275 | X=0424.970-0450.020 | Y=0441.680-0451.000 | 2.000
P=1275 | X=0461.210-0486.260 | Y=0441.680-0451.000 | 1.400
P=1275 | X=0497.230-0522.280 | Y=0441.680-0451.000 | 1.200
P=1275 | X=0106.850-0384.260 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
