TABLE=008 | AREA=Phường Tân Triều | SECTION=non-agricultural | SEGMENTS=1
P=0312 | X=0122.210-0155.730 | Y=0269.830-0281.070 | ≤500m.
P=0312 | X=0122.210-0368.120 | Y=0287.620-0298.860 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0312 | X=0122.210-0345.800 | Y=0299.140-0310.380 | thông ra Đường Đất Cát đoạn từ Hương lộ 15 đến
P=0312 | X=0122.210-0355.880 | Y=0310.660-0321.900 | Giáp ranh thửa đất số 305, tờ bản đồ số 62, phường
P=0312 | X=0122.210-0344.120 | Y=0321.940-0333.180 | Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0312 | X=0122.210-0150.210 | Y=0333.460-0344.700 | măng:
P=0312 | X=0097.730-0114.370 | Y=0344.460-0353.780 | 307
P=0312 | X=0397.100-0413.740 | Y=0344.460-0353.780 | 990
P=0312 | X=0447.530-0464.170 | Y=0344.460-0353.780 | 690
P=0312 | X=0505.390-0522.030 | Y=0344.460-0353.780 | 590
P=0312 | X=0122.210-0353.760 | Y=0350.980-0362.220 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0312 | X=0122.210-0363.320 | Y=0368.520-0379.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0312 | X=0122.210-0229.420 | Y=0380.040-0391.280 | từ >500m đến ≤1.000m.
P=0312 | X=0122.210-0345.380 | Y=0397.560-0408.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0312 | X=0122.210-0368.120 | Y=0415.320-0426.560 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0312 | X=0122.210-0345.800 | Y=0426.840-0438.080 | thông ra Đường Đất Cát đoạn từ Hương lộ 15 đến
P=0312 | X=0122.210-0355.880 | Y=0438.360-0449.600 | Giáp ranh thửa đất số 305, tờ bản đồ số 62, phường
P=0312 | X=0122.210-0344.120 | Y=0449.900-0461.140 | Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0312 | X=0097.730-0150.210 | Y=0461.420-0472.860 | 308 măng:
P=0312 | X=0397.100-0413.740 | Y=0463.540-0472.860 | 610
P=0312 | X=0447.530-0464.170 | Y=0463.540-0472.860 | 430
P=0312 | X=0505.390-0522.030 | Y=0463.540-0472.860 | 370
P=0312 | X=0122.210-0363.320 | Y=0478.940-0490.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0312 | X=0122.210-0164.350 | Y=0492.100-0501.420 | >1.000m.
P=0312 | X=0122.210-0348.530 | Y=0507.740-0518.980 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0312 | X=0122.210-0194.790 | Y=0525.500-0536.740 | Đường liên ấp 3
P=0312 | X=0196.630-0252.900 | Y=0531.260-0542.500 | Hương lộ 15
P=0312 | X=0288.340-0339.080 | Y=0531.260-0542.500 | Hương lộ 7
P=0312 | X=0097.730-0114.370 | Y=0533.140-0542.460 | 309
P=0312 | X=0388.940-0413.990 | Y=0533.140-0542.460 | 2.400
P=0312 | X=0439.370-0464.420 | Y=0533.140-0542.460 | 1.700
P=0312 | X=0497.230-0522.280 | Y=0533.140-0542.460 | 1.400
P=0312 | X=0122.210-0134.050 | Y=0538.930-0548.250 | - 4
P=0312 | X=0122.210-0336.440 | Y=0554.810-0566.050 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0312 | X=0122.210-0359.000 | Y=0566.330-0577.570 | Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến Hương
P=0312 | X=0122.210-0348.010 | Y=0577.850-0589.090 | lộ 7 có hiện trạng là đường nhựa, bê tông xi măng:
P=0312 | X=0097.730-0114.370 | Y=0591.490-0600.810 | 310
P=0312 | X=0388.940-0413.990 | Y=0591.490-0600.810 | 1.200
P=0312 | X=0447.530-0464.170 | Y=0591.490-0600.810 | 840
P=0312 | X=0505.390-0522.030 | Y=0591.490-0600.810 | 720
P=0312 | X=0122.210-0353.290 | Y=0595.370-0606.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0312 | X=0122.210-0363.320 | Y=0612.890-0624.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0312 | X=0122.210-0155.730 | Y=0624.430-0635.670 | ≤500m.
P=0312 | X=0122.210-0336.440 | Y=0642.190-0653.430 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0312 | X=0122.210-0359.000 | Y=0653.710-0664.950 | Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến Hương
P=0312 | X=0122.210-0348.010 | Y=0665.230-0676.470 | lộ 7 có hiện trạng là đường nhựa, bê tông xi măng:
P=0312 | X=0097.730-0114.370 | Y=0673.110-0682.430 | 311
P=0312 | X=0388.940-0413.990 | Y=0673.110-0682.430 | 1.100
P=0312 | X=0447.530-0464.170 | Y=0673.110-0682.430 | 770
P=0312 | X=0505.390-0522.030 | Y=0673.110-0682.430 | 660
P=0312 | X=0122.210-0353.760 | Y=0682.510-0693.750 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0312 | X=0122.210-0363.320 | Y=0700.050-0711.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0313 | X=0122.210-0229.420 | Y=0072.500-0083.740 | từ >500m đến ≤1.000m.
P=0313 | X=0122.210-0345.380 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0313 | X=0122.210-0336.440 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0313 | X=0122.210-0359.000 | Y=0119.330-0130.570 | Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến Hương
P=0313 | X=0122.210-0348.010 | Y=0130.850-0142.090 | lộ 7 có hiện trạng là đường nhựa, bê tông xi măng:
P=0313 | X=0097.730-0114.380 | Y=0144.490-0153.810 | 312
P=0313 | X=0397.100-0413.740 | Y=0144.490-0153.810 | 950
P=0313 | X=0447.530-0464.170 | Y=0144.490-0153.810 | 670
P=0313 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 570
P=0313 | X=0122.210-0363.320 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0313 | X=0122.210-0164.350 | Y=0161.530-0170.850 | >1.000m.
P=0313 | X=0122.210-0345.880 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0313 | X=0122.210-0368.120 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0313 | X=0122.210-0364.060 | Y=0206.470-0217.710 | thông ra Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến
P=0313 | X=0122.210-0351.800 | Y=0217.990-0229.230 | Hương lộ 7 có hiện trạng là đường nhựa, bê tông xi
P=0313 | X=0122.210-0150.210 | Y=0229.510-0240.750 | măng:
P=0313 | X=0097.730-0114.370 | Y=0237.390-0246.710 | 313
P=0313 | X=0388.940-0413.990 | Y=0237.390-0246.710 | 1.100
P=0313 | X=0447.530-0464.170 | Y=0237.390-0246.710 | 770
P=0313 | X=0505.390-0522.030 | Y=0237.390-0246.710 | 660
P=0313 | X=0122.210-0353.290 | Y=0247.030-0258.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0313 | X=0122.210-0363.320 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0313 | X=0122.210-0155.730 | Y=0276.070-0287.310 | ≤500m.
P=0313 | X=0122.210-0368.120 | Y=0293.860-0305.100 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0313 | X=0122.210-0364.060 | Y=0305.380-0316.620 | thông ra Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến
P=0313 | X=0122.210-0351.800 | Y=0316.900-0328.140 | Hương lộ 7 có hiện trạng là đường nhựa, bê tông xi
P=0313 | X=0122.210-0150.210 | Y=0328.420-0339.660 | măng:
P=0313 | X=0097.730-0353.780 | Y=0344.940-0356.940 | 314 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0313 | X=0397.100-0413.740 | Y=0344.940-0354.260 | 990
P=0313 | X=0447.530-0464.170 | Y=0344.940-0354.260 | 690
P=0313 | X=0505.390-0522.030 | Y=0344.940-0354.260 | 590
P=0313 | X=0122.210-0363.320 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0313 | X=0122.210-0229.420 | Y=0374.760-0386.000 | từ >500m đến ≤1.000m.
P=0313 | X=0122.210-0345.380 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0313 | X=0122.210-0368.120 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0313 | X=0122.210-0364.060 | Y=0421.560-0432.800 | thông ra Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến
P=0313 | X=0122.210-0351.800 | Y=0433.080-0444.320 | Hương lộ 7 có hiện trạng là đường nhựa, bê tông xi
P=0313 | X=0122.210-0150.210 | Y=0444.600-0455.840 | măng:
P=0313 | X=0097.730-0114.370 | Y=0452.500-0461.820 | 315
P=0313 | X=0397.100-0413.740 | Y=0452.500-0461.820 | 860
P=0313 | X=0447.530-0464.170 | Y=0452.500-0461.820 | 600
P=0313 | X=0505.390-0522.030 | Y=0452.500-0461.820 | 520
P=0313 | X=0122.210-0363.320 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0313 | X=0122.210-0164.350 | Y=0475.540-0484.860 | >1.000m.
P=0313 | X=0122.210-0348.530 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0313 | X=0122.210-0178.950 | Y=0508.940-0520.180 | Đường Long
P=0313 | X=0288.340-0352.760 | Y=0508.940-0520.180 | Bờ sông Đồng
P=0313 | X=0196.630-0252.900 | Y=0514.460-0525.700 | Hương lộ 15
P=0313 | X=0097.730-0114.370 | Y=0516.340-0525.660 | 316
P=0313 | X=0388.940-0413.990 | Y=0516.340-0525.660 | 2.700
P=0313 | X=0439.370-0464.420 | Y=0516.340-0525.660 | 1.900
P=0313 | X=0497.230-0522.280 | Y=0516.340-0525.660 | 1.600
P=0313 | X=0122.210-0148.450 | Y=0522.100-0531.420 | Chiến
P=0313 | X=0288.340-0303.300 | Y=0522.100-0531.420 | Nai
P=0313 | X=0122.210-0336.440 | Y=0538.010-0549.250 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0313 | X=0122.210-0363.810 | Y=0549.530-0560.770 | Đường Long Chiến đoạn từ Hương lộ 15 đến Bờ sông
P=0313 | X=0122.210-0342.890 | Y=0561.050-0572.290 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0313 | X=0122.210-0150.210 | Y=0572.570-0583.810 | măng:
P=0313 | X=0097.730-0114.370 | Y=0580.450-0589.770 | 317
P=0313 | X=0388.940-0413.980 | Y=0580.450-0589.770 | 1.400
P=0313 | X=0447.530-0464.170 | Y=0580.450-0589.770 | 980
P=0313 | X=0505.390-0522.030 | Y=0580.450-0589.770 | 840
P=0313 | X=0122.210-0353.290 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0313 | X=0122.210-0363.320 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0313 | X=0122.210-0155.730 | Y=0619.150-0630.390 | ≤500m.
P=0313 | X=0122.210-0336.440 | Y=0636.910-0648.150 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0313 | X=0122.210-0363.810 | Y=0648.430-0659.670 | Đường Long Chiến đoạn từ Hương lộ 15 đến Bờ sông
P=0313 | X=0122.210-0342.890 | Y=0659.950-0671.190 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0313 | X=0097.730-0150.210 | Y=0671.470-0682.910 | 318 măng:
P=0313 | X=0388.940-0413.990 | Y=0673.590-0682.910 | 1.100
P=0313 | X=0447.530-0464.170 | Y=0673.590-0682.910 | 770
P=0313 | X=0505.390-0522.030 | Y=0673.590-0682.910 | 660
P=0313 | X=0122.210-0353.760 | Y=0688.750-0699.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0313 | X=0122.210-0363.320 | Y=0706.290-0717.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0314 | X=0122.210-0229.420 | Y=0072.500-0083.740 | từ >500m đến ≤1.000m.
P=0314 | X=0122.210-0345.380 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0314 | X=0122.210-0336.440 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0314 | X=0122.210-0363.810 | Y=0119.330-0130.570 | Đường Long Chiến đoạn từ Hương lộ 15 đến Bờ sông
P=0314 | X=0122.210-0342.890 | Y=0130.850-0142.090 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0314 | X=0122.210-0150.210 | Y=0142.370-0153.610 | măng:
P=0314 | X=0097.730-0114.370 | Y=0150.250-0159.570 | 319
P=0314 | X=0397.100-0413.740 | Y=0150.250-0159.570 | 680
P=0314 | X=0447.530-0464.170 | Y=0150.250-0159.570 | 480
P=0314 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 410
P=0314 | X=0122.210-0363.320 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0314 | X=0122.210-0164.350 | Y=0173.050-0182.370 | >1.000m.
P=0314 | X=0122.210-0345.850 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0314 | X=0122.210-0368.120 | Y=0206.470-0217.710 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0314 | X=0122.210-0363.100 | Y=0217.990-0229.230 | thông ra Đường Long Chiến đoạn từ Hương lộ 15 đến
P=0314 | X=0122.210-0351.330 | Y=0229.510-0240.750 | Bờ sông Đồng Nai có hiện trạng là đường nhựa, bê
P=0314 | X=0122.210-0182.370 | Y=0241.030-0252.270 | tông xi măng:
P=0314 | X=0097.730-0114.370 | Y=0248.910-0258.230 | 320
P=0314 | X=0388.940-0413.990 | Y=0248.910-0258.230 | 1.300
P=0314 | X=0447.530-0464.170 | Y=0248.910-0258.230 | 910
P=0314 | X=0505.390-0522.030 | Y=0248.910-0258.230 | 780
P=0314 | X=0122.210-0353.290 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0314 | X=0122.210-0363.320 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0314 | X=0122.210-0155.730 | Y=0287.620-0298.860 | ≤500m.
P=0314 | X=0122.210-0368.120 | Y=0305.380-0316.620 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0314 | X=0122.210-0363.100 | Y=0316.900-0328.140 | thông ra Đường Long Chiến đoạn từ Hương lộ 15 đến
P=0314 | X=0122.210-0351.330 | Y=0328.420-0339.660 | Bờ sông Đồng Nai có hiện trạng là đường nhựa, bê
P=0314 | X=0122.210-0182.370 | Y=0339.700-0350.940 | tông xi măng:
P=0314 | X=0097.730-0353.760 | Y=0356.460-0368.460 | 321 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0314 | X=0397.100-0413.740 | Y=0356.460-0365.780 | 990
P=0314 | X=0447.530-0464.170 | Y=0356.460-0365.780 | 690
P=0314 | X=0505.390-0522.030 | Y=0356.460-0365.780 | 590
P=0314 | X=0122.210-0363.320 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0314 | X=0122.210-0229.420 | Y=0386.280-0397.520 | từ >500m đến ≤1.000m.
P=0314 | X=0122.210-0345.380 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0314 | X=0122.210-0368.120 | Y=0421.560-0432.800 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0314 | X=0122.210-0363.100 | Y=0433.080-0444.320 | thông ra Đường Long Chiến đoạn từ Hương lộ 15 đến
P=0314 | X=0122.210-0351.330 | Y=0444.600-0455.840 | Bờ sông Đồng Nai có hiện trạng là đường nhựa, bê
P=0314 | X=0122.210-0182.370 | Y=0456.140-0467.380 | tông xi măng:
P=0314 | X=0097.730-0114.370 | Y=0464.020-0473.340 | 322
P=0314 | X=0397.100-0413.740 | Y=0464.020-0473.340 | 610
P=0314 | X=0447.530-0464.170 | Y=0464.020-0473.340 | 430
P=0314 | X=0505.390-0522.030 | Y=0464.020-0473.340 | 370
P=0314 | X=0122.210-0363.320 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0314 | X=0122.210-0164.350 | Y=0487.060-0496.380 | >1.000m.
P=0314 | X=0122.210-0345.860 | Y=0502.460-0513.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0314 | X=0122.210-0177.170 | Y=0520.220-0531.460 | Đường Xóm
P=0314 | X=0288.340-0352.760 | Y=0520.220-0531.460 | Bờ sông Đồng
P=0314 | X=0196.630-0252.900 | Y=0525.980-0537.220 | Hương lộ 15
P=0314 | X=0097.730-0114.370 | Y=0527.860-0537.180 | 323
P=0314 | X=0388.940-0413.990 | Y=0527.860-0537.180 | 2.700
P=0314 | X=0439.370-0464.420 | Y=0527.860-0537.180 | 1.900
P=0314 | X=0497.230-0522.280 | Y=0527.860-0537.180 | 1.600
P=0314 | X=0122.210-0145.570 | Y=0533.620-0542.940 | Rạch
P=0314 | X=0288.340-0303.300 | Y=0533.620-0542.940 | Nai
P=0314 | X=0122.210-0336.440 | Y=0549.530-0560.770 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0314 | X=0122.210-0359.250 | Y=0561.050-0572.290 | Đường Xóm Rạch đoạn từ Hương lộ 15 đến Bờ sông
P=0314 | X=0122.210-0342.890 | Y=0572.570-0583.810 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0314 | X=0122.210-0150.210 | Y=0584.090-0595.330 | măng:
P=0314 | X=0097.730-0114.370 | Y=0591.970-0601.290 | 324
P=0314 | X=0388.940-0413.990 | Y=0591.970-0601.290 | 1.400
P=0314 | X=0447.530-0464.170 | Y=0591.970-0601.290 | 980
P=0314 | X=0505.390-0522.030 | Y=0591.970-0601.290 | 840
P=0314 | X=0122.210-0353.290 | Y=0601.610-0612.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0314 | X=0122.210-0363.320 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0314 | X=0122.210-0155.730 | Y=0630.670-0641.910 | ≤500m.
P=0314 | X=0122.210-0336.440 | Y=0648.430-0659.670 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0314 | X=0122.210-0359.250 | Y=0659.950-0671.190 | Đường Xóm Rạch đoạn từ Hương lộ 15 đến Bờ sông
P=0314 | X=0097.730-0342.930 | Y=0671.470-0685.550 | 325 Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0314 | X=0388.940-0413.990 | Y=0676.230-0685.550 | 1.100
P=0314 | X=0447.530-0464.170 | Y=0676.230-0685.550 | 770
P=0314 | X=0505.390-0522.030 | Y=0676.230-0685.550 | 660
P=0314 | X=0122.210-0150.210 | Y=0682.750-0693.990 | măng:
P=0314 | X=0122.210-0353.760 | Y=0700.290-0711.530 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0315 | X=0122.210-0363.320 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0315 | X=0122.210-0229.420 | Y=0090.020-0101.260 | từ >500m đến ≤1.000m.
P=0315 | X=0122.210-0345.380 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0315 | X=0122.210-0336.440 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0315 | X=0122.210-0359.250 | Y=0136.850-0148.090 | Đường Xóm Rạch đoạn từ Hương lộ 15 đến Bờ sông
P=0315 | X=0122.210-0342.890 | Y=0148.370-0159.610 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0315 | X=0122.210-0150.210 | Y=0159.650-0170.890 | măng:
P=0315 | X=0097.730-0114.370 | Y=0167.530-0176.850 | 326
P=0315 | X=0397.100-0413.740 | Y=0167.530-0176.850 | 680
P=0315 | X=0447.530-0464.170 | Y=0167.530-0176.850 | 480
P=0315 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 410
P=0315 | X=0122.210-0363.320 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0315 | X=0122.210-0164.350 | Y=0190.570-0199.890 | >1.000m.
P=0315 | X=0122.210-0345.850 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0315 | X=0122.210-0368.120 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0315 | X=0122.210-0358.520 | Y=0235.510-0246.750 | thông ra Đường Xóm Rạch đoạn từ Hương lộ 15 đến
P=0315 | X=0122.210-0351.330 | Y=0247.030-0258.270 | Bờ sông Đồng Nai có hiện trạng là đường nhựa, bê
P=0315 | X=0122.210-0182.370 | Y=0258.550-0269.790 | tông xi măng:
P=0315 | X=0097.730-0114.370 | Y=0266.430-0275.750 | 327
P=0315 | X=0388.940-0413.990 | Y=0266.430-0275.750 | 1.300
P=0315 | X=0447.530-0464.170 | Y=0266.430-0275.750 | 910
P=0315 | X=0505.390-0522.030 | Y=0266.430-0275.750 | 780
P=0315 | X=0122.210-0353.290 | Y=0276.070-0287.310 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0315 | X=0122.210-0363.320 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0315 | X=0122.210-0155.730 | Y=0305.140-0316.380 | ≤500m.
P=0315 | X=0122.210-0368.120 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0315 | X=0122.210-0358.520 | Y=0334.420-0345.660 | thông ra Đường Xóm Rạch đoạn từ Hương lộ 15 đến
P=0315 | X=0122.210-0351.330 | Y=0345.700-0356.940 | Bờ sông Đồng Nai có hiện trạng là đường nhựa, bê
P=0315 | X=0122.210-0182.370 | Y=0357.220-0368.460 | tông xi măng:
P=0315 | X=0097.730-0353.760 | Y=0374.000-0386.000 | 328 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
