TABLE=052 | AREA=Xã Đắk Lua | SECTION=non-agricultural | SEGMENTS=1
P=1775 | X=0091.460-0333.140 | Y=0403.280-0415.280 | 325 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1775 | X=0375.740-0400.790 | Y=0403.280-0412.600 | 1.300
P=1775 | X=0447.050-0463.690 | Y=0403.280-0412.600 | 910
P=1775 | X=0505.630-0522.270 | Y=0403.280-0412.600 | 780
P=1775 | X=0109.970-0351.080 | Y=0421.560-0432.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1775 | X=0109.970-0208.780 | Y=0433.080-0444.320 | từ >400m đến ≤600m.
P=1775 | X=0109.970-0333.140 | Y=0450.620-0461.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1775 | X=0109.970-0324.200 | Y=0468.380-0479.620 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1775 | X=0109.970-0329.560 | Y=0479.900-0491.140 | Đường Quang Trung đoạn từ Đường Nguyễn Tất
P=1775 | X=0109.970-0339.080 | Y=0491.420-0502.660 | Thành đến Hết trường THPT Trị An có hiện trạng là
P=1775 | X=0109.970-0245.740 | Y=0502.940-0514.180 | đường nhựa, bê tông xi măng:
P=1775 | X=0091.460-0108.100 | Y=0510.820-0520.140 | 326
P=1775 | X=0375.740-0400.790 | Y=0510.820-0520.140 | 1.000
P=1775 | X=0447.050-0463.690 | Y=0510.820-0520.140 | 700
P=1775 | X=0505.630-0522.270 | Y=0510.820-0520.140 | 600
P=1775 | X=0109.970-0351.080 | Y=0520.220-0531.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1775 | X=0109.970-0152.110 | Y=0533.620-0542.940 | >1.000m.
P=1775 | X=0109.970-0333.610 | Y=0549.290-0560.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1775 | X=0109.970-0342.680 | Y=0567.050-0578.290 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1775 | X=0109.970-0328.040 | Y=0578.570-0589.810 | và thông ra Đường Quang Trung đoạn từ Đường
P=1775 | X=0109.970-0335.950 | Y=0590.090-0601.330 | Nguyễn Tất Thành đến Hết trường THPT Trị An có
P=1775 | X=0109.970-0303.580 | Y=0601.610-0612.850 | hiện trạng là đường nhựa, bê tông xi măng:
P=1775 | X=0091.460-0108.100 | Y=0609.490-0618.810 | 327
P=1775 | X=0375.740-0400.790 | Y=0609.490-0618.810 | 1.700
P=1775 | X=0438.890-0463.930 | Y=0609.490-0618.810 | 1.200
P=1775 | X=0497.470-0522.520 | Y=0609.490-0618.810 | 1.000
P=1775 | X=0109.970-0332.880 | Y=0619.150-0630.390 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1775 | X=0109.970-0352.040 | Y=0636.670-0647.910 | - Cớ bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1775 | X=0109.970-0143.490 | Y=0648.190-0659.430 | ≤400m.
P=1775 | X=0109.970-0342.680 | Y=0665.950-0677.190 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1775 | X=0109.970-0328.040 | Y=0677.470-0688.710 | và thông ra Đường Quang Trung đoạn từ Đường
P=1775 | X=0091.460-0108.100 | Y=0685.110-0694.430 | 328
P=1775 | X=0375.740-0400.790 | Y=0685.110-0694.430 | 1.200
P=1775 | X=0447.050-0463.690 | Y=0685.110-0694.430 | 840
P=1775 | X=0505.630-0522.270 | Y=0685.110-0694.430 | 720
P=1775 | X=0109.970-0335.950 | Y=0688.750-0699.990 | Nguyễn Tất Thành đến Hết trường THPT Trị An có
P=1775 | X=0109.970-0303.580 | Y=0700.290-0711.530 | hiện trạng là đường nhựa, bê tông xi măng:
P=1776 | X=0109.970-0333.140 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1776 | X=0109.970-0351.080 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1776 | X=0109.970-0208.780 | Y=0107.540-0118.780 | từ >400m đến ≤600m.
P=1776 | X=0109.970-0333.140 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1776 | X=0109.970-0342.680 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1776 | X=0109.970-0328.040 | Y=0154.370-0165.610 | và thông ra Đường Quang Trung đoạn từ Đường
P=1776 | X=0109.970-0335.950 | Y=0165.650-0176.890 | Nguyễn Tất Thành đến Hết trường THPT Trị An có
P=1776 | X=0109.970-0303.580 | Y=0177.170-0188.410 | hiện trạng là đường nhựa, bê tông xi măng:
P=1776 | X=0091.460-0108.100 | Y=0185.050-0194.370 | 329
P=1776 | X=0383.900-0400.540 | Y=0185.050-0194.370 | 900
P=1776 | X=0447.050-0463.690 | Y=0185.050-0194.370 | 630
P=1776 | X=0505.630-0522.270 | Y=0185.050-0194.370 | 540
P=1776 | X=0109.970-0351.080 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1776 | X=0109.970-0152.110 | Y=0208.110-0217.430 | >1.000m.
P=1776 | X=0109.970-0333.610 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1776 | X=0109.970-0174.620 | Y=0241.510-0252.750 | Đường Quang
P=1776 | X=0195.430-0258.220 | Y=0241.510-0252.750 | Trường THPT
P=1776 | X=0268.180-0330.920 | Y=0247.270-0258.510 | Cầu Đồng Nai
P=1776 | X=0091.460-0108.100 | Y=0249.150-0258.470 | 330
P=1776 | X=0375.740-0400.790 | Y=0249.150-0258.470 | 5.400
P=1776 | X=0438.890-0463.940 | Y=0249.150-0258.470 | 3.800
P=1776 | X=0497.470-0522.520 | Y=0249.150-0258.470 | 3.200
P=1776 | X=0109.970-0136.210 | Y=0254.910-0264.230 | Trung
P=1776 | X=0195.430-0222.390 | Y=0254.910-0264.230 | Trị An
P=1776 | X=0109.970-0324.200 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1776 | X=0109.970-0335.730 | Y=0282.340-0293.580 | Đường Quang Trung đoạn từ Trường THPT Trị An
P=1776 | X=0109.970-0339.320 | Y=0293.860-0305.100 | đến Cầu Đồng Nai có hiện trạng là đường nhựa, bê
P=1776 | X=0109.970-0170.130 | Y=0305.380-0316.620 | tông xi măng:
P=1776 | X=0091.460-0108.100 | Y=0313.260-0322.580 | 331
P=1776 | X=0375.740-0400.790 | Y=0313.260-0322.580 | 1.900
P=1776 | X=0438.890-0463.940 | Y=0313.260-0322.580 | 1.300
P=1776 | X=0497.470-0522.520 | Y=0313.260-0322.580 | 1.100
P=1776 | X=0109.970-0332.880 | Y=0322.900-0334.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1776 | X=0109.970-0351.080 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1776 | X=0109.970-0143.480 | Y=0351.700-0362.940 | ≤400m.
P=1776 | X=0109.970-0324.200 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1776 | X=0109.970-0335.730 | Y=0381.000-0392.240 | Đường Quang Trung đoạn từ Trường THPT Trị An
P=1776 | X=0109.970-0339.320 | Y=0392.520-0403.760 | đến Cầu Đồng Nai có hiện trạng là đường nhựa, bê
P=1776 | X=0109.970-0170.130 | Y=0404.040-0415.280 | tông xi măng:
P=1776 | X=0091.460-0333.140 | Y=0420.800-0432.800 | 332 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1776 | X=0375.740-0400.790 | Y=0420.800-0430.120 | 1.300
P=1776 | X=0447.050-0463.690 | Y=0420.800-0430.120 | 910
P=1776 | X=0505.630-0522.270 | Y=0420.800-0430.120 | 780
P=1776 | X=0109.970-0351.080 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1776 | X=0109.970-0208.780 | Y=0450.620-0461.860 | từ >400m đến ≤600m.
P=1776 | X=0109.970-0333.140 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1776 | X=0109.970-0324.200 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1776 | X=0109.970-0335.730 | Y=0497.420-0508.660 | Đường Quang Trung đoạn từ Trường THPT Trị An
P=1776 | X=0109.970-0339.320 | Y=0508.940-0520.180 | đến Cầu Đồng Nai có hiện trạng là đường nhựa, bê
P=1776 | X=0109.970-0170.120 | Y=0520.220-0531.460 | tông xi măng:
P=1776 | X=0091.460-0108.100 | Y=0528.100-0537.420 | 333
P=1776 | X=0375.740-0400.790 | Y=0528.100-0537.420 | 1.000
P=1776 | X=0447.050-0463.690 | Y=0528.100-0537.420 | 700
P=1776 | X=0505.630-0522.270 | Y=0528.100-0537.420 | 600
P=1776 | X=0109.970-0351.080 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1776 | X=0109.970-0152.110 | Y=0551.170-0560.490 | >1.000m.
P=1776 | X=0109.970-0330.750 | Y=0566.810-0578.050 | - Có bề rộng<3m, cách đường giao thông >200m.
P=1776 | X=0109.970-0342.680 | Y=0584.570-0595.810 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1776 | X=0109.970-0330.200 | Y=0596.090-0607.330 | và thông ra Đường Quang Trung đoạn từ Trường
P=1776 | X=0109.970-0322.040 | Y=0607.610-0618.850 | THPT Trị An đến Cầu Đồng Nai có hiện trạng là
P=1776 | X=0109.970-0245.740 | Y=0619.150-0630.390 | đường nhựa, bê tông xi măng:
P=1776 | X=0091.460-0108.100 | Y=0627.030-0636.350 | 334
P=1776 | X=0375.740-0400.790 | Y=0627.030-0636.350 | 1.700
P=1776 | X=0438.890-0463.940 | Y=0627.030-0636.350 | 1.200
P=1776 | X=0497.470-0522.520 | Y=0627.030-0636.350 | 1.000
P=1776 | X=0109.970-0332.880 | Y=0636.670-0647.910 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1776 | X=0109.970-0351.080 | Y=0654.190-0665.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1776 | X=0109.970-0143.490 | Y=0665.710-0676.950 | ≤400m.
P=1776 | X=0109.970-0342.680 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1776 | X=0091.460-0330.200 | Y=0694.750-0705.990 | 335 và thông ra Đường Quang Trung đoạn từ Trường
P=1776 | X=0375.740-0400.790 | Y=0696.630-0705.950 | 1.200
P=1776 | X=0447.050-0463.690 | Y=0696.630-0705.950 | 840
P=1776 | X=0505.630-0522.270 | Y=0696.630-0705.950 | 720
P=1776 | X=0109.970-0322.040 | Y=0706.290-0717.530 | THPT Trị An đến Cầu Đồng Nai có hiện trạng là
P=1777 | X=0109.970-0245.740 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=1777 | X=0109.970-0333.140 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1777 | X=0109.970-0351.080 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1777 | X=0109.970-0208.780 | Y=0119.090-0130.330 | từ >400m đến ≤600m.
P=1777 | X=0109.970-0333.160 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1777 | X=0109.970-0342.680 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1777 | X=0109.970-0330.200 | Y=0165.650-0176.890 | và thông ra Đường Quang Trung đoạn từ Trường
P=1777 | X=0109.970-0322.040 | Y=0177.170-0188.410 | THPT Trị An đến Cầu Đồng Nai có hiện trạng là
P=1777 | X=0109.970-0245.740 | Y=0188.690-0199.930 | đường nhựa, bê tông xi măng:
P=1777 | X=0091.460-0108.100 | Y=0196.570-0205.890 | 336
P=1777 | X=0383.900-0400.540 | Y=0196.570-0205.890 | 900
P=1777 | X=0447.050-0463.690 | Y=0196.570-0205.890 | 630
P=1777 | X=0505.630-0522.270 | Y=0196.570-0205.890 | 540
P=1777 | X=0109.970-0351.080 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1777 | X=0109.970-0152.110 | Y=0219.630-0228.950 | >1.000m.
P=1777 | X=0109.970-0333.610 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1777 | X=0109.970-0174.620 | Y=0253.030-0264.270 | Đường Quang
P=1777 | X=0195.430-0337.160 | Y=0253.030-0264.270 | Đường Nguyễn Đường Nguyễn
P=1777 | X=0091.460-0108.100 | Y=0260.670-0269.990 | 337
P=1777 | X=0375.740-0400.790 | Y=0260.670-0269.990 | 5.900
P=1777 | X=0438.890-0463.940 | Y=0260.670-0269.990 | 4.100
P=1777 | X=0497.470-0522.520 | Y=0260.670-0269.990 | 3.500
P=1777 | X=0109.970-0136.210 | Y=0266.430-0275.750 | Trung
P=1777 | X=0195.430-0241.110 | Y=0266.430-0275.750 | Tất Thành
P=1777 | X=0268.180-0318.360 | Y=0266.430-0275.750 | Trung Trực
P=1777 | X=0109.970-0324.200 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1777 | X=0109.970-0329.560 | Y=0293.860-0305.100 | Đường Quang Trung đoạn từ Đường Nguyễn Tất
P=1777 | X=0109.970-0343.170 | Y=0305.380-0316.620 | Thành đến Đường Nguyễn Trung Trực có hiện trạng
P=1777 | X=0109.970-0256.300 | Y=0316.900-0328.140 | là đường nhựa, bê tông xi măng:
P=1777 | X=0091.460-0108.100 | Y=0324.780-0334.100 | 338
P=1777 | X=0375.740-0400.790 | Y=0324.780-0334.100 | 2.000
P=1777 | X=0438.890-0463.940 | Y=0324.780-0334.100 | 1.400
P=1777 | X=0497.470-0522.520 | Y=0324.780-0334.100 | 1.200
P=1777 | X=0109.970-0332.880 | Y=0334.420-0345.660 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1777 | X=0109.970-0351.080 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1777 | X=0109.970-0143.490 | Y=0363.220-0374.460 | ≤400m.
P=1777 | X=0109.970-0324.200 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1777 | X=0109.970-0329.560 | Y=0392.520-0403.760 | Đường Quang Trung đoạn từ Đường Nguyễn Tất
P=1777 | X=0109.970-0343.170 | Y=0404.040-0415.280 | Thành đến Đường Nguyễn Trung Trực có hiện trạng
P=1777 | X=0109.970-0256.300 | Y=0415.560-0426.800 | là đường nhựa, bê tông xi măng:
P=1777 | X=0091.460-0333.140 | Y=0432.080-0444.320 | 339 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1777 | X=0375.740-0400.790 | Y=0432.080-0441.400 | 1.500
P=1777 | X=0438.890-0463.940 | Y=0432.080-0441.400 | 1.100
P=1777 | X=0505.630-0522.270 | Y=0432.080-0441.400 | 900
P=1777 | X=0109.970-0351.080 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1777 | X=0109.970-0208.780 | Y=0462.140-0473.380 | từ >400m đến ≤600m.
P=1777 | X=0109.970-0333.150 | Y=0479.660-0490.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1777 | X=0109.970-0324.200 | Y=0497.420-0508.660 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1777 | X=0109.970-0329.560 | Y=0508.940-0520.180 | Đường Quang Trung đoạn từ Đường Nguyễn Tất
P=1777 | X=0109.970-0343.160 | Y=0520.220-0531.460 | Thành đến Đường Nguyễn Trung Trực có hiện trạng
P=1777 | X=0109.970-0256.300 | Y=0531.740-0542.980 | là đường nhựa, bê tông xi măng:
P=1777 | X=0091.460-0108.100 | Y=0539.650-0548.970 | 340
P=1777 | X=0375.740-0400.790 | Y=0539.650-0548.970 | 1.100
P=1777 | X=0447.050-0463.690 | Y=0539.650-0548.970 | 770
P=1777 | X=0505.630-0522.270 | Y=0539.650-0548.970 | 660
P=1777 | X=0109.970-0351.080 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1777 | X=0109.970-0152.130 | Y=0562.690-0572.010 | >1.000m.
P=1777 | X=0109.970-0333.610 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1777 | X=0109.970-0342.680 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1777 | X=0109.970-0328.040 | Y=0607.610-0618.850 | và thông ra Đường Quang Trung đoạn từ Đường
P=1777 | X=0109.970-0350.350 | Y=0619.150-0630.390 | Nguyễn Tất Thành đến Đường Nguyễn Trung Trực có
P=1777 | X=0109.970-0303.610 | Y=0630.670-0641.910 | hiện trạng là đường nhựa, bê tông xi măng:
P=1777 | X=0091.460-0108.100 | Y=0638.550-0647.870 | 341
P=1777 | X=0375.740-0400.790 | Y=0638.550-0647.870 | 1.800
P=1777 | X=0438.890-0463.940 | Y=0638.550-0647.870 | 1.300
P=1777 | X=0497.470-0522.520 | Y=0638.550-0647.870 | 1.100
P=1777 | X=0109.970-0332.880 | Y=0648.190-0659.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1777 | X=0109.970-0351.080 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1777 | X=0109.970-0143.490 | Y=0677.230-0688.470 | ≤400m.
P=1777 | X=0109.970-0342.680 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1777 | X=0091.460-0108.100 | Y=0702.420-0711.740 | 342
P=1777 | X=0375.740-0400.790 | Y=0702.420-0711.740 | 1.400
P=1777 | X=0447.050-0463.690 | Y=0702.420-0711.740 | 980
P=1777 | X=0505.630-0522.270 | Y=0702.420-0711.740 | 840
P=1777 | X=0109.970-0328.040 | Y=0706.290-0717.530 | và thông ra Đường Quang Trung đoạn từ Đường
P=1778 | X=0109.970-0350.350 | Y=0072.500-0083.740 | Nguyễn Tất Thành đến Đường Nguyễn Trung Trực có
P=1778 | X=0109.970-0303.580 | Y=0084.020-0095.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=1778 | X=0109.970-0333.140 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1778 | X=0109.970-0351.080 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1778 | X=0109.970-0208.780 | Y=0130.610-0141.850 | từ >400m đến ≤600m.
P=1778 | X=0109.970-0333.140 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1778 | X=0109.970-0342.680 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1778 | X=0109.970-0328.040 | Y=0177.170-0188.410 | và thông ra Đường Quang Trung đoạn từ Đường
P=1778 | X=0109.970-0350.350 | Y=0188.690-0199.930 | Nguyễn Tất Thành đến Đường Nguyễn Trung Trực có
P=1778 | X=0109.970-0303.580 | Y=0200.230-0211.470 | hiện trạng là đường nhựa, bê tông xi măng:
P=1778 | X=0091.460-0108.100 | Y=0208.110-0217.430 | 343
P=1778 | X=0375.740-0400.790 | Y=0208.110-0217.430 | 1.000
P=1778 | X=0447.050-0463.690 | Y=0208.110-0217.430 | 700
P=1778 | X=0505.630-0522.270 | Y=0208.110-0217.430 | 600
P=1778 | X=0109.970-0351.080 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1778 | X=0109.970-0152.110 | Y=0231.150-0240.470 | >1.000m.
P=1778 | X=0109.970-0333.610 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1778 | X=0268.180-0341.640 | Y=0264.550-0275.790 | Đường Tôn Đức
P=1778 | X=0109.970-0174.620 | Y=0276.070-0287.310 | Đường Quang
P=1778 | X=0195.430-0345.800 | Y=0276.070-0287.310 | Đường bổ sung Thắng (từ ngã ba
P=1778 | X=0091.460-0108.100 | Y=0283.740-0293.060 | 344
P=1778 | X=0375.740-0400.790 | Y=0283.740-0293.060 | 2.900
P=1778 | X=0438.890-0463.940 | Y=0283.740-0293.060 | 2.000
P=1778 | X=0497.470-0522.520 | Y=0283.740-0293.060 | 1.700
P=1778 | X=0195.430-0346.040 | Y=0287.620-0298.860 | liên khu phố 1,2 Điện lực đến suối
P=1778 | X=0109.970-0136.210 | Y=0289.500-0298.820 | Trung
P=1778 | X=0268.180-0330.840 | Y=0301.020-0310.340 | Láng Nguyên)
P=1778 | X=0109.970-0324.200 | Y=0316.900-0328.140 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1778 | X=0109.970-0350.840 | Y=0328.420-0339.660 | Đường Quang Trung đoạn từ Đường bổ sung liên khu
P=1778 | X=0109.970-0342.680 | Y=0339.700-0350.940 | phố 1,2 đến Đường Tôn Đức Thắng (từ ngã ba Điện
P=1778 | X=0109.970-0334.280 | Y=0351.220-0362.460 | lực đến suối Láng Nguyên) có hiện trạng là đường
P=1778 | X=0091.460-0213.080 | Y=0362.740-0374.180 | 345 nhựa, bê tông xi măng:
P=1778 | X=0375.740-0400.790 | Y=0364.860-0374.180 | 1.400
P=1778 | X=0447.050-0463.690 | Y=0364.860-0374.180 | 980
P=1778 | X=0505.630-0522.270 | Y=0364.860-0374.180 | 840
P=1778 | X=0109.970-0332.880 | Y=0380.280-0391.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1778 | X=0109.970-0351.080 | Y=0397.800-0409.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1778 | X=0109.970-0143.490 | Y=0409.320-0420.560 | ≤400m.
P=1778 | X=0109.970-0324.200 | Y=0427.080-0438.320 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1778 | X=0109.970-0350.840 | Y=0438.600-0449.840 | Đường Quang Trung đoạn từ Đường bổ sung liên khu
P=1778 | X=0109.970-0342.680 | Y=0450.140-0461.380 | phố 1,2 đến Đường Tôn Đức Thắng (từ ngã ba Điện
P=1778 | X=0109.970-0334.280 | Y=0461.660-0472.900 | lực đến suối Láng Nguyên) có hiện trạng là đường
P=1778 | X=0109.970-0213.080 | Y=0473.180-0484.420 | nhựa, bê tông xi măng:
P=1778 | X=0091.460-0108.100 | Y=0483.940-0493.260 | 346
P=1778 | X=0375.740-0400.790 | Y=0483.940-0493.260 | 1.300
P=1778 | X=0447.050-0463.690 | Y=0483.940-0493.260 | 910
