TABLE=018 | AREA=Xã Phước An | SECTION=non-agricultural | SEGMENTS=1
P=0610 | X=0113.570-0387.080 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0610 | X=0113.570-0382.060 | Y=0549.530-0560.770 | ra Đường Nguyễn Ái Quốc đoạn từ Đường Hùng Vương (ấp
P=0610 | X=0113.570-0389.030 | Y=0561.050-0572.290 | Thanh Minh) đến Khu công nghiệp 3 giai đoạn 2 xã Phước An
P=0610 | X=0093.140-0320.440 | Y=0572.570-0584.010 | 187 có hiện trạng là đường nhựa, bê tông xi măng:
P=0610 | X=0405.980-0431.030 | Y=0574.690-0584.010 | 2.900
P=0610 | X=0453.770-0478.820 | Y=0574.690-0584.010 | 2.000
P=0610 | X=0497.230-0522.280 | Y=0574.690-0584.010 | 1.700
P=0610 | X=0113.570-0344.650 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0610 | X=0113.570-0390.760 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0610 | X=0113.570-0387.080 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0610 | X=0113.570-0382.060 | Y=0636.910-0648.150 | ra Đường Nguyễn Ái Quốc đoạn từ Đường Hùng Vương (ấp
P=0610 | X=0113.570-0389.030 | Y=0648.430-0659.670 | Thanh Minh) đến Khu công nghiệp 3 giai đoạn 2 xã Phước An
P=0610 | X=0113.570-0320.420 | Y=0659.950-0671.190 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0610 | X=0093.140-0109.780 | Y=0667.830-0677.150 | 188
P=0610 | X=0405.980-0431.030 | Y=0667.830-0677.150 | 2.200
P=0610 | X=0453.770-0478.820 | Y=0667.830-0677.150 | 1.500
P=0610 | X=0497.230-0522.280 | Y=0667.830-0677.150 | 1.300
P=0610 | X=0113.570-0345.120 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0610 | X=0113.570-0366.880 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0610 | X=0113.570-0208.520 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=0611 | X=0113.570-0336.760 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0611 | X=0113.570-0387.080 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0611 | X=0113.570-0382.060 | Y=0107.780-0119.020 | ra Đường Nguyễn Ái Quốc đoạn từ Đường Hùng Vương (ấp
P=0611 | X=0113.570-0389.030 | Y=0119.330-0130.570 | Thanh Minh) đến Khu công nghiệp 3 giai đoạn 2 xã Phước An
P=0611 | X=0113.570-0320.420 | Y=0130.850-0142.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0611 | X=0093.140-0109.780 | Y=0138.730-0148.050 | 189
P=0611 | X=0405.980-0431.030 | Y=0138.730-0148.050 | 1.400
P=0611 | X=0461.930-0478.570 | Y=0138.730-0148.050 | 980
P=0611 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 840
P=0611 | X=0113.570-0354.680 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0611 | X=0113.570-0155.710 | Y=0161.530-0170.850 | >1.000m.
P=0611 | X=0113.570-0337.210 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
