TABLE=029 | AREA=Xã Xuân Định | SECTION=non-agricultural | SEGMENTS=1
P=1086 | X=0414.860-0439.910 | Y=0383.360-0392.680 | 2.600
P=1086 | X=0451.130-0476.180 | Y=0383.360-0392.680 | 1.800
P=1086 | X=0497.230-0522.280 | Y=0383.360-0392.680 | 1.600
P=1086 | X=0106.850-0395.750 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Hồng
P=1086 | X=0106.850-0373.870 | Y=0410.760-0422.000 | Phong đoạn từ Quốc lộ 1 đến Suối Gia Trấp có hiện trạng là
P=1086 | X=0106.850-0242.600 | Y=0422.280-0433.520 | đường nhựa, bê tông xi măng:
P=1086 | X=0090.020-0106.660 | Y=0430.160-0439.480 | 205
P=1086 | X=0414.860-0439.910 | Y=0430.160-0439.480 | 1.200
P=1086 | X=0459.290-0475.930 | Y=0430.160-0439.480 | 840
P=1086 | X=0505.390-0522.030 | Y=0430.160-0439.480 | 720
P=1086 | X=0106.850-0337.930 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1086 | X=0106.850-0384.020 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1086 | X=0106.850-0395.750 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Hồng
P=1086 | X=0106.850-0373.870 | Y=0486.620-0497.860 | Phong đoạn từ Quốc lộ 1 đến Suối Gia Trấp có hiện trạng là
P=1086 | X=0106.850-0242.600 | Y=0498.140-0509.380 | đường nhựa, bê tông xi măng:
P=1086 | X=0090.020-0338.400 | Y=0515.660-0529.740 | 206 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1086 | X=0423.050-0439.690 | Y=0520.420-0529.740 | 770
P=1086 | X=0459.290-0475.930 | Y=0520.420-0529.740 | 540
P=1086 | X=0505.390-0522.030 | Y=0520.420-0529.740 | 460
P=1086 | X=0106.850-0393.740 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1086 | X=0106.850-0167.970 | Y=0544.490-0555.730 | đến ≤1.000m.
P=1086 | X=0106.850-0330.020 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1086 | X=0106.850-0395.750 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Hồng
P=1086 | X=0106.850-0373.870 | Y=0591.290-0602.530 | Phong đoạn từ Quốc lộ 1 đến Suối Gia Trấp có hiện trạng là
P=1086 | X=0106.850-0242.600 | Y=0602.810-0614.050 | đường nhựa, bê tông xi măng:
P=1086 | X=0090.020-0106.690 | Y=0610.690-0620.010 | 207
P=1086 | X=0423.050-0439.690 | Y=0610.690-0620.010 | 580
P=1086 | X=0459.290-0475.930 | Y=0610.690-0620.010 | 410
P=1086 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 350
P=1086 | X=0106.850-0392.640 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1086 | X=0106.850-0330.520 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1086 | X=0106.850-0392.110 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1086 | X=0106.850-0391.180 | Y=0667.150-0678.390 | Đường Lê Hồng Phong đoạn từ Quốc lộ 1 đến Suối Gia Trấp có
P=1086 | X=0090.020-0300.460 | Y=0677.670-0689.910 | 208 hiện trạng là đường nhựa, bê tông xi măng:
P=1086 | X=0414.860-0439.910 | Y=0677.670-0686.990 | 1.100
P=1086 | X=0459.290-0475.930 | Y=0677.670-0686.990 | 770
P=1086 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 660
P=1086 | X=0106.850-0337.930 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1087 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1087 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1087 | X=0106.850-0391.180 | Y=0107.780-0119.020 | Đường Lê Hồng Phong đoạn từ Quốc lộ 1 đến Suối Gia Trấp có
P=1087 | X=0106.850-0300.460 | Y=0119.330-0130.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1087 | X=0090.020-0338.410 | Y=0136.850-0150.930 | 209 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1087 | X=0423.050-0439.690 | Y=0141.610-0150.930 | 690
P=1087 | X=0459.290-0475.930 | Y=0141.610-0150.930 | 480
P=1087 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 410
P=1087 | X=0106.850-0393.740 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1087 | X=0106.850-0167.970 | Y=0165.650-0176.890 | đến ≤1.000m.
P=1087 | X=0106.850-0330.020 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1087 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1087 | X=0106.850-0391.180 | Y=0212.470-0223.710 | Đường Lê Hồng Phong đoạn từ Quốc lộ 1 đến Suối Gia Trấp có
P=1087 | X=0106.850-0300.460 | Y=0223.990-0235.230 | hiện trạng là đường nhựa, bê tông xi măng:
P=1087 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 210
P=1087 | X=0423.050-0439.690 | Y=0231.870-0241.190 | 520
P=1087 | X=0459.290-0475.930 | Y=0231.870-0241.190 | 360
P=1087 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 310
P=1087 | X=0106.850-0392.640 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1087 | X=0106.850-0330.490 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1087 | X=0310.440-0392.140 | Y=0276.790-0288.030 | Ranh giới phường
P=1087 | X=0090.020-0189.180 | Y=0282.580-0293.820 | 211 Đường Suối Rết B
P=1087 | X=0228.100-0271.140 | Y=0284.460-0293.780 | Quốc lộ 1
P=1087 | X=0414.860-0439.910 | Y=0284.460-0293.780 | 1.700
P=1087 | X=0451.130-0476.180 | Y=0284.460-0293.780 | 1.200
P=1087 | X=0497.230-0522.280 | Y=0284.460-0293.780 | 1.000
P=1087 | X=0310.440-0356.120 | Y=0290.220-0299.540 | Hàng Gòn
P=1087 | X=0106.850-0396.540 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối Rết
P=1087 | X=0106.850-0383.750 | Y=0317.620-0328.860 | B đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng Gòn có hiện
P=1087 | X=0106.850-0278.630 | Y=0329.140-0340.380 | trạng là đường nhựa, bê tông xi măng:
P=1087 | X=0090.020-0106.690 | Y=0337.020-0346.340 | 212
P=1087 | X=0423.050-0439.690 | Y=0337.020-0346.340 | 830
P=1087 | X=0459.290-0475.930 | Y=0337.020-0346.340 | 580
P=1087 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 500
P=1087 | X=0106.850-0337.930 | Y=0346.660-0357.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1087 | X=0106.850-0384.050 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1087 | X=0106.850-0396.540 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối Rết
P=1087 | X=0106.850-0383.750 | Y=0393.240-0404.480 | B đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng Gòn có hiện
P=1087 | X=0106.850-0278.630 | Y=0404.760-0416.000 | trạng là đường nhựa, bê tông xi măng:
P=1087 | X=0090.020-0338.400 | Y=0422.280-0436.600 | 213 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1087 | X=0423.050-0439.690 | Y=0427.280-0436.600 | 640
P=1087 | X=0459.290-0475.930 | Y=0427.280-0436.600 | 450
P=1087 | X=0505.390-0522.030 | Y=0427.280-0436.600 | 380
P=1087 | X=0106.850-0393.740 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1087 | X=0106.850-0167.970 | Y=0451.340-0462.580 | đến ≤1.000m.
P=1087 | X=0106.850-0330.020 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1087 | X=0106.850-0396.540 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối Rết
P=1087 | X=0106.850-0383.750 | Y=0498.140-0509.380 | B đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng Gòn có hiện
P=1087 | X=0106.850-0278.630 | Y=0509.660-0520.900 | trạng là đường nhựa, bê tông xi măng:
P=1087 | X=0090.020-0106.660 | Y=0517.540-0526.860 | 214
P=1087 | X=0423.050-0439.690 | Y=0517.540-0526.860 | 510
P=1087 | X=0459.290-0475.930 | Y=0517.540-0526.860 | 360
P=1087 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 310
P=1087 | X=0106.850-0392.640 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1087 | X=0106.850-0330.490 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1087 | X=0106.850-0392.110 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1087 | X=0106.850-0375.820 | Y=0573.770-0585.010 | Đường Suối Rết B đoạn từ Quốc lộ 1 đến Ranh giới phường
P=1087 | X=0106.850-0361.930 | Y=0585.290-0596.530 | Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=1087 | X=0090.020-0106.660 | Y=0593.170-0602.490 | 215
P=1087 | X=0423.050-0439.690 | Y=0593.170-0602.490 | 750
P=1087 | X=0459.290-0475.930 | Y=0593.170-0602.490 | 530
P=1087 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 450
P=1087 | X=0106.850-0337.930 | Y=0602.810-0614.050 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1087 | X=0106.850-0384.020 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1087 | X=0106.850-0392.110 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1087 | X=0106.850-0375.820 | Y=0649.630-0660.870 | Đường Suối Rết B đoạn từ Quốc lộ 1 đến Ranh giới phường
P=1087 | X=0106.850-0361.930 | Y=0661.150-0672.390 | Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=1087 | X=0090.020-0106.660 | Y=0674.790-0684.110 | 216
P=1087 | X=0423.050-0439.690 | Y=0674.790-0684.110 | 580
P=1087 | X=0459.290-0475.930 | Y=0674.790-0684.110 | 410
P=1087 | X=0505.390-0522.030 | Y=0674.790-0684.110 | 350
P=1087 | X=0106.850-0338.400 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1087 | X=0106.850-0393.740 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1087 | X=0106.850-0167.970 | Y=0707.730-0718.970 | đến ≤1.000m.
P=1088 | X=0106.850-0330.020 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1088 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1088 | X=0106.850-0375.820 | Y=0107.780-0119.020 | Đường Suối Rết B đoạn từ Quốc lộ 1 đến Ranh giới phường
P=1088 | X=0106.850-0361.930 | Y=0119.330-0130.570 | Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=1088 | X=0090.020-0106.660 | Y=0127.210-0136.530 | 217
P=1088 | X=0423.050-0439.690 | Y=0127.210-0136.530 | 460
P=1088 | X=0459.290-0475.930 | Y=0127.210-0136.530 | 320
P=1088 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 280
P=1088 | X=0106.850-0392.680 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1088 | X=0106.850-0330.490 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1088 | X=0106.850-0204.790 | Y=0172.130-0183.370 | Đường Chiến Thắng -
P=1088 | X=0310.440-0381.560 | Y=0174.010-0183.330 | Ranh giới thành
P=1088 | X=0090.020-0106.660 | Y=0179.530-0188.850 | 218
P=1088 | X=0228.100-0271.140 | Y=0179.530-0188.850 | Quốc lộ 1
P=1088 | X=0414.860-0439.910 | Y=0179.530-0188.850 | 3.100
P=1088 | X=0451.130-0476.180 | Y=0179.530-0188.850 | 2.200
P=1088 | X=0497.230-0522.280 | Y=0179.530-0188.850 | 1.900
P=1088 | X=0106.850-0160.710 | Y=0185.290-0194.610 | Long Khánh
P=1088 | X=0310.440-0383.740 | Y=0185.290-0194.610 | phố Long Khánh
P=1088 | X=0106.850-0384.230 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chiến
P=1088 | X=0106.850-0393.590 | Y=0212.710-0223.950 | Thắng - Long Khánh đoạn từ Quốc lộ 1 đến Ranh giới thành phố
P=1088 | X=0106.850-0370.330 | Y=0224.230-0235.470 | Long Khánh có hiện trạng là đường nhựa, bê tông xi măng:
P=1088 | X=0090.020-0106.660 | Y=0232.110-0241.430 | 219
P=1088 | X=0414.860-0439.910 | Y=0232.110-0241.430 | 1.300
P=1088 | X=0459.290-0475.930 | Y=0232.110-0241.430 | 910
P=1088 | X=0505.390-0522.030 | Y=0232.110-0241.430 | 780
P=1088 | X=0106.850-0337.930 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1088 | X=0106.850-0384.020 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1088 | X=0106.850-0384.230 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chiến
P=1088 | X=0106.850-0393.590 | Y=0288.580-0299.820 | Thắng - Long Khánh đoạn từ Quốc lộ 1 đến Ranh giới thành phố
P=1088 | X=0106.850-0370.330 | Y=0300.100-0311.340 | Long Khánh có hiện trạng là đường nhựa, bê tông xi măng:
P=1088 | X=0090.020-0338.400 | Y=0317.620-0331.700 | 220 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1088 | X=0423.050-0439.690 | Y=0322.380-0331.700 | 830
P=1088 | X=0459.290-0475.930 | Y=0322.380-0331.700 | 580
P=1088 | X=0505.390-0522.030 | Y=0322.380-0331.700 | 500
P=1088 | X=0106.850-0393.740 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1088 | X=0106.850-0167.970 | Y=0346.660-0357.900 | đến ≤1.000m.
P=1088 | X=0106.850-0330.020 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1088 | X=0106.850-0384.230 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chiến
P=1088 | X=0106.850-0393.590 | Y=0393.240-0404.480 | Thắng - Long Khánh đoạn từ Quốc lộ 1 đến Ranh giới thành phố
P=1088 | X=0106.850-0370.330 | Y=0404.760-0416.000 | Long Khánh có hiện trạng là đường nhựa, bê tông xi măng:
P=1088 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 221
P=1088 | X=0423.050-0439.690 | Y=0412.640-0421.960 | 640
P=1088 | X=0459.290-0475.930 | Y=0412.640-0421.960 | 450
P=1088 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 380
P=1088 | X=0106.850-0392.640 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1088 | X=0106.850-0330.490 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1088 | X=0106.850-0392.110 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1088 | X=0106.850-0390.230 | Y=0469.100-0480.340 | Đường Chiến Thắng - Long Khánh đoạn từ Quốc lộ 1 đến Ranh
P=1088 | X=0106.850-0396.670 | Y=0480.620-0491.860 | giới thành phố Long Khánh có hiện trạng là đường nhựa, bê tông
P=1088 | X=0090.020-0144.680 | Y=0492.140-0503.580 | 222 xi măng:
P=1088 | X=0414.860-0439.910 | Y=0494.260-0503.580 | 1.200
P=1088 | X=0459.290-0475.930 | Y=0494.260-0503.580 | 840
P=1088 | X=0505.390-0522.030 | Y=0494.260-0503.580 | 720
P=1088 | X=0106.850-0337.930 | Y=0509.660-0520.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1088 | X=0106.850-0384.020 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1088 | X=0106.850-0392.110 | Y=0544.970-0556.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1088 | X=0106.850-0390.230 | Y=0556.250-0567.490 | Đường Chiến Thắng - Long Khánh đoạn từ Quốc lộ 1 đến Ranh
P=1088 | X=0106.850-0396.670 | Y=0567.770-0579.010 | giới thành phố Long Khánh có hiện trạng là đường nhựa, bê tông
P=1088 | X=0106.850-0144.680 | Y=0579.290-0590.530 | xi măng:
P=1088 | X=0090.020-0338.400 | Y=0596.050-0608.050 | 223 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1088 | X=0423.050-0439.690 | Y=0596.050-0605.370 | 750
P=1088 | X=0459.290-0475.930 | Y=0596.050-0605.370 | 530
P=1088 | X=0505.390-0522.030 | Y=0596.050-0605.370 | 450
P=1088 | X=0106.850-0393.740 | Y=0614.330-0625.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1088 | X=0106.850-0167.970 | Y=0625.870-0637.110 | đến ≤1.000m.
P=1088 | X=0106.850-0330.020 | Y=0643.390-0654.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1088 | X=0106.850-0392.110 | Y=0661.150-0672.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1088 | X=0106.850-0390.230 | Y=0672.670-0683.910 | Đường Chiến Thắng - Long Khánh đoạn từ Quốc lộ 1 đến Ranh
P=1088 | X=0090.020-0106.660 | Y=0680.310-0689.630 | 224
P=1088 | X=0423.050-0439.690 | Y=0680.310-0689.630 | 580
P=1088 | X=0459.290-0475.930 | Y=0680.310-0689.630 | 410
P=1088 | X=0505.390-0522.030 | Y=0680.310-0689.630 | 350
P=1088 | X=0106.850-0396.670 | Y=0684.190-0695.430 | giới thành phố Long Khánh có hiện trạng là đường nhựa, bê tông
P=1088 | X=0106.850-0144.680 | Y=0695.710-0706.950 | xi măng:
P=1089 | X=0106.850-0392.640 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1089 | X=0106.850-0330.490 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1089 | X=0106.850-0220.700 | Y=0113.780-0125.020 | Đường đồi đá Bảo Hòa đi
P=1089 | X=0090.020-0106.660 | Y=0121.450-0130.770 | 225
P=1089 | X=0228.100-0271.140 | Y=0121.450-0130.770 | Quốc lộ 1
P=1089 | X=0310.440-0384.120 | Y=0121.450-0130.770 | Quốc lộ 1+500m
P=1089 | X=0414.860-0439.910 | Y=0121.450-0130.770 | 1.700
P=1089 | X=0451.130-0476.180 | Y=0121.450-0130.770 | 1.200
P=1089 | X=0497.230-0522.280 | Y=0121.450-0130.770 | 1.000
P=1089 | X=0106.850-0160.710 | Y=0127.210-0136.530 | Long Khánh
P=1089 | X=0106.850-0385.410 | Y=0143.090-0154.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đồi đá
P=1089 | X=0106.850-0391.820 | Y=0154.610-0165.850 | Bảo Hòa đi Long Khánh đoạn từ Quốc lộ 1 đến Quốc lộ 1+500m
P=1089 | X=0106.850-0313.700 | Y=0166.130-0177.370 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1089 | X=0090.020-0106.660 | Y=0174.010-0183.330 | 226
P=1089 | X=0423.050-0439.690 | Y=0174.010-0183.330 | 840
P=1089 | X=0459.290-0475.930 | Y=0174.010-0183.330 | 590
P=1089 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 500
P=1089 | X=0106.850-0337.930 | Y=0183.410-0194.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1089 | X=0106.850-0384.020 | Y=0200.950-0212.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1089 | X=0106.850-0385.410 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đồi đá
P=1089 | X=0106.850-0391.820 | Y=0230.230-0241.470 | Bảo Hòa đi Long Khánh đoạn từ Quốc lộ 1 đến Quốc lộ 1+500m
P=1089 | X=0106.850-0313.700 | Y=0241.750-0252.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1089 | X=0090.020-0338.400 | Y=0259.270-0273.590 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1089 | X=0423.050-0439.690 | Y=0264.270-0273.590 | 700
P=1089 | X=0459.290-0475.930 | Y=0264.270-0273.590 | 490
P=1089 | X=0505.390-0522.030 | Y=0264.270-0273.590 | 420
P=1089 | X=0106.850-0393.740 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
