TABLE=003 | AREA=Phường Tam Hiệp | SECTION=non-agricultural | SEGMENTS=1
P=0137 | X=0107.330-0160.290 | Y=0410.520-0421.760 | đến ≤600m.
P=0137 | X=0107.330-0330.500 | Y=0428.040-0439.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0137 | X=0107.330-0387.350 | Y=0445.800-0457.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0137 | X=0107.330-0398.300 | Y=0457.340-0468.580 | Văn Hớn đoạn từ Giáp ranh phường Trấn Biên đến Đường Phạm
P=0137 | X=0107.330-0365.770 | Y=0468.860-0480.100 | Văn Thuận có hiện trạng là đường nhựa, bê tông xi măng:
P=0137 | X=0090.020-0106.660 | Y=0476.740-0486.060 | 277
P=0137 | X=0410.060-0435.110 | Y=0476.740-0486.060 | 5.700
P=0137 | X=0452.810-0477.860 | Y=0476.740-0486.060 | 4.000
P=0137 | X=0497.230-0522.280 | Y=0476.740-0486.060 | 3.400
P=0137 | X=0107.330-0384.740 | Y=0486.380-0497.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0137 | X=0107.330-0330.970 | Y=0503.900-0515.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0137 | X=0107.330-0392.590 | Y=0521.660-0532.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0137 | X=0107.330-0401.510 | Y=0533.210-0544.450 | Đường Huỳnh Văn Hớn đoạn từ Giáp ranh phường Trấn Biên đến
P=0137 | X=0107.330-0398.600 | Y=0544.490-0555.730 | Đường Phạm Văn Thuận có hiện trạng là đường nhựa, bê tông xi
P=0137 | X=0090.020-0135.330 | Y=0556.010-0567.450 | 278 măng:
P=0137 | X=0404.540-0435.110 | Y=0558.130-0567.450 | 12.600
P=0137 | X=0452.810-0477.860 | Y=0558.130-0567.450 | 8.800
P=0137 | X=0497.230-0522.280 | Y=0558.130-0567.450 | 7.600
P=0137 | X=0107.330-0330.240 | Y=0573.530-0584.770 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0137 | X=0107.330-0384.500 | Y=0591.050-0602.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0137 | X=0107.330-0392.590 | Y=0608.810-0620.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0137 | X=0107.330-0401.510 | Y=0620.350-0631.590 | Đường Huỳnh Văn Hớn đoạn từ Giáp ranh phường Trấn Biên đến
P=0137 | X=0107.330-0398.600 | Y=0631.870-0643.110 | Đường Phạm Văn Thuận có hiện trạng là đường nhựa, bê tông xi
P=0137 | X=0107.330-0135.330 | Y=0643.390-0654.630 | măng:
P=0137 | X=0090.020-0330.500 | Y=0659.910-0672.150 | 279 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0137 | X=0410.060-0435.110 | Y=0659.910-0669.230 | 9.200
P=0137 | X=0452.810-0477.860 | Y=0659.910-0669.230 | 6.400
P=0137 | X=0497.230-0522.280 | Y=0659.910-0669.230 | 5.500
P=0137 | X=0107.330-0394.220 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0137 | X=0107.330-0160.290 | Y=0689.950-0701.190 | đến ≤600m.
P=0137 | X=0107.330-0330.500 | Y=0707.490-0718.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0138 | X=0107.330-0392.590 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0138 | X=0107.330-0401.510 | Y=0090.020-0101.260 | Đường Huỳnh Văn Hớn đoạn từ Giáp ranh phường Trấn Biên đến
P=0138 | X=0107.330-0398.600 | Y=0101.540-0112.780 | Đường Phạm Văn Thuận có hiện trạng là đường nhựa, bê tông xi
P=0138 | X=0090.020-0135.330 | Y=0113.060-0124.500 | 280 măng:
P=0138 | X=0410.060-0435.110 | Y=0115.180-0124.500 | 5.100
P=0138 | X=0452.810-0477.860 | Y=0115.180-0124.500 | 3.600
P=0138 | X=0497.230-0522.280 | Y=0115.180-0124.500 | 3.100
P=0138 | X=0107.330-0384.740 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0138 | X=0107.330-0333.620 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0138 | X=0311.640-0385.180 | Y=0165.650-0176.890 | Đường Vũ Hồng
P=0138 | X=0229.300-0273.300 | Y=0167.530-0176.850 | Giáp ranh
P=0138 | X=0090.020-0200.320 | Y=0171.410-0182.650 | 281 Đường Trần Thị Hoa
P=0138 | X=0404.540-0435.110 | Y=0173.290-0182.610 | 19.000
P=0138 | X=0447.290-0477.860 | Y=0173.290-0182.610 | 13.300
P=0138 | X=0491.710-0522.280 | Y=0173.290-0182.610 | 11.400
P=0138 | X=0229.300-0329.480 | Y=0177.170-0188.410 | phường Trấn Biên Phô
P=0138 | X=0107.330-0395.730 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Thị
P=0138 | X=0107.330-0389.750 | Y=0206.470-0217.710 | Hoa đoạn từ Giáp ranh phường Trấn Biên đến Đường Vũ Hồng
P=0138 | X=0107.330-0334.810 | Y=0217.990-0229.230 | Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0138 | X=0090.020-0106.660 | Y=0225.870-0235.190 | 282
P=0138 | X=0404.540-0435.110 | Y=0225.870-0235.190 | 10.700
P=0138 | X=0452.810-0477.860 | Y=0225.870-0235.190 | 7.500
P=0138 | X=0497.230-0522.280 | Y=0225.870-0235.190 | 6.400
P=0138 | X=0107.330-0330.240 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0138 | X=0107.330-0384.520 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0138 | X=0107.330-0395.730 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Thị
P=0138 | X=0107.330-0389.750 | Y=0282.340-0293.580 | Hoa đoạn từ Giáp ranh phường Trấn Biên đến Đường Vũ Hồng
P=0138 | X=0107.330-0334.810 | Y=0293.860-0305.100 | Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0138 | X=0090.020-0330.520 | Y=0311.380-0325.460 | 283 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0138 | X=0410.060-0435.110 | Y=0316.140-0325.460 | 6.200
P=0138 | X=0452.810-0477.860 | Y=0316.140-0325.460 | 4.300
P=0138 | X=0497.230-0522.280 | Y=0316.140-0325.460 | 3.700
P=0138 | X=0107.330-0394.220 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0138 | X=0107.330-0160.290 | Y=0340.420-0351.660 | đến ≤600m.
P=0138 | X=0107.330-0330.500 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0138 | X=0107.330-0395.730 | Y=0375.480-0386.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Thị
P=0138 | X=0107.330-0389.740 | Y=0387.000-0398.240 | Hoa đoạn từ Giáp ranh phường Trấn Biên đến Đường Vũ Hồng
P=0138 | X=0107.330-0334.810 | Y=0398.520-0409.760 | Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0138 | X=0090.020-0106.660 | Y=0406.400-0415.720 | 284
P=0138 | X=0410.060-0435.110 | Y=0406.400-0415.720 | 4.500
P=0138 | X=0452.810-0477.860 | Y=0406.400-0415.720 | 3.200
P=0138 | X=0497.230-0522.280 | Y=0406.400-0415.720 | 2.700
P=0138 | X=0107.330-0384.740 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0138 | X=0107.330-0330.970 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0138 | X=0107.330-0392.590 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0138 | X=0107.330-0388.070 | Y=0462.860-0474.100 | Đường Trần Thị Hoa đoạn từ Giáp ranh phường Trấn Biên đến
P=0138 | X=0107.330-0380.350 | Y=0474.380-0485.620 | Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi
P=0138 | X=0090.020-0135.330 | Y=0485.900-0497.340 | 285 măng:
P=0138 | X=0410.060-0435.110 | Y=0488.020-0497.340 | 9.600
P=0138 | X=0452.810-0477.860 | Y=0488.020-0497.340 | 6.700
P=0138 | X=0497.230-0522.280 | Y=0488.020-0497.340 | 5.800
P=0138 | X=0107.330-0330.240 | Y=0503.420-0514.660 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0138 | X=0107.330-0384.500 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0138 | X=0107.330-0392.590 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0138 | X=0107.330-0388.070 | Y=0550.010-0561.250 | Đường Trần Thị Hoa đoạn từ Giáp ranh phường Trấn Biên đến
P=0138 | X=0107.330-0380.350 | Y=0561.530-0572.770 | Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi
P=0138 | X=0107.330-0135.330 | Y=0573.050-0584.290 | măng:
P=0138 | X=0090.020-0330.500 | Y=0589.810-0601.810 | 286 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0138 | X=0410.060-0435.110 | Y=0589.810-0599.130 | 5.600
P=0138 | X=0452.810-0477.860 | Y=0589.810-0599.130 | 3.900
P=0138 | X=0497.230-0522.280 | Y=0589.810-0599.130 | 3.400
P=0138 | X=0107.330-0394.220 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0138 | X=0107.330-0160.290 | Y=0619.630-0630.870 | đến ≤600m.
P=0138 | X=0107.330-0330.500 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0138 | X=0107.330-0392.590 | Y=0654.910-0666.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0138 | X=0107.330-0388.070 | Y=0666.430-0677.670 | Đường Trần Thị Hoa đoạn từ Giáp ranh phường Trấn Biên đến
P=0138 | X=0090.020-0380.350 | Y=0677.950-0692.030 | 287 Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi
P=0138 | X=0410.060-0435.110 | Y=0682.710-0692.030 | 4.100
P=0138 | X=0452.810-0477.860 | Y=0682.710-0692.030 | 2.900
P=0138 | X=0497.230-0522.280 | Y=0682.710-0692.030 | 2.500
P=0138 | X=0107.330-0135.330 | Y=0689.470-0700.710 | măng:
P=0138 | X=0107.330-0384.740 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0139 | X=0107.330-0333.620 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0139 | X=0311.640-0390.310 | Y=0096.260-0107.500 | Hết ranh thửa đất
P=0139 | X=0311.640-0389.990 | Y=0107.780-0119.020 | số 1, tờ BĐĐC số
P=0139 | X=0311.640-0390.930 | Y=0121.210-0130.530 | 31 về bên phải và
P=0139 | X=0107.330-0310.490 | Y=0125.090-0136.330 | Đường Trạm thuế khu vực Đường Phạm Văn
P=0139 | X=0311.640-0388.630 | Y=0130.850-0142.090 | hết ranh thửa đất
P=0139 | X=0090.020-0106.660 | Y=0132.730-0142.050 | 288
P=0139 | X=0404.540-0435.110 | Y=0132.730-0142.050 | 23.700
P=0139 | X=0447.290-0477.860 | Y=0132.730-0142.050 | 16.600
P=0139 | X=0491.710-0522.280 | Y=0132.730-0142.050 | 14.200
P=0139 | X=0107.330-0112.930 | Y=0138.490-0147.810 | 2
P=0139 | X=0229.300-0257.700 | Y=0138.490-0147.810 | Thuận
P=0139 | X=0311.640-0389.990 | Y=0142.370-0153.610 | số 7, tờ BĐĐC số
P=0139 | X=0311.640-0375.140 | Y=0155.530-0164.850 | 31 về bên trái,
P=0139 | X=0311.640-0393.580 | Y=0165.170-0176.410 | phường Tam Hiệp
P=0139 | X=0107.330-0381.740 | Y=0182.930-0194.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trạm
P=0139 | X=0107.330-0386.620 | Y=0194.450-0205.690 | thuế khu vực 2 đoạn từ Đường Phạm Văn Thuận đến Hết ranh
P=0139 | X=0107.330-0400.300 | Y=0205.990-0217.230 | thửa đất số 1, tờ BĐĐC số 31 về bên phải và hết ranh thửa đất số
P=0139 | X=0107.330-0394.290 | Y=0217.510-0228.750 | 7, tờ BĐĐC số 31 về bên trái, phường Tam Hiệp có hiện trạng là
P=0139 | X=0090.020-0106.660 | Y=0225.390-0234.710 | 289
P=0139 | X=0404.540-0435.110 | Y=0225.390-0234.710 | 13.000
P=0139 | X=0452.810-0477.860 | Y=0225.390-0234.710 | 9.100
P=0139 | X=0497.230-0522.280 | Y=0225.390-0234.710 | 7.800
P=0139 | X=0107.330-0243.080 | Y=0229.030-0240.270 | đường nhựa, bê tông xi măng:
P=0139 | X=0107.330-0330.240 | Y=0246.550-0257.790 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0139 | X=0107.330-0384.500 | Y=0264.070-0275.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0139 | X=0107.330-0381.740 | Y=0281.860-0293.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trạm
P=0139 | X=0107.330-0386.620 | Y=0293.380-0304.620 | thuế khu vực 2 đoạn từ Đường Phạm Văn Thuận đến Hết ranh
P=0139 | X=0107.330-0400.300 | Y=0304.900-0316.140 | thửa đất số 1, tờ BĐĐC số 31 về bên phải và hết ranh thửa đất số
P=0139 | X=0107.330-0394.290 | Y=0316.420-0327.660 | 7, tờ BĐĐC số 31 về bên trái, phường Tam Hiệp có hiện trạng là
P=0139 | X=0107.330-0243.110 | Y=0327.700-0338.940 | đường nhựa, bê tông xi măng:
P=0139 | X=0090.020-0106.660 | Y=0338.700-0348.020 | 290
P=0139 | X=0410.060-0435.110 | Y=0338.700-0348.020 | 7.700
P=0139 | X=0452.810-0477.860 | Y=0338.700-0348.020 | 5.400
P=0139 | X=0497.230-0522.280 | Y=0338.700-0348.020 | 4.600
P=0139 | X=0107.330-0330.500 | Y=0345.220-0356.460 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0139 | X=0107.330-0394.220 | Y=0362.740-0373.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0139 | X=0107.330-0160.290 | Y=0374.280-0385.520 | đến ≤600m.
P=0139 | X=0107.330-0333.370 | Y=0391.800-0403.040 | - Có bề rộng <3m, cách đường giao thông ≤ 200m.
P=0139 | X=0107.330-0381.740 | Y=0409.560-0420.800 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trạm
P=0139 | X=0107.330-0386.620 | Y=0421.080-0432.320 | thuế khu vực 2 đoạn từ Đường Phạm Văn Thuận đến Hết ranh
P=0139 | X=0107.330-0400.300 | Y=0432.600-0443.840 | thửa đất số 1, tờ BĐĐC số 31 về bên phải và hết ranh thửa đất số
P=0139 | X=0107.330-0394.290 | Y=0444.120-0455.360 | 7, tờ BĐĐC số 31 về bên trái, phường Tam Hiệp có hiện trạng là
P=0139 | X=0090.020-0106.660 | Y=0452.020-0461.340 | 291
P=0139 | X=0410.060-0435.110 | Y=0452.020-0461.340 | 5.000
P=0139 | X=0452.810-0477.860 | Y=0452.020-0461.340 | 3.500
P=0139 | X=0497.230-0522.280 | Y=0452.020-0461.340 | 3.000
P=0139 | X=0107.330-0243.080 | Y=0455.660-0466.900 | đường nhựa, bê tông xi măng:
P=0139 | X=0107.330-0384.770 | Y=0473.180-0484.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0139 | X=0107.330-0330.970 | Y=0490.460-0501.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0139 | X=0107.330-0392.590 | Y=0508.220-0519.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0139 | X=0107.330-0386.380 | Y=0519.740-0530.980 | Đường Trạm thuế khu vực 2 đoạn từ Đường Phạm Văn Thuận
P=0139 | X=0107.330-0384.790 | Y=0531.260-0542.500 | đến Hết ranh thửa đất số 1, tờ BĐĐC số 31 về bên phải và hết
P=0139 | X=0107.330-0399.350 | Y=0542.810-0554.050 | ranh thửa đất số 7, tờ BĐĐC số 31 về bên trái, phường Tam Hiệp
P=0139 | X=0090.020-0106.660 | Y=0550.690-0560.010 | 292
P=0139 | X=0404.540-0435.110 | Y=0550.690-0560.010 | 11.700
P=0139 | X=0452.810-0477.860 | Y=0550.690-0560.010 | 8.200
P=0139 | X=0497.230-0522.280 | Y=0550.690-0560.010 | 7.000
P=0139 | X=0107.330-0314.180 | Y=0554.330-0565.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0139 | X=0107.330-0330.240 | Y=0571.850-0583.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0139 | X=0107.330-0384.500 | Y=0589.370-0600.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0139 | X=0107.330-0392.590 | Y=0607.130-0618.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0139 | X=0107.330-0386.380 | Y=0618.670-0629.910 | Đường Trạm thuế khu vực 2 đoạn từ Đường Phạm Văn Thuận
P=0139 | X=0107.330-0384.790 | Y=0630.190-0641.430 | đến Hết ranh thửa đất số 1, tờ BĐĐC số 31 về bên phải và hết
P=0139 | X=0107.330-0399.350 | Y=0641.710-0652.950 | ranh thửa đất số 7, tờ BĐĐC số 31 về bên trái, phường Tam Hiệp
P=0139 | X=0090.020-0314.180 | Y=0653.230-0664.670 | 293 có hiện trạng là đường nhựa, bê tông xi măng:
P=0139 | X=0410.060-0435.110 | Y=0655.350-0664.670 | 6.900
P=0139 | X=0452.810-0477.860 | Y=0655.350-0664.670 | 4.800
P=0139 | X=0497.230-0522.280 | Y=0655.350-0664.670 | 4.100
P=0139 | X=0107.330-0330.500 | Y=0670.510-0681.750 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0139 | X=0107.330-0394.220 | Y=0688.030-0699.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0139 | X=0107.330-0160.290 | Y=0699.550-0710.790 | đến ≤600m.
P=0140 | X=0107.330-0330.500 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0140 | X=0107.330-0392.590 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0140 | X=0107.330-0386.380 | Y=0107.780-0119.020 | Đường Trạm thuế khu vực 2 đoạn từ Đường Phạm Văn Thuận
P=0140 | X=0107.330-0384.790 | Y=0119.330-0130.570 | đến Hết ranh thửa đất số 1, tờ BĐĐC số 31 về bên phải và hết
P=0140 | X=0107.330-0399.350 | Y=0130.850-0142.090 | ranh thửa đất số 7, tờ BĐĐC số 31 về bên trái, phường Tam Hiệp
P=0140 | X=0090.020-0106.660 | Y=0138.730-0148.050 | 294
P=0140 | X=0410.060-0435.110 | Y=0138.730-0148.050 | 4.500
P=0140 | X=0452.810-0477.860 | Y=0138.730-0148.050 | 3.200
P=0140 | X=0497.230-0522.280 | Y=0138.730-0148.050 | 2.700
P=0140 | X=0107.330-0314.180 | Y=0142.370-0153.610 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0140 | X=0107.330-0384.740 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0140 | X=0107.330-0333.620 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0140 | X=0229.780-0273.780 | Y=0196.810-0206.130 | Giáp ranh
P=0140 | X=0090.020-0214.630 | Y=0200.710-0211.950 | 295 Đường Nguyễn Ái Quốc
P=0140 | X=0312.120-0390.670 | Y=0202.590-0211.910 | Ngã 4 Tân Phong
P=0140 | X=0404.540-0435.110 | Y=0202.590-0211.910 | 40.600
P=0140 | X=0447.290-0477.860 | Y=0202.590-0211.910 | 28.400
P=0140 | X=0491.710-0522.280 | Y=0202.590-0211.910 | 24.400
P=0140 | X=0229.780-0311.700 | Y=0206.470-0217.710 | phường Trấn Biên
P=0140 | X=0107.330-0392.870 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0140 | X=0107.330-0380.590 | Y=0235.750-0246.990 | Ái Quốc đoạn từ Giáp ranh phường Trấn Biên đến Ngã 4 Tân
P=0140 | X=0107.330-0345.860 | Y=0247.270-0258.510 | Phong có hiện trạng là đường nhựa, bê tông xi măng:
P=0140 | X=0090.020-0106.660 | Y=0255.150-0264.470 | 296
P=0140 | X=0404.540-0435.110 | Y=0255.150-0264.470 | 17.600
P=0140 | X=0447.290-0477.860 | Y=0255.150-0264.470 | 12.300
P=0140 | X=0491.710-0522.280 | Y=0255.150-0264.470 | 10.600
P=0140 | X=0107.330-0330.240 | Y=0264.790-0276.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0140 | X=0107.330-0384.500 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0140 | X=0107.330-0392.870 | Y=0300.100-0311.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0140 | X=0107.330-0380.590 | Y=0311.620-0322.860 | Ái Quốc đoạn từ Giáp ranh phường Trấn Biên đến Ngã 4 Tân
P=0140 | X=0107.330-0345.860 | Y=0323.140-0334.380 | Phong có hiện trạng là đường nhựa, bê tông xi măng:
P=0140 | X=0090.020-0330.500 | Y=0340.660-0354.740 | 297 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0140 | X=0404.540-0435.110 | Y=0345.420-0354.740 | 11.500
