TABLE=056 | AREA=Phường Bình Phước | SECTION=non-agricultural | SEGMENTS=1
P=1906 | X=0497.230-0522.280 | Y=0531.940-0541.260 | 2.000
P=1906 | X=0107.330-0311.450 | Y=0535.850-0547.090 | Bình Phước hoặc Giáp ranh xã lâm tỉnh Bình
P=1906 | X=0319.080-0336.360 | Y=0541.610-0552.850 | (cũ)
P=1906 | X=0107.330-0303.460 | Y=0547.370-0558.610 | Tiến Hưng (cũ) trong phạm vi Phước (cũ)
P=1906 | X=0107.330-0233.540 | Y=0560.770-0570.090 | 200m trở lên có bề rộng mặt
P=1906 | X=0107.330-0238.420 | Y=0570.410-0581.650 | đường từ 4m trở lên đã được
P=1906 | X=0107.330-0231.510 | Y=0581.930-0593.170 | đầu tư mặt đường nhựa, bê
P=1906 | X=0107.330-0164.770 | Y=0593.450-0604.690 | tông xi măng
P=1906 | X=0107.330-0234.640 | Y=0611.450-0622.690 | Các tuyến đường giao thông
P=1906 | X=0107.330-0246.400 | Y=0622.750-0633.990 | đấu nối trực tiếp ra Đường Phú
P=1906 | X=0319.080-0374.230 | Y=0628.510-0639.750 | Hết ranh đất
P=1906 | X=0107.330-0248.060 | Y=0634.270-0645.510 | Riềng Đỏ từ HLLG vào sâu trên
P=1906 | X=0252.820-0311.230 | Y=0640.030-0651.270 | Đường Hùng
P=1906 | X=0319.080-0378.140 | Y=0641.910-0651.230 | Chi cục Kiểm
P=1906 | X=0090.020-0249.380 | Y=0645.790-0657.030 | 576 200m đến 500m có bề rộng mặt
P=1906 | X=0391.820-0416.870 | Y=0647.670-0656.990 | 3.400
P=1906 | X=0435.290-0460.340 | Y=0647.670-0656.990 | 2.400
P=1906 | X=0497.230-0522.280 | Y=0647.670-0656.990 | 2.000
P=1906 | X=0252.820-0284.100 | Y=0651.550-0662.790 | Vương
P=1906 | X=0319.080-0377.710 | Y=0653.430-0662.750 | lâm tỉnh Bình
P=1906 | X=0107.330-0238.420 | Y=0657.310-0668.550 | đường từ 4m trở lên đã được
P=1906 | X=0319.080-0369.720 | Y=0663.070-0674.310 | Phước (cũ)
P=1906 | X=0107.330-0231.510 | Y=0668.830-0680.070 | đầu tư mặt đường nhựa, bê
P=1906 | X=0107.330-0164.770 | Y=0680.350-0691.590 | tông xi măng
P=1906 | X=0090.020-0234.640 | Y=0698.350-0709.590 | 577 Các tuyến đường giao thông
P=1906 | X=0252.820-0376.520 | Y=0698.350-0709.590 | Giáp ranh đất Giáp ranh xã
P=1906 | X=0391.820-0416.870 | Y=0700.230-0709.550 | 3.000
P=1906 | X=0435.290-0460.340 | Y=0700.230-0709.550 | 2.100
P=1906 | X=0497.230-0522.280 | Y=0700.230-0709.550 | 1.800
P=1907 | X=0107.330-0366.680 | Y=0072.740-0083.980 | đấu nối trực tiếp ra Đường Phú Chi cục Kiểm Tiến Hưng
P=1907 | X=0107.330-0336.360 | Y=0084.260-0095.500 | Riềng Đỏ từ HLLG vào sâu trên lâm tỉnh Bình (cũ)
P=1907 | X=0107.330-0303.460 | Y=0095.780-0107.020 | 200m đến 500m có bề rộng mặt Phước (cũ)
P=1907 | X=0107.330-0238.420 | Y=0107.300-0118.540 | đường từ 4m trở lên đã được
P=1907 | X=0107.330-0231.510 | Y=0118.850-0130.090 | đầu tư mặt đường nhựa, bê
P=1907 | X=0107.330-0164.760 | Y=0130.370-0141.610 | tông xi măng
P=1907 | X=0107.330-0234.640 | Y=0148.370-0159.610 | Các tuyến đường giao thông
P=1907 | X=0107.330-0244.720 | Y=0159.650-0170.890 | đấu nối trực tiếp ra đường Phú
P=1907 | X=0107.330-0248.060 | Y=0171.170-0182.410 | Riềng Đỏ từ HLLG vào sâu trên
P=1907 | X=0107.330-0242.020 | Y=0182.690-0193.930 | 500m có khoảng cách từ điểm
P=1907 | X=0319.080-0374.230 | Y=0188.450-0199.690 | Hết ranh đất
P=1907 | X=0107.330-0220.960 | Y=0194.210-0205.450 | đấu nối đến Đường Hùng
P=1907 | X=0252.820-0311.230 | Y=0199.990-0211.230 | Đường Hùng
P=1907 | X=0319.080-0378.140 | Y=0201.870-0211.190 | Chi cục Kiểm
P=1907 | X=0090.020-0238.460 | Y=0205.750-0216.990 | 578 Vương hoặc Hết ranh đất Chi
P=1907 | X=0391.820-0416.870 | Y=0207.630-0216.950 | 3.300
P=1907 | X=0435.290-0460.340 | Y=0207.630-0216.950 | 2.300
P=1907 | X=0497.230-0522.280 | Y=0207.630-0216.950 | 2.000
P=1907 | X=0252.820-0284.100 | Y=0211.510-0222.750 | Vương
P=1907 | X=0319.080-0377.710 | Y=0213.390-0222.710 | lâm tỉnh Bình
P=1907 | X=0107.330-0243.220 | Y=0217.270-0228.510 | cục Kiểm lâm tỉnh Bình Phước
P=1907 | X=0319.080-0369.720 | Y=0223.030-0234.270 | Phước (cũ)
P=1907 | X=0107.330-0247.620 | Y=0228.790-0240.030 | (cũ) trong phạm vi 200m trở lên
P=1907 | X=0107.330-0251.270 | Y=0240.310-0251.550 | có bề rộng mặt đường từ 4m trở
P=1907 | X=0107.330-0245.230 | Y=0251.830-0263.070 | lên đã được đầu tư mặt đường
P=1907 | X=0107.330-0207.720 | Y=0263.350-0274.590 | nhựa, bê tông xi măng
P=1907 | X=0107.330-0234.640 | Y=0281.380-0292.620 | Các tuyến đường giao thông
P=1907 | X=0107.330-0244.720 | Y=0292.900-0304.140 | đấu nối trực tiếp ra đường Phú
P=1907 | X=0107.330-0248.060 | Y=0304.420-0315.660 | Riềng Đỏ từ HLLG vào sâu trên
P=1907 | X=0107.330-0242.020 | Y=0315.700-0326.940 | 500m có khoảng cách từ điểm
P=1907 | X=0252.820-0313.480 | Y=0321.460-0332.700 | Giáp ranh đất
P=1907 | X=0107.330-0240.860 | Y=0327.220-0338.460 | đấu nối đến Giáp ranh đất Chi
P=1907 | X=0319.080-0376.520 | Y=0329.100-0338.420 | Giáp ranh xã
P=1907 | X=0252.820-0311.880 | Y=0334.860-0344.180 | Chi cục Kiểm
P=1907 | X=0090.020-0243.220 | Y=0338.740-0349.980 | 579 cục Kiểm lâm tỉnh Bình Phước
P=1907 | X=0319.080-0366.680 | Y=0338.740-0349.980 | Tiến Hưng
P=1907 | X=0391.820-0416.870 | Y=0340.620-0349.940 | 2.900
P=1907 | X=0435.290-0460.340 | Y=0340.620-0349.940 | 2.000
P=1907 | X=0497.230-0522.280 | Y=0340.620-0349.940 | 1.700
P=1907 | X=0252.820-0311.450 | Y=0346.380-0355.700 | lâm tỉnh Bình
P=1907 | X=0107.330-0239.430 | Y=0350.260-0361.500 | hoặc Giáp ranh xã Tiến Hưng
P=1907 | X=0319.080-0336.360 | Y=0350.260-0361.500 | (cũ)
P=1907 | X=0252.820-0303.460 | Y=0356.020-0367.260 | Phước (cũ)
P=1907 | X=0107.330-0247.620 | Y=0361.780-0373.020 | (cũ) trong phạm vi 200m trở lên
P=1907 | X=0107.330-0251.270 | Y=0373.320-0384.560 | có bề rộng mặt đường từ 4m trở
P=1907 | X=0107.330-0245.230 | Y=0384.840-0396.080 | lên đã được đầu tư mặt đường
P=1907 | X=0107.330-0207.720 | Y=0396.360-0407.600 | nhựa, bê tông xi măng
P=1907 | X=0107.330-0234.640 | Y=0414.360-0425.600 | Các tuyến đường giao thông
P=1907 | X=0107.330-0246.400 | Y=0425.880-0437.120 | đấu nối trực tiếp ra Đường Phú
P=1907 | X=0319.080-0374.230 | Y=0425.880-0437.120 | Hết ranh đất
P=1907 | X=0107.330-0311.230 | Y=0437.400-0448.640 | Riềng Đỏ từ HLLG vào sâu trên Đường Hùng
P=1907 | X=0319.080-0378.140 | Y=0439.280-0448.600 | Chi cục Kiểm
P=1907 | X=0090.020-0106.660 | Y=0445.040-0454.360 | 580
P=1907 | X=0391.820-0416.870 | Y=0445.040-0454.360 | 3.000
P=1907 | X=0435.290-0460.340 | Y=0445.040-0454.360 | 2.100
P=1907 | X=0497.230-0522.280 | Y=0445.040-0454.360 | 1.800
P=1907 | X=0107.330-0284.100 | Y=0448.940-0460.180 | 500m có bề rộng mặt đường từ Vương
P=1907 | X=0319.080-0377.710 | Y=0450.820-0460.140 | lâm tỉnh Bình
P=1907 | X=0107.330-0244.580 | Y=0460.220-0471.460 | 4m trở lên đã được đầu tư mặt
P=1907 | X=0319.080-0369.720 | Y=0460.220-0471.460 | Phước (cũ)
P=1907 | X=0107.330-0240.360 | Y=0471.740-0482.980 | đường nhựa, bê tông xi măng
P=1907 | X=0107.330-0234.640 | Y=0489.740-0500.980 | Các tuyến đường giao thông
P=1907 | X=0107.330-0313.480 | Y=0501.260-0512.500 | đấu nối trực tiếp ra Đường Phú Giáp ranh đất
P=1907 | X=0319.080-0376.520 | Y=0508.900-0518.220 | Giáp ranh xã
P=1907 | X=0107.330-0311.880 | Y=0512.780-0524.020 | Riềng Đỏ từ HLLG vào sâu trên Chi cục Kiểm
P=1907 | X=0319.080-0366.680 | Y=0518.540-0529.780 | Tiến Hưng
P=1907 | X=0090.020-0106.660 | Y=0520.420-0529.740 | 581
P=1907 | X=0391.820-0416.870 | Y=0520.420-0529.740 | 2.600
P=1907 | X=0435.290-0460.340 | Y=0520.420-0529.740 | 1.800
P=1907 | X=0497.230-0522.280 | Y=0520.420-0529.740 | 1.600
P=1907 | X=0107.330-0311.450 | Y=0524.300-0535.540 | 500m có bề rộng mặt đường từ lâm tỉnh Bình
P=1907 | X=0319.080-0336.360 | Y=0530.060-0541.300 | (cũ)
P=1907 | X=0107.330-0303.460 | Y=0535.850-0547.090 | 4m trở lên đã được đầu tư mặt Phước (cũ)
P=1907 | X=0107.330-0240.360 | Y=0547.370-0558.610 | đường nhựa, bê tông xi măng
P=1907 | X=0107.330-0234.640 | Y=0565.370-0576.610 | Các tuyến đường giao thông
P=1907 | X=0107.330-0246.400 | Y=0576.890-0588.130 | đấu nối trực tiếp ra Đường Phú
P=1907 | X=0107.330-0247.390 | Y=0588.410-0599.650 | Riềng Đỏ từ HLLG vào sâu đến
P=1907 | X=0107.330-0242.020 | Y=0599.930-0611.170 | 100m có khoảng cách từ điểm
P=1907 | X=0319.080-0374.230 | Y=0605.690-0616.930 | Hết ranh đất
P=1907 | X=0107.330-0220.960 | Y=0611.450-0622.690 | đấu nối đến Đường Hùng
P=1907 | X=0252.820-0311.230 | Y=0617.230-0628.470 | Đường Hùng
P=1907 | X=0319.080-0378.140 | Y=0619.110-0628.430 | Chi cục Kiểm
P=1907 | X=0090.020-0238.460 | Y=0622.750-0633.990 | 582 Vương hoặc Hết ranh đất Chi
P=1907 | X=0391.820-0416.870 | Y=0624.630-0633.950 | 3.300
P=1907 | X=0435.290-0460.340 | Y=0624.630-0633.950 | 2.300
P=1907 | X=0497.230-0522.280 | Y=0624.630-0633.950 | 2.000
P=1907 | X=0252.820-0284.100 | Y=0628.510-0639.750 | Vương
P=1907 | X=0319.080-0377.710 | Y=0630.390-0639.710 | lâm tỉnh Bình
P=1907 | X=0107.330-0243.220 | Y=0634.270-0645.510 | cục Kiểm lâm tỉnh Bình Phước
P=1907 | X=0319.080-0369.720 | Y=0640.030-0651.270 | Phước (cũ)
P=1907 | X=0107.330-0247.620 | Y=0645.790-0657.030 | (cũ) trong phạm vi 200m trở lên
P=1907 | X=0107.330-0247.280 | Y=0657.310-0668.550 | có bề rộng mặt đường dưới 4m
P=1907 | X=0107.330-0229.120 | Y=0668.830-0680.070 | đã được đầu tư mặt đường
P=1907 | X=0107.330-0207.720 | Y=0680.350-0691.590 | nhựa, bê tông xi măng
P=1907 | X=0090.020-0234.640 | Y=0698.350-0709.590 | 583 Các tuyến đường giao thông
P=1907 | X=0252.820-0376.520 | Y=0698.350-0709.590 | Giáp ranh đất Giáp ranh xã
P=1907 | X=0391.820-0416.870 | Y=0700.230-0709.550 | 2.900
P=1907 | X=0435.290-0460.340 | Y=0700.230-0709.550 | 2.000
P=1907 | X=0497.230-0522.280 | Y=0700.230-0709.550 | 1.700
P=1908 | X=0107.330-0366.680 | Y=0072.740-0083.980 | đấu nối trực tiếp ra Đường Phú Chi cục Kiểm Tiến Hưng
P=1908 | X=0107.330-0336.360 | Y=0084.260-0095.500 | Riềng Đỏ từ HLLG vào sâu đến lâm tỉnh Bình (cũ)
P=1908 | X=0107.330-0303.460 | Y=0095.780-0107.020 | 100m có khoảng cách từ điểm Phước (cũ)
P=1908 | X=0107.330-0240.860 | Y=0107.300-0118.540 | đấu nối đến Giáp ranh đất Chi
P=1908 | X=0107.330-0243.220 | Y=0118.850-0130.090 | cục Kiểm lâm tỉnh Bình Phước
P=1908 | X=0107.330-0239.430 | Y=0130.370-0141.610 | hoặc Giáp ranh xã Tiến Hưng
P=1908 | X=0107.330-0247.620 | Y=0141.650-0152.890 | (cũ) trong phạm vi 200m trở lên
P=1908 | X=0107.330-0247.280 | Y=0153.170-0164.410 | có bề rộng Mặt đường dưới 4m
P=1908 | X=0107.330-0229.120 | Y=0164.690-0175.930 | đã được đầu tư mặt đường
P=1908 | X=0107.330-0207.720 | Y=0176.210-0187.450 | nhựa, bê tông xi măng
P=1908 | X=0107.330-0234.640 | Y=0194.210-0205.450 | Các tuyến đường giao thông
P=1908 | X=0107.330-0246.400 | Y=0205.750-0216.990 | đấu nối trực tiếp ra Đường Phú
P=1908 | X=0319.080-0374.230 | Y=0205.750-0216.990 | Hết ranh đất
P=1908 | X=0107.330-0311.230 | Y=0217.270-0228.510 | Riềng Đỏ từ HLLG vào sâu đến Đường Hùng
P=1908 | X=0319.080-0378.140 | Y=0219.150-0228.470 | Chi cục Kiểm
P=1908 | X=0090.020-0106.660 | Y=0224.910-0234.230 | 584
P=1908 | X=0391.820-0416.870 | Y=0224.910-0234.230 | 3.000
P=1908 | X=0435.290-0460.340 | Y=0224.910-0234.230 | 2.100
P=1908 | X=0497.230-0522.280 | Y=0224.910-0234.230 | 1.800
P=1908 | X=0107.330-0234.870 | Y=0228.790-0240.030 | 100m có bề rộng mặt đường
P=1908 | X=0252.820-0284.100 | Y=0228.790-0240.030 | Vương
P=1908 | X=0319.080-0377.710 | Y=0230.670-0239.990 | lâm tỉnh Bình
P=1908 | X=0107.330-0236.900 | Y=0240.310-0251.550 | dưới 4m đã được đầu tư mặt
P=1908 | X=0319.080-0369.720 | Y=0240.310-0251.550 | Phước (cũ)
P=1908 | X=0107.330-0240.360 | Y=0251.830-0263.070 | đường nhựa, bê tông xi măng
P=1908 | X=0107.330-0234.650 | Y=0269.830-0281.070 | Các tuyến đường giao thông
P=1908 | X=0107.330-0313.480 | Y=0281.380-0292.620 | đấu nối trực tiếp ra Đường Phú Giáp ranh đất
P=1908 | X=0319.080-0376.520 | Y=0289.020-0298.340 | Giáp ranh xã
P=1908 | X=0107.330-0311.880 | Y=0292.900-0304.140 | Riềng Đỏ từ HLLG vào sâu đến Chi cục Kiểm
P=1908 | X=0319.080-0366.680 | Y=0298.660-0309.900 | Tiến Hưng
P=1908 | X=0090.020-0106.660 | Y=0300.540-0309.860 | 585
P=1908 | X=0391.820-0416.870 | Y=0300.540-0309.860 | 2.600
P=1908 | X=0435.290-0460.340 | Y=0300.540-0309.860 | 1.800
P=1908 | X=0497.230-0522.280 | Y=0300.540-0309.860 | 1.600
P=1908 | X=0107.330-0234.870 | Y=0304.420-0315.660 | 100m có bề rộng mặt đường
P=1908 | X=0252.820-0311.450 | Y=0306.300-0315.620 | lâm tỉnh Bình
P=1908 | X=0319.080-0336.360 | Y=0309.940-0321.180 | (cũ)
P=1908 | X=0107.330-0236.900 | Y=0315.700-0326.940 | dưới 4m đã được đầu tư mặt
P=1908 | X=0252.820-0303.460 | Y=0315.700-0326.940 | Phước (cũ)
P=1908 | X=0107.330-0240.360 | Y=0327.220-0338.460 | đường nhựa, bê tông xi măng
P=1908 | X=0107.330-0234.640 | Y=0345.220-0356.460 | Các tuyến đường giao thông
P=1908 | X=0107.330-0246.400 | Y=0356.740-0367.980 | đấu nối trực tiếp ra Đường Phú
P=1908 | X=0107.330-0248.060 | Y=0368.280-0379.520 | Riềng Đỏ từ HLLG vào sâu trên
P=1908 | X=0107.330-0228.630 | Y=0379.800-0391.040 | 100m đến 200m có khoảng
P=1908 | X=0107.330-0220.470 | Y=0391.320-0402.560 | cách từ điểm đấu nối đến
P=1908 | X=0319.080-0374.230 | Y=0391.320-0402.560 | Hết ranh đất
P=1908 | X=0107.330-0311.230 | Y=0402.840-0414.080 | Đường Hùng Vương hoặc Hết Đường Hùng
P=1908 | X=0319.080-0378.140 | Y=0404.720-0414.040 | Chi cục Kiểm
P=1908 | X=0090.020-0106.660 | Y=0410.480-0419.800 | 586
P=1908 | X=0391.820-0416.870 | Y=0410.480-0419.800 | 3.000
P=1908 | X=0435.290-0460.340 | Y=0410.480-0419.800 | 2.100
P=1908 | X=0497.230-0522.280 | Y=0410.480-0419.800 | 1.800
P=1908 | X=0107.330-0284.100 | Y=0414.360-0425.600 | ranh đất Chi cục Kiểm lâm tỉnh Vương
P=1908 | X=0319.080-0377.710 | Y=0416.240-0425.560 | lâm tỉnh Bình
P=1908 | X=0107.330-0244.730 | Y=0425.880-0437.120 | Bình Phước (cũ) trong phạm vi
P=1908 | X=0319.080-0349.800 | Y=0425.880-0437.120 | Phước
P=1908 | X=0107.330-0233.540 | Y=0439.280-0448.600 | 200m trở lên có bề rộng mặt
P=1908 | X=0107.330-0250.200 | Y=0448.940-0460.180 | đường dưới 4m đã được đầu tư
P=1908 | X=0107.330-0231.980 | Y=0460.220-0471.460 | mặt đường nhựa, bê tông xi
P=1908 | X=0107.330-0132.610 | Y=0471.740-0482.980 | măng
P=1908 | X=0107.330-0234.640 | Y=0489.740-0500.980 | Các tuyến đường giao thông
P=1908 | X=0107.330-0246.400 | Y=0501.260-0512.500 | đấu nối trực tiếp ra Đường Phú
P=1908 | X=0107.330-0248.060 | Y=0512.780-0524.020 | Riềng Đỏ từ HLLG vào sâu trên
P=1908 | X=0107.330-0228.630 | Y=0524.300-0535.540 | 100m đến 200m có khoảng
P=1908 | X=0107.330-0313.480 | Y=0535.850-0547.090 | cách từ điểm đấu nối đến Giáp Giáp ranh đất
P=1908 | X=0107.330-0376.530 | Y=0547.370-0558.610 | ranh đất Chi cục Kiểm lâm tỉnh Chi cục Kiểm Giáp ranh xã
P=1908 | X=0090.020-0106.660 | Y=0555.010-0564.330 | 587
P=1908 | X=0391.820-0416.870 | Y=0555.010-0564.330 | 2.600
P=1908 | X=0435.290-0460.340 | Y=0555.010-0564.330 | 1.800
P=1908 | X=0497.230-0522.280 | Y=0555.010-0564.330 | 1.600
P=1908 | X=0107.330-0379.880 | Y=0558.890-0570.130 | Bình Phước hoặc Giáp ranh xã lâm tỉnh Bình Tiến Hưng cũ
P=1908 | X=0107.330-0283.540 | Y=0570.410-0581.650 | Tiến Hưng (cũ) trong phạm vi Phước
P=1908 | X=0107.330-0233.540 | Y=0583.810-0593.130 | 200m trở lên có bề rộng mặt
P=1908 | X=0107.330-0250.200 | Y=0593.450-0604.690 | đường dưới 4m đã được đầu tư
P=1908 | X=0107.330-0231.980 | Y=0604.730-0615.970 | mặt đường nhựa, bê tông xi
P=1908 | X=0107.330-0132.610 | Y=0616.270-0627.510 | măng
P=1908 | X=0107.330-0234.640 | Y=0634.270-0645.510 | Các tuyến đường giao thông
P=1908 | X=0107.330-0246.400 | Y=0645.790-0657.030 | đấu nối trực tiếp ra Đường Phú
P=1908 | X=0319.080-0374.230 | Y=0651.550-0662.790 | Hết ranh đất
P=1908 | X=0107.330-0248.060 | Y=0657.310-0668.550 | Riềng Đỏ từ HLLG vào sâu trên
P=1908 | X=0252.820-0311.230 | Y=0663.070-0674.310 | Đường Hùng
P=1908 | X=0319.080-0378.140 | Y=0664.950-0674.270 | Chi cục Kiểm
P=1908 | X=0090.020-0249.380 | Y=0668.830-0680.070 | 588 100m đến 200m có bề rộng mặt
P=1908 | X=0391.820-0416.870 | Y=0670.710-0680.030 | 2.700
P=1908 | X=0435.290-0460.340 | Y=0670.710-0680.030 | 1.900
P=1908 | X=0497.230-0522.280 | Y=0670.710-0680.030 | 1.600
P=1908 | X=0252.820-0284.100 | Y=0674.590-0685.830 | Vương
P=1908 | X=0319.080-0377.710 | Y=0676.470-0685.790 | lâm tỉnh Bình
P=1908 | X=0107.330-0250.200 | Y=0680.350-0691.590 | đường dưới 4m đã được đầu tư
P=1908 | X=0319.080-0369.720 | Y=0686.110-0697.350 | Phước (cũ)
P=1908 | X=0107.330-0231.980 | Y=0691.870-0703.110 | mặt đường nhựa, bê tông xi
P=1908 | X=0107.330-0132.610 | Y=0703.410-0714.650 | măng
P=1909 | X=0107.330-0234.640 | Y=0078.740-0089.980 | Các tuyến đường giao thông
P=1909 | X=0107.330-0244.720 | Y=0090.260-0101.500 | đấu nối trực tiếp ra đường Phú
P=1909 | X=0252.820-0313.480 | Y=0096.020-0107.260 | Giáp ranh đất
P=1909 | X=0107.330-0248.060 | Y=0101.780-0113.020 | Riềng Đỏ từ HLLG vào sâu trên
P=1909 | X=0319.080-0376.520 | Y=0103.660-0112.980 | Giáp ranh xã
P=1909 | X=0252.820-0311.880 | Y=0109.420-0118.740 | Chi cục Kiểm
P=1909 | X=0090.020-0249.380 | Y=0113.300-0124.540 | 589 100m đến 200m có bề rộng mặt
P=1909 | X=0319.080-0366.680 | Y=0113.300-0124.540 | Tiến Hưng
P=1909 | X=0391.820-0416.870 | Y=0115.180-0124.500 | 2.400
P=1909 | X=0435.290-0460.340 | Y=0115.180-0124.500 | 1.700
P=1909 | X=0497.230-0522.280 | Y=0115.180-0124.500 | 1.400
P=1909 | X=0252.820-0311.450 | Y=0120.970-0130.290 | lâm tỉnh Bình
P=1909 | X=0107.330-0250.200 | Y=0124.850-0136.090 | đường dưới 4m đã được đầu tư
P=1909 | X=0319.080-0336.360 | Y=0124.850-0136.090 | (cũ)
P=1909 | X=0252.820-0303.460 | Y=0130.610-0141.850 | Phước (cũ)
P=1909 | X=0107.330-0231.980 | Y=0136.370-0147.610 | mặt đường nhựa, bê tông xi
P=1909 | X=0107.330-0132.610 | Y=0147.650-0158.890 | măng
P=1909 | X=0107.330-0234.640 | Y=0165.650-0176.890 | Các tuyến đường giao thông
P=1909 | X=0107.330-0246.400 | Y=0177.170-0188.410 | đấu nối trực tiếp ra Đường Phú
P=1909 | X=0107.330-0248.060 | Y=0188.690-0199.930 | Riềng Đỏ từ HLLG vào sâu trên
P=1909 | X=0107.330-0228.630 | Y=0200.230-0211.470 | 200m đến 500m có khoảng
P=1909 | X=0107.330-0220.470 | Y=0211.750-0222.990 | cách từ điểm đấu nối đến
P=1909 | X=0319.080-0374.230 | Y=0211.750-0222.990 | Hết ranh đất
P=1909 | X=0107.330-0311.230 | Y=0223.270-0234.510 | Đường Hùng Vương hoặc Hết Đường Hùng
P=1909 | X=0319.080-0378.140 | Y=0225.150-0234.470 | Chi cục Kiểm
P=1909 | X=0090.020-0106.660 | Y=0230.910-0240.230 | 590
P=1909 | X=0391.820-0416.870 | Y=0230.910-0240.230 | 2.900
P=1909 | X=0435.290-0460.340 | Y=0230.910-0240.230 | 2.000
P=1909 | X=0497.230-0522.280 | Y=0230.910-0240.230 | 1.700
P=1909 | X=0107.330-0284.100 | Y=0234.790-0246.030 | ranh đất Chi cục Kiểm lâm tỉnh Vương
P=1909 | X=0319.080-0377.710 | Y=0236.670-0245.990 | lâm tỉnh Bình
P=1909 | X=0107.330-0244.730 | Y=0246.310-0257.550 | Bình Phước (cũ) trong phạm vi
P=1909 | X=0319.080-0369.720 | Y=0246.310-0257.550 | Phước (cũ)
P=1909 | X=0107.330-0233.540 | Y=0259.710-0269.030 | 200m trở lên có bề rộng mặt
P=1909 | X=0107.330-0250.200 | Y=0269.350-0280.590 | đường dưới 4m đã được đầu tư
P=1909 | X=0107.330-0231.980 | Y=0280.870-0292.110 | mặt đường nhựa, bê tông xi
P=1909 | X=0107.330-0132.610 | Y=0292.420-0303.660 | măng
P=1909 | X=0107.330-0234.640 | Y=0310.420-0321.660 | Các tuyến đường giao thông
P=1909 | X=0107.330-0246.400 | Y=0321.700-0332.940 | đấu nối trực tiếp ra Đường Phú
P=1909 | X=0107.330-0248.060 | Y=0333.220-0344.460 | Riềng Đỏ từ HLLG vào sâu trên
P=1909 | X=0107.330-0228.630 | Y=0344.740-0355.980 | 200m đến 500m có khoảng
P=1909 | X=0107.330-0313.480 | Y=0356.260-0367.500 | cách từ điểm đấu nối đến Giáp Giáp ranh đất
