TABLE=017 | AREA=Xã Đại Phước | SECTION=non-agricultural | SEGMENTS=1
P=0580 | X=0090.020-0381.400 | Y=0403.800-0415.240 | 196 xã Đại Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0580 | X=0424.970-0450.020 | Y=0405.920-0415.240 | 1.400
P=0580 | X=0469.370-0486.010 | Y=0405.920-0415.240 | 980
P=0580 | X=0505.390-0522.030 | Y=0405.920-0415.240 | 840
P=0580 | X=0106.850-0392.690 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0580 | X=0106.850-0330.490 | Y=0438.840-0450.080 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0580 | X=0106.850-0219.750 | Y=0456.620-0467.860 | Đường Trường mầm non
P=0580 | X=0235.540-0410.110 | Y=0462.380-0473.620 | Sông Vàm Mương Đường đê Ông Kèo
P=0580 | X=0090.020-0106.660 | Y=0464.260-0473.580 | 197
P=0580 | X=0424.970-0450.020 | Y=0464.260-0473.580 | 5.800
P=0580 | X=0461.210-0486.260 | Y=0464.260-0473.580 | 4.100
P=0580 | X=0497.230-0522.280 | Y=0464.260-0473.580 | 3.500
P=0580 | X=0106.850-0169.100 | Y=0468.140-0479.380 | Phước Khánh
P=0580 | X=0106.850-0391.910 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0580 | X=0106.850-0403.670 | Y=0497.420-0508.660 | mầm non Phước Khánh đoạn từ Sông Vàm Mương đến Đường đê
P=0580 | X=0106.850-0355.940 | Y=0508.940-0520.180 | Ông Kèo có hiện trạng là đường nhựa, bê tông xi măng:
P=0580 | X=0090.020-0106.660 | Y=0516.820-0526.140 | 198
P=0580 | X=0424.970-0450.020 | Y=0516.820-0526.140 | 2.600
P=0580 | X=0461.210-0486.260 | Y=0516.820-0526.140 | 1.800
P=0580 | X=0497.230-0522.280 | Y=0516.820-0526.140 | 1.600
P=0580 | X=0106.850-0337.930 | Y=0526.220-0537.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0580 | X=0106.850-0384.020 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0580 | X=0106.850-0391.910 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0580 | X=0106.850-0403.670 | Y=0573.050-0584.290 | mầm non Phước Khánh đoạn từ Sông Vàm Mương đến Đường đê
P=0580 | X=0106.850-0355.940 | Y=0584.570-0595.810 | Ông Kèo có hiện trạng là đường nhựa, bê tông xi măng:
P=0580 | X=0090.020-0338.400 | Y=0602.090-0616.410 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0580 | X=0424.970-0450.020 | Y=0607.090-0616.410 | 2.000
P=0580 | X=0461.210-0486.260 | Y=0607.090-0616.410 | 1.400
P=0580 | X=0497.230-0522.280 | Y=0607.090-0616.410 | 1.200
P=0580 | X=0106.850-0413.270 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0580 | X=0106.850-0148.530 | Y=0631.150-0642.390 | ≤1.000m.
P=0580 | X=0106.850-0330.020 | Y=0648.670-0659.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0580 | X=0106.850-0391.910 | Y=0666.430-0677.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0580 | X=0106.850-0403.670 | Y=0677.950-0689.190 | mầm non Phước Khánh đoạn từ Sông Vàm Mương đến Đường đê
P=0580 | X=0090.020-0355.940 | Y=0688.470-0700.710 | 200 Ông Kèo có hiện trạng là đường nhựa, bê tông xi măng:
P=0580 | X=0424.970-0450.020 | Y=0688.470-0697.790 | 1.500
P=0580 | X=0461.210-0486.260 | Y=0688.470-0697.790 | 1.100
P=0580 | X=0505.390-0522.030 | Y=0688.470-0697.790 | 900
P=0580 | X=0106.850-0392.640 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0581 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0581 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0581 | X=0106.850-0406.990 | Y=0107.780-0119.020 | Đường Trường mầm non Phước Khánh đoạn từ Sông Vàm Mương
P=0581 | X=0106.850-0393.080 | Y=0119.330-0130.570 | đến Đường đê Ông Kèo có hiện trạng là đường nhựa, bê tông xi
P=0581 | X=0090.020-0134.850 | Y=0130.850-0142.290 | 201 măng:
P=0581 | X=0424.970-0450.020 | Y=0132.970-0142.290 | 2.300
P=0581 | X=0461.210-0486.260 | Y=0132.970-0142.290 | 1.600
P=0581 | X=0497.230-0522.280 | Y=0132.970-0142.290 | 1.400
P=0581 | X=0106.850-0337.930 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0581 | X=0106.850-0384.020 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0581 | X=0106.850-0392.110 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0581 | X=0106.850-0406.990 | Y=0194.930-0206.170 | Đường Trường mầm non Phước Khánh đoạn từ Sông Vàm Mương
P=0581 | X=0106.850-0393.080 | Y=0206.470-0217.710 | đến Đường đê Ông Kèo có hiện trạng là đường nhựa, bê tông xi
P=0581 | X=0106.850-0134.850 | Y=0217.990-0229.230 | măng:
P=0581 | X=0090.020-0338.400 | Y=0234.750-0246.750 | 202 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0581 | X=0424.970-0450.020 | Y=0234.750-0244.070 | 1.800
P=0581 | X=0461.210-0486.260 | Y=0234.750-0244.070 | 1.300
P=0581 | X=0497.230-0522.280 | Y=0234.750-0244.070 | 1.100
P=0581 | X=0106.850-0413.270 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0581 | X=0106.850-0148.530 | Y=0264.550-0275.790 | ≤1.000m.
P=0581 | X=0106.850-0330.040 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0581 | X=0106.850-0392.110 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0581 | X=0106.850-0406.990 | Y=0311.380-0322.620 | Đường Trường mầm non Phước Khánh đoạn từ Sông Vàm Mương
P=0581 | X=0106.850-0393.080 | Y=0322.900-0334.140 | đến Đường đê Ông Kèo có hiện trạng là đường nhựa, bê tông xi
P=0581 | X=0090.020-0134.850 | Y=0334.420-0345.860 | 203 măng:
P=0581 | X=0424.970-0450.020 | Y=0336.540-0345.860 | 1.400
P=0581 | X=0469.370-0486.010 | Y=0336.540-0345.860 | 980
P=0581 | X=0505.390-0522.030 | Y=0336.540-0345.860 | 840
P=0581 | X=0106.850-0392.670 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0581 | X=0106.850-0330.490 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0581 | X=0106.850-0406.480 | Y=0387.000-0398.240 | Đường vào khu tái định cư Đường Phạm Thái Hết khu tái định cư
P=0581 | X=0090.020-0106.660 | Y=0394.640-0403.960 | 204
P=0581 | X=0424.970-0450.020 | Y=0394.640-0403.960 | 5.700
P=0581 | X=0461.210-0486.260 | Y=0394.640-0403.960 | 4.000
P=0581 | X=0497.230-0522.280 | Y=0394.640-0403.960 | 3.400
P=0581 | X=0106.850-0169.100 | Y=0398.520-0409.760 | Phước Khánh
P=0581 | X=0235.540-0266.820 | Y=0398.520-0409.760 | Bường
P=0581 | X=0322.200-0384.450 | Y=0398.520-0409.760 | Phước Khánh
P=0581 | X=0106.850-0406.290 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu tái
P=0581 | X=0106.850-0399.670 | Y=0427.800-0439.040 | định cư Phước Khánh đoạn từ Đường Phạm Thái Bường đến Hết
P=0581 | X=0106.850-0406.530 | Y=0439.320-0450.560 | khu tái định cư Phước Khánh có hiện trạng là đường nhựa, bê tông
P=0581 | X=0090.020-0144.680 | Y=0450.860-0462.300 | 205 xi măng:
P=0581 | X=0424.970-0450.020 | Y=0452.980-0462.300 | 2.600
P=0581 | X=0461.210-0486.250 | Y=0452.980-0462.300 | 1.800
P=0581 | X=0497.230-0522.280 | Y=0452.980-0462.300 | 1.600
P=0581 | X=0106.850-0337.930 | Y=0468.380-0479.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0581 | X=0106.850-0384.020 | Y=0485.900-0497.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0581 | X=0106.850-0406.270 | Y=0503.660-0514.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu tái
P=0581 | X=0106.850-0399.670 | Y=0515.180-0526.420 | định cư Phước Khánh đoạn từ Đường Phạm Thái Bường đến Hết
P=0581 | X=0106.850-0406.530 | Y=0526.460-0537.700 | khu tái định cư Phước Khánh có hiện trạng là đường nhựa, bê tông
P=0581 | X=0106.850-0144.680 | Y=0538.010-0549.250 | xi măng:
P=0581 | X=0090.020-0338.430 | Y=0554.770-0566.770 | 206 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0581 | X=0424.970-0450.020 | Y=0554.770-0564.090 | 2.000
P=0581 | X=0461.210-0486.260 | Y=0554.770-0564.090 | 1.400
P=0581 | X=0497.230-0522.280 | Y=0554.770-0564.090 | 1.200
P=0581 | X=0106.850-0413.270 | Y=0573.050-0584.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0581 | X=0106.850-0148.530 | Y=0584.570-0595.810 | ≤1.000m.
P=0581 | X=0106.850-0330.020 | Y=0602.090-0613.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0581 | X=0106.850-0406.270 | Y=0619.870-0631.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu tái
P=0581 | X=0106.850-0399.670 | Y=0631.390-0642.630 | định cư Phước Khánh đoạn từ Đường Phạm Thái Bường đến Hết
P=0581 | X=0106.850-0406.530 | Y=0642.910-0654.150 | khu tái định cư Phước Khánh có hiện trạng là đường nhựa, bê tông
P=0581 | X=0090.020-0144.680 | Y=0654.430-0665.870 | 207 xi măng:
P=0581 | X=0424.970-0450.020 | Y=0656.550-0665.870 | 1.500
P=0581 | X=0461.210-0486.260 | Y=0656.550-0665.870 | 1.100
P=0581 | X=0505.390-0522.030 | Y=0656.550-0665.870 | 900
P=0581 | X=0106.850-0392.640 | Y=0671.950-0683.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0581 | X=0106.850-0330.490 | Y=0689.470-0700.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0581 | X=0090.020-0392.110 | Y=0707.250-0718.490 | 208 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0581 | X=0424.970-0450.020 | Y=0709.140-0718.460 | 2.300
P=0581 | X=0461.210-0486.260 | Y=0709.140-0718.460 | 1.600
P=0581 | X=0497.230-0522.280 | Y=0709.140-0718.460 | 1.400
P=0582 | X=0106.850-0413.480 | Y=0072.500-0083.740 | Đường vào khu tái định cư Phước Khánh đoạn từ Đường Phạm Thái
P=0582 | X=0106.850-0413.030 | Y=0084.020-0095.260 | Bường đến Hết khu tái định cư Phước Khánh có hiện trạng là đường
P=0582 | X=0106.850-0209.960 | Y=0095.540-0106.780 | nhựa, bê tông xi măng:
P=0582 | X=0106.850-0337.930 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0582 | X=0106.850-0384.020 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0582 | X=0106.850-0392.110 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0582 | X=0106.850-0413.480 | Y=0159.650-0170.890 | Đường vào khu tái định cư Phước Khánh đoạn từ Đường Phạm Thái
P=0582 | X=0106.850-0413.030 | Y=0171.170-0182.410 | Bường đến Hết khu tái định cư Phước Khánh có hiện trạng là đường
P=0582 | X=0106.850-0210.000 | Y=0184.570-0193.890 | nhựa, bê tông xi măng:
P=0582 | X=0090.020-0338.400 | Y=0199.470-0211.470 | 209 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0582 | X=0424.970-0450.020 | Y=0199.470-0208.790 | 1.800
P=0582 | X=0461.210-0486.260 | Y=0199.470-0208.790 | 1.300
P=0582 | X=0497.230-0522.280 | Y=0199.470-0208.790 | 1.100
P=0582 | X=0106.850-0413.270 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0582 | X=0106.850-0148.530 | Y=0229.270-0240.510 | ≤1.000m.
P=0582 | X=0106.850-0330.020 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0582 | X=0106.850-0392.140 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0582 | X=0106.850-0413.480 | Y=0276.070-0287.310 | Đường vào khu tái định cư Phước Khánh đoạn từ Đường Phạm Thái
P=0582 | X=0106.850-0413.030 | Y=0287.620-0298.860 | Bường đến Hết khu tái định cư Phước Khánh có hiện trạng là đường
P=0582 | X=0090.020-0209.960 | Y=0299.140-0310.580 | 210 nhựa, bê tông xi măng:
P=0582 | X=0424.970-0450.020 | Y=0301.260-0310.580 | 1.400
P=0582 | X=0469.370-0486.010 | Y=0301.260-0310.580 | 980
P=0582 | X=0505.390-0522.030 | Y=0301.260-0310.580 | 840
P=0582 | X=0106.850-0392.640 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0582 | X=0106.850-0330.510 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0582 | X=0106.850-0402.470 | Y=0351.700-0362.940 | Đường nối từ đường Phạm Thái Bường (xã Phước Khánh cũ) đến
P=0582 | X=0090.020-0106.660 | Y=0359.340-0368.660 | 211
P=0582 | X=0424.970-0450.020 | Y=0359.340-0368.660 | 5.800
P=0582 | X=0461.210-0486.260 | Y=0359.340-0368.660 | 4.100
P=0582 | X=0497.230-0522.280 | Y=0359.340-0368.660 | 3.500
P=0582 | X=0106.850-0310.890 | Y=0363.220-0374.460 | sông ông Thuộc Bường (xã Phước Khánh cũ)
P=0582 | X=0106.850-0383.680 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=0582 | X=0106.850-0387.100 | Y=0392.520-0403.760 | đường Phạm Thái Bường đến sông ông Thuộc có hiện trạng là
P=0582 | X=0106.850-0242.600 | Y=0404.040-0415.280 | đường nhựa, bê tông xi măng:
P=0582 | X=0090.020-0106.660 | Y=0411.920-0421.240 | 212
P=0582 | X=0424.970-0450.020 | Y=0411.920-0421.240 | 2.600
P=0582 | X=0461.210-0486.260 | Y=0411.920-0421.240 | 1.800
P=0582 | X=0497.230-0522.280 | Y=0411.920-0421.240 | 1.600
P=0582 | X=0106.850-0337.930 | Y=0421.560-0432.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0582 | X=0106.850-0384.020 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0582 | X=0106.850-0383.680 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=0582 | X=0106.850-0387.100 | Y=0468.380-0479.620 | đường Phạm Thái Bường đến sông ông Thuộc có hiện trạng là
P=0582 | X=0106.850-0242.600 | Y=0479.900-0491.140 | đường nhựa, bê tông xi măng:
P=0582 | X=0090.020-0338.400 | Y=0497.420-0511.500 | 213 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0582 | X=0424.970-0450.020 | Y=0502.180-0511.500 | 2.000
P=0582 | X=0461.210-0486.260 | Y=0502.180-0511.500 | 1.400
P=0582 | X=0497.230-0522.280 | Y=0502.180-0511.500 | 1.200
P=0582 | X=0106.850-0413.270 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0582 | X=0106.850-0148.530 | Y=0526.220-0537.460 | ≤1.000m.
P=0582 | X=0106.850-0330.020 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0582 | X=0106.850-0383.680 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=0582 | X=0106.850-0387.100 | Y=0573.050-0584.290 | đường Phạm Thái Bường đến sông ông Thuộc có hiện trạng là
P=0582 | X=0106.850-0242.600 | Y=0584.570-0595.810 | đường nhựa, bê tông xi măng:
P=0582 | X=0090.020-0106.660 | Y=0592.450-0601.770 | 214
P=0582 | X=0424.970-0450.010 | Y=0592.450-0601.770 | 1.500
P=0582 | X=0461.210-0486.260 | Y=0592.450-0601.770 | 1.100
P=0582 | X=0505.390-0522.030 | Y=0592.450-0601.770 | 900
P=0582 | X=0106.850-0392.640 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0582 | X=0106.850-0330.490 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0582 | X=0106.850-0392.110 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0582 | X=0106.850-0413.750 | Y=0648.910-0660.150 | Đường nối từ đường Phạm Thái Bường đến sông ông Thuộc có hiện
P=0582 | X=0106.850-0278.630 | Y=0660.430-0671.670 | trạng là đường nhựa, bê tông xi măng:
P=0582 | X=0090.020-0106.660 | Y=0668.310-0677.630 | 215
P=0582 | X=0424.970-0450.020 | Y=0668.310-0677.630 | 2.300
P=0582 | X=0461.210-0486.260 | Y=0668.310-0677.630 | 1.600
P=0582 | X=0497.230-0522.280 | Y=0668.310-0677.630 | 1.400
P=0582 | X=0106.850-0337.930 | Y=0677.950-0689.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0582 | X=0106.850-0384.020 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0583 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0583 | X=0106.850-0413.750 | Y=0090.020-0101.260 | Đường nối từ đường Phạm Thái Bường đến sông ông Thuộc có hiện
P=0583 | X=0106.850-0278.630 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0583 | X=0090.020-0338.420 | Y=0119.090-0133.170 | 216 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0583 | X=0424.970-0450.020 | Y=0123.850-0133.170 | 1.800
P=0583 | X=0461.210-0486.260 | Y=0123.850-0133.170 | 1.300
P=0583 | X=0497.230-0522.280 | Y=0123.850-0133.170 | 1.100
P=0583 | X=0106.850-0413.270 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0583 | X=0106.850-0148.530 | Y=0148.130-0159.370 | ≤1.000m.
P=0583 | X=0106.850-0330.020 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0583 | X=0106.850-0392.110 | Y=0183.170-0194.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0583 | X=0106.850-0413.750 | Y=0194.690-0205.930 | Đường nối từ đường Phạm Thái Bường đến sông ông Thuộc có hiện
P=0583 | X=0106.850-0278.630 | Y=0206.230-0217.470 | trạng là đường nhựa, bê tông xi măng:
P=0583 | X=0090.020-0106.660 | Y=0214.110-0223.430 | 217
P=0583 | X=0424.970-0450.020 | Y=0214.110-0223.430 | 1.400
P=0583 | X=0469.370-0486.010 | Y=0214.110-0223.430 | 980
P=0583 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 840
P=0583 | X=0106.850-0392.640 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0583 | X=0106.850-0330.490 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0583 | X=0322.200-0406.860 | Y=0259.030-0270.270 | Đường Lý Thái Tổ,
P=0583 | X=0106.850-0210.400 | Y=0264.790-0276.030 | Đường từ đường Hùng
P=0583 | X=0235.540-0293.950 | Y=0264.790-0276.030 | Đường Hùng
P=0583 | X=0322.200-0394.540 | Y=0270.550-0281.790 | đoạn Từ Đường
P=0583 | X=0090.020-0318.440 | Y=0276.310-0287.550 | 218 Vương đến đường Lý Thái Vương (Đoạn Qua
P=0583 | X=0424.970-0450.020 | Y=0278.190-0287.510 | 5.600
P=0583 | X=0461.210-0486.260 | Y=0278.190-0287.510 | 3.900
