TABLE=028 | AREA=Xã Xuân Phú | SECTION=agricultural | SEGMENTS=1
P=0996 | X=0117.170-0414.300 | Y=0217.990-0229.230 | đất số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số 395,
P=0996 | X=0117.170-0401.980 | Y=0229.510-0240.750 | tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là đường
P=0996 | X=0117.170-0219.840 | Y=0241.030-0252.270 | nhựa, bê tông xi măng:
P=0996 | X=0095.570-0111.740 | Y=0251.790-0261.110 | 237
P=0996 | X=0452.330-0468.500 | Y=0251.790-0261.110 | 260
P=0996 | X=0506.350-0522.520 | Y=0251.790-0261.110 | 150
P=0996 | X=0117.170-0348.040 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0996 | X=0117.170-0404.530 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0996 | X=0117.170-0177.810 | Y=0287.620-0298.860 | đến ≤1.000m.
P=0996 | X=0117.170-0339.880 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0996 | X=0117.170-0402.330 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0996 | X=0117.170-0404.040 | Y=0334.420-0345.660 | Đường XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0996 | X=0117.170-0394.220 | Y=0345.700-0356.940 | đất số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=0996 | X=0117.170-0390.780 | Y=0357.220-0368.460 | 395, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=0996 | X=0095.570-0111.740 | Y=0365.100-0374.420 | 238
P=0996 | X=0452.330-0468.500 | Y=0365.100-0374.420 | 180
P=0996 | X=0506.350-0522.520 | Y=0365.100-0374.420 | 110
P=0996 | X=0117.170-0252.920 | Y=0368.760-0380.000 | đường nhựa, bê tông xi măng:
P=0996 | X=0117.170-0402.530 | Y=0386.280-0397.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0996 | X=0117.170-0340.360 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0996 | X=0327.960-0406.390 | Y=0421.560-0432.800 | Hết ranh thửa đất
P=0996 | X=0327.960-0411.760 | Y=0433.080-0444.320 | số 29, tờ BĐĐC số
P=0996 | X=0327.960-0407.030 | Y=0444.600-0455.840 | 28 về bên phải và
P=0996 | X=0120.050-0219.270 | Y=0450.380-0461.620 | Đường XP20, ấp Bình
P=0996 | X=0235.300-0278.580 | Y=0456.140-0467.380 | Quốc lộ 1
P=0996 | X=0327.960-0406.840 | Y=0456.140-0467.380 | hết ranh thửa đất
P=0996 | X=0095.570-0111.740 | Y=0458.020-0467.340 | 239
P=0996 | X=0452.330-0468.500 | Y=0458.020-0467.340 | 530
P=0996 | X=0506.350-0522.520 | Y=0458.020-0467.340 | 330
P=0996 | X=0117.170-0135.020 | Y=0463.780-0473.100 | Hòa
P=0996 | X=0327.960-0411.760 | Y=0467.660-0478.900 | số 29, tờ BĐĐC số
P=0996 | X=0327.960-0405.060 | Y=0479.180-0490.420 | 46 về bên trái, xã
P=0996 | X=0327.960-0371.250 | Y=0492.340-0501.660 | Xuân Phú
P=0996 | X=0117.170-0409.320 | Y=0508.220-0519.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP20, ấp
P=0996 | X=0117.170-0384.370 | Y=0519.740-0530.980 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 29, tờ
P=0996 | X=0117.170-0408.850 | Y=0531.260-0542.500 | BĐĐC số 28 về bên phải và hết ranh thửa đất số 29, tờ BĐĐC số
P=0996 | X=0117.170-0409.740 | Y=0542.810-0554.050 | 46 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0996 | X=0095.570-0111.740 | Y=0550.690-0560.010 | 240
P=0996 | X=0452.330-0468.500 | Y=0550.690-0560.010 | 350
P=0996 | X=0506.350-0522.520 | Y=0550.690-0560.010 | 200
P=0996 | X=0117.170-0155.000 | Y=0554.330-0565.570 | xi măng:
P=0996 | X=0117.170-0347.560 | Y=0571.850-0583.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0996 | X=0117.170-0394.140 | Y=0589.370-0600.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0996 | X=0117.170-0409.660 | Y=0607.130-0618.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP20, ấp
P=0996 | X=0117.170-0385.230 | Y=0618.670-0629.910 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 29, tờ
P=0996 | X=0117.170-0406.540 | Y=0630.190-0641.430 | BĐĐC số 28 về bên phải và hết ranh thửa đất số 29, tờ BĐĐC số
P=0996 | X=0117.170-0410.140 | Y=0641.710-0652.950 | 46 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0996 | X=0095.570-0154.780 | Y=0653.230-0664.670 | 241 xi măng:
P=0996 | X=0452.330-0468.500 | Y=0655.350-0664.670 | 260
P=0996 | X=0506.350-0522.520 | Y=0655.350-0664.670 | 150
P=0996 | X=0117.170-0348.040 | Y=0670.510-0681.750 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0996 | X=0117.170-0404.530 | Y=0688.030-0699.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0996 | X=0117.170-0177.810 | Y=0699.550-0710.790 | đến ≤1.000m.
P=0997 | X=0117.170-0339.880 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0997 | X=0117.170-0409.280 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP20, ấp
P=0997 | X=0117.170-0384.370 | Y=0107.780-0119.020 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 29, tờ
P=0997 | X=0117.170-0408.850 | Y=0119.330-0130.570 | BĐĐC số 28 về bên phải và hết ranh thửa đất số 29, tờ BĐĐC số
P=0997 | X=0117.170-0409.850 | Y=0130.850-0142.090 | 46 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0997 | X=0095.570-0111.740 | Y=0138.730-0148.050 | 242
P=0997 | X=0452.330-0468.500 | Y=0138.730-0148.050 | 180
P=0997 | X=0506.350-0522.520 | Y=0138.730-0148.050 | 110
P=0997 | X=0117.170-0155.000 | Y=0142.370-0153.610 | xi măng:
P=0997 | X=0117.170-0402.530 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0997 | X=0117.170-0340.360 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0997 | X=0117.170-0402.330 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0997 | X=0117.170-0404.150 | Y=0206.470-0217.710 | Đường XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0997 | X=0117.170-0410.860 | Y=0217.990-0229.230 | đất số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa đất số 29,
P=0997 | X=0117.170-0401.090 | Y=0229.510-0240.750 | tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện trạng là đường
P=0997 | X=0095.570-0111.740 | Y=0237.390-0246.710 | 243
P=0997 | X=0452.330-0468.500 | Y=0237.390-0246.710 | 350
P=0997 | X=0506.350-0522.520 | Y=0237.390-0246.710 | 200
P=0997 | X=0117.170-0220.280 | Y=0241.030-0252.270 | nhựa, bê tông xi măng:
P=0997 | X=0117.170-0347.560 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0997 | X=0117.170-0394.140 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0997 | X=0117.170-0402.460 | Y=0293.860-0305.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0997 | X=0117.170-0404.400 | Y=0305.380-0316.620 | Đường XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0997 | X=0117.170-0408.540 | Y=0316.900-0328.140 | đất số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa đất số 29,
P=0997 | X=0117.170-0401.710 | Y=0328.420-0339.660 | tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện trạng là đường
P=0997 | X=0117.170-0219.840 | Y=0339.700-0350.940 | nhựa, bê tông xi măng:
P=0997 | X=0095.570-0111.740 | Y=0350.700-0360.020 | 244
P=0997 | X=0452.330-0468.500 | Y=0350.700-0360.020 | 260
P=0997 | X=0506.350-0522.520 | Y=0350.700-0360.020 | 150
P=0997 | X=0117.170-0348.040 | Y=0357.220-0368.460 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0997 | X=0117.170-0404.530 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0997 | X=0117.170-0177.810 | Y=0386.280-0397.520 | đến ≤1.000m.
P=0997 | X=0117.170-0339.880 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0997 | X=0117.170-0402.400 | Y=0421.560-0432.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0997 | X=0117.170-0404.020 | Y=0433.080-0444.320 | Đường XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0997 | X=0117.170-0410.860 | Y=0444.600-0455.840 | đất số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa đất số 29,
P=0997 | X=0117.170-0401.090 | Y=0456.140-0467.380 | tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện trạng là đường
P=0997 | X=0095.570-0111.740 | Y=0464.020-0473.340 | 245
P=0997 | X=0452.330-0468.500 | Y=0464.020-0473.340 | 180
P=0997 | X=0506.350-0522.520 | Y=0464.020-0473.340 | 110
P=0997 | X=0117.170-0220.280 | Y=0467.660-0478.900 | nhựa, bê tông xi măng:
P=0997 | X=0117.170-0402.530 | Y=0485.180-0496.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0997 | X=0117.170-0340.360 | Y=0502.460-0513.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0997 | X=0327.960-0403.230 | Y=0520.220-0531.460 | Thửa đất 260, tờ
P=0997 | X=0327.960-0412.780 | Y=0531.740-0542.980 | số 102 về bên phải
P=0997 | X=0117.170-0215.670 | Y=0537.530-0548.770 | Đường Tổ 19 xã Lang
P=0997 | X=0235.300-0304.750 | Y=0543.290-0554.530 | Đường tỉnh 765
P=0997 | X=0327.960-0408.780 | Y=0543.290-0554.530 | và thửa đất số 14,
P=0997 | X=0095.570-0111.740 | Y=0545.170-0554.490 | 246
P=0997 | X=0452.330-0468.500 | Y=0545.170-0554.490 | 530
P=0997 | X=0506.350-0522.520 | Y=0545.170-0554.490 | 330
P=0997 | X=0117.170-0152.290 | Y=0549.050-0560.290 | Minh cũ
P=0997 | X=0327.960-0395.740 | Y=0554.810-0566.050 | tờ 108 xã Xuân
P=0997 | X=0327.960-0395.030 | Y=0566.330-0577.570 | Phú về bên trái
P=0997 | X=0117.170-0407.360 | Y=0584.090-0595.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tổ 19 xã
P=0997 | X=0117.170-0397.740 | Y=0595.610-0606.850 | Lang Minh cũ đoạn từ Đường tỉnh 765 đến Thửa đất 260, tờ số
P=0997 | X=0117.170-0398.320 | Y=0607.130-0618.370 | 102 về bên phải và thửa đất số 14, tờ 108 xã Xuân Phú về bên
P=0997 | X=0095.570-0340.720 | Y=0618.670-0630.110 | 247 trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0997 | X=0452.330-0468.500 | Y=0620.790-0630.110 | 350
P=0997 | X=0506.350-0522.520 | Y=0620.790-0630.110 | 200
P=0997 | X=0117.170-0347.560 | Y=0636.190-0647.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0997 | X=0117.170-0394.140 | Y=0653.710-0664.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0997 | X=0117.170-0407.740 | Y=0671.470-0682.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tổ 19 xã
P=0997 | X=0117.170-0397.900 | Y=0682.750-0693.990 | Lang Minh cũ đoạn từ Đường tỉnh 765 đến Thửa đất 260, tờ số
P=0997 | X=0095.570-0111.740 | Y=0690.390-0699.710 | 248
P=0997 | X=0452.330-0468.500 | Y=0690.390-0699.710 | 260
P=0997 | X=0506.350-0522.520 | Y=0690.390-0699.710 | 150
P=0997 | X=0117.170-0412.530 | Y=0694.270-0705.510 | 102 về bên phải và thửa đất số 14, tờ 108 xã Xuân Phú về bên trái
P=0997 | X=0117.170-0323.810 | Y=0705.810-0717.050 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0998 | X=0117.170-0348.040 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0998 | X=0117.170-0404.530 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0998 | X=0117.170-0177.810 | Y=0107.540-0118.780 | đến ≤1.000m.
P=0998 | X=0117.170-0339.880 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0998 | X=0117.170-0407.360 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tổ 19 xã
P=0998 | X=0117.170-0397.740 | Y=0154.370-0165.610 | Lang Minh cũ đoạn từ Đường tỉnh 765 đến Thửa đất 260, tờ số
P=0998 | X=0117.170-0398.320 | Y=0165.650-0176.890 | 102 về bên phải và thửa đất số 14, tờ 108 xã Xuân Phú về bên
P=0998 | X=0095.570-0340.720 | Y=0177.170-0188.610 | 249 trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0998 | X=0452.330-0468.500 | Y=0179.290-0188.610 | 180
P=0998 | X=0506.350-0522.520 | Y=0179.290-0188.610 | 110
P=0998 | X=0117.170-0402.530 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0998 | X=0117.170-0340.360 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0998 | X=0117.170-0402.330 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0998 | X=0117.170-0409.540 | Y=0241.510-0252.750 | Đường Tổ 19 xã Lang Minh cũ đoạn từ Đường tỉnh 765 đến Thửa
P=0998 | X=0117.170-0409.080 | Y=0253.030-0264.270 | đất 260, tờ số 102 về bên phải và thửa đất số 14, tờ 108 xã Xuân
P=0998 | X=0095.570-0393.970 | Y=0264.550-0275.990 | 250 Phú về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0998 | X=0452.330-0468.500 | Y=0266.670-0275.990 | 350
P=0998 | X=0506.350-0522.520 | Y=0266.670-0275.990 | 200
P=0998 | X=0117.170-0347.560 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0998 | X=0117.170-0394.140 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0998 | X=0117.170-0402.460 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0998 | X=0117.170-0409.920 | Y=0328.900-0340.140 | Đường Tổ 19 xã Lang Minh cũ đoạn từ Đường tỉnh 765 đến Thửa
P=0998 | X=0117.170-0407.260 | Y=0340.420-0351.660 | đất 260, tờ số 102 về bên phải và thửa đất số 14, tờ 108 xã Xuân
P=0998 | X=0117.170-0393.910 | Y=0351.700-0362.940 | Phú về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0998 | X=0095.570-0348.040 | Y=0368.480-0380.480 | 251 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0998 | X=0452.330-0468.500 | Y=0368.480-0377.800 | 260
P=0998 | X=0506.350-0522.520 | Y=0368.480-0377.800 | 150
P=0998 | X=0117.170-0404.530 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0998 | X=0117.170-0177.810 | Y=0398.280-0409.520 | đến ≤1.000m.
P=0998 | X=0117.170-0339.880 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0998 | X=0117.170-0402.330 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0998 | X=0117.170-0409.690 | Y=0445.080-0456.320 | Đường Tổ 19 xã Lang Minh cũ đoạn từ Đường tỉnh 765 đến Thửa
P=0998 | X=0117.170-0409.050 | Y=0456.620-0467.860 | đất 260, tờ số 102 về bên phải và thửa đất số 14, tờ 108 xã Xuân
P=0998 | X=0095.570-0393.970 | Y=0468.140-0479.580 | 252 Phú về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0998 | X=0452.330-0468.500 | Y=0470.260-0479.580 | 180
P=0998 | X=0506.350-0522.520 | Y=0470.260-0479.580 | 110
P=0998 | X=0117.170-0402.530 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0998 | X=0117.170-0340.360 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0998 | X=0117.170-0414.700 | Y=0520.940-0532.180 | Đường Lang Minh - Xuân Ngã ba đường Lang Cầu Sông Ray giáp
P=0998 | X=0095.570-0111.740 | Y=0528.340-0537.660 | 253
P=0998 | X=0452.330-0468.500 | Y=0528.340-0537.660 | 530
P=0998 | X=0506.350-0522.520 | Y=0528.340-0537.660 | 330
P=0998 | X=0117.170-0220.150 | Y=0532.220-0543.460 | Hiệp (xã Lang Minh cũ)
P=0998 | X=0235.300-0385.500 | Y=0532.220-0543.460 | Minh - Xuân Đông xã Xuân Lộc.
P=0998 | X=0117.170-0390.340 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0998 | X=0117.170-0407.390 | Y=0561.530-0572.770 | Minh - Xuân Hiệp (xã Lang Minh cũ) đoạn từ Ngã ba đường Lang
P=0998 | X=0117.170-0402.130 | Y=0573.050-0584.290 | Minh - Xuân Đông đến Cầu Sông Ray giáp xã Xuân Lộc có hiện
P=0998 | X=0095.570-0288.910 | Y=0584.570-0596.010 | 254 trạng là đường nhựa, bê tông xi măng:
P=0998 | X=0452.330-0468.500 | Y=0586.690-0596.010 | 350
P=0998 | X=0506.350-0522.520 | Y=0586.690-0596.010 | 200
P=0998 | X=0117.170-0347.560 | Y=0602.090-0613.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0998 | X=0117.170-0394.140 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0998 | X=0117.170-0390.220 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0998 | X=0117.170-0407.020 | Y=0648.910-0660.150 | Minh - Xuân Hiệp (xã Lang Minh cũ) đoạn từ Ngã ba đường Lang
P=0998 | X=0117.170-0399.340 | Y=0660.430-0671.670 | Minh - Xuân Đông đến Cầu Sông Ray giáp xã Xuân Lộc có hiện
P=0998 | X=0095.570-0288.750 | Y=0671.950-0683.390 | 255 trạng là đường nhựa, bê tông xi măng:
P=0998 | X=0452.330-0468.500 | Y=0674.070-0683.390 | 260
P=0998 | X=0506.350-0522.520 | Y=0674.070-0683.390 | 150
P=0998 | X=0117.170-0348.040 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0998 | X=0117.170-0404.530 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0999 | X=0117.170-0177.810 | Y=0072.500-0083.740 | đến ≤1.000m.
P=0999 | X=0117.170-0339.880 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0999 | X=0117.170-0390.340 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lang
P=0999 | X=0117.170-0407.390 | Y=0119.330-0130.570 | Minh - Xuân Hiệp (xã Lang Minh cũ) đoạn từ Ngã ba đường Lang
P=0999 | X=0117.170-0402.210 | Y=0130.850-0142.090 | Minh - Xuân Đông đến Cầu Sông Ray giáp xã Xuân Lộc có hiện
P=0999 | X=0095.570-0288.910 | Y=0142.370-0153.810 | 256 trạng là đường nhựa, bê tông xi măng:
P=0999 | X=0452.330-0468.500 | Y=0144.490-0153.810 | 180
P=0999 | X=0506.350-0522.520 | Y=0144.490-0153.810 | 110
P=0999 | X=0117.170-0402.530 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0999 | X=0117.170-0340.360 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0999 | X=0117.170-0402.330 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0999 | X=0117.170-0409.350 | Y=0206.470-0217.710 | Đường Lang Minh - Xuân Hiệp (xã Lang Minh cũ) đoạn từ Ngã ba
P=0999 | X=0117.170-0405.740 | Y=0217.990-0229.230 | đường Lang Minh - Xuân Đông đến Cầu Sông Ray giáp xã Xuân
P=0999 | X=0095.570-0345.770 | Y=0229.510-0240.950 | 257 Lộc. có hiện trạng là đường nhựa, bê tông xi măng:
