TABLE=051 | AREA=Xã Phú Lâm | SECTION=agricultural | SEGMENTS=1
P=1743 | X=0120.530-0361.640 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1743 | X=0120.530-0162.670 | Y=0161.530-0170.850 | >1.000m.
P=1743 | X=0120.530-0344.170 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1743 | X=0120.530-0394.040 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1743 | X=0120.530-0392.820 | Y=0206.470-0217.710 | ra Đường Bình Trung 2 đoạn từ Quốc lộ 20 đến Hết ngã tư đi
P=1743 | X=0120.530-0373.420 | Y=0217.990-0229.230 | Giáo họ Gioan B có hiện trạng là đường nhựa, bê tông xi
P=1743 | X=0120.530-0148.530 | Y=0229.510-0240.750 | măng:
P=1743 | X=0096.770-0113.410 | Y=0237.390-0246.710 | 215
P=1743 | X=0442.250-0458.890 | Y=0237.390-0246.710 | 130
P=1743 | X=0505.390-0522.030 | Y=0237.390-0246.710 | 100
P=1743 | X=0120.530-0351.610 | Y=0247.030-0258.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1743 | X=0120.530-0361.640 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1743 | X=0120.530-0154.050 | Y=0276.070-0287.310 | ≤500m.
P=1743 | X=0120.530-0394.040 | Y=0293.860-0305.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1743 | X=0120.530-0392.820 | Y=0305.380-0316.620 | ra Đường Bình Trung 2 đoạn từ Quốc lộ 20 đến Hết ngã tư đi
P=1743 | X=0120.530-0373.400 | Y=0316.900-0328.140 | Giáo họ Gioan B có hiện trạng là đường nhựa, bê tông xi
P=1743 | X=0120.530-0148.530 | Y=0328.420-0339.660 | măng:
P=1743 | X=0096.770-0352.080 | Y=0344.940-0356.940 | 216 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1743 | X=0448.010-0459.130 | Y=0344.940-0354.260 | 90
P=1743 | X=0511.150-0522.270 | Y=0344.940-0354.260 | 80
P=1743 | X=0120.530-0373.840 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1743 | X=0120.530-0215.500 | Y=0374.760-0386.000 | >500m đến ≤1.000m.
P=1743 | X=0120.530-0343.700 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1743 | X=0120.530-0394.040 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1743 | X=0120.530-0392.820 | Y=0421.560-0432.800 | ra Đường Bình Trung 2 đoạn từ Quốc lộ 20 đến Hết ngã tư đi
P=1743 | X=0120.530-0373.400 | Y=0433.080-0444.320 | Giáo họ Gioan B có hiện trạng là đường nhựa, bê tông xi
P=1743 | X=0120.530-0148.530 | Y=0444.600-0455.840 | măng:
P=1743 | X=0096.770-0113.410 | Y=0452.500-0461.820 | 217
P=1743 | X=0448.010-0459.130 | Y=0452.500-0461.820 | 55
P=1743 | X=0511.150-0522.270 | Y=0452.500-0461.820 | 50
P=1743 | X=0120.530-0361.640 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1743 | X=0120.530-0162.670 | Y=0475.540-0484.860 | >1.000m.
P=1743 | X=0120.530-0344.190 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1743 | X=0297.240-0389.020 | Y=0508.940-0520.180 | Hết ranh thửa đất số
P=1743 | X=0297.240-0384.460 | Y=0520.220-0531.460 | 154 tờ BĐĐC số 77
P=1743 | X=0297.240-0379.020 | Y=0533.620-0542.940 | về bên phải và hết
P=1743 | X=0096.770-0253.140 | Y=0537.530-0548.770 | 218 Đường Phú Ngọc Quốc lộ 20
P=1743 | X=0442.250-0458.890 | Y=0539.410-0548.730 | 270
P=1743 | X=0505.390-0522.030 | Y=0539.410-0548.730 | 220
P=1743 | X=0297.240-0392.950 | Y=0543.290-0554.530 | ranh thửa đất số 343,
P=1743 | X=0297.240-0378.710 | Y=0554.810-0566.050 | tờ BĐĐC số 77 về
P=1743 | X=0297.240-0330.670 | Y=0568.210-0577.530 | bên trái
P=1743 | X=0120.530-0389.500 | Y=0584.090-0595.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1743 | X=0120.530-0378.040 | Y=0595.610-0606.850 | Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154 tờ
P=1743 | X=0120.530-0371.320 | Y=0607.130-0618.370 | BĐĐC số 77 về bên phải và hết ranh thửa đất số 343, tờ
P=1743 | X=0120.530-0375.580 | Y=0618.670-0629.910 | BĐĐC số 77 về bên trái) có hiện trạng là đường nhựa, bê
P=1743 | X=0096.770-0180.690 | Y=0630.190-0641.630 | 219 tông xi măng:
P=1743 | X=0442.250-0458.890 | Y=0632.310-0641.630 | 130
P=1743 | X=0505.390-0522.030 | Y=0632.310-0641.630 | 100
P=1743 | X=0120.530-0351.610 | Y=0647.710-0658.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1743 | X=0120.530-0361.640 | Y=0665.230-0676.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1743 | X=0120.530-0154.050 | Y=0676.510-0687.750 | ≤500m.
P=1743 | X=0120.530-0389.500 | Y=0694.270-0705.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1743 | X=0096.770-0113.410 | Y=0701.940-0711.260 | 220
P=1743 | X=0448.010-0459.130 | Y=0701.940-0711.260 | 90
P=1743 | X=0511.150-0522.270 | Y=0701.940-0711.260 | 80
P=1743 | X=0120.530-0378.040 | Y=0705.810-0717.050 | Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154 tờ
P=1744 | X=0120.530-0371.320 | Y=0072.500-0083.740 | BĐĐC số 77 về bên phải và hết ranh thửa đất số 343, tờ
P=1744 | X=0120.530-0375.580 | Y=0084.020-0095.260 | BĐĐC số 77 về bên trái) có hiện trạng là đường nhựa, bê
P=1744 | X=0120.530-0180.690 | Y=0095.540-0106.780 | tông xi măng:
P=1744 | X=0120.530-0352.080 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1744 | X=0120.530-0373.840 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1744 | X=0120.530-0215.500 | Y=0142.130-0153.370 | >500m đến ≤1.000m.
P=1744 | X=0120.530-0343.700 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1744 | X=0120.530-0389.500 | Y=0177.170-0188.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1744 | X=0120.530-0378.040 | Y=0188.690-0199.930 | Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa đất số 154 tờ
P=1744 | X=0120.530-0371.320 | Y=0200.230-0211.470 | BĐĐC số 77 về bên phải và hết ranh thửa đất số 343, tờ
P=1744 | X=0120.530-0375.580 | Y=0211.750-0222.990 | BĐĐC số 77 về bên trái) có hiện trạng là đường nhựa, bê
P=1744 | X=0096.770-0180.690 | Y=0223.270-0234.710 | 221 tông xi măng:
P=1744 | X=0448.010-0459.130 | Y=0225.390-0234.710 | 55
P=1744 | X=0511.150-0522.270 | Y=0225.390-0234.710 | 50
P=1744 | X=0120.530-0361.640 | Y=0240.790-0252.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1744 | X=0120.530-0162.670 | Y=0254.190-0263.510 | >1.000m.
P=1744 | X=0120.530-0344.190 | Y=0269.830-0281.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1744 | X=0120.530-0394.040 | Y=0287.620-0298.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1744 | X=0120.530-0383.020 | Y=0299.140-0310.380 | ra Đường Phú Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa
P=1744 | X=0120.530-0385.030 | Y=0310.660-0321.900 | đất số 154 tờ BĐĐC số 77 về bên phải và hết ranh thửa đất
P=1744 | X=0120.530-0380.620 | Y=0321.940-0333.180 | số 343, tờ BĐĐC số 77 về bên trái) có hiện trạng là đường
P=1744 | X=0096.770-0223.630 | Y=0333.460-0344.900 | 222 nhựa, bê tông xi măng:
P=1744 | X=0442.250-0458.890 | Y=0335.580-0344.900 | 130
P=1744 | X=0505.390-0522.030 | Y=0335.580-0344.900 | 100
P=1744 | X=0120.530-0351.610 | Y=0350.980-0362.220 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1744 | X=0120.530-0361.640 | Y=0368.520-0379.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1744 | X=0120.530-0154.050 | Y=0380.040-0391.280 | ≤500m.
P=1744 | X=0120.530-0394.040 | Y=0397.800-0409.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1744 | X=0120.530-0383.020 | Y=0409.320-0420.560 | ra Đường Phú Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa
P=1744 | X=0120.530-0385.030 | Y=0420.840-0432.080 | đất số 154 tờ BĐĐC số 77 về bên phải và hết ranh thửa đất
P=1744 | X=0120.530-0380.620 | Y=0432.360-0443.600 | số 343, tờ BĐĐC số 77 về bên trái) có hiện trạng là đường
P=1744 | X=0120.530-0223.640 | Y=0443.880-0455.120 | nhựa, bê tông xi măng:
P=1744 | X=0096.770-0113.410 | Y=0454.660-0463.980 | 223
P=1744 | X=0448.010-0459.130 | Y=0454.660-0463.980 | 90
P=1744 | X=0511.150-0522.270 | Y=0454.660-0463.980 | 80
P=1744 | X=0120.530-0352.080 | Y=0461.420-0472.660 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1744 | X=0120.530-0373.840 | Y=0478.940-0490.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1744 | X=0120.530-0215.520 | Y=0490.220-0501.460 | >500m đến ≤1.000m.
P=1744 | X=0120.530-0343.700 | Y=0507.740-0518.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1744 | X=0120.530-0394.040 | Y=0525.500-0536.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1744 | X=0120.530-0383.020 | Y=0537.050-0548.290 | ra Đường Phú Ngọc đoạn từ Quốc lộ 20 đến Hết ranh thửa
P=1744 | X=0120.530-0385.030 | Y=0548.570-0559.810 | đất số 154 tờ BĐĐC số 77 về bên phải và hết ranh thửa đất
P=1744 | X=0120.530-0380.620 | Y=0560.090-0571.330 | số 343, tờ BĐĐC số 77 về bên trái) có hiện trạng là đường
P=1744 | X=0096.770-0223.640 | Y=0571.610-0583.050 | 224 nhựa, bê tông xi măng:
P=1744 | X=0448.010-0459.130 | Y=0573.730-0583.050 | 55
P=1744 | X=0511.150-0522.270 | Y=0573.730-0583.050 | 50
P=1744 | X=0120.530-0361.640 | Y=0589.130-0600.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1744 | X=0120.530-0162.670 | Y=0602.530-0611.850 | >1.000m.
P=1744 | X=0120.530-0344.170 | Y=0618.190-0629.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1744 | X=0297.240-0384.220 | Y=0635.950-0647.190 | Ngã ba giáp đường
P=1744 | X=0297.240-0388.270 | Y=0649.350-0658.670 | nhà thờ lớn Kim Lân
P=1744 | X=0096.770-0173.910 | Y=0653.230-0664.470 | 225 Đường số 4
P=1744 | X=0204.550-0253.140 | Y=0655.110-0664.430 | Quốc lộ 20
P=1744 | X=0442.250-0458.890 | Y=0655.110-0664.430 | 270
P=1744 | X=0505.390-0522.030 | Y=0655.110-0664.430 | 220
P=1744 | X=0297.240-0390.670 | Y=0658.750-0669.990 | (đường Phú Trung đi
P=1744 | X=0297.240-0346.900 | Y=0672.150-0681.470 | xã Phú An)
P=1744 | X=0120.530-0390.460 | Y=0688.030-0699.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4
P=1744 | X=0096.770-0113.410 | Y=0695.670-0704.990 | 226
P=1744 | X=0442.250-0458.890 | Y=0695.670-0704.990 | 130
P=1744 | X=0505.390-0522.030 | Y=0695.670-0704.990 | 100
P=1744 | X=0120.530-0389.420 | Y=0699.550-0710.790 | đoạn từ Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn Kim
P=1745 | X=0120.530-0389.740 | Y=0072.500-0083.740 | Lân (đường Phú Trung đi xã Phú An) có hiện trạng là đường
P=1745 | X=0120.530-0223.640 | Y=0084.020-0095.260 | nhựa, bê tông xi măng:
P=1745 | X=0120.530-0351.620 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1745 | X=0120.530-0361.640 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1745 | X=0120.530-0154.050 | Y=0130.610-0141.850 | ≤500m.
P=1745 | X=0120.530-0390.460 | Y=0148.370-0159.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4
P=1745 | X=0120.530-0389.420 | Y=0159.650-0170.890 | đoạn từ Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn Kim
P=1745 | X=0120.530-0389.740 | Y=0171.170-0182.410 | Lân (đường Phú Trung đi xã Phú An) có hiện trạng là đường
P=1745 | X=0120.530-0223.640 | Y=0182.690-0193.930 | nhựa, bê tông xi măng:
P=1745 | X=0096.770-0352.080 | Y=0199.470-0211.470 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1745 | X=0448.010-0459.130 | Y=0199.470-0208.790 | 90
P=1745 | X=0511.150-0522.270 | Y=0199.470-0208.790 | 80
P=1745 | X=0120.530-0373.840 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1745 | X=0120.530-0215.500 | Y=0229.270-0240.510 | >500m đến ≤1.000m.
P=1745 | X=0120.530-0343.700 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1745 | X=0120.530-0390.460 | Y=0264.550-0275.790 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4
P=1745 | X=0120.530-0389.420 | Y=0276.070-0287.310 | đoạn từ Quốc lộ 20 đến Ngã ba giáp đường nhà thờ lớn Kim
P=1745 | X=0120.530-0389.740 | Y=0287.620-0298.860 | Lân (đường Phú Trung đi xã Phú An) có hiện trạng là đường
P=1745 | X=0120.530-0223.640 | Y=0299.140-0310.380 | nhựa, bê tông xi măng:
P=1745 | X=0096.770-0113.410 | Y=0307.020-0316.340 | 228
P=1745 | X=0448.010-0459.130 | Y=0307.020-0316.340 | 55
P=1745 | X=0511.150-0522.270 | Y=0307.020-0316.340 | 50
P=1745 | X=0120.530-0361.640 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1745 | X=0120.530-0162.670 | Y=0329.820-0339.140 | >1.000m.
P=1745 | X=0120.530-0344.170 | Y=0345.460-0356.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1745 | X=0120.530-0394.040 | Y=0363.220-0374.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1745 | X=0120.530-0383.030 | Y=0374.760-0386.000 | ra Đường số 4 đoạn từ Quốc lộ 20 đến Ngã ba giáp đường
P=1745 | X=0120.530-0395.020 | Y=0386.280-0397.520 | nhà thờ lớn Kim Lân (đường Phú Trung đi xã Phú An) có hiện
P=1745 | X=0120.530-0292.310 | Y=0397.800-0409.040 | trạng là đường nhựa, bê tông xi măng:
P=1745 | X=0096.770-0113.410 | Y=0405.680-0415.000 | 229
P=1745 | X=0442.250-0458.890 | Y=0405.680-0415.000 | 130
P=1745 | X=0505.390-0522.030 | Y=0405.680-0415.000 | 100
P=1745 | X=0120.530-0351.620 | Y=0415.320-0426.560 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1745 | X=0120.530-0361.640 | Y=0432.840-0444.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1745 | X=0120.530-0154.050 | Y=0444.360-0455.600 | ≤500m.
P=1745 | X=0120.530-0394.040 | Y=0462.140-0473.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1745 | X=0120.530-0383.030 | Y=0473.660-0484.900 | ra Đường số 4 đoạn từ Quốc lộ 20 đến Ngã ba giáp đường
P=1745 | X=0120.530-0395.020 | Y=0485.180-0496.420 | nhà thờ lớn Kim Lân (đường Phú Trung đi xã Phú An) có hiện
P=1745 | X=0120.530-0292.310 | Y=0496.460-0507.700 | trạng là đường nhựa, bê tông xi măng:
P=1745 | X=0096.770-0352.080 | Y=0513.220-0525.220 | 230 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1745 | X=0448.010-0459.130 | Y=0513.220-0522.540 | 90
P=1745 | X=0511.150-0522.270 | Y=0513.220-0522.540 | 80
P=1745 | X=0120.530-0373.840 | Y=0531.500-0542.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1745 | X=0120.530-0215.500 | Y=0543.050-0554.290 | >500m đến ≤1.000m.
P=1745 | X=0120.530-0343.700 | Y=0560.570-0571.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1745 | X=0120.530-0394.040 | Y=0578.330-0589.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1745 | X=0120.530-0383.030 | Y=0589.850-0601.090 | ra Đường số 4 đoạn từ Quốc lộ 20 đến Ngã ba giáp đường
P=1745 | X=0120.530-0395.020 | Y=0601.370-0612.610 | nhà thờ lớn Kim Lân (đường Phú Trung đi xã Phú An) có hiện
P=1745 | X=0120.530-0292.310 | Y=0612.890-0624.130 | trạng là đường nhựa, bê tông xi măng:
P=1745 | X=0096.770-0113.410 | Y=0620.790-0630.110 | 231
P=1745 | X=0448.010-0459.130 | Y=0620.790-0630.110 | 55
P=1745 | X=0511.150-0522.270 | Y=0620.790-0630.110 | 50
P=1745 | X=0120.530-0361.640 | Y=0630.430-0641.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1745 | X=0120.530-0162.670 | Y=0643.830-0653.150 | >1.000m.
P=1745 | X=0120.530-0344.170 | Y=0659.470-0670.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1745 | X=0297.240-0389.020 | Y=0677.230-0688.470 | Hết ranh thửa đất số
P=1745 | X=0120.530-0172.950 | Y=0682.750-0693.990 | Đường Bến
P=1745 | X=0204.550-0258.660 | Y=0688.510-0699.750 | Đường 30/4
P=1745 | X=0297.240-0384.460 | Y=0688.510-0699.750 | 163 tờ BĐĐC số 40
P=1745 | X=0096.770-0113.410 | Y=0690.390-0699.710 | 232
P=1745 | X=0442.250-0458.890 | Y=0690.390-0699.710 | 270
P=1745 | X=0505.390-0522.030 | Y=0690.390-0699.710 | 220
P=1745 | X=0120.530-0153.970 | Y=0696.150-0705.470 | Thuyền
P=1745 | X=0297.240-0379.020 | Y=0701.940-0711.260 | về bên phải và hết
P=1746 | X=0297.240-0392.950 | Y=0072.500-0083.740 | ranh thửa đất số 164,
P=1746 | X=0297.240-0378.710 | Y=0084.020-0095.260 | tờ BĐĐC số 40 về
P=1746 | X=0297.240-0330.670 | Y=0097.420-0106.740 | bên trái
P=1746 | X=0120.530-0389.510 | Y=0113.300-0124.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=1746 | X=0120.530-0391.950 | Y=0124.850-0136.090 | Thuyền đoạn từ đường 30/4 đến Hết ranh thửa đất số 163 tờ
P=1746 | X=0120.530-0371.320 | Y=0136.370-0147.610 | BĐĐC số 40 về bên phải và hết ranh thửa đất số 164, tờ
P=1746 | X=0120.530-0394.530 | Y=0147.650-0158.890 | BĐĐC số 40 về bên trái có hiện trạng là đường nhựa, bê tông
P=1746 | X=0096.770-0158.360 | Y=0159.170-0170.610 | 233 xi măng:
P=1746 | X=0442.250-0458.890 | Y=0161.290-0170.610 | 130
P=1746 | X=0505.390-0522.030 | Y=0161.290-0170.610 | 100
P=1746 | X=0120.530-0351.610 | Y=0176.690-0187.930 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1746 | X=0120.530-0361.640 | Y=0194.210-0205.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1746 | X=0120.530-0154.050 | Y=0205.750-0216.990 | ≤500m.
P=1746 | X=0120.530-0389.510 | Y=0223.510-0234.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=1746 | X=0120.530-0391.950 | Y=0235.030-0246.270 | Thuyền đoạn từ đường 30/4 đến Hết ranh thửa đất số 163 tờ
P=1746 | X=0120.530-0371.320 | Y=0246.550-0257.790 | BĐĐC số 40 về bên phải và hết ranh thửa đất số 164, tờ
P=1746 | X=0120.530-0394.540 | Y=0258.070-0269.310 | BĐĐC số 40 về bên trái có hiện trạng là đường nhựa, bê tông
P=1746 | X=0120.530-0158.360 | Y=0269.590-0280.830 | xi măng:
P=1746 | X=0096.770-0113.410 | Y=0280.350-0289.670 | 234
P=1746 | X=0448.010-0459.130 | Y=0280.350-0289.670 | 90
P=1746 | X=0511.150-0522.270 | Y=0280.350-0289.670 | 80
P=1746 | X=0120.530-0352.080 | Y=0287.140-0298.380 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1746 | X=0120.530-0373.840 | Y=0304.660-0315.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1746 | X=0120.530-0215.500 | Y=0315.940-0327.180 | >500m đến ≤1.000m.
P=1746 | X=0120.530-0343.700 | Y=0333.460-0344.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1746 | X=0120.530-0389.510 | Y=0351.220-0362.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=1746 | X=0120.530-0391.950 | Y=0362.740-0373.980 | Thuyền đoạn từ đường 30/4 đến Hết ranh thửa đất số 163 tờ
P=1746 | X=0120.530-0371.320 | Y=0374.280-0385.520 | BĐĐC số 40 về bên phải và hết ranh thửa đất số 164, tờ
