TABLE=010 | AREA=Phường Tam Phước | SECTION=agricultural | SEGMENTS=1
P=0381 | X=0115.970-0410.860 | Y=0517.340-0528.580 | Hành đoạn từ Đường Nguyễn Văn Cừ đến Suối Bến Năng có hiện
P=0381 | X=0115.970-0287.750 | Y=0528.860-0540.100 | trạng là đường nhựa, bê tông xi măng:
P=0381 | X=0094.340-0110.980 | Y=0536.770-0546.090 | 338
P=0381 | X=0460.730-0477.370 | Y=0536.770-0546.090 | 630
P=0381 | X=0505.390-0522.030 | Y=0536.770-0546.090 | 580
P=0381 | X=0115.970-0338.920 | Y=0546.410-0557.650 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0381 | X=0115.970-0393.160 | Y=0563.930-0575.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0381 | X=0115.970-0395.980 | Y=0581.930-0593.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đại
P=0381 | X=0115.970-0410.860 | Y=0593.450-0604.690 | Hành đoạn từ Đường Nguyễn Văn Cừ đến Suối Bến Năng có hiện
P=0381 | X=0115.970-0287.750 | Y=0604.970-0616.210 | trạng là đường nhựa, bê tông xi măng:
P=0381 | X=0094.340-0339.140 | Y=0622.270-0636.590 | 339 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0381 | X=0460.730-0477.370 | Y=0627.270-0636.590 | 480
P=0381 | X=0505.390-0522.030 | Y=0627.270-0636.590 | 440
P=0381 | X=0115.970-0402.860 | Y=0639.790-0651.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0381 | X=0115.970-0168.930 | Y=0651.310-0662.550 | đến ≤600m.
P=0381 | X=0115.970-0339.140 | Y=0668.830-0680.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0381 | X=0115.970-0395.980 | Y=0686.830-0698.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đại
P=0381 | X=0094.340-0110.980 | Y=0694.470-0703.790 | 340
P=0381 | X=0460.730-0477.370 | Y=0694.470-0703.790 | 320
P=0381 | X=0505.390-0522.030 | Y=0694.470-0703.790 | 270
P=0381 | X=0115.970-0410.860 | Y=0698.350-0709.590 | Hành đoạn từ Đường Nguyễn Văn Cừ đến Suối Bến Năng có hiện
P=0382 | X=0115.970-0287.750 | Y=0072.740-0083.980 | trạng là đường nhựa, bê tông xi măng:
P=0382 | X=0115.970-0393.400 | Y=0090.260-0101.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0382 | X=0115.970-0339.610 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0382 | X=0115.970-0401.230 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0382 | X=0115.970-0415.180 | Y=0137.330-0148.570 | Đường Lê Đại Hành đoạn từ Đường Nguyễn Văn Cừ đến Suối Bến
P=0382 | X=0115.970-0349.450 | Y=0148.850-0160.090 | Năng có hiện trạng là đường nhựa, bê tông xi măng:
P=0382 | X=0094.340-0110.980 | Y=0156.730-0166.050 | 341
P=0382 | X=0460.730-0477.370 | Y=0156.730-0166.050 | 630
P=0382 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 580
P=0382 | X=0115.970-0338.880 | Y=0166.370-0177.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0382 | X=0115.970-0393.160 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0382 | X=0115.970-0401.230 | Y=0201.670-0212.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0382 | X=0115.970-0415.180 | Y=0213.190-0224.430 | Đường Lê Đại Hành đoạn từ Đường Nguyễn Văn Cừ đến Suối Bến
P=0382 | X=0115.970-0349.450 | Y=0224.710-0235.950 | Năng có hiện trạng là đường nhựa, bê tông xi măng:
P=0382 | X=0094.340-0339.140 | Y=0242.230-0256.550 | 342 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0382 | X=0460.730-0477.370 | Y=0247.230-0256.550 | 480
P=0382 | X=0505.390-0522.030 | Y=0247.230-0256.550 | 440
P=0382 | X=0115.970-0402.860 | Y=0259.750-0270.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0382 | X=0115.970-0168.930 | Y=0271.270-0282.510 | đến ≤600m.
P=0382 | X=0115.970-0339.140 | Y=0288.820-0300.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0382 | X=0115.970-0401.230 | Y=0306.820-0318.060 | Các tuyến đường giao thông không đầu nối trực tiếp và thông ra
P=0382 | X=0115.970-0415.180 | Y=0318.340-0329.580 | Đường Lê Đại Hành đoạn từ Đường Nguyễn Văn Cừ đến Suối Bến
P=0382 | X=0115.970-0349.450 | Y=0329.860-0341.100 | Năng có hiện trạng là đường nhựa, bê tông xi măng:
P=0382 | X=0094.340-0110.980 | Y=0337.740-0347.060 | 343
P=0382 | X=0460.730-0477.370 | Y=0337.740-0347.060 | 320
P=0382 | X=0505.390-0522.030 | Y=0337.740-0347.060 | 270
P=0382 | X=0115.970-0393.400 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0382 | X=0115.970-0342.260 | Y=0364.900-0376.140 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0382 | X=0115.970-0179.430 | Y=0382.920-0394.160 | Đường Huỳnh
P=0382 | X=0192.070-0261.060 | Y=0382.920-0394.160 | Đường Nguyễn
P=0382 | X=0278.500-0389.020 | Y=0388.680-0399.920 | Đường Trần Quang Khải
P=0382 | X=0094.340-0110.980 | Y=0390.560-0399.880 | 344
P=0382 | X=0460.730-0477.370 | Y=0390.560-0399.880 | 800
P=0382 | X=0505.390-0522.030 | Y=0390.560-0399.880 | 710
P=0382 | X=0115.970-0152.690 | Y=0394.200-0405.440 | Văn Lũy
P=0382 | X=0192.070-0226.650 | Y=0394.200-0405.440 | Văn Cừ
P=0382 | X=0115.970-0416.620 | Y=0412.200-0423.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn
P=0382 | X=0115.970-0411.100 | Y=0423.720-0434.960 | Lũy đoạn từ Đường Nguyễn Văn Cừ đến Đường Trần Quang Khải
P=0382 | X=0115.970-0322.820 | Y=0435.240-0446.480 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0382 | X=0094.340-0110.980 | Y=0443.120-0452.440 | 345
P=0382 | X=0460.730-0477.370 | Y=0443.120-0452.440 | 630
P=0382 | X=0505.390-0522.030 | Y=0443.120-0452.440 | 580
P=0382 | X=0115.970-0338.880 | Y=0452.780-0464.020 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0382 | X=0115.970-0392.680 | Y=0470.300-0481.540 | - Có bề rộng từ ≥3m tiến <5m, cách đường giao thông ≤400m.
P=0382 | X=0115.970-0416.620 | Y=0488.300-0499.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn
P=0382 | X=0115.970-0411.100 | Y=0499.820-0511.060 | Lũy đoạn từ Đường Nguyễn Văn Cừ đến Đường Trần Quang Khải
P=0382 | X=0115.970-0322.820 | Y=0511.340-0522.580 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0382 | X=0094.340-0339.140 | Y=0528.860-0542.940 | 346 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0382 | X=0460.730-0477.370 | Y=0533.620-0542.940 | 480
P=0382 | X=0505.390-0522.030 | Y=0533.620-0542.940 | 440
P=0382 | X=0115.970-0402.860 | Y=0546.410-0557.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0382 | X=0115.970-0168.930 | Y=0557.930-0569.170 | đến ≤600m.
P=0382 | X=0115.970-0339.140 | Y=0575.450-0586.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0382 | X=0115.970-0416.620 | Y=0593.450-0604.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn
P=0382 | X=0115.970-0411.100 | Y=0604.970-0616.210 | Lũy đoạn từ Đường Nguyễn Văn Cừ đến Đường Trần Quang Khải
P=0382 | X=0115.970-0322.820 | Y=0616.270-0627.510 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0382 | X=0094.340-0110.980 | Y=0624.150-0633.470 | 347
P=0382 | X=0460.730-0477.370 | Y=0624.150-0633.470 | 320
P=0382 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 270
P=0382 | X=0115.970-0393.400 | Y=0633.790-0645.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0382 | X=0115.970-0339.610 | Y=0651.310-0662.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0382 | X=0115.970-0401.230 | Y=0669.310-0680.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0382 | X=0094.340-0419.030 | Y=0680.830-0692.070 | 348 Đường Huỳnh Văn Lũy đoạn từ Đường Nguyễn Văn Cừ đến Đường
P=0382 | X=0460.730-0477.370 | Y=0682.710-0692.030 | 630
P=0382 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 580
P=0382 | X=0115.970-0401.790 | Y=0692.350-0703.590 | Trần Quang Khải có hiện trạng là đường nhựa, bê tông xi măng:
P=0383 | X=0115.970-0338.880 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0383 | X=0115.970-0393.160 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0383 | X=0115.970-0401.230 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0383 | X=0115.970-0419.030 | Y=0125.810-0137.050 | Đường Huỳnh Văn Lũy đoạn từ Đường Nguyễn Văn Cừ đến Đường
P=0383 | X=0115.970-0401.790 | Y=0137.330-0148.570 | Trần Quang Khải có hiện trạng là đường nhựa, bê tông xi măng:
P=0383 | X=0094.340-0339.140 | Y=0154.850-0168.930 | 349 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0383 | X=0460.730-0477.370 | Y=0159.610-0168.930 | 480
P=0383 | X=0505.390-0522.030 | Y=0159.610-0168.930 | 440
P=0383 | X=0115.970-0402.860 | Y=0172.370-0183.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0383 | X=0115.970-0168.930 | Y=0183.650-0194.890 | đến ≤600m.
P=0383 | X=0115.970-0339.140 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0383 | X=0115.970-0401.260 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0383 | X=0115.970-0419.030 | Y=0230.710-0241.950 | Đường Huỳnh Văn Lũy đoạn từ Đường Nguyễn Văn Cừ đến Đường
P=0383 | X=0115.970-0401.790 | Y=0242.230-0253.470 | Trần Quang Khải có hiện trạng là đường nhựa, bê tông xi măng:
P=0383 | X=0094.340-0110.980 | Y=0250.110-0259.430 | 350
P=0383 | X=0460.730-0477.370 | Y=0250.110-0259.430 | 320
P=0383 | X=0505.390-0522.030 | Y=0250.110-0259.430 | 270
P=0383 | X=0115.970-0393.400 | Y=0259.750-0270.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0383 | X=0115.970-0342.260 | Y=0277.270-0288.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0383 | X=0115.970-0173.430 | Y=0295.300-0306.540 | Đường Trịnh
P=0383 | X=0193.510-0262.500 | Y=0295.300-0306.540 | Đường Nguyễn
P=0383 | X=0094.340-0110.980 | Y=0302.940-0312.260 | 351
P=0383 | X=0271.300-0314.370 | Y=0302.940-0312.260 | Hết tuyến
P=0383 | X=0460.730-0477.370 | Y=0302.940-0312.260 | 800
P=0383 | X=0505.390-0522.030 | Y=0302.940-0312.260 | 710
P=0383 | X=0115.970-0154.370 | Y=0306.820-0318.060 | Văn Dục
P=0383 | X=0193.510-0228.090 | Y=0306.820-0318.060 | Văn Cừ
P=0383 | X=0115.970-0410.620 | Y=0324.820-0336.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh Văn
P=0383 | X=0115.970-0416.380 | Y=0336.340-0347.580 | Dục đoạn từ Đường Nguyễn Văn Cừ đến Hết tuyến có hiện trạng là
P=0383 | X=0115.970-0251.740 | Y=0347.860-0359.100 | đường nhựa, bê tông xi măng:
P=0383 | X=0094.340-0110.980 | Y=0355.740-0365.060 | 352
P=0383 | X=0460.730-0477.370 | Y=0355.740-0365.060 | 630
P=0383 | X=0505.390-0522.030 | Y=0355.740-0365.060 | 580
P=0383 | X=0115.970-0338.910 | Y=0365.400-0376.640 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0383 | X=0115.970-0393.160 | Y=0382.920-0394.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0383 | X=0115.970-0410.620 | Y=0400.920-0412.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh Văn
P=0383 | X=0115.970-0416.380 | Y=0412.200-0423.440 | Dục đoạn từ Đường Nguyễn Văn Cừ đến Hết tuyến có hiện trạng là
P=0383 | X=0115.970-0251.740 | Y=0423.720-0434.960 | đường nhựa, bê tông xi măng:
P=0383 | X=0094.340-0339.140 | Y=0441.240-0455.560 | 353 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0383 | X=0460.730-0477.370 | Y=0446.240-0455.560 | 480
P=0383 | X=0505.390-0522.030 | Y=0446.240-0455.560 | 440
P=0383 | X=0115.970-0402.860 | Y=0458.780-0470.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0383 | X=0115.970-0168.930 | Y=0470.300-0481.540 | đến ≤600m.
P=0383 | X=0115.970-0339.140 | Y=0487.820-0499.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0383 | X=0115.970-0410.620 | Y=0505.820-0517.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh Văn
P=0383 | X=0115.970-0416.380 | Y=0517.340-0528.580 | Dục đoạn từ Đường Nguyễn Văn Cừ đến Hết tuyến có hiện trạng là
P=0383 | X=0115.970-0251.740 | Y=0528.860-0540.100 | đường nhựa, bê tông xi măng:
P=0383 | X=0094.340-0110.980 | Y=0536.770-0546.090 | 354
P=0383 | X=0460.730-0477.370 | Y=0536.770-0546.090 | 320
P=0383 | X=0505.390-0522.030 | Y=0536.770-0546.090 | 270
P=0383 | X=0115.970-0393.400 | Y=0546.410-0557.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0383 | X=0115.970-0339.610 | Y=0563.930-0575.170 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0383 | X=0115.970-0401.230 | Y=0581.930-0593.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0383 | X=0115.970-0398.230 | Y=0593.450-0604.690 | Đường Trịnh Văn Dục đoạn từ Đường Nguyễn Văn Cừ đến Hết
P=0383 | X=0115.970-0350.170 | Y=0604.970-0616.210 | tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0383 | X=0094.340-0110.980 | Y=0612.850-0622.170 | 355
P=0383 | X=0460.730-0477.370 | Y=0612.850-0622.170 | 630
P=0383 | X=0505.390-0522.030 | Y=0612.850-0622.170 | 580
P=0383 | X=0115.970-0338.880 | Y=0622.270-0633.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0383 | X=0115.970-0393.160 | Y=0639.790-0651.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0383 | X=0115.970-0401.260 | Y=0657.790-0669.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0383 | X=0115.970-0396.550 | Y=0669.310-0680.550 | Đường Trịnh Văn Dục đoạn từ Đường Nguyễn Văn Cừ đến hết
P=0383 | X=0094.340-0350.170 | Y=0680.070-0692.070 | 356 tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0383 | X=0460.730-0477.370 | Y=0680.070-0689.390 | 480
P=0383 | X=0505.390-0522.030 | Y=0680.070-0689.390 | 440
P=0383 | X=0115.970-0339.140 | Y=0698.350-0709.590 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0384 | X=0115.970-0402.860 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0384 | X=0115.970-0168.930 | Y=0090.260-0101.500 | đến ≤600m.
P=0384 | X=0115.970-0339.140 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0384 | X=0115.970-0401.230 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0384 | X=0115.970-0396.540 | Y=0137.330-0148.570 | Đường Trịnh Văn Dục đoạn từ Đường Nguyễn Văn Cừ đến hết
P=0384 | X=0115.970-0350.170 | Y=0148.850-0160.090 | tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0384 | X=0094.340-0110.980 | Y=0156.730-0166.050 | 357
P=0384 | X=0460.730-0477.370 | Y=0156.730-0166.050 | 320
P=0384 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 270
P=0384 | X=0115.970-0393.410 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0384 | X=0115.970-0342.280 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0384 | X=0115.970-0171.270 | Y=0201.670-0212.910 | Đường Trần
P=0384 | X=0192.070-0264.420 | Y=0207.430-0218.670 | Đường Lê Duẩn
P=0384 | X=0278.500-0332.580 | Y=0207.430-0218.670 | Chu Văn An
P=0384 | X=0094.340-0110.980 | Y=0209.310-0218.630 | 358
P=0384 | X=0460.730-0477.370 | Y=0209.310-0218.630 | 800
P=0384 | X=0505.390-0522.030 | Y=0209.310-0218.630 | 710
P=0384 | X=0115.970-0151.790 | Y=0213.190-0224.430 | Văn Trà
P=0384 | X=0115.970-0408.460 | Y=0231.190-0242.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Văn
P=0384 | X=0115.970-0390.690 | Y=0242.710-0253.950 | Trà đoạn từ Đường Lê Duẩn đến Chu Văn An có hiện trạng là
P=0384 | X=0115.970-0251.740 | Y=0254.230-0265.470 | đường nhựa, bê tông xi măng:
P=0384 | X=0094.340-0110.980 | Y=0262.110-0271.430 | 359
P=0384 | X=0460.730-0477.370 | Y=0262.110-0271.430 | 630
P=0384 | X=0505.390-0522.030 | Y=0262.110-0271.430 | 580
P=0384 | X=0115.970-0338.880 | Y=0271.750-0282.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0384 | X=0115.970-0393.160 | Y=0289.300-0300.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0384 | X=0115.970-0408.460 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Văn
P=0384 | X=0115.970-0390.690 | Y=0318.820-0330.060 | Trà đoạn từ Đường Lê Duẩn đến Chu Văn An có hiện trạng là
P=0384 | X=0115.970-0251.740 | Y=0330.340-0341.580 | đường nhựa, bê tông xi măng:
P=0384 | X=0094.340-0339.140 | Y=0347.860-0361.940 | 360 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0384 | X=0460.730-0477.370 | Y=0352.620-0361.940 | 480
P=0384 | X=0505.390-0522.030 | Y=0352.620-0361.940 | 440
P=0384 | X=0115.970-0402.860 | Y=0365.400-0376.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0384 | X=0115.970-0168.930 | Y=0376.920-0388.160 | đến ≤600m.
P=0384 | X=0115.970-0339.140 | Y=0394.200-0405.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0384 | X=0115.970-0408.460 | Y=0412.200-0423.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Văn
P=0384 | X=0115.970-0390.690 | Y=0423.720-0434.960 | Trà đoạn từ Đường Lê Duẩn đến Chu Văn An có hiện trạng là
P=0384 | X=0115.970-0251.740 | Y=0435.240-0446.480 | đường nhựa, bê tông xi măng:
P=0384 | X=0094.340-0110.980 | Y=0443.120-0452.440 | 361
P=0384 | X=0460.730-0477.370 | Y=0443.120-0452.440 | 320
P=0384 | X=0505.390-0522.030 | Y=0443.120-0452.440 | 270
P=0384 | X=0115.970-0393.400 | Y=0452.780-0464.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0384 | X=0115.970-0339.610 | Y=0470.300-0481.540 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0384 | X=0115.970-0401.230 | Y=0488.300-0499.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0384 | X=0115.970-0411.300 | Y=0499.820-0511.060 | Đường Trần Văn Trà đoạn từ Đường Lê Duẩn đến Chu Văn An có
P=0384 | X=0115.970-0309.580 | Y=0511.340-0522.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0384 | X=0094.340-0110.980 | Y=0519.220-0528.540 | 362
P=0384 | X=0460.730-0477.370 | Y=0519.220-0528.540 | 630
P=0384 | X=0505.390-0522.030 | Y=0519.220-0528.540 | 580
P=0384 | X=0115.970-0338.880 | Y=0528.860-0540.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
