TABLE=008 | AREA=Phường Tân Triều | SECTION=agricultural | SEGMENTS=1
P=0295 | X=0095.060-0155.000 | Y=0281.860-0293.300 | 303 xi măng:
P=0295 | X=0445.850-0462.490 | Y=0283.980-0293.300 | 450
P=0295 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 300
P=0295 | X=0117.170-0348.250 | Y=0299.380-0310.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0295 | X=0117.170-0394.380 | Y=0316.900-0328.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0295 | X=0117.170-0402.290 | Y=0334.660-0345.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đất Cát
P=0295 | X=0117.170-0398.150 | Y=0345.940-0357.180 | đoạn từ Hương lộ 15 đến Giáp ranh thửa đất số 305, tờ bản đồ
P=0295 | X=0117.170-0397.400 | Y=0357.460-0368.700 | số 62, phường Tân Triều có hiện trạng là đường nhựa, bê tông
P=0295 | X=0117.170-0155.000 | Y=0369.000-0380.240 | xi măng:
P=0295 | X=0095.060-0348.720 | Y=0385.760-0397.760 | 304 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0295 | X=0445.850-0462.490 | Y=0385.760-0395.080 | 350
P=0295 | X=0505.390-0522.030 | Y=0385.760-0395.080 | 220
P=0295 | X=0117.170-0370.480 | Y=0404.040-0415.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0295 | X=0117.170-0212.150 | Y=0415.560-0426.800 | >500m đến ≤1.000m.
P=0295 | X=0117.170-0340.340 | Y=0433.080-0444.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0295 | X=0117.170-0402.290 | Y=0450.860-0462.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đất Cát
P=0295 | X=0117.170-0398.150 | Y=0462.380-0473.620 | đoạn từ Hương lộ 15 đến Giáp ranh thửa đất số 305, tờ bản đồ
P=0295 | X=0117.170-0397.430 | Y=0473.900-0485.140 | số 62, phường Tân Triều có hiện trạng là đường nhựa, bê tông
P=0295 | X=0095.060-0155.000 | Y=0485.420-0496.860 | 305 xi măng:
P=0295 | X=0445.850-0462.490 | Y=0487.540-0496.860 | 230
P=0295 | X=0505.390-0522.030 | Y=0487.540-0496.860 | 140
P=0295 | X=0117.170-0402.980 | Y=0502.940-0514.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0295 | X=0117.170-0340.810 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0295 | X=0117.170-0402.430 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0295 | X=0117.170-0401.260 | Y=0549.530-0560.770 | Đường Đất Cát đoạn từ Hương lộ 15 đến Giáp ranh thửa đất số
P=0295 | X=0117.170-0400.060 | Y=0561.050-0572.290 | 305, tờ bản đồ số 62, phường Tân Triều có hiện trạng là đường
P=0295 | X=0095.060-0220.280 | Y=0572.570-0584.010 | 306 nhựa, bê tông xi măng:
P=0295 | X=0445.850-0462.490 | Y=0574.690-0584.010 | 450
P=0295 | X=0505.390-0522.030 | Y=0574.690-0584.010 | 300
P=0295 | X=0117.170-0351.130 | Y=0590.090-0601.330 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0295 | X=0117.170-0394.380 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0295 | X=0117.170-0402.430 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0295 | X=0117.170-0401.260 | Y=0636.910-0648.150 | Đường Đất Cát đoạn từ Hương lộ 15 đến Giáp ranh thửa đất số
P=0295 | X=0117.170-0400.060 | Y=0648.430-0659.670 | 305, tờ bản đồ số 62, phường Tân Triều có hiện trạng là đường
P=0295 | X=0117.170-0220.280 | Y=0659.950-0671.190 | nhựa, bê tông xi măng:
P=0295 | X=0095.060-0111.700 | Y=0667.830-0677.150 | 307
P=0295 | X=0445.850-0462.490 | Y=0667.830-0677.150 | 350
P=0295 | X=0505.390-0522.030 | Y=0667.830-0677.150 | 220
P=0295 | X=0117.170-0348.720 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0295 | X=0117.170-0370.480 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0295 | X=0117.170-0212.140 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=0296 | X=0117.170-0340.340 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0296 | X=0117.170-0402.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0296 | X=0117.170-0401.260 | Y=0107.780-0119.020 | Đường Đất Cát đoạn từ Hương lộ 15 đến Giáp ranh thửa đất số
P=0296 | X=0117.170-0400.060 | Y=0119.330-0130.570 | 305, tờ bản đồ số 62, phường Tân Triều có hiện trạng là đường
P=0296 | X=0095.060-0220.280 | Y=0130.850-0142.290 | 308 nhựa, bê tông xi măng:
P=0296 | X=0445.850-0462.490 | Y=0132.970-0142.290 | 230
P=0296 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 140
P=0296 | X=0117.170-0402.980 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0296 | X=0117.170-0343.460 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0296 | X=0095.060-0204.150 | Y=0183.410-0194.650 | 309 Đường liên ấp 3 - 4
P=0296 | X=0233.140-0289.380 | Y=0183.410-0194.650 | Hương lộ 15
P=0296 | X=0321.000-0371.740 | Y=0183.410-0194.650 | Hương lộ 7
P=0296 | X=0445.850-0462.490 | Y=0185.290-0194.610 | 670
P=0296 | X=0505.390-0522.030 | Y=0185.290-0194.610 | 470
P=0296 | X=0117.170-0397.900 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp
P=0296 | X=0117.170-0377.490 | Y=0212.710-0223.950 | 3 - 4 đoạn từ Hương lộ 15 đến Hương lộ 7 có hiện trạng là
P=0296 | X=0117.170-0252.940 | Y=0224.230-0235.470 | đường nhựa, bê tông xi măng:
P=0296 | X=0095.060-0111.700 | Y=0232.110-0241.430 | 310
P=0296 | X=0445.850-0462.490 | Y=0232.110-0241.430 | 450
P=0296 | X=0505.390-0522.030 | Y=0232.110-0241.430 | 300
P=0296 | X=0117.170-0348.280 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0296 | X=0117.170-0394.380 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0296 | X=0117.170-0397.900 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp
P=0296 | X=0117.170-0377.490 | Y=0288.580-0299.820 | 3 - 4 đoạn từ Hương lộ 15 đến Hương lộ 7 có hiện trạng là
P=0296 | X=0117.170-0252.940 | Y=0300.100-0311.340 | đường nhựa, bê tông xi măng:
P=0296 | X=0095.060-0348.720 | Y=0317.620-0331.700 | 311 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0296 | X=0445.850-0462.490 | Y=0322.380-0331.700 | 350
P=0296 | X=0505.390-0522.030 | Y=0322.380-0331.700 | 220
P=0296 | X=0117.170-0370.480 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0296 | X=0117.170-0212.140 | Y=0346.660-0357.900 | >500m đến ≤1.000m.
P=0296 | X=0117.170-0340.340 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0296 | X=0117.170-0397.900 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp
P=0296 | X=0117.170-0377.490 | Y=0393.240-0404.480 | 3 - 4 đoạn từ Hương lộ 15 đến Hương lộ 7 có hiện trạng là
P=0296 | X=0117.170-0252.940 | Y=0404.760-0416.000 | đường nhựa, bê tông xi măng:
P=0296 | X=0095.060-0111.700 | Y=0412.640-0421.960 | 312
P=0296 | X=0445.850-0462.490 | Y=0412.640-0421.960 | 230
P=0296 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 140
P=0296 | X=0117.170-0403.020 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0296 | X=0117.170-0340.810 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0296 | X=0117.170-0402.430 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0296 | X=0117.170-0386.140 | Y=0469.100-0480.340 | Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến Hương lộ 7 có
P=0296 | X=0117.170-0310.820 | Y=0480.620-0491.860 | hiện trạng là đường nhựa, bê tông xi măng:
P=0296 | X=0095.060-0111.700 | Y=0488.500-0497.820 | 313
P=0296 | X=0445.850-0462.490 | Y=0488.500-0497.820 | 450
P=0296 | X=0505.390-0522.030 | Y=0488.500-0497.820 | 300
P=0296 | X=0117.170-0348.250 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0296 | X=0117.170-0394.380 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0296 | X=0117.170-0402.430 | Y=0533.450-0544.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0296 | X=0117.170-0386.140 | Y=0544.970-0556.210 | Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến Hương lộ 7 có
P=0296 | X=0117.170-0310.840 | Y=0556.250-0567.490 | hiện trạng là đường nhựa, bê tông xi măng:
P=0296 | X=0095.060-0348.720 | Y=0573.770-0588.090 | 314 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0296 | X=0445.850-0462.490 | Y=0578.770-0588.090 | 350
P=0296 | X=0505.390-0522.030 | Y=0578.770-0588.090 | 220
P=0296 | X=0117.170-0370.480 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0296 | X=0117.170-0212.140 | Y=0602.810-0614.050 | >500m đến ≤1.000m.
P=0296 | X=0117.170-0340.340 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0296 | X=0117.170-0402.430 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0296 | X=0117.170-0386.140 | Y=0649.630-0660.870 | Đường liên ấp 3 - 4 đoạn từ Hương lộ 15 đến Hương lộ 7 có
P=0296 | X=0117.170-0310.810 | Y=0661.150-0672.390 | hiện trạng là đường nhựa, bê tông xi măng:
P=0296 | X=0095.060-0111.700 | Y=0669.030-0678.350 | 315
P=0296 | X=0445.850-0462.490 | Y=0669.030-0678.350 | 230
P=0296 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 140
P=0296 | X=0117.170-0402.980 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0296 | X=0117.170-0343.460 | Y=0696.190-0707.430 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0297 | X=0095.060-0202.960 | Y=0078.500-0089.740 | 316 Đường Long Chiến
P=0297 | X=0233.140-0289.380 | Y=0078.500-0089.740 | Hương lộ 15
P=0297 | X=0321.000-0403.180 | Y=0078.500-0089.740 | Bờ sông Đồng Nai
P=0297 | X=0445.850-0462.490 | Y=0080.380-0089.700 | 670
P=0297 | X=0505.390-0522.030 | Y=0080.380-0089.700 | 470
P=0297 | X=0117.170-0390.480 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=0297 | X=0117.170-0378.940 | Y=0107.780-0119.020 | Chiến đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai có hiện
P=0297 | X=0117.170-0288.990 | Y=0119.330-0130.570 | trạng là đường nhựa, bê tông xi măng:
P=0297 | X=0095.060-0111.700 | Y=0127.210-0136.530 | 317
P=0297 | X=0445.850-0462.490 | Y=0127.210-0136.530 | 450
P=0297 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 300
P=0297 | X=0117.170-0348.250 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0297 | X=0117.170-0394.380 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0297 | X=0117.170-0390.480 | Y=0172.130-0183.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=0297 | X=0117.170-0378.950 | Y=0183.410-0194.650 | Chiến đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai có hiện
P=0297 | X=0117.170-0288.950 | Y=0194.930-0206.170 | trạng là đường nhựa, bê tông xi măng:
P=0297 | X=0095.060-0348.720 | Y=0212.470-0226.790 | 318 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0297 | X=0445.850-0462.490 | Y=0217.470-0226.790 | 350
P=0297 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 220
P=0297 | X=0117.170-0370.480 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0297 | X=0117.170-0212.140 | Y=0241.510-0252.750 | >500m đến ≤1.000m.
P=0297 | X=0117.170-0340.340 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0297 | X=0117.170-0390.480 | Y=0276.790-0288.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=0297 | X=0117.170-0378.950 | Y=0288.340-0299.580 | Chiến đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai có hiện
P=0297 | X=0117.170-0288.980 | Y=0299.860-0311.100 | trạng là đường nhựa, bê tông xi măng:
P=0297 | X=0095.060-0111.700 | Y=0307.740-0317.060 | 319
P=0297 | X=0445.850-0462.490 | Y=0307.740-0317.060 | 230
P=0297 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 140
P=0297 | X=0117.170-0402.980 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0297 | X=0117.170-0340.810 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0297 | X=0117.170-0402.430 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0297 | X=0117.170-0403.180 | Y=0363.940-0375.180 | Đường Long Chiến đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai
P=0297 | X=0117.170-0324.020 | Y=0375.480-0386.720 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0297 | X=0095.060-0111.700 | Y=0383.360-0392.680 | 320
P=0297 | X=0445.850-0462.490 | Y=0383.360-0392.680 | 450
P=0297 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 300
P=0297 | X=0117.170-0348.250 | Y=0393.000-0404.240 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0297 | X=0117.170-0394.380 | Y=0410.520-0421.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0297 | X=0117.170-0402.430 | Y=0428.280-0439.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0297 | X=0117.170-0403.180 | Y=0439.800-0451.040 | Đường Long Chiến đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai
P=0297 | X=0117.170-0324.020 | Y=0451.340-0462.580 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0297 | X=0095.060-0348.720 | Y=0468.860-0482.940 | 321 - Co bề rộng ≥5m, cách đường giao thông >1.000m.
P=0297 | X=0445.850-0462.490 | Y=0473.620-0482.940 | 350
P=0297 | X=0505.390-0522.030 | Y=0473.620-0482.940 | 220
P=0297 | X=0117.170-0370.480 | Y=0486.380-0497.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0297 | X=0117.170-0212.140 | Y=0497.900-0509.140 | >500m đến ≤1.000m.
P=0297 | X=0117.170-0340.340 | Y=0515.420-0526.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0297 | X=0117.170-0402.430 | Y=0533.210-0544.450 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0297 | X=0117.170-0403.180 | Y=0544.490-0555.730 | Đường Long Chiến đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai
P=0297 | X=0117.170-0324.030 | Y=0556.010-0567.250 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0297 | X=0095.060-0111.700 | Y=0563.890-0573.210 | 322
P=0297 | X=0445.850-0462.490 | Y=0563.890-0573.210 | 230
P=0297 | X=0505.390-0522.030 | Y=0563.890-0573.210 | 140
P=0297 | X=0117.170-0402.980 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0297 | X=0117.170-0343.460 | Y=0591.050-0602.290 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0297 | X=0095.060-0198.400 | Y=0608.810-0620.050 | 323 Đường Xóm Rạch
P=0297 | X=0233.140-0289.380 | Y=0608.810-0620.050 | Hương lộ 15
P=0297 | X=0321.000-0403.180 | Y=0608.810-0620.050 | Bờ sông Đồng Nai
P=0297 | X=0445.850-0462.490 | Y=0610.690-0620.010 | 670
P=0297 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 470
P=0297 | X=0117.170-0388.700 | Y=0626.590-0637.830 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm
P=0297 | X=0117.170-0401.990 | Y=0638.110-0649.350 | Rạch đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai có hiện trạng
P=0297 | X=0117.170-0263.500 | Y=0649.630-0660.870 | là đường nhựa, bê tông xi măng:
P=0297 | X=0095.060-0111.700 | Y=0657.510-0666.830 | 324
P=0297 | X=0445.850-0462.490 | Y=0657.510-0666.830 | 450
P=0297 | X=0505.390-0522.030 | Y=0657.510-0666.830 | 300
P=0297 | X=0117.170-0351.130 | Y=0667.150-0678.390 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0297 | X=0117.170-0394.380 | Y=0684.670-0695.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0297 | X=0095.060-0388.700 | Y=0702.450-0713.690 | 325 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm
P=0297 | X=0445.850-0462.490 | Y=0704.340-0713.660 | 350
P=0297 | X=0505.390-0522.030 | Y=0704.340-0713.660 | 220
P=0298 | X=0117.170-0401.990 | Y=0072.500-0083.740 | Rạch đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai có hiện trạng
P=0298 | X=0117.170-0263.500 | Y=0084.020-0095.260 | là đường nhựa, bê tông xi măng:
P=0298 | X=0117.170-0348.750 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0298 | X=0117.170-0370.480 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0298 | X=0117.170-0212.140 | Y=0130.610-0141.850 | >500m đến ≤1.000m.
P=0298 | X=0117.170-0340.340 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0298 | X=0117.170-0388.700 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm
P=0298 | X=0117.170-0401.990 | Y=0177.170-0188.410 | Rạch đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai có hiện trạng
P=0298 | X=0117.170-0263.500 | Y=0188.690-0199.930 | là đường nhựa, bê tông xi măng:
P=0298 | X=0095.060-0111.700 | Y=0196.570-0205.890 | 326
P=0298 | X=0445.850-0462.490 | Y=0196.570-0205.890 | 230
P=0298 | X=0505.390-0522.030 | Y=0196.570-0205.890 | 140
P=0298 | X=0117.170-0402.980 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0298 | X=0117.170-0340.810 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0298 | X=0117.170-0402.430 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0298 | X=0117.170-0398.620 | Y=0253.030-0264.270 | Đường Xóm Rạch đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai
P=0298 | X=0117.170-0324.030 | Y=0264.550-0275.790 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0298 | X=0095.060-0111.700 | Y=0272.430-0281.750 | 327
P=0298 | X=0445.850-0462.490 | Y=0272.430-0281.750 | 450
P=0298 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 300
P=0298 | X=0117.170-0348.250 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0298 | X=0117.170-0394.380 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0298 | X=0117.170-0402.430 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0298 | X=0117.170-0398.620 | Y=0328.900-0340.140 | Đường Xóm Rạch đoạn từ Hương lộ 15 đến Bờ sông Đồng Nai
