TABLE=006 | AREA=Phường Hố Nai | SECTION=agricultural | SEGMENTS=1
P=0231 | X=0090.020-0106.660 | Y=0221.550-0230.870 | 247
P=0231 | X=0461.210-0477.850 | Y=0221.550-0230.870 | 450
P=0231 | X=0505.390-0522.030 | Y=0221.550-0230.870 | 410
P=0231 | X=0107.330-0338.410 | Y=0231.190-0242.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0231 | X=0107.330-0384.500 | Y=0248.710-0259.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0231 | X=0107.330-0416.350 | Y=0266.710-0277.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0231 | X=0107.330-0429.100 | Y=0278.230-0289.470 | đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là đường nhựa, bê
P=0231 | X=0107.330-0167.490 | Y=0289.780-0301.020 | tông xi măng:
P=0231 | X=0090.020-0338.880 | Y=0307.300-0321.620 | 248 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0231 | X=0461.210-0477.850 | Y=0312.300-0321.620 | 350
P=0231 | X=0505.390-0522.030 | Y=0312.300-0321.620 | 310
P=0231 | X=0107.330-0416.630 | Y=0324.820-0336.060 | - Có bề rộng từ: ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0231 | X=0107.330-0149.010 | Y=0336.340-0347.580 | ≤1.000m.
P=0231 | X=0107.330-0330.500 | Y=0353.860-0365.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0231 | X=0107.330-0416.350 | Y=0371.880-0383.120 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0231 | X=0107.330-0429.100 | Y=0383.400-0394.640 | đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là đường nhựa, bê
P=0231 | X=0107.330-0167.490 | Y=0394.920-0406.160 | tông xi măng:
P=0231 | X=0090.020-0106.660 | Y=0402.800-0412.120 | 249
P=0231 | X=0461.210-0477.850 | Y=0402.800-0412.120 | 230
P=0231 | X=0505.390-0522.030 | Y=0402.800-0412.120 | 220
P=0231 | X=0107.330-0393.120 | Y=0412.200-0423.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0231 | X=0107.330-0330.970 | Y=0429.720-0440.960 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0231 | X=0107.330-0426.940 | Y=0447.720-0458.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0231 | X=0107.330-0413.980 | Y=0459.260-0470.500 | Thanh Hóa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là
P=0231 | X=0107.330-0243.080 | Y=0470.780-0482.020 | đường nhựa, bê tông xi măng;
P=0231 | X=0090.020-0106.660 | Y=0478.660-0487.980 | 250
P=0231 | X=0461.210-0477.850 | Y=0478.660-0487.980 | 450
P=0231 | X=0505.390-0522.030 | Y=0478.660-0487.980 | 410
P=0231 | X=0107.330-0341.280 | Y=0488.300-0499.540 | - Có bề rộng ≥5m, cách đường giao thông ≤ 1.000m.
P=0231 | X=0107.330-0384.500 | Y=0505.820-0517.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0231 | X=0107.330-0426.940 | Y=0523.820-0535.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0231 | X=0107.330-0413.980 | Y=0535.370-0546.610 | Thanh Hóa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là
P=0231 | X=0107.330-0243.080 | Y=0546.890-0558.130 | đường nhựa, bê tông xi măng:
P=0231 | X=0090.020-0338.880 | Y=0564.410-0578.490 | 251 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0231 | X=0461.210-0477.850 | Y=0569.170-0578.490 | 350
P=0231 | X=0505.390-0522.030 | Y=0569.170-0578.490 | 310
P=0231 | X=0107.330-0413.750 | Y=0581.930-0593.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0231 | X=0107.330-0149.010 | Y=0593.450-0604.690 | ≤1.000m.
P=0231 | X=0107.330-0330.500 | Y=0610.970-0622.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0231 | X=0107.330-0426.940 | Y=0628.990-0640.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0231 | X=0107.330-0413.980 | Y=0640.270-0651.510 | Thanh Hóa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là
P=0231 | X=0107.330-0243.080 | Y=0651.790-0663.030 | đường nhựa, bê tông xi măng:
P=0231 | X=0090.020-0106.660 | Y=0659.670-0668.990 | 252
P=0231 | X=0461.210-0477.850 | Y=0659.670-0668.990 | 230
P=0231 | X=0505.390-0522.030 | Y=0659.670-0668.990 | 220
P=0231 | X=0107.330-0393.120 | Y=0669.310-0680.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0231 | X=0107.330-0333.620 | Y=0686.830-0698.070 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0231 | X=0090.020-0256.920 | Y=0704.850-0716.090 | 253 Đường Thanh Hóa 1 Hết mét thứ
P=0231 | X=0272.020-0407.760 | Y=0704.850-0716.090 | Đường Bắc Sơn - Long Thành
P=0231 | X=0461.210-0477.850 | Y=0706.740-0716.060 | 670
P=0231 | X=0505.390-0522.030 | Y=0706.740-0716.060 | 600
P=0232 | X=0203.830-0220.470 | Y=0074.620-0083.940 | 270
P=0232 | X=0107.330-0416.350 | Y=0090.740-0101.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0232 | X=0107.330-0409.900 | Y=0102.260-0113.500 | đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long Thành có hiện
P=0232 | X=0107.330-0279.110 | Y=0113.780-0125.020 | trạng là đường nhựa, bê tông xi măng:
P=0232 | X=0090.020-0106.660 | Y=0121.690-0131.010 | 254
P=0232 | X=0461.210-0477.850 | Y=0121.690-0131.010 | 450
P=0232 | X=0505.390-0522.030 | Y=0121.690-0131.010 | 410
P=0232 | X=0107.330-0338.410 | Y=0131.330-0142.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0232 | X=0107.330-0384.500 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0232 | X=0107.330-0416.350 | Y=0166.850-0178.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0232 | X=0107.330-0409.900 | Y=0178.370-0189.610 | đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long Thành có hiện
P=0232 | X=0107.330-0279.110 | Y=0189.650-0200.890 | trạng là đường nhựa, bê tông xi măng:
P=0232 | X=0090.020-0338.880 | Y=0207.190-0221.510 | 255 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0232 | X=0461.210-0477.850 | Y=0212.190-0221.510 | 350
P=0232 | X=0505.390-0522.030 | Y=0212.190-0221.510 | 310
P=0232 | X=0107.330-0413.750 | Y=0224.710-0235.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0232 | X=0107.330-0149.010 | Y=0236.230-0247.470 | ≤1.000m.
P=0232 | X=0107.330-0330.500 | Y=0253.750-0264.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0232 | X=0107.330-0416.350 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0232 | X=0107.330-0409.900 | Y=0283.300-0294.540 | đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long Thành có hiện
P=0232 | X=0107.330-0279.110 | Y=0294.820-0306.060 | trạng là đường nhựa, bê tông xi măng:
P=0232 | X=0090.020-0106.660 | Y=0302.700-0312.020 | 256
P=0232 | X=0461.210-0477.850 | Y=0302.700-0312.020 | 230
P=0232 | X=0505.390-0522.030 | Y=0302.700-0312.020 | 220
P=0232 | X=0107.330-0393.120 | Y=0312.340-0323.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0232 | X=0107.330-0330.970 | Y=0329.860-0341.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0232 | X=0107.330-0426.940 | Y=0347.860-0359.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0232 | X=0107.330-0404.380 | Y=0359.380-0370.620 | Thanh Hóa 1 đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long
P=0232 | X=0107.330-0345.370 | Y=0370.920-0382.160 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0232 | X=0090.020-0106.660 | Y=0378.800-0388.120 | 257
P=0232 | X=0461.210-0477.850 | Y=0378.800-0388.120 | 450
P=0232 | X=0505.390-0522.030 | Y=0378.800-0388.120 | 410
P=0232 | X=0107.330-0338.410 | Y=0388.200-0399.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0232 | X=0107.330-0384.540 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0232 | X=0107.330-0426.940 | Y=0423.720-0434.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0232 | X=0107.330-0404.380 | Y=0435.240-0446.480 | Thanh Hóa 1 đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long
P=0232 | X=0107.330-0345.370 | Y=0446.760-0458.000 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0232 | X=0090.020-0338.880 | Y=0464.300-0478.620 | 258 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0232 | X=0461.210-0477.850 | Y=0469.300-0478.620 | 350
P=0232 | X=0505.390-0522.030 | Y=0469.300-0478.620 | 310
P=0232 | X=0107.330-0413.750 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0232 | X=0107.330-0149.010 | Y=0493.340-0504.580 | ≤1.000m.
P=0232 | X=0107.330-0330.500 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0232 | X=0107.330-0426.940 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0232 | X=0107.330-0404.380 | Y=0540.410-0551.650 | Thanh Hóa 1 đoạn từ Hết mét thứ 270 đến Đường Bắc Sơn - Long
P=0232 | X=0107.330-0345.370 | Y=0551.930-0563.170 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0232 | X=0090.020-0106.660 | Y=0559.810-0569.130 | 25«
P=0232 | X=0461.210-0477.850 | Y=0559.810-0569.130 | 230
P=0232 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 220
P=0232 | X=0107.330-0393.120 | Y=0569.450-0580.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0232 | X=0107.330-0333.620 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0232 | X=0107.330-0213.430 | Y=0604.970-0616.210 | Đường vào Trường dạy
P=0232 | X=0090.020-0106.660 | Y=0612.370-0621.690 | 260
P=0232 | X=0216.550-0259.620 | Y=0612.370-0621.690 | Quốc lộ 1
P=0232 | X=0272.020-0344.600 | Y=0612.370-0621.690 | Hết mét thứ 300
P=0232 | X=0461.210-0477.850 | Y=0612.370-0621.690 | 670
P=0232 | X=0505.390-0522.030 | Y=0612.370-0621.690 | 600
P=0232 | X=0107.330-0171.470 | Y=0618.150-0627.470 | nghề Hố Nai 3
P=0232 | X=0107.330-0411.350 | Y=0634.270-0645.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0232 | X=0107.330-0426.710 | Y=0645.790-0657.030 | dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến hết mét thứ 300 có hiện trạng
P=0232 | X=0107.330-0253.660 | Y=0657.310-0668.550 | là đường nhựa, bê tông xi măng:
P=0232 | X=0090.020-0106.660 | Y=0665.190-0674.510 | 261
P=0232 | X=0461.210-0477.850 | Y=0665.190-0674.510 | 450
P=0232 | X=0505.390-0522.030 | Y=0665.190-0674.510 | 410
P=0232 | X=0107.330-0338.410 | Y=0674.830-0686.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0232 | X=0107.330-0384.500 | Y=0692.350-0703.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0233 | X=0107.330-0411.350 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0233 | X=0107.330-0428.390 | Y=0090.260-0101.500 | dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết mét thứ 300 có hiện trạng
P=0233 | X=0107.330-0253.660 | Y=0101.780-0113.020 | là đường nhựa, bê tông xi măng:
P=0233 | X=0090.020-0338.880 | Y=0119.330-0133.410 | 262 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0233 | X=0461.210-0477.850 | Y=0124.090-0133.410 | 350
P=0233 | X=0505.390-0522.030 | Y=0124.090-0133.410 | 310
P=0233 | X=0107.330-0413.750 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0233 | X=0107.330-0149.010 | Y=0148.370-0159.610 | ≤1.000m.
P=0233 | X=0107.330-0330.500 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0233 | X=0107.330-0411.350 | Y=0183.650-0194.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0233 | X=0107.330-0428.390 | Y=0195.170-0206.410 | dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết mét thứ 300 có hiện trạng
P=0233 | X=0107.330-0253.660 | Y=0206.710-0217.950 | là đường nhựa, bê tông xi măng:
P=0233 | X=0090.020-0106.660 | Y=0214.590-0223.910 | 263
P=0233 | X=0461.210-0477.850 | Y=0214.590-0223.910 | 230
P=0233 | X=0505.390-0522.030 | Y=0214.590-0223.910 | 220
P=0233 | X=0107.330-0393.120 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0233 | X=0107.330-0330.970 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0233 | X=0107.330-0426.940 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0233 | X=0107.330-0423.340 | Y=0271.270-0282.510 | vào Trường dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết mét thứ 300
P=0233 | X=0107.330-0314.180 | Y=0282.820-0294.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0233 | X=0090.020-0106.660 | Y=0290.700-0300.020 | 264
P=0233 | X=0461.210-0477.850 | Y=0290.700-0300.020 | 450
P=0233 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 410
P=0233 | X=0107.330-0338.410 | Y=0300.340-0311.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0233 | X=0107.330-0384.500 | Y=0317.860-0329.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0233 | X=0107.330-0426.950 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0233 | X=0107.330-0423.340 | Y=0347.380-0358.620 | vào Trường dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết mét thứ 300
P=0233 | X=0107.330-0314.180 | Y=0358.900-0370.140 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0233 | X=0090.020-0338.880 | Y=0376.200-0390.520 | 265 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0233 | X=0461.210-0477.850 | Y=0381.200-0390.520 | 350
P=0233 | X=0505.390-0522.030 | Y=0381.200-0390.520 | 310
P=0233 | X=0107.330-0413.750 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0233 | X=0107.330-0149.010 | Y=0405.240-0416.480 | ≤1.000m.
P=0233 | X=0107.330-0330.500 | Y=0422.760-0434.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0233 | X=0107.330-0426.940 | Y=0440.760-0452.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0233 | X=0107.330-0423.340 | Y=0452.300-0463.540 | vào Trường dạy nghề Hố Nai 3 đoạn từ Quốc lộ 1 đến Hết mét thứ 300
P=0233 | X=0107.330-0314.180 | Y=0463.820-0475.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0233 | X=0090.020-0106.660 | Y=0471.700-0481.020 | 266
P=0233 | X=0461.210-0477.850 | Y=0471.700-0481.020 | 230
P=0233 | X=0505.390-0522.030 | Y=0471.700-0481.020 | 220
P=0233 | X=0107.330-0393.120 | Y=0481.340-0492.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0233 | X=0107.330-0333.620 | Y=0498.860-0510.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0233 | X=0107.330-0256.920 | Y=0516.860-0528.100 | Đường vào Trường Hết mét thứ
P=0233 | X=0272.020-0319.720 | Y=0522.620-0533.860 | Đường sắt
P=0233 | X=0090.020-0106.660 | Y=0524.500-0533.820 | 267
P=0233 | X=0461.210-0477.850 | Y=0524.500-0533.820 | 670
P=0233 | X=0505.390-0522.030 | Y=0524.500-0533.820 | 600
P=0233 | X=0107.330-0220.470 | Y=0530.260-0539.580 | dạy nghề Hố Nai 3 300
P=0233 | X=0107.330-0411.350 | Y=0546.410-0557.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0233 | X=0107.330-0407.740 | Y=0557.930-0569.170 | dạy nghề Hố Nai 3 đoạn từ Hết mét thứ 300 đến Đường sắt có hiện
P=0233 | X=0107.330-0279.110 | Y=0569.450-0580.690 | trạng là đường nhựa, bê tông xi măng:
P=0233 | X=0090.020-0106.660 | Y=0577.330-0586.650 | 268
P=0233 | X=0461.210-0477.850 | Y=0577.330-0586.650 | 450
P=0233 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 410
P=0233 | X=0107.330-0338.410 | Y=0586.970-0598.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0233 | X=0107.330-0384.540 | Y=0604.250-0615.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0233 | X=0107.330-0411.350 | Y=0622.270-0633.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0233 | X=0107.330-0407.740 | Y=0633.790-0645.030 | dạy nghề Hố Nai 3 đoạn từ Hết mét thứ 300 đến Đường sắt có hiện
P=0233 | X=0107.330-0279.110 | Y=0645.310-0656.550 | trạng là đường nhựa, bê tông xi măng:
P=0233 | X=0090.020-0106.660 | Y=0658.950-0668.270 | 269
P=0233 | X=0461.210-0477.850 | Y=0658.950-0668.270 | 350
P=0233 | X=0505.390-0522.030 | Y=0658.950-0668.270 | 310
P=0233 | X=0107.330-0338.880 | Y=0662.830-0674.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0233 | X=0107.330-0413.740 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0233 | X=0107.330-0149.010 | Y=0691.870-0703.110 | ≤1.000m.
P=0234 | X=0107.330-0330.500 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0234 | X=0107.330-0411.350 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Trường
P=0234 | X=0107.330-0407.740 | Y=0108.260-0119.500 | dạy nghề Hố Nai 3 đoạn từ Hết mét thứ 300 đến Đường sắt có hiện
P=0234 | X=0107.330-0279.110 | Y=0119.810-0131.050 | trạng là đường nhựa, bê tông xi măng:
P=0234 | X=0090.020-0106.660 | Y=0127.690-0137.010 | 270
P=0234 | X=0461.210-0477.850 | Y=0127.690-0137.010 | 230
P=0234 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 220
P=0234 | X=0107.330-0393.120 | Y=0137.330-0148.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0234 | X=0107.330-0330.970 | Y=0154.850-0166.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0234 | X=0107.330-0426.940 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0234 | X=0107.330-0428.010 | Y=0184.370-0195.610 | vào Trường dạy nghề Hố Nai 3 đoạn từ Hết mét thứ 300 đến Đường sắt
P=0234 | X=0107.330-0314.180 | Y=0195.650-0206.890 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0234 | X=0090.020-0106.660 | Y=0203.550-0212.870 | 271
P=0234 | X=0461.210-0477.850 | Y=0203.550-0212.870 | 450
P=0234 | X=0505.390-0522.030 | Y=0203.550-0212.870 | 410
P=0234 | X=0107.330-0338.410 | Y=0213.190-0224.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0234 | X=0107.330-0384.500 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0234 | X=0107.330-0426.940 | Y=0248.710-0259.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
