TABLE=005 | AREA=Phường Trảng Dài | SECTION=agricultural | SEGMENTS=1
P=0194 | X=0115.490-0160.040 | Y=0206.710-0217.950 | ≤ 1.000m.
P=0194 | X=0115.490-0338.660 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0194 | X=0115.490-0407.270 | Y=0242.230-0253.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Hiền
P=0194 | X=0115.490-0407.980 | Y=0253.750-0264.990 | đoạn từ Đường tỉnh 768 đến Giáp ranh phường Tân Triều có hiện
P=0194 | X=0115.490-0287.270 | Y=0265.270-0276.510 | trạng là đường nhựa, bê tông xi măng:
P=0194 | X=0094.100-0110.740 | Y=0273.150-0282.470 | 228
P=0194 | X=0445.610-0462.250 | Y=0273.150-0282.470 | 250
P=0194 | X=0505.390-0522.030 | Y=0273.150-0282.470 | 160
P=0194 | X=0115.490-0401.300 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0194 | X=0115.490-0339.130 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0194 | X=0115.490-0400.750 | Y=0318.340-0329.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0194 | X=0115.490-0405.110 | Y=0329.860-0341.100 | Đường Tân Hiền đoạn từ Đường tỉnh 768 đến Giáp ranh phường
P=0194 | X=0115.490-0367.700 | Y=0341.380-0352.620 | Tân Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0194 | X=0094.100-0110.740 | Y=0349.260-0358.580 | 229
P=0194 | X=0445.610-0462.250 | Y=0349.260-0358.580 | 480
P=0194 | X=0505.390-0522.030 | Y=0349.260-0358.580 | 310
P=0194 | X=0115.490-0346.570 | Y=0358.900-0370.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0194 | X=0115.490-0392.680 | Y=0376.200-0387.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0194 | X=0115.490-0400.750 | Y=0394.200-0405.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0194 | X=0115.490-0405.110 | Y=0405.720-0416.960 | Đường Tân Hiền đoạn từ Đường tỉnh 768 đến Giáp ranh phường
P=0194 | X=0115.490-0367.700 | Y=0417.240-0428.480 | Tân Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0194 | X=0094.100-0347.040 | Y=0434.760-0449.080 | 230 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0194 | X=0445.610-0462.250 | Y=0439.760-0449.080 | 370
P=0194 | X=0505.390-0522.030 | Y=0439.760-0449.080 | 240
P=0194 | X=0115.490-0421.910 | Y=0452.300-0463.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0194 | X=0115.490-0157.170 | Y=0463.820-0475.060 | ≤1.000m.
P=0194 | X=0115.490-0338.660 | Y=0481.340-0492.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0194 | X=0115.490-0400.750 | Y=0499.340-0510.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0194 | X=0115.490-0405.110 | Y=0510.860-0522.100 | Đường Tân Hiền đoạn từ Đường tỉnh 768 đến Giáp ranh phường
P=0194 | X=0115.490-0367.700 | Y=0522.380-0533.620 | Tân Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0194 | X=0094.100-0110.740 | Y=0530.260-0539.580 | 231
P=0194 | X=0445.610-0462.250 | Y=0530.260-0539.580 | 250
P=0194 | X=0505.390-0522.030 | Y=0530.260-0539.580 | 160
P=0194 | X=0115.490-0401.300 | Y=0539.930-0551.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0194 | X=0115.490-0341.780 | Y=0557.450-0568.690 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0194 | X=0115.490-0173.420 | Y=0575.450-0586.690 | Đường Bùng
P=0194 | X=0182.710-0252.880 | Y=0581.210-0592.450 | Đường tỉnh 768
P=0194 | X=0310.680-0406.480 | Y=0581.210-0592.450 | Đường Đoàn Văn Cự
P=0194 | X=0094.100-0110.740 | Y=0583.090-0592.410 | 232
P=0194 | X=0445.610-0462.250 | Y=0583.090-0592.410 | 670
P=0194 | X=0505.390-0522.030 | Y=0583.090-0592.410 | 470
P=0194 | X=0115.490-0135.730 | Y=0588.850-0598.170 | Binh
P=0194 | X=0115.490-0413.000 | Y=0604.970-0616.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùng Binh
P=0194 | X=0115.490-0412.060 | Y=0616.270-0627.510 | đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn Cự có hiện trạng là
P=0194 | X=0115.490-0251.300 | Y=0627.790-0639.030 | đường nhựa, bê tông xi măng:
P=0194 | X=0094.100-0110.740 | Y=0635.670-0644.990 | 233
P=0194 | X=0445.610-0462.250 | Y=0635.670-0644.990 | 450
P=0194 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 300
P=0194 | X=0115.490-0346.570 | Y=0645.310-0656.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0194 | X=0115.490-0392.680 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0194 | X=0115.490-0413.000 | Y=0680.830-0692.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùng Binh
P=0194 | X=0094.100-0412.060 | Y=0692.350-0703.590 | 234 đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn Cự có hiện trạng là
P=0194 | X=0445.610-0462.250 | Y=0694.230-0703.550 | 350
P=0194 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 220
P=0194 | X=0115.490-0251.260 | Y=0703.890-0715.130 | đường nhựa, bê tông xi măng:
P=0195 | X=0115.490-0347.040 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0195 | X=0115.490-0421.910 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0195 | X=0115.490-0157.170 | Y=0107.780-0119.020 | ≤1.000m.
P=0195 | X=0115.490-0338.660 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0195 | X=0115.490-0413.000 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùng Binh
P=0195 | X=0115.490-0412.060 | Y=0154.850-0166.090 | đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn Cự có hiện trạng là
P=0195 | X=0115.490-0251.260 | Y=0166.370-0177.610 | đường nhựa, bê tông xi măng:
P=0195 | X=0094.100-0110.740 | Y=0174.250-0183.570 | 235
P=0195 | X=0445.610-0462.250 | Y=0174.250-0183.570 | 230
P=0195 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 140
P=0195 | X=0115.490-0401.300 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0195 | X=0115.490-0339.130 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0195 | X=0115.490-0400.750 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0195 | X=0115.490-0407.240 | Y=0230.710-0241.950 | Đường Bùng Binh đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn
P=0195 | X=0115.490-0339.130 | Y=0242.230-0253.470 | Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0195 | X=0094.100-0110.740 | Y=0250.110-0259.430 | 236
P=0195 | X=0445.610-0462.250 | Y=0250.110-0259.430 | 450
P=0195 | X=0505.390-0522.030 | Y=0250.110-0259.430 | 300
P=0195 | X=0115.490-0346.570 | Y=0259.750-0270.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0195 | X=0115.490-0392.680 | Y=0277.270-0288.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0195 | X=0115.490-0400.750 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0195 | X=0115.490-0407.240 | Y=0306.820-0318.060 | Đường Bùng Binh đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn
P=0195 | X=0115.490-0339.130 | Y=0318.340-0329.580 | Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0195 | X=0094.100-0347.040 | Y=0335.860-0349.940 | 237 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0195 | X=0445.610-0462.250 | Y=0340.620-0349.940 | 350
P=0195 | X=0505.390-0522.030 | Y=0340.620-0349.940 | 220
P=0195 | X=0115.490-0421.910 | Y=0353.380-0364.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0195 | X=0115.490-0157.170 | Y=0364.900-0376.140 | ≤1.000m.
P=0195 | X=0115.490-0338.660 | Y=0382.200-0393.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0195 | X=0115.490-0400.750 | Y=0400.200-0411.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0195 | X=0115.490-0407.240 | Y=0411.720-0422.960 | Đường Bùng Binh đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn
P=0195 | X=0115.490-0339.140 | Y=0423.240-0434.480 | Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0195 | X=0094.100-0110.740 | Y=0431.120-0440.440 | 238
P=0195 | X=0445.610-0462.250 | Y=0431.120-0440.440 | 230
P=0195 | X=0505.390-0522.030 | Y=0431.120-0440.440 | 140
P=0195 | X=0115.490-0401.300 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0195 | X=0115.490-0341.780 | Y=0458.300-0469.540 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0195 | X=0115.490-0170.450 | Y=0476.300-0487.540 | Đường Xóm
P=0195 | X=0094.100-0252.880 | Y=0487.820-0499.060 | 239 Gò (xã Thiện Đường tỉnh 768
P=0195 | X=0310.680-0406.490 | Y=0487.820-0499.060 | Đường Đoàn Văn Cự
P=0195 | X=0445.610-0462.250 | Y=0489.700-0499.020 | 670
P=0195 | X=0505.390-0522.030 | Y=0489.700-0499.020 | 470
P=0195 | X=0115.490-0149.560 | Y=0499.340-0510.580 | Tân cũ)
P=0195 | X=0115.490-0420.180 | Y=0517.340-0528.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Gò (xã
P=0195 | X=0115.490-0418.540 | Y=0528.860-0540.100 | Thiện Tân cũ) đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn Cự có
P=0195 | X=0115.490-0309.100 | Y=0540.410-0551.650 | hiện trạng là đường nhựa, bê tông xi măng:
P=0195 | X=0094.100-0110.740 | Y=0548.290-0557.610 | 240
P=0195 | X=0445.610-0462.250 | Y=0548.290-0557.610 | 450
P=0195 | X=0505.390-0522.030 | Y=0548.290-0557.610 | 300
P=0195 | X=0115.490-0346.570 | Y=0557.930-0569.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0195 | X=0115.490-0392.680 | Y=0575.450-0586.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0195 | X=0115.490-0420.180 | Y=0593.450-0604.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Gò (xã
P=0195 | X=0115.490-0418.540 | Y=0604.970-0616.210 | Thiện Tân cũ) đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn Cự có
P=0195 | X=0115.490-0309.100 | Y=0616.270-0627.510 | hiện trạng là đường nhựa, bê tông xi măng:
P=0195 | X=0094.100-0347.040 | Y=0633.790-0648.110 | 241 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0195 | X=0445.610-0462.250 | Y=0638.790-0648.110 | 350
P=0195 | X=0505.390-0522.030 | Y=0638.790-0648.110 | 220
P=0195 | X=0115.490-0421.910 | Y=0651.310-0662.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0195 | X=0115.490-0160.040 | Y=0662.830-0674.070 | ≤ 1.000m.
P=0195 | X=0115.490-0338.660 | Y=0680.350-0691.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0195 | X=0094.100-0420.180 | Y=0698.350-0709.590 | 242 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Gò (xã
P=0195 | X=0445.610-0462.250 | Y=0700.230-0709.550 | 230
P=0195 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 140
P=0196 | X=0115.490-0418.540 | Y=0072.740-0083.980 | Thiện Tân cũ) đoạn từ Đường tỉnh 768 đến Đường Đoàn Văn Cự có
P=0196 | X=0115.490-0309.100 | Y=0084.260-0095.500 | hiện trạng là đường nhựa, bê tông xi măng:
P=0196 | X=0115.490-0401.300 | Y=0101.780-0113.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0196 | X=0115.490-0339.130 | Y=0119.330-0130.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0196 | X=0115.490-0400.750 | Y=0137.330-0148.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0196 | X=0115.490-0397.180 | Y=0148.850-0160.090 | Đường Xóm Gò (xã Thiện Tân cũ) đoạn từ Đường tỉnh 768 đến
P=0196 | X=0115.490-0420.750 | Y=0160.370-0171.610 | Đường Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0196 | X=0094.100-0110.740 | Y=0168.250-0177.570 | 243
P=0196 | X=0445.610-0462.250 | Y=0168.250-0177.570 | 450
P=0196 | X=0505.390-0522.030 | Y=0168.250-0177.570 | 300
P=0196 | X=0115.490-0346.570 | Y=0177.650-0188.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0196 | X=0115.490-0392.680 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0196 | X=0115.490-0400.750 | Y=0213.190-0224.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0196 | X=0115.490-0397.180 | Y=0224.710-0235.950 | Đường Xóm Gò (xã Thiện Tân cũ) đoạn từ Đường tỉnh 768 đến
P=0196 | X=0115.490-0420.750 | Y=0236.230-0247.470 | Đường Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0196 | X=0094.100-0347.040 | Y=0253.750-0268.070 | 244 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0196 | X=0445.610-0462.250 | Y=0258.750-0268.070 | 350
P=0196 | X=0505.390-0522.030 | Y=0258.750-0268.070 | 220
P=0196 | X=0115.490-0421.910 | Y=0271.270-0282.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0196 | X=0115.490-0157.170 | Y=0282.820-0294.060 | ≤1.000m.
P=0196 | X=0115.490-0338.660 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0196 | X=0115.490-0400.750 | Y=0318.340-0329.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0196 | X=0115.490-0397.180 | Y=0329.860-0341.100 | Đường Xóm Gò (xã Thiện Tân cũ) đoạn từ Đường tỉnh 768 đến
P=0196 | X=0115.490-0420.750 | Y=0341.380-0352.620 | Đường Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi măng:
P=0196 | X=0094.100-0110.740 | Y=0349.260-0358.580 | 245
P=0196 | X=0445.610-0462.250 | Y=0349.260-0358.580 | 230
P=0196 | X=0505.390-0522.030 | Y=0349.260-0358.580 | 140
P=0196 | X=0115.490-0401.310 | Y=0358.900-0370.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0196 | X=0115.490-0341.780 | Y=0376.200-0387.440 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0196 | X=0115.490-0169.090 | Y=0394.200-0405.440 | Đường Ông
P=0196 | X=0182.710-0263.430 | Y=0399.960-0411.200 | Đường Bùng Binh
P=0196 | X=0310.680-0382.040 | Y=0399.960-0411.200 | Đường Xóm Gò
P=0196 | X=0094.100-0110.740 | Y=0401.840-0411.160 | 246
P=0196 | X=0445.610-0462.250 | Y=0401.840-0411.160 | 670
P=0196 | X=0505.390-0522.030 | Y=0401.840-0411.160 | 470
P=0196 | X=0115.490-0143.900 | Y=0407.600-0416.920 | Thanh
P=0196 | X=0115.490-0416.840 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ông Thanh
P=0196 | X=0115.490-0398.130 | Y=0435.240-0446.480 | đoạn từ Đường Bùng Binh đến Đường Xóm Gò có hiện trạng là
P=0196 | X=0115.490-0251.260 | Y=0446.760-0458.000 | đường nhựa, bê tông xi măng:
P=0196 | X=0094.100-0110.740 | Y=0454.660-0463.980 | 247
P=0196 | X=0445.610-0462.250 | Y=0454.660-0463.980 | 450
P=0196 | X=0505.390-0522.030 | Y=0454.660-0463.980 | 300
P=0196 | X=0115.490-0346.570 | Y=0464.300-0475.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0196 | X=0115.490-0392.680 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0196 | X=0115.490-0416.840 | Y=0499.820-0511.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ông Thanh
P=0196 | X=0115.490-0396.220 | Y=0511.340-0522.580 | đoạn từ đường Bùng Binh đến Đường Xóm Gò có hiện trạng là
P=0196 | X=0115.490-0251.260 | Y=0522.860-0534.100 | đường nhựa, bê tông xi măng:
P=0196 | X=0094.100-0347.040 | Y=0540.410-0554.490 | 248 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0196 | X=0445.610-0462.250 | Y=0545.170-0554.490 | 350
P=0196 | X=0505.390-0522.030 | Y=0545.170-0554.490 | 220
P=0196 | X=0115.490-0421.910 | Y=0557.930-0569.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0196 | X=0115.490-0157.170 | Y=0569.450-0580.690 | ≤1.000m.
P=0196 | X=0115.490-0338.660 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0196 | X=0115.490-0416.840 | Y=0604.970-0616.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ông Thanh
P=0196 | X=0115.490-0398.130 | Y=0616.270-0627.510 | đoạn từ Đường Bùng Binh đến Đường Xóm Gò có hiện trạng là
P=0196 | X=0115.490-0251.260 | Y=0627.790-0639.030 | đường nhựa, bê tông xi măng:
P=0196 | X=0094.100-0110.740 | Y=0635.670-0644.990 | 249
P=0196 | X=0445.610-0462.250 | Y=0635.670-0644.990 | 230
P=0196 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 140
P=0196 | X=0115.490-0401.300 | Y=0645.310-0656.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0196 | X=0115.490-0339.130 | Y=0662.830-0674.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0196 | X=0115.490-0400.750 | Y=0680.830-0692.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0196 | X=0094.100-0414.220 | Y=0692.350-0703.590 | 250 Đường Ông Thanh đoạn từ Đường Bùng Binh đến Đường Xóm Gò
P=0196 | X=0445.610-0462.250 | Y=0694.230-0703.550 | 450
P=0196 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 300
P=0196 | X=0115.490-0322.340 | Y=0703.890-0715.130 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0197 | X=0115.490-0346.570 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0197 | X=0115.490-0392.680 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0197 | X=0115.490-0400.750 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0197 | X=0115.490-0414.220 | Y=0125.810-0137.050 | Đường Ông Thanh đoạn từ Đường Bùng Binh đến Đường Xóm Gò
P=0197 | X=0115.490-0322.340 | Y=0137.330-0148.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0197 | X=0094.100-0347.040 | Y=0154.850-0168.930 | 251 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0197 | X=0445.610-0462.250 | Y=0159.610-0168.930 | 350
P=0197 | X=0505.390-0522.030 | Y=0159.610-0168.930 | 220
P=0197 | X=0115.490-0421.910 | Y=0172.370-0183.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0197 | X=0115.490-0157.170 | Y=0183.650-0194.890 | ≤1.000m.
P=0197 | X=0115.490-0338.660 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0197 | X=0115.490-0400.750 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0197 | X=0115.490-0414.220 | Y=0230.710-0241.950 | Đường Ông Thanh đoạn từ Đường Bùng Binh đến Đường Xóm Gò
P=0197 | X=0115.490-0322.350 | Y=0242.230-0253.470 | có hiện trạng là đường nhựa, bê tông xi măng;
P=0197 | X=0094.100-0110.740 | Y=0250.110-0259.430 | 252
