TABLE=015 | AREA=Xã Phước Thái | SECTION=agricultural | SEGMENTS=1
P=0502 | X=0109.010-0405.150 | Y=0195.650-0206.890 | Đường Ngô Gia Tự có hiện trạng là đường nhựa, bê tông xi măng:
P=0502 | X=0090.740-0340.560 | Y=0213.190-0227.510 | 363 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0502 | X=0449.450-0466.090 | Y=0218.190-0227.510 | 290
P=0502 | X=0505.390-0522.030 | Y=0218.190-0227.510 | 250
P=0502 | X=0109.010-0395.900 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0502 | X=0109.010-0170.130 | Y=0242.230-0253.470 | đến ≤1.000m.
P=0502 | X=0109.010-0332.200 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0502 | X=0109.010-0394.270 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0502 | X=0109.010-0385.180 | Y=0289.300-0300.540 | Đường Phạm Văn Thuận đoạn từ Đường Tôn Đức Thắng đến
P=0502 | X=0109.010-0405.150 | Y=0300.820-0312.060 | Đường Ngô Gia Tự có hiện trạng là đường nhựa, bê tông xi măng:
P=0502 | X=0090.740-0107.380 | Y=0308.700-0318.020 | 364
P=0502 | X=0449.450-0466.090 | Y=0308.700-0318.020 | 180
P=0502 | X=0505.390-0522.030 | Y=0308.700-0318.020 | 180
P=0502 | X=0109.010-0394.820 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0502 | X=0109.010-0332.650 | Y=0335.860-0347.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0502 | X=0109.010-0181.820 | Y=0353.860-0365.100 | Đường Trần Đại
P=0502 | X=0210.790-0299.620 | Y=0353.860-0365.100 | Đường Nguyễn Kim
P=0502 | X=0312.120-0399.040 | Y=0359.620-0370.860 | Đường Ngô Gia Tự
P=0502 | X=0090.740-0107.380 | Y=0361.500-0370.820 | 365
P=0502 | X=0449.450-0466.090 | Y=0361.500-0370.820 | 600
P=0502 | X=0505.390-0522.030 | Y=0361.500-0370.820 | 530
P=0502 | X=0109.010-0135.730 | Y=0365.400-0376.640 | Nghĩa
P=0502 | X=0210.790-0229.270 | Y=0367.280-0376.600 | Quy
P=0502 | X=0109.010-0398.380 | Y=0383.400-0394.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Đại
P=0502 | X=0109.010-0408.220 | Y=0394.920-0406.160 | Nghĩa đoạn từ Đường Nguyễn Kim Quy đến Đường Ngô Gia Tự có
P=0502 | X=0109.010-0302.620 | Y=0406.200-0417.440 | hiện trạng là đường nhựa, bê tông xi măng:
P=0502 | X=0090.740-0107.380 | Y=0414.080-0423.400 | 366
P=0502 | X=0449.450-0466.090 | Y=0414.080-0423.400 | 400
P=0502 | X=0505.390-0522.030 | Y=0414.080-0423.400 | 360
P=0502 | X=0109.010-0340.090 | Y=0423.720-0434.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0502 | X=0109.010-0386.200 | Y=0441.240-0452.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0502 | X=0109.010-0398.380 | Y=0459.260-0470.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Đại
P=0502 | X=0109.010-0408.220 | Y=0470.780-0482.020 | Nghĩa đoạn từ Đường Nguyễn Kim Quy đến Đường Ngô Gia Tự có
P=0502 | X=0109.010-0302.660 | Y=0482.300-0493.540 | hiện trạng là đường nhựa, bê tông xi măng:
P=0502 | X=0090.740-0340.560 | Y=0499.820-0514.140 | 367 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0502 | X=0449.450-0466.090 | Y=0504.820-0514.140 | 290
P=0502 | X=0505.390-0522.030 | Y=0504.820-0514.140 | 250
P=0502 | X=0109.010-0395.900 | Y=0517.340-0528.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0502 | X=0109.010-0170.130 | Y=0528.860-0540.100 | đến ≤1.000m.
P=0502 | X=0109.010-0332.180 | Y=0546.410-0557.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0502 | X=0109.010-0398.380 | Y=0564.410-0575.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Đại
P=0502 | X=0109.010-0408.220 | Y=0575.930-0587.170 | Nghĩa đoạn từ Đường Nguyễn Kim Quy đến Đường Ngô Gia Tự có
P=0502 | X=0109.010-0302.620 | Y=0587.450-0598.690 | hiện trạng là đường nhựa, bê tông xi măng:
P=0502 | X=0090.740-0107.380 | Y=0595.330-0604.650 | 368
P=0502 | X=0449.450-0466.090 | Y=0595.330-0604.650 | 180
P=0502 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 180
P=0502 | X=0109.010-0394.820 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0502 | X=0109.010-0332.650 | Y=0622.270-0633.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0502 | X=0109.010-0394.270 | Y=0640.270-0651.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0502 | X=0109.010-0380.860 | Y=0651.790-0663.030 | Đường Trần Đại Nghĩa đoạn từ Đường Nguyễn Kim Quy đến
P=0502 | X=0109.010-0405.150 | Y=0663.310-0674.550 | Đường Ngô Gia Tự có hiện trạng là đường nhựa, bê tông xi măng:
P=0502 | X=0090.740-0107.380 | Y=0671.190-0680.510 | 369
P=0502 | X=0449.450-0466.090 | Y=0671.190-0680.510 | 400
P=0502 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 360
P=0502 | X=0109.010-0340.090 | Y=0680.830-0692.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0502 | X=0109.010-0386.200 | Y=0698.350-0709.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0503 | X=0109.010-0394.270 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0503 | X=0109.010-0380.860 | Y=0090.260-0101.500 | Đường Trần Đại Nghĩa đoạn từ Đường Nguyễn Kim Quy đến
P=0503 | X=0109.010-0405.150 | Y=0101.780-0113.020 | Đường Ngô Gia Tự có hiện trạng là đường nhựa, bê tông xi măng:
P=0503 | X=0090.740-0340.560 | Y=0119.330-0133.410 | 370 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0503 | X=0449.450-0466.090 | Y=0124.090-0133.410 | 290
P=0503 | X=0505.390-0522.030 | Y=0124.090-0133.410 | 250
P=0503 | X=0109.010-0395.900 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0503 | X=0109.010-0170.130 | Y=0148.370-0159.610 | đến ≤1.000m.
P=0503 | X=0109.010-0332.180 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0503 | X=0109.010-0394.270 | Y=0183.650-0194.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0503 | X=0109.010-0380.860 | Y=0195.170-0206.410 | Đường Trần Đại Nghĩa đoạn từ Đường Nguyễn Kim Quy đến
P=0503 | X=0109.010-0405.150 | Y=0206.710-0217.950 | Đường Ngô Gia Tự có hiện trạng là đường nhựa, bê tông xi măng:
P=0503 | X=0090.740-0107.380 | Y=0214.590-0223.910 | 371
P=0503 | X=0449.450-0466.090 | Y=0214.590-0223.910 | 180
P=0503 | X=0505.390-0522.030 | Y=0214.590-0223.910 | 180
P=0503 | X=0109.010-0394.820 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0503 | X=0109.010-0332.650 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0503 | X=0210.790-0284.260 | Y=0259.750-0270.990 | Đường Tôn Đức
P=0503 | X=0090.740-0196.470 | Y=0265.510-0276.750 | 372 Đường Lê Đức Thọ
P=0503 | X=0312.120-0399.040 | Y=0265.510-0276.750 | Đường Ngô Gia Tự
P=0503 | X=0449.450-0466.090 | Y=0267.390-0276.710 | 600
P=0503 | X=0505.390-0522.030 | Y=0267.390-0276.710 | 530
P=0503 | X=0210.790-0239.220 | Y=0273.150-0282.470 | Thắng
P=0503 | X=0109.010-0413.020 | Y=0289.300-0300.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đức Thọ
P=0503 | X=0109.010-0394.790 | Y=0300.820-0312.060 | đoạn từ Đường Tôn Đức Thắng đến Đường Ngô Gia Tự có hiện
P=0503 | X=0109.010-0280.790 | Y=0312.340-0323.580 | trạng là đường nhựa, bê tông xi măng:
P=0503 | X=0090.740-0107.380 | Y=0320.220-0329.540 | 373
P=0503 | X=0449.450-0466.090 | Y=0320.220-0329.540 | 400
P=0503 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 360
P=0503 | X=0109.010-0340.090 | Y=0329.860-0341.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0503 | X=0109.010-0386.210 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0503 | X=0109.010-0413.020 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đức Thọ
P=0503 | X=0109.010-0394.790 | Y=0376.920-0388.160 | đoạn từ Đường Tôn Đức Thắng đến Đường Ngô Gia Tự có hiện
P=0503 | X=0109.010-0280.800 | Y=0388.200-0399.440 | trạng là đường nhựa, bê tông xi măng:
P=0503 | X=0090.740-0340.560 | Y=0405.720-0420.040 | 374 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0503 | X=0449.450-0466.090 | Y=0410.720-0420.040 | 290
P=0503 | X=0505.390-0522.030 | Y=0410.720-0420.040 | 250
P=0503 | X=0109.010-0395.900 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0503 | X=0109.010-0170.130 | Y=0434.760-0446.000 | đến ≤1.000m.
P=0503 | X=0109.010-0332.180 | Y=0452.300-0463.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0503 | X=0109.010-0413.020 | Y=0470.300-0481.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đức Thọ
P=0503 | X=0109.010-0394.790 | Y=0481.820-0493.060 | đoạn từ Đường Tôn Đức Thắng đến Đường Ngô Gia Tự có hiện
P=0503 | X=0109.010-0280.790 | Y=0493.340-0504.580 | trạng là đường nhựa, bê tông xi măng:
P=0503 | X=0090.740-0107.380 | Y=0501.220-0510.540 | 375
P=0503 | X=0449.450-0466.090 | Y=0501.220-0510.540 | 180
P=0503 | X=0505.390-0522.030 | Y=0501.220-0510.540 | 180
P=0503 | X=0109.010-0394.820 | Y=0510.860-0522.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0503 | X=0109.010-0332.650 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0503 | X=0109.010-0394.270 | Y=0546.410-0557.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0503 | X=0109.010-0394.790 | Y=0557.930-0569.170 | Đường Lê Đức Thọ đoạn từ Đường Tôn Đức Thắng đến Đường
P=0503 | X=0109.010-0370.850 | Y=0569.450-0580.690 | Ngô Gia Tự có hiện trạng là đường nhựa, bê tông xi măng:
P=0503 | X=0090.740-0107.380 | Y=0577.330-0586.650 | 376
P=0503 | X=0449.450-0466.090 | Y=0577.330-0586.650 | 400
P=0503 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 360
P=0503 | X=0109.010-0340.090 | Y=0586.970-0598.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0503 | X=0109.010-0386.200 | Y=0604.250-0615.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0503 | X=0109.010-0394.270 | Y=0622.270-0633.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0503 | X=0109.010-0394.790 | Y=0633.790-0645.030 | Đường Lê Đức Thọ đoạn từ Đường Tôn Đức Thắng đến Đường
P=0503 | X=0109.010-0370.820 | Y=0645.310-0656.550 | Ngô Gia Tự có hiện trạng là đường nhựa, bê tông xi măng:
P=0503 | X=0090.740-0107.380 | Y=0658.950-0668.270 | 377
P=0503 | X=0449.450-0466.090 | Y=0658.950-0668.270 | 290
P=0503 | X=0505.390-0522.030 | Y=0658.950-0668.270 | 250
P=0503 | X=0109.010-0340.560 | Y=0662.830-0674.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0503 | X=0109.010-0395.900 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0503 | X=0109.010-0170.130 | Y=0691.870-0703.110 | đến ≤1.000m.
P=0504 | X=0109.010-0332.180 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0504 | X=0109.010-0394.270 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0504 | X=0109.010-0394.790 | Y=0108.260-0119.500 | Đường Lê Đức Thọ đoạn từ Đường Tôn Đức Thắng đến Đường
P=0504 | X=0109.010-0370.110 | Y=0119.810-0131.050 | Ngô Gia Tự có hiện nạng là đường nhựa, bê tông xi măng:
P=0504 | X=0090.740-0107.380 | Y=0127.690-0137.010 | 378
P=0504 | X=0449.450-0466.090 | Y=0127.690-0137.010 | 180
P=0504 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 180
P=0504 | X=0109.010-0394.820 | Y=0137.330-0148.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0504 | X=0109.010-0332.670 | Y=0154.850-0166.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0504 | X=0109.010-0284.260 | Y=0172.850-0184.090 | Đường Thích Quảng Đường Tôn Đức
P=0504 | X=0312.120-0403.430 | Y=0172.850-0184.090 | Đường Nguyễn Hữu
P=0504 | X=0090.740-0107.380 | Y=0180.490-0189.810 | 379
P=0504 | X=0449.450-0466.090 | Y=0180.490-0189.810 | 600
P=0504 | X=0505.390-0522.030 | Y=0180.490-0189.810 | 530
P=0504 | X=0109.010-0127.970 | Y=0184.370-0195.610 | Đức
P=0504 | X=0210.790-0239.220 | Y=0186.250-0195.570 | Thắng
P=0504 | X=0312.120-0329.480 | Y=0186.250-0195.570 | Thọ
P=0504 | X=0109.010-0385.390 | Y=0202.390-0213.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thích
P=0504 | X=0109.010-0396.460 | Y=0213.670-0224.910 | Quảng Đức đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn
P=0504 | X=0109.010-0358.120 | Y=0225.190-0236.430 | Hữu Thọ có hiện trạng là đường nhựa, bê tông xi măng:
P=0504 | X=0090.740-0107.380 | Y=0233.070-0242.390 | 380
P=0504 | X=0449.450-0466.090 | Y=0233.070-0242.390 | 400
P=0504 | X=0505.390-0522.030 | Y=0233.070-0242.390 | 360
P=0504 | X=0109.010-0340.090 | Y=0242.710-0253.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0504 | X=0109.010-0386.200 | Y=0260.230-0271.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0504 | X=0109.010-0385.390 | Y=0278.230-0289.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thích
P=0504 | X=0109.010-0396.460 | Y=0289.780-0301.020 | Quảng Đức đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn
P=0504 | X=0109.010-0358.100 | Y=0301.300-0312.540 | Hữu Thọ có hiện trạng là đường nhựa, bê tông xi măng:
P=0504 | X=0090.740-0340.560 | Y=0318.820-0332.900 | 381 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0504 | X=0449.450-0466.090 | Y=0323.580-0332.900 | 290
P=0504 | X=0505.390-0522.030 | Y=0323.580-0332.900 | 250
P=0504 | X=0109.010-0395.900 | Y=0336.340-0347.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0504 | X=0109.010-0170.130 | Y=0347.860-0359.100 | đến ≤1.000m.
P=0504 | X=0109.010-0332.180 | Y=0365.400-0376.640 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0504 | X=0109.010-0385.390 | Y=0383.400-0394.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thích
P=0504 | X=0109.010-0396.460 | Y=0394.920-0406.160 | Quảng Đức đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn
P=0504 | X=0109.010-0358.100 | Y=0406.200-0417.440 | Hữu Thọ có hiện trạng là đường nhựa, bê tông xi măng:
P=0504 | X=0090.740-0107.380 | Y=0414.080-0423.400 | 382
P=0504 | X=0449.450-0466.090 | Y=0414.080-0423.400 | 180
P=0504 | X=0505.390-0522.030 | Y=0414.080-0423.400 | 180
P=0504 | X=0109.010-0394.820 | Y=0423.720-0434.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0504 | X=0109.010-0332.650 | Y=0441.240-0452.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0504 | X=0109.010-0394.270 | Y=0459.260-0470.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0504 | X=0109.010-0386.860 | Y=0470.780-0482.020 | Đường Thích Quảng Đức đoạn từ Đường Tôn Đức Thắng đến
P=0504 | X=0109.010-0399.080 | Y=0482.300-0493.540 | Đường Nguyễn Hữu Thọ có hiện trạng là đường nhựa, bê tông xi
P=0504 | X=0090.740-0137.010 | Y=0493.820-0505.260 | 383 măng:
P=0504 | X=0449.450-0466.090 | Y=0495.940-0505.260 | 400
P=0504 | X=0505.390-0522.030 | Y=0495.940-0505.260 | 360
P=0504 | X=0109.010-0340.090 | Y=0511.340-0522.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0504 | X=0109.010-0386.200 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0504 | X=0109.010-0394.270 | Y=0546.890-0558.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0504 | X=0109.010-0386.860 | Y=0558.410-0569.650 | Đường Thích Quảng Đức đoạn từ Đường Tôn Đức Thắng đến
P=0504 | X=0109.010-0399.080 | Y=0569.930-0581.170 | Đường Nguyễn Hữu Thọ có hiện trạng là đường nhựa, bê tông xi
P=0504 | X=0109.010-0137.010 | Y=0581.450-0592.690 | măng:
P=0504 | X=0090.740-0340.560 | Y=0597.970-0610.210 | 384 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0504 | X=0449.450-0466.090 | Y=0597.970-0607.290 | 290
P=0504 | X=0505.390-0522.030 | Y=0597.970-0607.290 | 250
P=0504 | X=0109.010-0395.900 | Y=0616.270-0627.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0504 | X=0109.010-0170.130 | Y=0627.790-0639.030 | đến ≤1.000m.
P=0504 | X=0109.010-0332.180 | Y=0645.310-0656.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0504 | X=0109.010-0394.270 | Y=0663.310-0674.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0504 | X=0109.010-0386.860 | Y=0674.830-0686.070 | Đường Thích Quảng Đức đoạn từ Đường Tôn Đức Thắng đến
P=0504 | X=0090.740-0107.380 | Y=0682.470-0691.790 | 385
P=0504 | X=0449.450-0466.090 | Y=0682.470-0691.790 | 180
P=0504 | X=0505.390-0522.030 | Y=0682.470-0691.790 | 180
P=0504 | X=0109.010-0399.080 | Y=0686.350-0697.590 | Đường Nguyễn Hữu Thọ có hiện trạng là đường nhựa, bê tông xi
P=0504 | X=0109.010-0137.010 | Y=0697.870-0709.110 | măng:
P=0505 | X=0109.010-0394.820 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0505 | X=0109.010-0332.650 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0505 | X=0109.010-0197.650 | Y=0114.290-0125.530 | Đường Hoàng Minh
P=0505 | X=0210.790-0294.910 | Y=0114.290-0125.530 | Đường Nguyễn An
P=0505 | X=0312.120-0399.040 | Y=0120.050-0131.290 | Đường Ngô Gia Tự
P=0505 | X=0090.740-0107.380 | Y=0121.930-0131.250 | 386
P=0505 | X=0449.450-0466.090 | Y=0121.930-0131.250 | 600
P=0505 | X=0505.390-0522.030 | Y=0121.930-0131.250 | 530
P=0505 | X=0109.010-0132.870 | Y=0127.690-0137.010 | Châu
P=0505 | X=0210.790-0231.500 | Y=0127.690-0137.010 | Ninh
P=0505 | X=0109.010-0389.490 | Y=0143.810-0155.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0505 | X=0109.010-0413.680 | Y=0155.330-0166.570 | Minh Châu đoạn từ Đường Nguyễn An Ninh đến Đường Ngô Gia Tự
P=0505 | X=0109.010-0315.860 | Y=0166.850-0178.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0505 | X=0090.740-0107.380 | Y=0174.730-0184.050 | 387
P=0505 | X=0449.450-0466.090 | Y=0174.730-0184.050 | 400
P=0505 | X=0505.390-0522.030 | Y=0174.730-0184.050 | 360
P=0505 | X=0109.010-0340.090 | Y=0184.370-0195.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
