TABLE=043 | AREA=Xã Định Quán | SECTION=agricultural | SEGMENTS=1
P=1552 | X=0092.420-0109.060 | Y=0247.950-0257.270 | 451
P=1552 | X=0452.090-0468.730 | Y=0247.950-0257.270 | 130
P=1552 | X=0505.390-0522.030 | Y=0247.950-0257.270 | 100
P=1552 | X=0112.370-0399.260 | Y=0254.710-0265.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1552 | X=0112.370-0165.330 | Y=0266.230-0277.470 | đến ≤600m.
P=1552 | X=0112.370-0335.540 | Y=0283.780-0295.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1552 | X=0112.370-0397.910 | Y=0301.780-0313.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1552 | X=0112.370-0368.420 | Y=0313.300-0324.540 | Chí Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=1552 | X=0092.420-0109.060 | Y=0326.940-0336.260 | 452
P=1552 | X=0457.850-0468.970 | Y=0326.940-0336.260 | 90
P=1552 | X=0511.150-0522.270 | Y=0326.940-0336.260 | 50
P=1552 | X=0112.370-0389.820 | Y=0330.820-0342.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1552 | X=0112.370-0336.010 | Y=0348.340-0359.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1552 | X=0112.370-0397.630 | Y=0366.360-0377.600 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1552 | X=0112.370-0399.810 | Y=0377.880-0389.120 | Đường Nguyễn Chí Thanh có hiện trạng là đường nhựa, bê tông
P=1552 | X=0112.370-0150.200 | Y=0389.400-0400.640 | xi măng:
P=1552 | X=0092.420-0109.060 | Y=0397.280-0406.600 | 453
P=1552 | X=0452.090-0468.730 | Y=0397.280-0406.600 | 160
P=1552 | X=0505.390-0522.030 | Y=0397.280-0406.600 | 150
P=1552 | X=0112.370-0335.280 | Y=0406.920-0418.160 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1552 | X=0112.370-0389.560 | Y=0424.200-0435.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1552 | X=0112.370-0397.630 | Y=0442.200-0453.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1552 | X=0112.370-0399.810 | Y=0453.740-0464.980 | Đường Nguyễn Chí Thanh có hiện trạng là đường nhựa, bê tông
P=1552 | X=0112.370-0150.200 | Y=0465.260-0476.500 | xi măng:
P=1552 | X=0092.420-0335.540 | Y=0482.780-0497.100 | 454 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1552 | X=0452.090-0468.730 | Y=0487.780-0497.100 | 130
P=1552 | X=0505.390-0522.030 | Y=0487.780-0497.100 | 100
P=1552 | X=0112.370-0399.260 | Y=0500.300-0511.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1552 | X=0112.370-0165.330 | Y=0511.820-0523.060 | đến ≤600m.
P=1552 | X=0112.370-0335.540 | Y=0529.340-0540.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1552 | X=0112.370-0397.630 | Y=0547.370-0558.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1552 | X=0112.370-0399.810 | Y=0558.890-0570.130 | Đường Nguyễn Chí Thanh có hiện trạng là đường nhựa, bê tông
P=1552 | X=0112.370-0150.200 | Y=0570.410-0581.650 | xi măng:
P=1552 | X=0092.420-0109.060 | Y=0578.290-0587.610 | 455
P=1552 | X=0457.850-0468.970 | Y=0578.290-0587.610 | 90
P=1552 | X=0511.150-0522.270 | Y=0578.290-0587.610 | 50
P=1552 | X=0112.370-0389.800 | Y=0587.930-0599.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1552 | X=0112.370-0336.010 | Y=0605.450-0616.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1552 | X=0112.370-0196.430 | Y=0623.470-0634.710 | Đường liên xã Phú
P=1552 | X=0092.420-0279.990 | Y=0634.990-0646.230 | 456 Lợi - Thị trấn Định Đường 17 tháng 3
P=1552 | X=0292.200-0394.780 | Y=0634.990-0646.230 | Hết ranh xã Định Quán
P=1552 | X=0452.090-0468.730 | Y=0636.870-0646.190 | 270
P=1552 | X=0505.390-0522.030 | Y=0636.870-0646.190 | 230
P=1552 | X=0112.370-0157.010 | Y=0646.270-0657.510 | Quán (cũ)
P=1552 | X=0112.370-0392.620 | Y=0664.270-0675.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1552 | X=0112.370-0401.740 | Y=0675.790-0687.030 | Phú Lợi - Thị trấn Định Quán (cũ) đoạn từ Đường 17 tháng 3 đến
P=1552 | X=0092.420-0109.060 | Y=0683.430-0692.750 | 457
P=1552 | X=0452.090-0468.730 | Y=0683.430-0692.750 | 160
P=1552 | X=0505.390-0522.030 | Y=0683.430-0692.750 | 150
P=1552 | X=0112.370-0393.550 | Y=0687.310-0698.550 | Hết ranh xã Định Quán có hiện trạng là đường nhựa, bê tông xi
P=1552 | X=0112.370-0140.370 | Y=0698.830-0710.070 | măng:
P=1553 | X=0112.370-0335.280 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1553 | X=0112.370-0389.560 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1553 | X=0112.370-0392.590 | Y=0114.290-0125.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1553 | X=0112.370-0401.740 | Y=0125.810-0137.050 | Phú Lợi - Thị trấn Định Quán (cũ) đoạn từ Đường 17 tháng 3 đến
P=1553 | X=0112.370-0393.550 | Y=0137.330-0148.570 | Hết ranh xã Định Quán có hiện trạng là đường nhựa, bê tông xi
P=1553 | X=0112.370-0140.370 | Y=0148.850-0160.090 | măng:
P=1553 | X=0092.420-0335.540 | Y=0165.370-0177.610 | 458 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1553 | X=0452.090-0468.730 | Y=0165.370-0174.690 | 130
P=1553 | X=0505.390-0522.030 | Y=0165.370-0174.690 | 100
P=1553 | X=0112.370-0399.260 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1553 | X=0112.370-0165.330 | Y=0195.170-0206.410 | đến ≤600m.
P=1553 | X=0112.370-0335.540 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1553 | X=0112.370-0392.590 | Y=0230.710-0241.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1553 | X=0112.370-0404.150 | Y=0242.230-0253.470 | Phú Lợi – Thị trấn Định Quán (cũ) đoạn từ Đường 17 tháng 3 đến
P=1553 | X=0112.370-0393.550 | Y=0253.750-0264.990 | Hết ranh xã Định Quán có hiện trạng là đường nhựa, bê tông xi
P=1553 | X=0092.420-0140.370 | Y=0265.270-0276.710 | 459 măng:
P=1553 | X=0457.850-0468.970 | Y=0267.390-0276.710 | 90
P=1553 | X=0511.150-0522.270 | Y=0267.390-0276.710 | 50
P=1553 | X=0112.370-0389.800 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1553 | X=0112.370-0336.010 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1553 | X=0112.370-0397.630 | Y=0318.340-0329.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1553 | X=0112.370-0398.620 | Y=0329.860-0341.100 | Đường liên xã Phú Lợi - Thị trấn Định Quán (cũ) đoạn từ Đường
P=1553 | X=0112.370-0388.300 | Y=0341.380-0352.620 | 17 tháng 3 đến Hết ranh xã Định Quán có hiện trạng là đường
P=1553 | X=0092.420-0215.480 | Y=0352.900-0364.340 | 460 nhựa, bê tông xi măng:
P=1553 | X=0452.090-0468.730 | Y=0355.020-0364.340 | 160
P=1553 | X=0505.390-0522.030 | Y=0355.020-0364.340 | 150
P=1553 | X=0112.370-0335.280 | Y=0370.200-0381.440 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1553 | X=0112.370-0389.560 | Y=0387.720-0398.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1553 | X=0112.370-0397.630 | Y=0405.720-0416.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1553 | X=0112.370-0398.620 | Y=0417.240-0428.480 | Đường liên xã Phú Lợi - Thị trấn Định Quán (cũ) đoạn từ Đường
P=1553 | X=0112.370-0388.300 | Y=0428.760-0440.000 | 17 tháng 3 đến Hết ranh xã Định Quán có hiện trạng là đường
P=1553 | X=0112.370-0215.480 | Y=0440.280-0451.520 | nhựa, bê tông xi măng:
P=1553 | X=0092.420-0335.540 | Y=0457.060-0469.060 | 461 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1553 | X=0452.090-0468.730 | Y=0457.060-0466.380 | 130
P=1553 | X=0505.390-0522.030 | Y=0457.060-0466.380 | 100
P=1553 | X=0112.370-0399.260 | Y=0475.340-0486.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1553 | X=0112.370-0165.330 | Y=0486.860-0498.100 | đến ≤600m.
P=1553 | X=0112.370-0335.540 | Y=0504.380-0515.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1553 | X=0112.370-0397.630 | Y=0522.380-0533.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1553 | X=0112.370-0398.620 | Y=0533.930-0545.170 | Đường liên xã Phú Lợi - Thị trấn Định Quán (cũ) đoạn từ Đường
P=1553 | X=0112.370-0388.300 | Y=0545.450-0556.690 | 17 tháng 3 đến Hết ranh xã Định Quán có hiện trạng là đường
P=1553 | X=0092.420-0215.480 | Y=0556.970-0568.410 | 462 nhựa, bê tông xi măng:
P=1553 | X=0457.850-0468.970 | Y=0559.090-0568.410 | 90
P=1553 | X=0511.150-0522.270 | Y=0559.090-0568.410 | 50
P=1553 | X=0112.370-0389.800 | Y=0574.250-0585.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1553 | X=0112.370-0336.010 | Y=0591.770-0603.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1553 | X=0292.200-0392.620 | Y=0611.650-0620.970 | Bên trái, hết ranh thửa
P=1553 | X=0292.200-0398.390 | Y=0621.310-0632.550 | đất số 243, tờ BĐĐC số
P=1553 | X=0112.370-0279.780 | Y=0627.070-0638.310 | Đường Lương Thế Đường Trần Nhân
P=1553 | X=0292.200-0388.040 | Y=0632.830-0644.070 | 6, xã Định Quán; Bên
P=1553 | X=0092.420-0109.060 | Y=0634.710-0644.030 | 463
P=1553 | X=0452.090-0468.730 | Y=0634.710-0644.030 | 570
P=1553 | X=0505.390-0522.030 | Y=0634.710-0644.030 | 500
P=1553 | X=0112.370-0132.610 | Y=0640.470-0649.790 | Vinh
P=1553 | X=0198.070-0220.950 | Y=0640.470-0649.790 | Tông
P=1553 | X=0292.200-0396.460 | Y=0644.350-0655.590 | phải, đến hết ranh thửa
P=1553 | X=0292.200-0406.780 | Y=0655.870-0667.110 | đất số 216, tờ BĐĐC số 7
P=1553 | X=0112.370-0393.560 | Y=0673.870-0685.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lương
P=1553 | X=0112.370-0398.860 | Y=0685.390-0696.630 | Thế Vinh đoạn từ Đường Trần Nhân Tông đến Bên trái, hết ranh
P=1553 | X=0092.420-0109.060 | Y=0693.030-0702.350 | 464
P=1553 | X=0452.090-0468.730 | Y=0693.030-0702.350 | 380
P=1553 | X=0505.390-0522.030 | Y=0693.030-0702.350 | 350
P=1553 | X=0112.370-0401.110 | Y=0696.910-0708.150 | thửa đất số 243, tờ BĐĐC số 6, xã Định Quán; Bên phải, đến hết
P=1553 | X=0112.370-0405.910 | Y=0708.450-0719.690 | ranh thửa đất số 216, tờ BĐĐC số 7 có hiện trạng là đường nhựa,
P=1554 | X=0112.370-0186.450 | Y=0072.740-0083.980 | bê tông xi măng:
P=1554 | X=0112.370-0335.280 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1554 | X=0112.370-0389.560 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1554 | X=0112.370-0393.560 | Y=0125.810-0137.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lương
P=1554 | X=0112.370-0398.860 | Y=0137.330-0148.570 | Thế Vinh đoạn từ Đường Trần Nhân Tông đến Bên trái, hết ranh
P=1554 | X=0112.370-0401.110 | Y=0148.850-0160.090 | thửa đất số 243, tờ BĐĐC số 6, xã Định Quán; Bên phải, đến hết
P=1554 | X=0112.370-0405.910 | Y=0160.370-0171.610 | ranh thửa đất số 216, tờ BĐĐC số 7 có hiện trạng là đường nhựa,
P=1554 | X=0112.370-0186.450 | Y=0171.650-0182.890 | bê tông xi măng:
P=1554 | X=0092.420-0109.060 | Y=0182.650-0191.970 | 465
P=1554 | X=0452.090-0468.730 | Y=0182.650-0191.970 | 300
P=1554 | X=0505.390-0522.030 | Y=0182.650-0191.970 | 290
P=1554 | X=0112.370-0335.540 | Y=0189.170-0200.410 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1554 | X=0112.370-0399.260 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1554 | X=0112.370-0165.330 | Y=0218.230-0229.470 | đến ≤600m.
P=1554 | X=0112.370-0335.540 | Y=0235.750-0246.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1554 | X=0112.370-0393.560 | Y=0253.750-0264.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lương
P=1554 | X=0112.370-0398.860 | Y=0265.270-0276.510 | Thế Vinh đoạn từ Đường Trần Nhân Tông đến Bên trái, hết ranh
P=1554 | X=0112.370-0401.110 | Y=0276.790-0288.030 | thửa đất số 243, tờ BĐĐC số 6, xã Định Quán; Bên phải, đến hết
P=1554 | X=0112.370-0405.910 | Y=0288.340-0299.580 | ranh thửa đất số 216, tờ BĐĐC số 7 có hiện trạng là đường nhựa,
P=1554 | X=0092.420-0109.060 | Y=0296.220-0305.540 | 466
P=1554 | X=0452.090-0468.730 | Y=0296.220-0305.540 | 220
P=1554 | X=0505.390-0522.030 | Y=0296.220-0305.540 | 220
P=1554 | X=0112.370-0186.450 | Y=0299.860-0311.100 | bê tông xi măng:
P=1554 | X=0112.370-0389.800 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1554 | X=0112.370-0336.020 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1554 | X=0112.370-0397.630 | Y=0352.900-0364.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1554 | X=0112.370-0406.780 | Y=0364.180-0375.420 | Đường Lương Thế Vinh đoạn từ Đường Trần Nhân Tông đến Bên
P=1554 | X=0112.370-0399.320 | Y=0375.720-0386.960 | trái, hết ranh thửa đất số 243, tờ BĐĐC số 6, xã Định Quán; Bên
P=1554 | X=0112.370-0405.090 | Y=0387.240-0398.480 | phải, đến hết ranh thửa đất số 216, tờ BĐĐC số 7 có hiện trạng là
P=1554 | X=0092.420-0109.060 | Y=0395.120-0404.440 | 467
P=1554 | X=0452.090-0468.730 | Y=0395.120-0404.440 | 380
P=1554 | X=0505.390-0522.030 | Y=0395.120-0404.440 | 350
P=1554 | X=0112.370-0248.140 | Y=0398.760-0410.000 | đường nhựa, bê tông xi măng:
P=1554 | X=0112.370-0335.280 | Y=0416.280-0427.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1554 | X=0112.370-0389.560 | Y=0433.800-0445.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1554 | X=0112.370-0397.630 | Y=0451.820-0463.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1554 | X=0112.370-0406.780 | Y=0463.340-0474.580 | Đường Lương Thế Vinh đoạn từ Đường Trần Nhân Tông đến Bên
P=1554 | X=0112.370-0399.320 | Y=0474.860-0486.100 | trái, hết ranh thửa đất số 243, tờ BĐĐC số 6, xã Định Quán; Bên
P=1554 | X=0112.370-0405.090 | Y=0486.380-0497.620 | phải, đến hết ranh thửa đất số 216, tờ BĐĐC số 7 có hiện trạng là
P=1554 | X=0112.370-0248.140 | Y=0497.900-0509.140 | đường nhựa, bê tông xi măng:
P=1554 | X=0092.420-0109.060 | Y=0508.660-0517.980 | 468
P=1554 | X=0452.090-0468.730 | Y=0508.660-0517.980 | 300
P=1554 | X=0505.390-0522.030 | Y=0508.660-0517.980 | 290
P=1554 | X=0112.370-0335.540 | Y=0515.420-0526.660 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1554 | X=0112.370-0399.260 | Y=0532.970-0544.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1554 | X=0112.370-0165.330 | Y=0544.250-0555.490 | đẹn ≤600m.
P=1554 | X=0112.370-0335.540 | Y=0561.770-0573.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1554 | X=0112.370-0397.630 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1554 | X=0112.370-0406.780 | Y=0591.290-0602.530 | Đường Lương Thế Vinh đoạn từ Đường Trần Nhân Tông đến Bên
P=1554 | X=0112.370-0399.320 | Y=0602.810-0614.050 | trái, hết ranh thửa đất số 243, tờ BĐĐC số 6, xã Định Quán; Bên
P=1554 | X=0112.370-0405.090 | Y=0614.330-0625.570 | phải, đến hết ranh thửa đất số 216, tờ BĐĐC số 7 có hiện trạng là
P=1554 | X=0092.420-0109.060 | Y=0622.230-0631.550 | 469
P=1554 | X=0452.090-0468.730 | Y=0622.230-0631.550 | 220
P=1554 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 220
P=1554 | X=0112.370-0248.140 | Y=0625.870-0637.110 | đường nhựa, bê tông xi măng:
P=1554 | X=0112.370-0389.800 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1554 | X=0112.370-0336.010 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1554 | X=0198.070-0274.980 | Y=0680.790-0690.110 | Bên trái, hết ranh
P=1554 | X=0112.370-0196.960 | Y=0684.670-0695.910 | Đường Lương Thế
P=1554 | X=0198.070-0354.920 | Y=0690.430-0701.670 | thửa đất số 243, tờ Đường Lê Lợi
P=1554 | X=0092.420-0109.060 | Y=0692.310-0701.630 | 470
P=1554 | X=0452.090-0468.730 | Y=0692.310-0701.630 | 570
P=1554 | X=0505.390-0522.030 | Y=0692.310-0701.630 | 500
P=1554 | X=0112.370-0132.610 | Y=0698.070-0707.390 | Vinh
P=1554 | X=0198.070-0287.710 | Y=0701.970-0713.210 | BĐĐC số 6, xã Định
P=1555 | X=0198.070-0290.100 | Y=0072.740-0083.980 | Quán; Bên phải, đến
P=1555 | X=0198.070-0288.180 | Y=0084.260-0095.500 | hết ranh thửa đất số
P=1555 | X=0198.070-0282.660 | Y=0095.780-0107.020 | 216, tờ BĐĐC số 7
P=1555 | X=0112.370-0393.560 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lương
P=1555 | X=0112.370-0401.510 | Y=0125.330-0136.570 | Thế Vinh đoạn từ Bên trái, hết ranh thửa đất số 243, tờ BĐĐC số
P=1555 | X=0112.370-0379.240 | Y=0136.850-0148.090 | 6, xã Định Quán; Bên phải, đến hết ranh thửa đất số 216, tờ
P=1555 | X=0112.370-0394.060 | Y=0148.370-0159.610 | BĐĐC số 7 đến Đường Lê Lợi có hiện trạng là đường nhựa, bê
P=1555 | X=0092.420-0109.060 | Y=0156.250-0165.570 | 471
P=1555 | X=0452.090-0468.730 | Y=0156.250-0165.570 | 380
P=1555 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 350
P=1555 | X=0112.370-0172.530 | Y=0159.650-0170.890 | tông xi măng:
P=1555 | X=0112.370-0335.280 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1555 | X=0112.370-0401.810 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ ≤400m.
P=1555 | X=0112.370-0393.560 | Y=0212.710-0223.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lương
P=1555 | X=0112.370-0401.510 | Y=0224.230-0235.470 | Thế Vinh đoạn từ Bên trái, hết ranh thửa đất số 243, tờ BĐĐC số
P=1555 | X=0112.370-0379.240 | Y=0235.750-0246.990 | 6, xã Định Quán; Bên phải, đến hết ranh thửa đất số 216, tờ
P=1555 | X=0112.370-0394.060 | Y=0247.270-0258.510 | BĐĐC số 7 đến Đường Lê Lợi có hiện trạng là đường nhựa, bê
P=1555 | X=0112.370-0172.530 | Y=0258.790-0270.030 | tông xi măng:
P=1555 | X=0092.420-0109.060 | Y=0269.550-0278.870 | 472
P=1555 | X=0452.090-0468.730 | Y=0269.550-0278.870 | 300
P=1555 | X=0505.390-0522.030 | Y=0269.550-0278.870 | 290
