TABLE=038 | AREA=Xã Bình Minh | SECTION=agricultural | SEGMENTS=2
P=1375 | X=0117.170-0382.080 | Y=0328.900-0340.140 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1375 | X=0117.170-0385.660 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1375 | X=0117.170-0403.430 | Y=0357.940-0369.180 | Thành - An Chu đoạn từ Quốc lộ 1A đến Vật liệu xây dựng Xuân
P=1375 | X=0117.170-0347.520 | Y=0369.480-0380.720 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1375 | X=0095.060-0348.720 | Y=0387.000-0401.320 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1375 | X=0453.050-0469.690 | Y=0392.000-0401.320 | 350
P=1375 | X=0505.390-0522.030 | Y=0392.000-0401.320 | 320
P=1375 | X=0117.170-0404.060 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1375 | X=0117.170-0178.290 | Y=0416.040-0427.280 | đến ≤1.000m.
P=1375 | X=0117.170-0340.340 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1375 | X=0117.170-0395.750 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp ra Đường
P=1375 | X=0117.170-0397.420 | Y=0462.860-0474.100 | Tân Thành - An Chu đoạn từ Quốc lộ 1A đến Vật liệu xây dựng
P=1375 | X=0117.170-0373.450 | Y=0474.380-0485.620 | Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1375 | X=0095.060-0111.700 | Y=0482.260-0491.580 | 179
P=1375 | X=0453.050-0469.690 | Y=0482.260-0491.580 | 230
P=1375 | X=0505.390-0522.030 | Y=0482.260-0491.580 | 210
P=1375 | X=0117.170-0402.980 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1375 | X=0117.170-0340.810 | Y=0509.420-0520.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1375 | X=0117.170-0402.430 | Y=0527.180-0538.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1375 | X=0117.170-0405.980 | Y=0538.490-0549.730 | Đường Tân Thành - An Chu đoạn từ Quốc lộ 1A đến Vật liệu xây
P=1375 | X=0117.170-0399.630 | Y=0550.010-0561.250 | dựng Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1375 | X=0095.060-0111.700 | Y=0557.890-0567.210 | 180
P=1375 | X=0453.050-0469.690 | Y=0557.890-0567.210 | 450
P=1375 | X=0505.390-0522.030 | Y=0557.890-0567.210 | 400
P=1375 | X=0117.170-0348.250 | Y=0567.530-0578.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1375 | X=0117.170-0394.360 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1375 | X=0117.170-0402.430 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1375 | X=0117.170-0405.980 | Y=0614.330-0625.570 | Đường Tân Thành - An Chu đoạn từ Quốc lộ 1A đến Vật liệu xây
P=1375 | X=0117.170-0399.630 | Y=0625.870-0637.110 | dựng Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1375 | X=0095.060-0348.720 | Y=0643.390-0657.470 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1375 | X=0453.050-0469.690 | Y=0648.150-0657.470 | 350
P=1375 | X=0505.390-0522.030 | Y=0648.150-0657.470 | 320
P=1375 | X=0117.170-0404.060 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1375 | X=0117.170-0178.290 | Y=0672.430-0683.670 | đến ≤1.000m.
P=1375 | X=0117.170-0340.340 | Y=0689.950-0701.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1375 | X=0095.060-0402.430 | Y=0707.730-0718.970 | 182 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1375 | X=0453.050-0469.690 | Y=0709.620-0718.940 | 230
P=1375 | X=0505.390-0522.030 | Y=0709.620-0718.940 | 210
P=1376 | X=0117.170-0405.980 | Y=0072.500-0083.740 | Đường Tân Thành - An Chu đoạn từ Quốc lộ 1A đến Vật liệu xây
P=1376 | X=0117.170-0399.630 | Y=0084.020-0095.260 | dựng Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1376 | X=0117.170-0402.980 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1376 | X=0117.170-0340.810 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1376 | X=0117.170-0301.160 | Y=0136.850-0148.090 | Đường Tân Thành - An Vật liệu xây dựng
P=1376 | X=0315.240-0406.550 | Y=0136.850-0148.090 | Giáp đường 9 ấp An
P=1376 | X=0095.060-0111.700 | Y=0144.490-0153.810 | 183
P=1376 | X=0453.050-0469.690 | Y=0144.490-0153.810 | 670
P=1376 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 600
P=1376 | X=0223.030-0269.710 | Y=0148.370-0159.610 | Xuân Định
P=1376 | X=0117.170-0135.500 | Y=0150.250-0159.570 | Chu
P=1376 | X=0315.240-0333.570 | Y=0150.250-0159.570 | Chu
P=1376 | X=0117.170-0385.660 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1376 | X=0117.170-0398.850 | Y=0177.410-0188.650 | Thành - An Chu đoạn từ Vật liệu xây dựng Xuân Định đến Giáp
P=1376 | X=0117.170-0384.440 | Y=0188.930-0200.170 | đường 9 ấp An Chu có hiện trạng là đường nhựa, bê tông xi
P=1376 | X=0095.060-0145.170 | Y=0200.470-0211.910 | 184 măng:
P=1376 | X=0453.050-0469.690 | Y=0202.590-0211.910 | 450
P=1376 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 400
P=1376 | X=0117.170-0348.250 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1376 | X=0117.170-0382.080 | Y=0235.510-0246.750 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1376 | X=0117.170-0385.660 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1376 | X=0117.170-0398.850 | Y=0264.790-0276.030 | Thành - An Chu đoạn từ Vật liệu xây dựng Xuân Định đến Giáp
P=1376 | X=0117.170-0384.440 | Y=0276.310-0287.550 | đường 9 ấp An Chu có hiện trạng là đường nhựa, bê tông xi
P=1376 | X=0117.170-0145.170 | Y=0287.860-0299.100 | măng:
P=1376 | X=0095.060-0348.720 | Y=0304.380-0316.620 | 185 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1376 | X=0453.050-0469.690 | Y=0304.380-0313.700 | 350
P=1376 | X=0505.390-0522.030 | Y=0304.380-0313.700 | 320
P=1376 | X=0117.170-0404.060 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1376 | X=0117.170-0178.290 | Y=0334.420-0345.660 | đến ≤1.000m.
P=1376 | X=0117.170-0340.340 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1376 | X=0117.170-0385.660 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1376 | X=0117.170-0398.850 | Y=0381.000-0392.240 | Thành - An Chu đoạn từ Vật liệu xây dựng Xuân Định đến Giáp
P=1376 | X=0117.170-0384.440 | Y=0392.520-0403.760 | đường 9 ấp An Chu có hiện trạng là đường nhựa, bê tông xi
P=1376 | X=0095.060-0145.170 | Y=0404.040-0415.480 | 186 măng:
P=1376 | X=0453.050-0469.690 | Y=0406.160-0415.480 | 230
P=1376 | X=0505.390-0522.030 | Y=0406.160-0415.480 | 210
P=1376 | X=0117.170-0402.980 | Y=0421.560-0432.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1376 | X=0117.170-0340.810 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1376 | X=0117.170-0402.430 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1376 | X=0117.170-0409.420 | Y=0468.380-0479.620 | Đường Tân Thành - An Chu đoạn từ Vật liệu xây dựng Xuân Định
P=1376 | X=0117.170-0395.740 | Y=0479.900-0491.140 | đến Giáp đường 9 ấp An Chu có hiện trạng là đường nhựa, bê
P=1376 | X=0095.060-0177.330 | Y=0491.420-0502.860 | 187 tông xi măng:
P=1376 | X=0453.050-0469.690 | Y=0493.540-0502.860 | 450
P=1376 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 400
P=1376 | X=0117.170-0348.250 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1376 | X=0117.170-0394.360 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1376 | X=0117.170-0402.430 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1376 | X=0117.170-0409.420 | Y=0555.530-0566.770 | Đường Tân Thành - An Chu đoạn từ Vật liệu xây dựng Xuân Định
P=1376 | X=0117.170-0395.740 | Y=0567.050-0578.290 | đến Giáp đường 9 ấp An Chu có hiện trạng là đường nhựa, bê
P=1376 | X=0117.170-0177.330 | Y=0578.570-0589.810 | tông xi măng:
P=1376 | X=0095.060-0348.720 | Y=0595.330-0607.330 | 188 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1376 | X=0453.050-0469.690 | Y=0595.330-0604.650 | 350
P=1376 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 320
P=1376 | X=0117.170-0404.060 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1376 | X=0117.170-0178.290 | Y=0625.150-0636.390 | đến ≤1.000m.
P=1376 | X=0117.170-0340.340 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1376 | X=0117.170-0402.430 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1376 | X=0117.170-0409.420 | Y=0671.950-0683.190 | Đường Tân Thành - An Chu đoạn từ Vật liệu xây dựng Xuân Định
P=1376 | X=0095.060-0111.700 | Y=0679.590-0688.910 | 189
P=1376 | X=0453.050-0469.690 | Y=0679.590-0688.910 | 230
P=1376 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 210
P=1376 | X=0117.170-0395.740 | Y=0683.470-0694.710 | đến Giáp đường 9 ấp An Chu có hiện trạng là đường nhựa, bê
P=1376 | X=0117.170-0177.330 | Y=0694.750-0705.990 | tông xi măng:
P=1377 | X=0117.170-0402.980 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1377 | X=0117.170-0340.810 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1377 | X=0223.030-0298.950 | Y=0113.780-0125.020 | Đầu Ngã tư KCN
P=1377 | X=0095.060-0207.260 | Y=0119.570-0130.810 | 190 Đường 9 ấp An Chu
P=1377 | X=0315.240-0380.060 | Y=0121.450-0130.770 | Nhà Nghỉ EVA
P=1377 | X=0453.050-0469.690 | Y=0121.450-0130.770 | 670
P=1377 | X=0505.390-0522.030 | Y=0121.450-0130.770 | 600
P=1377 | X=0223.030-0268.150 | Y=0127.210-0136.530 | Sông Mây
P=1377 | X=0117.170-0402.950 | Y=0143.090-0154.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 ấp An
P=1377 | X=0117.170-0399.570 | Y=0154.610-0165.850 | Chu đoạn từ Đầu Ngã tư KCN Sông Mây đến Nhà Nghỉ EVA có
P=1377 | X=0117.170-0310.820 | Y=0166.130-0177.370 | hiện trạng là đường nhựa, bê tông xi măng:
P=1377 | X=0095.060-0111.700 | Y=0174.010-0183.330 | 191
P=1377 | X=0453.050-0469.690 | Y=0174.010-0183.330 | 450
P=1377 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 400
P=1377 | X=0117.170-0348.250 | Y=0183.410-0194.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1377 | X=0117.170-0382.080 | Y=0200.950-0212.190 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1377 | X=0117.170-0402.950 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 ấp An
P=1377 | X=0117.170-0399.570 | Y=0230.230-0241.470 | Chu đoạn từ Đầu Ngã tư KCN Sông Mây đến Nhà Nghỉ EVA có
P=1377 | X=0117.170-0310.810 | Y=0241.750-0252.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=1377 | X=0095.060-0348.720 | Y=0259.270-0273.590 | 192 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1377 | X=0453.050-0469.690 | Y=0264.270-0273.590 | 350
P=1377 | X=0505.390-0522.030 | Y=0264.270-0273.590 | 320
P=1377 | X=0117.170-0404.060 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1377 | X=0117.170-0178.290 | Y=0288.340-0299.580 | đến ≤1.000m.
P=1377 | X=0117.170-0340.340 | Y=0305.860-0317.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1377 | X=0117.170-0402.950 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 ấp An
P=1377 | X=0117.170-0399.570 | Y=0335.140-0346.380 | Chu đoạn từ Đầu Ngã tư KCN Sông Mây đến Nhà Nghỉ EVA có
P=1377 | X=0117.170-0310.810 | Y=0346.660-0357.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=1377 | X=0095.060-0111.700 | Y=0354.540-0363.860 | 193
P=1377 | X=0453.050-0469.690 | Y=0354.540-0363.860 | 230
P=1377 | X=0505.390-0522.030 | Y=0354.540-0363.860 | 210
P=1377 | X=0117.170-0402.980 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1377 | X=0117.170-0340.810 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1377 | X=0117.170-0402.430 | Y=0399.240-0410.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1377 | X=0117.170-0411.350 | Y=0410.760-0422.000 | Đường 9 ấp An Chu đoạn từ Đầu Ngã tư KCN Sông Mây đến Nhà
P=1377 | X=0117.170-0370.090 | Y=0422.280-0433.520 | Nghỉ EVA có hiện trạng là đường nhựa, bê tông xi măng:
P=1377 | X=0095.060-0111.700 | Y=0430.160-0439.480 | 194
P=1377 | X=0453.050-0469.690 | Y=0430.160-0439.480 | 450
P=1377 | X=0505.390-0522.030 | Y=0430.160-0439.480 | 400
P=1377 | X=0117.170-0348.250 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1377 | X=0117.170-0394.360 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1377 | X=0117.170-0402.430 | Y=0475.100-0486.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1377 | X=0117.170-0411.350 | Y=0486.620-0497.860 | Đường 9 ấp An Chu đoạn từ Đầu Ngã tư KCN Sông Mây đến Nhà
P=1377 | X=0117.170-0370.090 | Y=0498.140-0509.380 | Nghỉ EVA có hiện trạng là đường nhựa, bê tông xi măng:
P=1377 | X=0095.060-0348.750 | Y=0515.660-0529.740 | 195 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1377 | X=0453.050-0469.690 | Y=0520.420-0529.740 | 350
P=1377 | X=0505.390-0522.030 | Y=0520.420-0529.740 | 320
P=1377 | X=0117.170-0404.060 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1377 | X=0117.170-0178.290 | Y=0544.490-0555.730 | đến ≤1.000m.
P=1377 | X=0117.170-0340.340 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1377 | X=0117.170-0402.430 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1377 | X=0117.170-0411.350 | Y=0591.290-0602.530 | Đường 9 ấp An Chu đoạn từ Đầu Ngã tư KCN Sông Mây đến Nhà
P=1377 | X=0117.170-0370.090 | Y=0602.810-0614.050 | Nghỉ EVA có hiện trạng là đường nhựa, bê tông xi măng:
P=1377 | X=0095.060-0111.700 | Y=0610.690-0620.010 | 196
P=1377 | X=0453.050-0469.690 | Y=0610.690-0620.010 | 230
P=1377 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 210
P=1377 | X=0117.170-0402.980 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1377 | X=0117.170-0340.810 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1377 | X=0095.060-0207.260 | Y=0655.630-0666.870 | 197 Đường 9 ấp An Chu
P=1377 | X=0315.240-0368.860 | Y=0655.630-0666.870 | Cuối đường
P=1377 | X=0223.030-0287.860 | Y=0657.510-0666.830 | Nhà Nghỉ EVA
P=1377 | X=0453.050-0469.690 | Y=0657.510-0666.830 | 670
P=1377 | X=0505.390-0522.030 | Y=0657.510-0666.830 | 600
P=1377 | X=0117.170-0402.950 | Y=0673.390-0684.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 ấp An
P=1377 | X=0095.060-0386.850 | Y=0684.910-0696.150 | 198 Chu đoạn từ Nhà Nghỉ EVA đến Cuối đường có hiện trạng là
P=1377 | X=0453.050-0469.690 | Y=0686.790-0696.110 | 450
P=1377 | X=0505.390-0522.030 | Y=0686.790-0696.110 | 400
P=1377 | X=0117.170-0252.940 | Y=0696.430-0707.670 | đường nhựa, bê tông xi măng:
P=1378 | X=0117.170-0348.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1378 | X=0117.170-0382.080 | Y=0096.020-0107.260 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1378 | X=0117.170-0402.950 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 ấp An
P=1378 | X=0117.170-0386.850 | Y=0125.330-0136.570 | Chu đoạn từ Nhà Nghỉ EVA đến Cuối đường có hiện trạng là
P=1378 | X=0117.170-0252.940 | Y=0136.850-0148.090 | đường nhựa, bê tông xi măng:
P=1378 | X=0095.060-0348.720 | Y=0154.370-0168.450 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1378 | X=0453.050-0469.690 | Y=0159.130-0168.450 | 350
P=1378 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 320
P=1378 | X=0117.170-0404.060 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1378 | X=0117.170-0178.320 | Y=0183.170-0194.410 | đến ≤1.000m.
P=1378 | X=0117.170-0340.340 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1378 | X=0117.170-0402.950 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 9 ấp An
P=1378 | X=0117.170-0386.850 | Y=0229.990-0241.230 | Chu đoạn từ Nhà Nghỉ EVA đến Cuối đường có hiện trạng là
P=1378 | X=0117.170-0252.940 | Y=0241.510-0252.750 | đường nhựa, bê tông xi măng:
P=1378 | X=0095.060-0111.700 | Y=0249.390-0258.710 | 200
P=1378 | X=0453.050-0469.690 | Y=0249.390-0258.710 | 230
P=1378 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 210
P=1378 | X=0117.170-0403.000 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1378 | X=0117.170-0340.810 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1378 | X=0117.170-0402.430 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1378 | X=0117.170-0400.780 | Y=0305.860-0317.100 | Đường 9 ấp An Chu đoạn từ Nhà Nghỉ EVA đến Cuối đường có
P=1378 | X=0117.170-0310.810 | Y=0317.380-0328.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=1378 | X=0095.060-0111.700 | Y=0325.260-0334.580 | 201
P=1378 | X=0453.050-0469.690 | Y=0325.260-0334.580 | 450
P=1378 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 400
P=1378 | X=0117.170-0348.250 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1378 | X=0117.170-0394.360 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1378 | X=0117.170-0402.430 | Y=0369.960-0381.200 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1378 | X=0117.170-0400.780 | Y=0381.480-0392.720 | Đường 9 ấp An Chu đoạn từ Nhà Nghỉ EVA đến Cuối đường có
P=1378 | X=0117.170-0310.810 | Y=0393.000-0404.240 | hiện trạng là đường nhựa, bê tông xi măng:
