TABLE=017 | AREA=Xã Đại Phước | SECTION=agricultural | SEGMENTS=1
P=0544 | X=0126.050-0186.210 | Y=0189.170-0200.410 | tông xi măng:
P=0544 | X=0126.050-0411.860 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0544 | X=0126.050-0349.690 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0544 | X=0126.050-0219.430 | Y=0242.230-0253.470 | Đường Trường mầm
P=0544 | X=0223.750-0306.130 | Y=0247.990-0259.230 | Sông Vàm Mương
P=0544 | X=0318.120-0406.030 | Y=0247.990-0259.230 | Đường đê Ông Kèo
P=0544 | X=0099.410-0116.050 | Y=0249.870-0259.190 | 197
P=0544 | X=0453.530-0470.170 | Y=0249.870-0259.190 | 600
P=0544 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 530
P=0544 | X=0126.050-0207.760 | Y=0253.750-0264.990 | non Phước Khánh
P=0544 | X=0126.050-0411.110 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0544 | X=0126.050-0408.950 | Y=0283.300-0294.540 | mầm non Phước Khánh đoạn từ Sông Vàm Mương đến Đường
P=0544 | X=0126.050-0388.850 | Y=0294.820-0306.060 | đê Ông Kèo có hiện trạng là đường nhựa, bê tông xi măng:
P=0544 | X=0099.410-0116.050 | Y=0302.700-0312.020 | 198
P=0544 | X=0453.530-0470.170 | Y=0302.700-0312.020 | 400
P=0544 | X=0505.390-0522.030 | Y=0302.700-0312.020 | 360
P=0544 | X=0126.050-0357.130 | Y=0312.340-0323.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0544 | X=0126.050-0403.250 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0544 | X=0126.050-0411.110 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0544 | X=0126.050-0408.950 | Y=0359.380-0370.620 | mầm non Phước Khánh đoạn từ Sông Vàm Mương đến Đường
P=0544 | X=0126.050-0388.850 | Y=0370.920-0382.160 | đê Ông Kèo có hiện trạng là đường nhựa, bê tông xi măng:
P=0544 | X=0099.410-0357.600 | Y=0388.200-0402.520 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0544 | X=0453.530-0470.170 | Y=0393.200-0402.520 | 290
P=0544 | X=0505.390-0522.030 | Y=0393.200-0402.520 | 250
P=0544 | X=0126.050-0412.940 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0544 | X=0126.050-0187.170 | Y=0417.240-0428.480 | đến ≤1.000m.
P=0544 | X=0126.050-0349.220 | Y=0434.760-0446.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0544 | X=0126.050-0411.110 | Y=0452.780-0464.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trường
P=0544 | X=0126.050-0408.950 | Y=0464.300-0475.540 | mầm non Phước Khánh đoạn từ Sông Vàm Mương đến Đường
P=0544 | X=0126.050-0388.850 | Y=0475.820-0487.060 | đê Ông Kèo có hiện trạng là đường nhựa, bê tông xi măng:
P=0544 | X=0099.410-0116.050 | Y=0483.700-0493.020 | 200
P=0544 | X=0453.530-0470.170 | Y=0483.700-0493.020 | 180
P=0544 | X=0505.390-0522.030 | Y=0483.700-0493.020 | 180
P=0544 | X=0126.050-0411.860 | Y=0493.340-0504.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0544 | X=0126.050-0349.690 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0544 | X=0126.050-0411.310 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0544 | X=0126.050-0390.600 | Y=0540.410-0551.650 | Đường Trường mầm non Phước Khánh đoạn từ Sông Vàm
P=0544 | X=0126.050-0401.590 | Y=0551.930-0563.170 | Mương đến Đường đê Ông Kèo có hiện trạng là đường nhựa,
P=0544 | X=0099.410-0200.130 | Y=0563.450-0574.890 | 201 bê tông xi măng:
P=0544 | X=0453.530-0470.170 | Y=0565.570-0574.890 | 400
P=0544 | X=0505.390-0522.030 | Y=0565.570-0574.890 | 360
P=0544 | X=0126.050-0357.130 | Y=0580.970-0592.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0544 | X=0126.050-0403.240 | Y=0598.250-0609.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0544 | X=0126.050-0411.310 | Y=0616.270-0627.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0544 | X=0126.050-0390.600 | Y=0627.790-0639.030 | Đường Trường mầm non Phước Khánh đoạn từ Sông Vàm
P=0544 | X=0126.050-0401.590 | Y=0639.310-0650.550 | Mương đến Đường đê Ông Kèo có hiện trạng là đường nhựa,
P=0544 | X=0126.050-0200.130 | Y=0650.830-0662.070 | bê tông xi măng:
P=0544 | X=0099.410-0116.050 | Y=0658.710-0668.030 | 202
P=0544 | X=0453.530-0470.170 | Y=0658.710-0668.030 | 290
P=0544 | X=0505.390-0522.030 | Y=0658.710-0668.030 | 250
P=0544 | X=0126.050-0357.600 | Y=0668.350-0679.590 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0544 | X=0126.050-0412.940 | Y=0685.870-0697.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0544 | X=0126.050-0187.180 | Y=0697.390-0708.630 | đến ≤1.000m.
P=0545 | X=0126.050-0349.220 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0545 | X=0126.050-0411.310 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0545 | X=0126.050-0390.600 | Y=0108.260-0119.500 | Đường Trường mầm non Phước Khánh đoạn từ Sông Vàm
P=0545 | X=0126.050-0401.590 | Y=0119.810-0131.050 | Mương đến Đường đê Ông Kèo có hiện trạng là đường nhựa,
P=0545 | X=0099.410-0200.130 | Y=0131.330-0142.770 | 203 bê tông xi măng:
P=0545 | X=0453.530-0470.170 | Y=0133.450-0142.770 | 180
P=0545 | X=0505.390-0522.030 | Y=0133.450-0142.770 | 180
P=0545 | X=0126.050-0411.860 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0545 | X=0126.050-0349.690 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0545 | X=0126.050-0208.930 | Y=0184.370-0195.610 | Đường vào khu tái
P=0545 | X=0223.750-0306.640 | Y=0190.130-0201.370 | Đường Phạm Thái
P=0545 | X=0318.120-0402.400 | Y=0190.130-0201.370 | Hết khu tái định cư
P=0545 | X=0099.410-0193.030 | Y=0195.650-0206.890 | 204 định cư Phước
P=0545 | X=0453.530-0470.170 | Y=0197.530-0206.850 | 600
P=0545 | X=0505.390-0522.030 | Y=0197.530-0206.850 | 530
P=0545 | X=0223.750-0255.060 | Y=0201.430-0212.670 | Bường
P=0545 | X=0318.120-0380.370 | Y=0201.430-0212.670 | Phước Khánh
P=0545 | X=0126.050-0154.940 | Y=0209.070-0218.390 | Khánh
P=0545 | X=0126.050-0412.310 | Y=0225.190-0236.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0545 | X=0126.050-0413.980 | Y=0236.710-0247.950 | tái định cư Phước Khánh đoạn từ Đường Phạm Thái Bường đến
P=0545 | X=0126.050-0407.830 | Y=0248.230-0259.470 | Hết khu tái định cư Phước Khánh có hiện trạng là đường nhựa,
P=0545 | X=0099.410-0200.130 | Y=0259.750-0271.190 | 205 bê tông xi măng:
P=0545 | X=0453.530-0470.170 | Y=0261.870-0271.190 | 400
P=0545 | X=0505.390-0522.030 | Y=0261.870-0271.190 | 360
P=0545 | X=0126.050-0357.130 | Y=0277.270-0288.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0545 | X=0126.050-0403.250 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0545 | X=0126.050-0412.310 | Y=0312.820-0324.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0545 | X=0126.050-0413.980 | Y=0324.340-0335.580 | tái định cư Phước Khánh đoạn từ Đường Phạm Thái Bường đến
P=0545 | X=0126.050-0407.830 | Y=0335.860-0347.100 | Hết khu tái định cư Phước Khánh có hiện trạng là đường nhựa,
P=0545 | X=0126.050-0200.130 | Y=0347.380-0358.620 | bê tông xi măng:
P=0545 | X=0099.410-0357.600 | Y=0363.900-0376.140 | 206 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0545 | X=0453.530-0470.170 | Y=0363.900-0373.220 | 290
P=0545 | X=0505.390-0522.030 | Y=0363.900-0373.220 | 250
P=0545 | X=0126.050-0412.940 | Y=0382.200-0393.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0545 | X=0126.050-0187.170 | Y=0393.720-0404.960 | đến ≤1.000m.
P=0545 | X=0126.050-0349.220 | Y=0411.240-0422.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0545 | X=0126.050-0412.310 | Y=0429.240-0440.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=0545 | X=0126.050-0413.980 | Y=0440.760-0452.000 | tái định cư Phước Khánh đoạn từ Đường Phạm Thái Bường đến
P=0545 | X=0126.050-0407.830 | Y=0452.300-0463.540 | Hết khu tái định cư Phước Khánh có hiện trạng là đường nhựa,
P=0545 | X=0099.410-0200.130 | Y=0463.820-0475.260 | 207 bê tông xi măng:
P=0545 | X=0453.530-0470.170 | Y=0465.940-0475.260 | 180
P=0545 | X=0505.390-0522.030 | Y=0465.940-0475.260 | 180
P=0545 | X=0126.050-0411.860 | Y=0481.340-0492.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0545 | X=0126.050-0349.690 | Y=0498.860-0510.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0545 | X=0126.050-0411.310 | Y=0516.860-0528.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0545 | X=0126.050-0410.540 | Y=0528.380-0539.620 | Đường vào khu tái định cư Phước Khánh đoạn từ Đường Phạm
P=0545 | X=0126.050-0411.350 | Y=0539.930-0551.170 | Thái Bường đến Hết khu tái định cư Phước Khánh có hiện trạng
P=0545 | X=0099.410-0272.380 | Y=0551.450-0562.890 | 208 là đường nhựa, bê tông xi măng:
P=0545 | X=0453.530-0470.170 | Y=0553.570-0562.890 | 400
P=0545 | X=0505.390-0522.030 | Y=0553.570-0562.890 | 360
P=0545 | X=0126.050-0357.130 | Y=0568.970-0580.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0545 | X=0126.050-0403.240 | Y=0586.250-0597.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0545 | X=0126.050-0411.310 | Y=0604.250-0615.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0545 | X=0126.050-0410.540 | Y=0615.770-0627.010 | Đường vào khu tái định cư Phước Khánh đoạn từ Đường Phạm
P=0545 | X=0126.050-0411.340 | Y=0627.310-0638.550 | Thái Bường đến Hết khu tái định cư Phước Khánh có hiện trạng
P=0545 | X=0126.050-0272.380 | Y=0638.830-0650.070 | là đường nhựa, bê tông xi măng:
P=0545 | X=0099.410-0357.600 | Y=0655.590-0667.590 | 209 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0545 | X=0453.530-0470.170 | Y=0655.590-0664.910 | 290
P=0545 | X=0505.390-0522.030 | Y=0655.590-0664.910 | 250
P=0545 | X=0126.050-0412.940 | Y=0673.870-0685.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0545 | X=0126.050-0187.170 | Y=0685.390-0696.630 | đến ≤1.000m.
P=0545 | X=0126.050-0349.220 | Y=0702.930-0714.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0546 | X=0126.050-0411.310 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0546 | X=0126.050-0410.540 | Y=0090.260-0101.500 | Đường vào khu tái định cư Phước Khánh đoạn từ Đường Phạm
P=0546 | X=0126.050-0411.350 | Y=0101.780-0113.020 | Thái Bường đến Hết khu tái định cư Phước Khánh có hiện trạng
P=0546 | X=0099.410-0272.380 | Y=0113.300-0124.740 | 210 là đường nhựa, bê tông xi măng:
P=0546 | X=0453.530-0470.170 | Y=0115.420-0124.740 | 180
P=0546 | X=0505.390-0522.030 | Y=0115.420-0124.740 | 180
P=0546 | X=0126.050-0411.860 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0546 | X=0126.050-0349.690 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0546 | X=0126.050-0402.120 | Y=0166.370-0177.610 | Đường nối từ đường Phạm Thái Bường (xã Phước Khánh cũ)
P=0546 | X=0099.410-0116.050 | Y=0174.010-0183.330 | 211
P=0546 | X=0453.530-0470.170 | Y=0174.010-0183.330 | 600
P=0546 | X=0505.390-0522.030 | Y=0174.010-0183.330 | 530
P=0546 | X=0126.050-0315.690 | Y=0177.650-0188.890 | đến sông ông Thuộc (xã Phước Khánh cũ)
P=0546 | X=0126.050-0402.880 | Y=0195.650-0206.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=0546 | X=0126.050-0406.300 | Y=0207.190-0218.430 | đường Phạm Thái Bường đến sông ông Thuộc có hiện trạng là
P=0546 | X=0126.050-0261.820 | Y=0218.710-0229.950 | đường nhựa, bê tông xi măng:
P=0546 | X=0099.410-0116.050 | Y=0226.590-0235.910 | 212
P=0546 | X=0453.530-0470.170 | Y=0226.590-0235.910 | 400
P=0546 | X=0505.390-0522.030 | Y=0226.590-0235.910 | 360
P=0546 | X=0126.050-0357.130 | Y=0236.230-0247.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0546 | X=0126.050-0403.240 | Y=0253.750-0264.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0546 | X=0126.050-0402.880 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=0546 | X=0126.050-0406.300 | Y=0283.300-0294.540 | đường Phạm Thái Bường đến sông ông Thuộc có hiện trạng là
P=0546 | X=0126.050-0261.860 | Y=0294.820-0306.060 | đường nhựa, bê tông xi măng:
P=0546 | X=0099.410-0357.600 | Y=0312.340-0326.420 | 213 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0546 | X=0453.530-0470.170 | Y=0317.100-0326.420 | 290
P=0546 | X=0505.390-0522.030 | Y=0317.100-0326.420 | 250
P=0546 | X=0126.050-0412.940 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0546 | X=0126.050-0187.170 | Y=0341.380-0352.620 | đến ≤1.000m.
P=0546 | X=0126.050-0349.220 | Y=0358.900-0370.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0546 | X=0126.050-0402.880 | Y=0376.920-0388.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=0546 | X=0126.050-0406.300 | Y=0388.200-0399.440 | đường Phạm Thái Bường đến sông ông Thuộc có hiện trạng là
P=0546 | X=0126.050-0261.820 | Y=0399.720-0410.960 | đường nhựa, bê tông xi măng:
P=0546 | X=0099.410-0116.050 | Y=0407.600-0416.920 | 214
P=0546 | X=0453.530-0470.170 | Y=0407.600-0416.920 | 180
P=0546 | X=0505.390-0522.030 | Y=0407.600-0416.920 | 180
P=0546 | X=0126.050-0411.860 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0546 | X=0126.050-0349.690 | Y=0434.760-0446.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0546 | X=0126.050-0411.340 | Y=0452.780-0464.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0546 | X=0126.050-0411.330 | Y=0464.300-0475.540 | Đường nối từ đường Phạm Thái Bường đến sông ông Thuộc có
P=0546 | X=0126.050-0319.690 | Y=0475.820-0487.060 | hiện trạng là đường nhựa, bê tông xi măng:
P=0546 | X=0099.410-0116.050 | Y=0483.700-0493.020 | 215
P=0546 | X=0453.530-0470.170 | Y=0483.700-0493.020 | 400
P=0546 | X=0505.390-0522.030 | Y=0483.700-0493.020 | 360
P=0546 | X=0126.050-0357.130 | Y=0493.340-0504.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0546 | X=0126.050-0403.510 | Y=0510.860-0522.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông <500m.
P=0546 | X=0126.050-0411.310 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0546 | X=0126.050-0411.330 | Y=0540.410-0551.650 | Đường nối từ đường Phạm Thái Bường đến sông ông Thuộc có
P=0546 | X=0126.050-0319.690 | Y=0551.930-0563.170 | hiện trạng là đường nhựa, bê tông xi măng:
P=0546 | X=0099.410-0357.600 | Y=0569.450-0583.530 | 216 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0546 | X=0453.530-0470.170 | Y=0574.210-0583.530 | 290
P=0546 | X=0505.390-0522.030 | Y=0574.210-0583.530 | 250
P=0546 | X=0126.050-0412.940 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0546 | X=0126.050-0187.170 | Y=0598.250-0609.490 | đến ≤1.000m.
P=0546 | X=0126.050-0349.220 | Y=0615.770-0627.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0546 | X=0126.050-0411.310 | Y=0633.790-0645.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0546 | X=0126.050-0411.330 | Y=0645.310-0656.550 | Đường nối từ đường Phạm Thái Bường đến sông ông Thuộc có
P=0546 | X=0126.050-0319.690 | Y=0656.830-0668.070 | hiện trạng là đường nhựa, bê tông xi măng:
P=0546 | X=0099.410-0116.050 | Y=0664.710-0674.030 | 217
P=0546 | X=0453.530-0470.170 | Y=0664.710-0674.030 | 180
P=0546 | X=0505.390-0522.030 | Y=0664.710-0674.030 | 180
P=0546 | X=0126.050-0411.860 | Y=0674.350-0685.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0546 | X=0126.050-0349.690 | Y=0691.870-0703.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0547 | X=0318.120-0400.060 | Y=0078.740-0089.980 | Đường Lý Thái Tổ
P=0547 | X=0126.050-0202.950 | Y=0084.500-0095.740 | Đường từ đường
P=0547 | X=0223.750-0316.030 | Y=0084.500-0095.740 | Đường Hùng Vương
P=0547 | X=0318.120-0393.820 | Y=0090.260-0101.500 | (đoạn Từ Đường
P=0547 | X=0099.410-0203.430 | Y=0096.020-0107.260 | 218 Hùng Vương đến
P=0547 | X=0223.750-0305.480 | Y=0096.020-0107.260 | (Đoạn Qua Xã Đại
P=0547 | X=0453.530-0470.170 | Y=0097.900-0107.220 | 600
P=0547 | X=0505.390-0522.030 | Y=0097.900-0107.220 | 530
P=0547 | X=0318.120-0396.700 | Y=0101.780-0113.020 | Trần Văn Trà đến
P=0547 | X=0126.050-0206.310 | Y=0107.540-0118.780 | đường Lý Thái Tổ
P=0547 | X=0223.750-0257.860 | Y=0107.540-0118.780 | Phước)
P=0547 | X=0318.120-0372.820 | Y=0115.180-0124.500 | phà Cát Lái)
P=0547 | X=0126.050-0386.800 | Y=0131.330-0142.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ
P=0547 | X=0126.050-0390.210 | Y=0142.850-0154.090 | đường Hùng Vương đến đường Lý Thái Tổ có hiện trạng là
P=0547 | X=0126.050-0261.820 | Y=0154.370-0165.610 | đường nhựa, bê tông xi măng:
P=0547 | X=0099.410-0116.050 | Y=0162.250-0171.570 | 219
P=0547 | X=0453.530-0470.170 | Y=0162.250-0171.570 | 400
P=0547 | X=0505.390-0522.030 | Y=0162.250-0171.570 | 360
P=0547 | X=0126.050-0357.130 | Y=0171.650-0182.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0547 | X=0126.050-0403.240 | Y=0189.170-0200.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
