TABLE=023 | AREA=Phường Bình Lộc | SECTION=agricultural | SEGMENTS=1
P=0841 | X=0496.750-0513.390 | Y=0324.300-0333.620 | 260
P=0841 | X=0113.570-0419.990 | Y=0336.820-0348.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0841 | X=0113.570-0147.090 | Y=0348.340-0359.580 | ≤600m.
P=0841 | X=0113.570-0336.740 | Y=0365.880-0377.120 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0841 | X=0113.570-0433.210 | Y=0384.120-0395.360 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0841 | X=0113.570-0435.610 | Y=0395.640-0406.880 | Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0841 | X=0113.570-0384.500 | Y=0407.160-0418.400 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0841 | X=0092.900-0109.540 | Y=0415.040-0424.360 | 784
P=0841 | X=0460.010-0476.650 | Y=0415.040-0424.360 | 310
P=0841 | X=0496.750-0513.390 | Y=0415.040-0424.360 | 200
P=0841 | X=0113.570-0391.000 | Y=0424.680-0435.920 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0841 | X=0113.570-0339.860 | Y=0441.960-0453.200 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0841 | X=0092.900-0218.280 | Y=0460.220-0471.460 | 785 Đường Phan Chu Trinh
P=0841 | X=0460.010-0476.650 | Y=0462.100-0471.420 | 760
P=0841 | X=0496.750-0513.390 | Y=0462.100-0471.420 | 470
P=0841 | X=0113.570-0448.290 | Y=0478.700-0489.940 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu Trinh có
P=0841 | X=0113.570-0307.180 | Y=0489.980-0501.220 | hiện trạng là đường nhựa, bê tông xi măng:
P=0841 | X=0092.900-0109.540 | Y=0503.620-0512.940 | 786
P=0841 | X=0460.010-0476.650 | Y=0503.620-0512.940 | 460
P=0841 | X=0496.750-0513.390 | Y=0503.620-0512.940 | 290
P=0841 | X=0113.570-0336.480 | Y=0507.500-0518.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0841 | X=0113.570-0390.760 | Y=0525.020-0536.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0841 | X=0113.570-0448.260 | Y=0543.290-0554.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu Trinh có
P=0841 | X=0113.570-0307.180 | Y=0554.810-0566.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=0841 | X=0113.570-0336.740 | Y=0572.330-0583.570 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0841 | X=0092.900-0109.540 | Y=0583.090-0592.410 | 787
P=0841 | X=0460.010-0476.650 | Y=0583.090-0592.410 | 400
P=0841 | X=0496.750-0513.390 | Y=0583.090-0592.410 | 260
P=0841 | X=0113.570-0419.990 | Y=0589.850-0601.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0841 | X=0113.570-0147.090 | Y=0601.370-0612.610 | ≤600m.
P=0841 | X=0113.570-0336.740 | Y=0618.910-0630.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0841 | X=0113.570-0448.260 | Y=0637.150-0648.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu Trinh có
P=0841 | X=0113.570-0307.180 | Y=0648.670-0659.910 | hiện trạng là đường nhựa, bê tông xi măng:
P=0841 | X=0092.900-0109.540 | Y=0662.310-0671.630 | 788
P=0841 | X=0460.010-0476.650 | Y=0662.310-0671.630 | 310
P=0841 | X=0496.750-0513.390 | Y=0662.310-0671.630 | 200
P=0841 | X=0113.570-0391.000 | Y=0666.190-0677.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0841 | X=0113.570-0337.210 | Y=0683.710-0694.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0841 | X=0092.900-0433.210 | Y=0701.970-0713.210 | 789 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0841 | X=0460.010-0476.650 | Y=0703.860-0713.180 | 460
P=0841 | X=0496.750-0513.390 | Y=0703.860-0713.180 | 290
P=0842 | X=0113.570-0393.150 | Y=0072.980-0084.220 | Phan Chu Trinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0842 | X=0113.570-0336.480 | Y=0090.500-0101.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0842 | X=0113.570-0390.760 | Y=0108.020-0119.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0842 | X=0113.570-0433.210 | Y=0126.290-0137.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0842 | X=0113.570-0393.150 | Y=0137.810-0149.050 | Phan Chu Trinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0842 | X=0113.570-0336.740 | Y=0155.330-0166.570 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0842 | X=0092.900-0109.540 | Y=0165.850-0175.170 | 790
P=0842 | X=0460.010-0476.650 | Y=0165.850-0175.170 | 400
P=0842 | X=0496.750-0513.390 | Y=0165.850-0175.170 | 260
P=0842 | X=0113.570-0419.990 | Y=0172.850-0184.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0842 | X=0113.570-0147.090 | Y=0184.370-0195.610 | ≤600m.
P=0842 | X=0113.570-0336.740 | Y=0201.670-0212.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0842 | X=0113.570-0433.210 | Y=0220.150-0231.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0842 | X=0113.570-0393.150 | Y=0231.430-0242.670 | Phan Chu Trinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0842 | X=0092.900-0109.540 | Y=0245.070-0254.390 | 791
P=0842 | X=0460.010-0476.650 | Y=0245.070-0254.390 | 310
P=0842 | X=0496.750-0513.390 | Y=0245.070-0254.390 | 200
P=0842 | X=0113.570-0391.000 | Y=0248.950-0260.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0842 | X=0113.570-0339.860 | Y=0266.470-0277.710 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0842 | X=0358.220-0437.120 | Y=0284.740-0295.980 | Hết đền thờ liệt sĩ
P=0842 | X=0092.900-0224.310 | Y=0290.500-0301.740 | 792 Đường Huỳnh Văn Nghệ
P=0842 | X=0272.740-0348.430 | Y=0290.500-0301.740 | Đường Trần Phú
P=0842 | X=0460.010-0476.650 | Y=0292.380-0301.700 | 760
P=0842 | X=0496.750-0513.390 | Y=0292.380-0301.700 | 470
P=0842 | X=0358.220-0413.900 | Y=0298.140-0307.460 | xã Xuân Lộc
P=0842 | X=0113.570-0440.890 | Y=0314.500-0325.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0842 | X=0113.570-0446.650 | Y=0326.020-0337.260 | đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã Xuân Lộc có hiện trạng
P=0842 | X=0113.570-0259.900 | Y=0337.540-0348.780 | là đường nhựa, bê tông xi măng:
P=0842 | X=0092.900-0109.540 | Y=0345.420-0354.740 | 793
P=0842 | X=0460.010-0476.650 | Y=0345.420-0354.740 | 460
P=0842 | X=0496.750-0513.390 | Y=0345.420-0354.740 | 290
P=0842 | X=0113.570-0336.480 | Y=0355.060-0366.300 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0842 | X=0113.570-0390.760 | Y=0372.600-0383.840 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0842 | X=0113.570-0440.890 | Y=0390.840-0402.080 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0842 | X=0113.570-0446.650 | Y=0402.360-0413.600 | đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã Xuân Lộc có hiện trạng
P=0842 | X=0113.570-0259.930 | Y=0413.880-0425.120 | là đường nhựa, bê tông xi măng:
P=0842 | X=0092.900-0336.740 | Y=0431.400-0445.480 | 794 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0842 | X=0460.010-0476.650 | Y=0436.160-0445.480 | 400
P=0842 | X=0496.750-0513.390 | Y=0436.160-0445.480 | 260
P=0842 | X=0113.570-0419.990 | Y=0448.940-0460.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0842 | X=0113.570-0147.090 | Y=0460.220-0471.460 | ≤600m.
P=0842 | X=0113.570-0336.740 | Y=0477.740-0488.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0842 | X=0113.570-0440.890 | Y=0495.980-0507.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0842 | X=0113.570-0446.650 | Y=0507.500-0518.740 | đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã Xuân Lộc có hiện trạng
P=0842 | X=0113.570-0259.900 | Y=0519.020-0530.260 | là đường nhựa, bê tông xi măng:
P=0842 | X=0092.900-0109.540 | Y=0526.900-0536.220 | 795
P=0842 | X=0460.010-0476.650 | Y=0526.900-0536.220 | 310
P=0842 | X=0496.750-0513.390 | Y=0526.900-0536.220 | 200
P=0842 | X=0113.570-0391.000 | Y=0536.570-0547.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0842 | X=0113.570-0337.210 | Y=0554.090-0565.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0842 | X=0113.570-0433.210 | Y=0572.330-0583.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0842 | X=0113.570-0445.880 | Y=0583.850-0595.090 | Huỳnh Văn Nghệ đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã Xuân
P=0842 | X=0113.570-0339.370 | Y=0595.370-0606.610 | Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0842 | X=0092.900-0109.540 | Y=0603.250-0612.570 | 796
P=0842 | X=0460.010-0476.650 | Y=0603.250-0612.570 | 460
P=0842 | X=0496.750-0513.390 | Y=0603.250-0612.570 | 290
P=0842 | X=0113.570-0336.480 | Y=0612.890-0624.130 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0842 | X=0113.570-0390.770 | Y=0630.430-0641.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0842 | X=0113.570-0433.210 | Y=0648.670-0659.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0842 | X=0113.570-0445.880 | Y=0660.190-0671.430 | Huỳnh Văn Nghệ đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã Xuân
P=0842 | X=0113.570-0339.370 | Y=0671.710-0682.950 | Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0842 | X=0092.900-0109.540 | Y=0679.590-0688.910 | 797
P=0842 | X=0460.010-0476.650 | Y=0679.590-0688.910 | 400
P=0842 | X=0496.750-0513.390 | Y=0679.590-0688.910 | 260
P=0842 | X=0113.570-0336.740 | Y=0689.230-0700.470 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0842 | X=0113.570-0419.990 | Y=0706.530-0717.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0843 | X=0113.570-0147.090 | Y=0072.980-0084.220 | ≤600m.
P=0843 | X=0113.570-0336.740 | Y=0090.500-0101.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0843 | X=0113.570-0433.210 | Y=0108.740-0119.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0843 | X=0113.570-0445.890 | Y=0120.290-0131.530 | Huỳnh Văn Nghệ đoạn từ Đường Trần Phú đến Hết đền thờ liệt sĩ xã Xuân
P=0843 | X=0113.570-0339.370 | Y=0131.810-0143.050 | Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0092.900-0109.540 | Y=0139.690-0149.010 | 798
P=0843 | X=0460.010-0476.650 | Y=0139.690-0149.010 | 310
P=0843 | X=0496.750-0513.390 | Y=0139.690-0149.010 | 200
P=0843 | X=0113.570-0391.000 | Y=0149.330-0160.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0843 | X=0113.570-0339.860 | Y=0166.850-0178.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0843 | X=0272.740-0351.630 | Y=0185.090-0196.330 | Hết đền thờ liệt sĩ
P=0843 | X=0092.900-0224.310 | Y=0190.850-0202.090 | 799 Đường Huỳnh Văn Nghệ
P=0843 | X=0358.220-0437.260 | Y=0190.850-0202.090 | Đường Hồ Núi Le
P=0843 | X=0460.010-0476.650 | Y=0192.730-0202.050 | 760
P=0843 | X=0496.750-0513.390 | Y=0192.730-0202.050 | 470
P=0843 | X=0272.740-0328.440 | Y=0198.490-0207.810 | xã Xuân Lộc
P=0843 | X=0113.570-0440.890 | Y=0214.870-0226.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0843 | X=0113.570-0424.550 | Y=0226.390-0237.630 | đoạn từ Hết đền thờ liệt sĩ xã Xuân Lộc đến Đường Hồ Núi Le có hiện
P=0843 | X=0113.570-0285.350 | Y=0237.670-0248.910 | trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0092.900-0109.540 | Y=0245.550-0254.870 | 800
P=0843 | X=0460.010-0476.650 | Y=0245.550-0254.870 | 460
P=0843 | X=0496.750-0513.390 | Y=0245.550-0254.870 | 290
P=0843 | X=0113.570-0336.480 | Y=0255.190-0266.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0843 | X=0113.570-0390.760 | Y=0272.710-0283.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0843 | X=0113.570-0440.890 | Y=0290.980-0302.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0843 | X=0113.570-0424.550 | Y=0302.500-0313.740 | đoạn từ Hết đền thờ liệt sĩ xã Xuân Lộc đến Đường Hồ Núi Le có hiện
P=0843 | X=0113.570-0179.920 | Y=0314.020-0325.260 | trạng là đường
P=0843 | X=0113.570-0216.680 | Y=0331.540-0342.780 | nhựa, bê tông xi măng:
P=0843 | X=0092.900-0109.540 | Y=0345.180-0354.500 | 801
P=0843 | X=0460.010-0476.650 | Y=0345.180-0354.500 | 400
P=0843 | X=0496.750-0513.390 | Y=0345.180-0354.500 | 260
P=0843 | X=0113.570-0336.760 | Y=0349.060-0360.300 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0843 | X=0113.570-0419.990 | Y=0366.600-0377.840 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0843 | X=0113.570-0147.090 | Y=0378.120-0389.360 | ≤600m.
P=0843 | X=0113.570-0336.740 | Y=0395.640-0406.880 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0843 | X=0113.570-0440.890 | Y=0413.880-0425.120 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0843 | X=0113.570-0424.550 | Y=0425.400-0436.640 | đoạn từ Hết đền thờ liệt sĩ xã Xuân Lộc đến Đường Hồ Núi Le có hiện
P=0843 | X=0113.570-0285.350 | Y=0436.920-0448.160 | trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0092.900-0109.540 | Y=0444.800-0454.120 | 802
P=0843 | X=0460.010-0476.650 | Y=0444.800-0454.120 | 310
P=0843 | X=0496.750-0513.390 | Y=0444.800-0454.120 | 200
P=0843 | X=0113.570-0391.000 | Y=0454.220-0465.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0843 | X=0113.570-0337.210 | Y=0471.740-0482.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0843 | X=0113.570-0433.210 | Y=0489.980-0501.220 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0843 | X=0113.570-0436.810 | Y=0501.500-0512.740 | Huỳnh Văn Nghệ đoạn từ Hết đền thờ liệt sĩ xã Xuân Lộc đến Đường Hồ
P=0843 | X=0113.570-0352.100 | Y=0513.020-0524.260 | Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0092.900-0109.540 | Y=0520.900-0530.220 | 803
P=0843 | X=0460.010-0476.650 | Y=0520.900-0530.220 | 460
P=0843 | X=0496.750-0513.390 | Y=0520.900-0530.220 | 290
P=0843 | X=0113.570-0336.480 | Y=0530.540-0541.780 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0843 | X=0113.570-0390.760 | Y=0548.090-0559.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0843 | X=0113.570-0433.210 | Y=0566.330-0577.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0843 | X=0113.570-0436.810 | Y=0577.850-0589.090 | Huỳnh Văn Nghệ đoạn từ Hết đền thờ liệt sĩ xã Xuân Lộc đến Đường Hồ
P=0843 | X=0113.570-0352.100 | Y=0589.370-0600.610 | Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0092.900-0336.740 | Y=0606.890-0620.970 | 804 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0843 | X=0460.010-0476.650 | Y=0611.650-0620.970 | 400
P=0843 | X=0496.750-0513.390 | Y=0611.650-0620.970 | 260
P=0843 | X=0113.570-0419.990 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0843 | X=0113.570-0147.090 | Y=0635.950-0647.190 | ≤600m.
P=0843 | X=0113.570-0336.740 | Y=0653.470-0664.710 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0843 | X=0113.570-0433.210 | Y=0671.710-0682.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0843 | X=0092.900-0436.810 | Y=0683.230-0694.470 | 805 Huỳnh Văn Nghệ đoạn từ Hết đền thờ liệt sĩ xã Xuân Lộc đến Đường Hồ
P=0843 | X=0460.010-0476.650 | Y=0685.110-0694.430 | 310
P=0843 | X=0496.750-0513.390 | Y=0685.110-0694.430 | 200
P=0843 | X=0113.570-0352.100 | Y=0694.510-0705.750 | Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0844 | X=0113.570-0391.000 | Y=0078.980-0090.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0844 | X=0113.570-0339.860 | Y=0096.500-0107.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0844 | X=0092.900-0217.600 | Y=0114.770-0126.010 | 806 Đường Trần Hưng Đạo
P=0844 | X=0460.010-0476.650 | Y=0116.650-0125.970 | 760
P=0844 | X=0496.750-0513.390 | Y=0116.650-0125.970 | 470
P=0844 | X=0113.570-0447.850 | Y=0133.010-0144.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Hưng Đạo có
P=0844 | X=0113.570-0307.180 | Y=0144.530-0155.770 | hiện trạng là đường nhựa, bê tông xi măng:
P=0844 | X=0092.900-0109.540 | Y=0158.170-0167.490 | 807
P=0844 | X=0460.010-0476.650 | Y=0158.170-0167.490 | 460
P=0844 | X=0496.750-0513.390 | Y=0158.170-0167.490 | 290
P=0844 | X=0113.570-0336.480 | Y=0162.050-0173.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0844 | X=0113.570-0390.760 | Y=0179.570-0190.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0844 | X=0113.570-0447.850 | Y=0197.830-0209.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Hưng Đạo có
P=0844 | X=0113.570-0307.220 | Y=0209.350-0220.590 | hiện trạng là đường nhựa, bê tông xi măng:
P=0844 | X=0113.570-0336.740 | Y=0226.870-0238.110 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0844 | X=0092.900-0109.540 | Y=0237.390-0246.710 | 808
P=0844 | X=0460.010-0476.650 | Y=0237.390-0246.710 | 400
P=0844 | X=0496.750-0513.390 | Y=0237.390-0246.710 | 260
P=0844 | X=0113.570-0419.990 | Y=0244.390-0255.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0844 | X=0113.570-0147.090 | Y=0255.670-0266.910 | ≤600m.
P=0844 | X=0113.570-0336.740 | Y=0273.190-0284.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0844 | X=0113.570-0447.850 | Y=0291.460-0302.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Hưng Đạo có
P=0844 | X=0113.570-0307.180 | Y=0302.980-0314.220 | hiện trạng là đường nhựa, bê tông xi măng:
P=0844 | X=0092.900-0109.540 | Y=0316.620-0325.940 | 809
P=0844 | X=0460.010-0476.650 | Y=0316.620-0325.940 | 310
P=0844 | X=0496.750-0513.390 | Y=0316.620-0325.940 | 200
P=0844 | X=0113.570-0391.000 | Y=0320.500-0331.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
