TABLE=019 | AREA=Phường Long Khánh | SECTION=agricultural | SEGMENTS=1
P=0645 | X=0116.210-0397.390 | Y=0352.900-0364.140 | Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0645 | X=0116.210-0144.210 | Y=0364.180-0375.420 | măng:
P=0645 | X=0094.340-0347.760 | Y=0380.960-0392.960 | 573 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0645 | X=0459.290-0475.930 | Y=0380.960-0390.280 | 190
P=0645 | X=0505.390-0522.030 | Y=0380.960-0390.280 | 180
P=0645 | X=0116.210-0403.100 | Y=0399.240-0410.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0645 | X=0116.210-0177.330 | Y=0410.760-0422.000 | đến ≤1.000m.
P=0645 | X=0116.210-0339.380 | Y=0428.280-0439.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0645 | X=0116.210-0401.470 | Y=0446.280-0457.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0645 | X=0116.210-0401.990 | Y=0457.820-0469.060 | Đường Bàu Trâm - Xuân Thọ đoạn từ Ngã ba cầu Hòa Bình đến
P=0645 | X=0116.210-0397.390 | Y=0469.340-0480.580 | Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0645 | X=0094.340-0144.210 | Y=0480.860-0492.300 | 574 măng:
P=0645 | X=0459.290-0475.930 | Y=0482.980-0492.300 | 140
P=0645 | X=0505.390-0522.030 | Y=0482.980-0492.300 | 130
P=0645 | X=0116.210-0402.020 | Y=0498.380-0509.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0645 | X=0116.210-0339.850 | Y=0515.900-0527.140 | - Có bề rộng <3m, cách đường giao thông> 200m.
P=0645 | X=0116.210-0180.150 | Y=0533.930-0545.170 | Đường Hồ Thị
P=0645 | X=0211.510-0266.740 | Y=0539.690-0550.930 | Đường Lê A
P=0645 | X=0306.840-0386.080 | Y=0539.690-0550.930 | Đường Khổng Tử
P=0645 | X=0094.340-0110.980 | Y=0541.570-0550.890 | 575
P=0645 | X=0459.290-0475.930 | Y=0541.570-0550.890 | 800
P=0645 | X=0505.390-0522.030 | Y=0541.570-0550.890 | 540
P=0645 | X=0116.210-0147.960 | Y=0545.450-0556.690 | Hương
P=0645 | X=0116.210-0396.700 | Y=0563.450-0574.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0645 | X=0116.210-0404.870 | Y=0574.970-0586.210 | Hương đoạn từ Đường Lê A đến Đường Khổng Tử có hiện trạng
P=0645 | X=0116.210-0262.540 | Y=0586.250-0597.490 | là đường nhựa, bê tông xi măng:
P=0645 | X=0094.340-0110.980 | Y=0594.130-0603.450 | 576
P=0645 | X=0459.290-0475.930 | Y=0594.130-0603.450 | 510
P=0645 | X=0505.390-0522.030 | Y=0594.130-0603.450 | 360
P=0645 | X=0116.210-0341.780 | Y=0603.770-0615.010 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0645 | X=0116.210-0393.400 | Y=0621.310-0632.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0645 | X=0116.210-0396.700 | Y=0639.310-0650.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0645 | X=0116.210-0404.870 | Y=0650.830-0662.070 | Hương đoạn từ Đường Lê A đến Đường Khổng Tử có hiện trạng
P=0645 | X=0116.210-0262.540 | Y=0662.350-0673.590 | là đường nhựa, bê tông xi măng:
P=0645 | X=0094.340-0110.980 | Y=0670.230-0679.550 | 577
P=0645 | X=0459.290-0475.930 | Y=0670.230-0679.550 | 420
P=0645 | X=0505.390-0522.030 | Y=0670.230-0679.550 | 310
P=0645 | X=0116.210-0339.380 | Y=0679.870-0691.110 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0645 | X=0116.210-0403.100 | Y=0697.390-0708.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0646 | X=0116.210-0169.170 | Y=0072.740-0083.980 | đến ≤600m.
P=0646 | X=0116.210-0339.380 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0646 | X=0116.210-0396.700 | Y=0108.260-0119.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0646 | X=0116.210-0404.870 | Y=0119.810-0131.050 | Hương đoạn từ Đường Lê A đến Đường Khổng Tử có hiện trạng
P=0646 | X=0116.210-0262.550 | Y=0131.330-0142.570 | là đường nhựa, bê tông xi măng:
P=0646 | X=0094.340-0110.980 | Y=0139.210-0148.530 | 578
P=0646 | X=0459.290-0475.930 | Y=0139.210-0148.530 | 340
P=0646 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 250
P=0646 | X=0116.210-0393.640 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0646 | X=0116.210-0339.850 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0646 | X=0116.210-0401.470 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0646 | X=0116.210-0410.800 | Y=0195.650-0206.890 | Đường Hồ Thị Hương đoạn từ Đường Lê A đến Đường Khổng Tử
P=0646 | X=0116.210-0323.060 | Y=0207.190-0218.430 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0646 | X=0094.340-0110.980 | Y=0215.070-0224.390 | 579
P=0646 | X=0459.290-0475.930 | Y=0215.070-0224.390 | 510
P=0646 | X=0505.390-0522.030 | Y=0215.070-0224.390 | 360
P=0646 | X=0116.210-0341.780 | Y=0224.710-0235.950 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0646 | X=0116.210-0393.400 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0646 | X=0116.210-0401.470 | Y=0260.230-0271.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0646 | X=0116.210-0410.800 | Y=0271.750-0282.990 | Đường Hồ Thị Hương đoạn từ Đường Lê A đến Đường Khổng Tử
P=0646 | X=0116.210-0323.060 | Y=0283.300-0294.540 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0646 | X=0094.340-0342.250 | Y=0300.820-0314.900 | 580 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0646 | X=0459.290-0475.930 | Y=0305.580-0314.900 | 420
P=0646 | X=0505.390-0522.030 | Y=0305.580-0314.900 | 310
P=0646 | X=0116.210-0403.100 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0646 | X=0116.210-0169.170 | Y=0329.860-0341.100 | đến ≤600m.
P=0646 | X=0116.210-0339.380 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0646 | X=0116.210-0401.470 | Y=0365.400-0376.640 | Câc tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0646 | X=0116.210-0410.800 | Y=0376.920-0388.160 | Đường Hồ Thị Hương đoạn từ Đường Lê A đến Đường Khổng Tử
P=0646 | X=0116.210-0323.060 | Y=0388.200-0399.440 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0646 | X=0094.340-0110.980 | Y=0396.080-0405.400 | 581
P=0646 | X=0459.290-0475.930 | Y=0396.080-0405.400 | 340
P=0646 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 250
P=0646 | X=0116.210-0393.640 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0646 | X=0116.210-0342.500 | Y=0423.240-0434.480 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0646 | X=0116.210-0180.150 | Y=0441.240-0452.480 | Đường Hồ Thị
P=0646 | X=0316.680-0402.220 | Y=0441.240-0452.480 | Đường Nguyễn Thị
P=0646 | X=0210.790-0290.040 | Y=0447.000-0458.240 | Đường Khổng Tử
P=0646 | X=0094.340-0110.980 | Y=0448.880-0458.200 | 582
P=0646 | X=0459.290-0475.930 | Y=0448.880-0458.200 | 800
P=0646 | X=0505.390-0522.030 | Y=0448.880-0458.200 | 540
P=0646 | X=0116.210-0147.960 | Y=0452.780-0464.020 | Hương
P=0646 | X=0316.680-0361.150 | Y=0454.660-0463.980 | Minh Khai
P=0646 | X=0116.210-0396.700 | Y=0470.780-0482.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0646 | X=0116.210-0399.100 | Y=0482.300-0493.540 | Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn Thị Minh
P=0646 | X=0116.210-0345.890 | Y=0493.820-0505.060 | Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0646 | X=0094.340-0110.980 | Y=0501.700-0511.020 | 583
P=0646 | X=0459.290-0475.930 | Y=0501.700-0511.020 | 510
P=0646 | X=0505.390-0522.030 | Y=0501.700-0511.020 | 360
P=0646 | X=0116.210-0341.780 | Y=0511.340-0522.580 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0646 | X=0116.210-0393.400 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0646 | X=0116.210-0396.700 | Y=0546.890-0558.130 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0646 | X=0116.210-0399.100 | Y=0558.410-0569.650 | Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn Thị Minh
P=0646 | X=0116.210-0345.860 | Y=0569.930-0581.170 | Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0646 | X=0094.340-0342.250 | Y=0587.450-0601.530 | 584 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0646 | X=0459.290-0475.930 | Y=0592.210-0601.530 | 420
P=0646 | X=0505.390-0522.030 | Y=0592.210-0601.530 | 310
P=0646 | X=0116.210-0403.100 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0646 | X=0116.210-0160.540 | Y=0616.270-0627.510 | đến ≤600.
P=0646 | X=0116.210-0339.380 | Y=0633.790-0645.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0646 | X=0116.210-0396.700 | Y=0651.790-0663.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0646 | X=0116.210-0399.100 | Y=0663.310-0674.550 | Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn Thị Minh
P=0646 | X=0094.340-0345.860 | Y=0674.070-0686.070 | 585 Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0646 | X=0459.290-0475.930 | Y=0674.070-0683.390 | 340
P=0646 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 250
P=0646 | X=0116.210-0393.640 | Y=0692.350-0703.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0647 | X=0116.210-0339.850 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0647 | X=0116.210-0401.470 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0647 | X=0116.210-0387.340 | Y=0108.260-0119.500 | Đường Hồ Thị Hương đoạn từ Đường Khổng Tử đến Đường
P=0647 | X=0116.210-0393.550 | Y=0119.810-0131.050 | Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi
P=0647 | X=0094.340-0144.210 | Y=0131.330-0142.770 | 586 măng:
P=0647 | X=0459.290-0475.930 | Y=0133.450-0142.770 | 510
P=0647 | X=0505.390-0522.030 | Y=0133.450-0142.770 | 360
P=0647 | X=0116.210-0339.120 | Y=0148.850-0160.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0647 | X=0116.210-0393.400 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0647 | X=0116.210-0401.470 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0647 | X=0116.210-0387.340 | Y=0195.650-0206.890 | Đường Hồ Thị Hương đoạn từ Đường Khổng Tử đến Đường
P=0647 | X=0116.210-0393.550 | Y=0207.190-0218.430 | Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi
P=0647 | X=0116.210-0144.210 | Y=0218.710-0229.950 | măng:
P=0647 | X=0094.340-0342.250 | Y=0235.470-0247.470 | 587 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0647 | X=0459.290-0475.930 | Y=0235.470-0244.790 | 420
P=0647 | X=0505.390-0522.030 | Y=0235.470-0244.790 | 310
P=0647 | X=0116.210-0403.100 | Y=0253.750-0264.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0647 | X=0116.210-0169.170 | Y=0265.270-0276.510 | đến ≤600m.
P=0647 | X=0116.210-0339.380 | Y=0282.820-0294.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0647 | X=0116.210-0401.470 | Y=0300.820-0312.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0647 | X=0116.210-0387.340 | Y=0312.340-0323.580 | Đường Hồ Thị Hương đoạn từ Đường Khổng Tử đến Đường
P=0647 | X=0116.210-0393.550 | Y=0323.860-0335.100 | Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi
P=0647 | X=0094.340-0144.210 | Y=0335.380-0346.820 | 588 măng:
P=0647 | X=0459.290-0475.930 | Y=0337.500-0346.820 | 340
P=0647 | X=0505.390-0522.030 | Y=0337.500-0346.820 | 250
P=0647 | X=0116.210-0393.640 | Y=0352.900-0364.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0647 | X=0116.210-0342.500 | Y=0370.200-0381.440 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0647 | X=0116.210-0180.150 | Y=0388.200-0399.440 | Đường Hồ Thị
P=0647 | X=0210.790-0296.360 | Y=0388.200-0399.440 | Đường Nguyễn Thị
P=0647 | X=0316.680-0382.770 | Y=0390.080-0399.400 | Giáp cầu Xuân
P=0647 | X=0094.340-0110.980 | Y=0395.840-0405.160 | 589
P=0647 | X=0459.290-0475.930 | Y=0395.840-0405.160 | 800
P=0647 | X=0505.390-0522.030 | Y=0395.840-0405.160 | 540
P=0647 | X=0116.210-0147.960 | Y=0399.720-0410.960 | Hương
P=0647 | X=0210.790-0255.260 | Y=0401.600-0410.920 | Minh Khai
P=0647 | X=0316.680-0345.090 | Y=0401.600-0410.920 | Thanh
P=0647 | X=0116.210-0396.700 | Y=0417.720-0428.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0647 | X=0116.210-0408.950 | Y=0429.240-0440.480 | Hương đoạn từ Đường Nguyễn Thị Minh Khai đến Giáp cầu Xuân
P=0647 | X=0116.210-0354.250 | Y=0440.760-0452.000 | Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0647 | X=0094.340-0110.980 | Y=0448.640-0457.960 | 590
P=0647 | X=0459.290-0475.930 | Y=0448.640-0457.960 | 510
P=0647 | X=0505.390-0522.030 | Y=0448.640-0457.960 | 360
P=0647 | X=0116.210-0339.120 | Y=0458.300-0469.540 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0647 | X=0116.210-0393.400 | Y=0475.820-0487.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0647 | X=0116.210-0396.700 | Y=0493.820-0505.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0647 | X=0116.210-0408.950 | Y=0505.340-0516.580 | Hương đoạn từ Đường Nguyễn Thị Minh Khai đến Giáp cầu Xuân
P=0647 | X=0116.210-0354.250 | Y=0516.860-0528.100 | Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0647 | X=0094.340-0342.270 | Y=0534.410-0548.490 | 591 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0647 | X=0459.290-0475.930 | Y=0539.170-0548.490 | 420
P=0647 | X=0505.390-0522.030 | Y=0539.170-0548.490 | 310
P=0647 | X=0116.210-0403.100 | Y=0551.930-0563.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0647 | X=0116.210-0169.170 | Y=0563.450-0574.690 | đến ≤600m.
P=0647 | X=0116.210-0339.380 | Y=0580.970-0592.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0647 | X=0116.210-0396.700 | Y=0598.970-0610.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0647 | X=0116.210-0408.950 | Y=0610.250-0621.490 | Hương đoạn từ Đường Nguyễn Thị Minh Khai đến Giáp cầu Xuân
P=0647 | X=0116.210-0354.250 | Y=0621.790-0633.030 | Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0647 | X=0094.340-0110.980 | Y=0629.670-0638.990 | 592
P=0647 | X=0459.290-0475.930 | Y=0629.670-0638.990 | 340
P=0647 | X=0505.390-0522.030 | Y=0629.670-0638.990 | 250
P=0647 | X=0116.210-0393.640 | Y=0639.310-0650.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0647 | X=0116.210-0339.850 | Y=0656.830-0668.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0647 | X=0116.210-0401.470 | Y=0674.830-0686.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0647 | X=0094.340-0407.030 | Y=0686.350-0697.590 | 593 Đường Hồ Thị Hương đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0647 | X=0459.290-0475.930 | Y=0688.230-0697.550 | 510
P=0647 | X=0505.390-0522.030 | Y=0688.230-0697.550 | 360
P=0647 | X=0116.210-0392.600 | Y=0697.870-0709.110 | Giáp cầu Xuân Thanh có hiện trạng là đường nhựa, bê tông xi
P=0648 | X=0116.210-0144.210 | Y=0072.740-0083.980 | măng:
P=0648 | X=0116.210-0341.780 | Y=0090.260-0101.500 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0648 | X=0116.210-0393.400 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0648 | X=0116.210-0401.470 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0648 | X=0116.210-0407.030 | Y=0137.330-0148.570 | Đường Hồ Thị Hương đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0648 | X=0116.210-0392.600 | Y=0148.850-0160.090 | Giáp cầu Xuân Thanh có hiện trạng là đường nhựa, bê tông xi
P=0648 | X=0116.210-0144.210 | Y=0160.370-0171.610 | măng:
P=0648 | X=0094.340-0342.250 | Y=0176.890-0188.890 | 594 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0648 | X=0459.290-0475.930 | Y=0176.890-0186.210 | 420
P=0648 | X=0505.390-0522.030 | Y=0176.890-0186.210 | 310
P=0648 | X=0116.210-0403.100 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0648 | X=0116.210-0169.170 | Y=0206.710-0217.950 | đến ≤600m.
P=0648 | X=0116.210-0339.380 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0648 | X=0116.210-0401.470 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0648 | X=0116.210-0407.030 | Y=0253.750-0264.990 | Đường Hồ Thị Hương đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0648 | X=0116.210-0392.610 | Y=0265.270-0276.510 | Giáp cầu Xuân Thanh có hiện trạng là đường nhựa, bê tông xi
P=0648 | X=0094.340-0144.210 | Y=0276.790-0288.230 | 595 măng:
P=0648 | X=0459.290-0475.930 | Y=0278.910-0288.230 | 340
P=0648 | X=0505.390-0522.030 | Y=0278.910-0288.230 | 250
P=0648 | X=0116.210-0393.640 | Y=0294.340-0305.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0648 | X=0116.210-0342.500 | Y=0311.860-0323.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0648 | X=0116.210-0180.150 | Y=0329.860-0341.100 | Đường Hồ Thị
P=0648 | X=0316.680-0400.040 | Y=0331.740-0341.060 | Giáp ranh xã Xuân
P=0648 | X=0210.790-0305.230 | Y=0335.620-0346.860 | Đầu cầu Xuân Thanh
P=0648 | X=0094.340-0110.980 | Y=0337.500-0346.820 | 596
P=0648 | X=0459.290-0475.930 | Y=0337.500-0346.820 | 800
P=0648 | X=0505.390-0522.030 | Y=0337.500-0346.820 | 540
P=0648 | X=0116.210-0147.960 | Y=0341.380-0352.620 | Hương
P=0648 | X=0316.680-0332.760 | Y=0343.260-0352.580 | Lộc
P=0648 | X=0116.210-0396.700 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0648 | X=0116.210-0406.700 | Y=0370.920-0382.160 | Hương đoạn từ Đầu cầu Xuân Thanh đến Giáp ranh xã Xuân Lộc
P=0648 | X=0116.210-0323.060 | Y=0382.200-0393.440 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0648 | X=0094.340-0110.980 | Y=0390.080-0399.400 | 597
P=0648 | X=0459.290-0475.930 | Y=0390.080-0399.400 | 510
P=0648 | X=0505.390-0522.030 | Y=0390.080-0399.400 | 360
P=0648 | X=0116.210-0339.120 | Y=0399.720-0410.960 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0648 | X=0116.210-0393.400 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0648 | X=0116.210-0396.700 | Y=0435.240-0446.480 | Các tuyến đường giao thông đầu nối trực tiếp ra Đường Hồ Thị
