TABLE=037 | AREA=Xã Bàu Hàm | SECTION=agricultural | SEGMENTS=2
P=1348 | X=0117.170-0404.060 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1348 | X=0117.170-0178.290 | Y=0695.470-0706.710 | đến ≤1.000m.
P=1349 | X=0117.170-0340.340 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1349 | X=0117.170-0391.670 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1349 | X=0117.170-0413.260 | Y=0107.780-0119.020 | Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp ranh xã Dầu
P=1349 | X=0117.170-0347.520 | Y=0119.330-0130.570 | Giây có hiện trạng là đường nhựa, bê tông xi măng:
P=1349 | X=0095.060-0111.700 | Y=0127.210-0136.530 | 109
P=1349 | X=0453.050-0469.690 | Y=0127.210-0136.530 | 200
P=1349 | X=0505.630-0522.270 | Y=0127.210-0136.530 | 180
P=1349 | X=0117.170-0402.980 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1349 | X=0117.170-0340.810 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1349 | X=0117.170-0402.470 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1349 | X=0117.170-0392.390 | Y=0183.410-0194.650 | Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến
P=1349 | X=0117.170-0397.870 | Y=0194.930-0206.170 | Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1349 | X=0095.060-0145.170 | Y=0206.470-0217.910 | 110 măng:
P=1349 | X=0453.050-0469.690 | Y=0208.590-0217.910 | 360
P=1349 | X=0505.630-0522.270 | Y=0208.590-0217.910 | 330
P=1349 | X=0117.170-0348.250 | Y=0223.990-0235.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1349 | X=0117.170-0394.360 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1349 | X=0117.170-0402.430 | Y=0259.270-0270.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1349 | X=0117.170-0392.390 | Y=0270.790-0282.030 | Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến
P=1349 | X=0117.170-0397.870 | Y=0282.340-0293.580 | Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1349 | X=0117.170-0145.170 | Y=0293.860-0305.100 | măng:
P=1349 | X=0095.060-0348.720 | Y=0310.380-0322.620 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1349 | X=0453.050-0469.690 | Y=0310.380-0319.700 | 290
P=1349 | X=0505.630-0522.270 | Y=0310.380-0319.700 | 260
P=1349 | X=0117.170-0404.060 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1349 | X=0117.170-0178.290 | Y=0340.420-0351.660 | đến ≤1.000m.
P=1349 | X=0117.170-0340.340 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1349 | X=0117.170-0402.430 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1349 | X=0117.170-0392.390 | Y=0387.000-0398.240 | Đường Sông Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến
P=1349 | X=0117.170-0397.870 | Y=0398.520-0409.760 | Giáp ranh xã Dầu Giây có hiện trạng là đường nhựa, bê tông xi
P=1349 | X=0095.060-0145.170 | Y=0410.040-0421.480 | 112 măng:
P=1349 | X=0453.050-0469.690 | Y=0412.160-0421.480 | 200
P=1349 | X=0505.630-0522.270 | Y=0412.160-0421.480 | 180
P=1349 | X=0117.170-0402.980 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1349 | X=0117.170-0340.810 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1349 | X=0315.240-0404.780 | Y=0462.860-0474.100 | Đường Sông Thao -
P=1349 | X=0095.060-0199.090 | Y=0468.620-0479.860 | 113 Đường 19 tháng 5
P=1349 | X=0223.030-0293.230 | Y=0468.620-0479.860 | Đường tỉnh 762
P=1349 | X=0453.050-0469.690 | Y=0470.500-0479.820 | 530
P=1349 | X=0505.630-0522.270 | Y=0470.500-0479.820 | 470
P=1349 | X=0315.240-0356.990 | Y=0476.260-0485.580 | Bàu Hàm
P=1349 | X=0117.170-0407.270 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19 tháng
P=1349 | X=0117.170-0402.420 | Y=0503.660-0514.900 | 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu Hàm có
P=1349 | X=0117.170-0310.810 | Y=0515.180-0526.420 | hiện trạng là đường nhựa, bê tông xi măng:
P=1349 | X=0095.060-0111.700 | Y=0523.060-0532.380 | 114
P=1349 | X=0453.050-0469.690 | Y=0523.060-0532.380 | 360
P=1349 | X=0505.630-0522.270 | Y=0523.060-0532.380 | 330
P=1349 | X=0117.170-0348.250 | Y=0532.490-0543.730 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1349 | X=0117.170-0382.080 | Y=0550.010-0561.250 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1349 | X=0117.170-0407.270 | Y=0567.770-0579.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19 tháng
P=1349 | X=0117.170-0402.420 | Y=0579.290-0590.530 | 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu Hàm có
P=1349 | X=0117.170-0310.810 | Y=0590.810-0602.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1349 | X=0095.060-0348.720 | Y=0608.330-0622.650 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1349 | X=0453.050-0469.690 | Y=0613.330-0622.650 | 290
P=1349 | X=0505.630-0522.270 | Y=0613.330-0622.650 | 260
P=1349 | X=0117.170-0404.060 | Y=0625.870-0637.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1349 | X=0117.170-0178.290 | Y=0637.390-0648.630 | đến ≤1.000m.
P=1349 | X=0117.170-0340.340 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1349 | X=0117.170-0407.270 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 19 tháng
P=1349 | X=0095.060-0402.420 | Y=0684.190-0695.430 | 116 5 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu Hàm có
P=1349 | X=0453.050-0469.690 | Y=0686.070-0695.390 | 200
P=1349 | X=0505.630-0522.270 | Y=0686.070-0695.390 | 180
P=1349 | X=0117.170-0310.840 | Y=0695.710-0706.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=1350 | X=0117.170-0402.980 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1350 | X=0117.170-0340.810 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1350 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1350 | X=0117.170-0389.010 | Y=0125.330-0136.570 | Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông
P=1350 | X=0117.170-0400.110 | Y=0136.850-0148.090 | Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1350 | X=0095.060-0111.700 | Y=0144.730-0154.050 | 117
P=1350 | X=0453.050-0469.690 | Y=0144.730-0154.050 | 360
P=1350 | X=0505.630-0522.270 | Y=0144.730-0154.050 | 330
P=1350 | X=0117.170-0348.250 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1350 | X=0117.170-0394.360 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1350 | X=0117.170-0402.430 | Y=0189.410-0200.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1350 | X=0117.170-0389.010 | Y=0200.950-0212.190 | Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông
P=1350 | X=0117.170-0400.110 | Y=0212.470-0223.710 | Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1350 | X=0095.060-0348.720 | Y=0229.990-0244.310 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1350 | X=0453.050-0469.690 | Y=0234.990-0244.310 | 290
P=1350 | X=0505.630-0522.270 | Y=0234.990-0244.310 | 260
P=1350 | X=0117.170-0404.060 | Y=0247.510-0258.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1350 | X=0117.170-0178.290 | Y=0259.030-0270.270 | đến ≤1.000m.
P=1350 | X=0117.170-0340.360 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1350 | X=0117.170-0402.430 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1350 | X=0117.170-0389.010 | Y=0305.860-0317.100 | Đường 19 tháng 5 đoạn từ Đường tỉnh 762 đến Đường Sông
P=1350 | X=0117.170-0400.110 | Y=0317.380-0328.620 | Thao - Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1350 | X=0095.060-0111.700 | Y=0325.260-0334.580 | 119
P=1350 | X=0453.050-0469.690 | Y=0325.260-0334.580 | 200
P=1350 | X=0505.630-0522.270 | Y=0325.260-0334.580 | 180
P=1350 | X=0117.170-0402.980 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1350 | X=0117.170-0340.810 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1350 | X=0223.030-0312.600 | Y=0369.960-0381.200 | Đường Sông Thao -
P=1350 | X=0095.060-0199.090 | Y=0375.720-0386.960 | 120 Đường 30 tháng 4
P=1350 | X=0315.240-0385.430 | Y=0375.720-0386.960 | Đường tỉnh 762
P=1350 | X=0453.050-0469.690 | Y=0377.600-0386.920 | 530
P=1350 | X=0505.630-0522.270 | Y=0377.600-0386.920 | 470
P=1350 | X=0223.030-0264.780 | Y=0383.360-0392.680 | Bàu Hàm
P=1350 | X=0117.170-0407.270 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng
P=1350 | X=0117.170-0402.220 | Y=0410.760-0422.000 | 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường tỉnh 762 có
P=1350 | X=0117.170-0310.810 | Y=0422.280-0433.520 | hiện trạng là đường nhựa, bê tông xi măng:
P=1350 | X=0095.060-0111.700 | Y=0430.160-0439.480 | 121
P=1350 | X=0453.050-0469.690 | Y=0430.160-0439.480 | 360
P=1350 | X=0505.630-0522.270 | Y=0430.160-0439.480 | 330
P=1350 | X=0117.170-0348.250 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1350 | X=0117.170-0382.080 | Y=0457.340-0468.580 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1350 | X=0117.170-0407.270 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng
P=1350 | X=0117.170-0402.220 | Y=0486.620-0497.860 | 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường tỉnh 762 có
P=1350 | X=0117.170-0310.810 | Y=0498.140-0509.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=1350 | X=0095.060-0348.720 | Y=0515.660-0529.740 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1350 | X=0453.050-0469.690 | Y=0520.420-0529.740 | 290
P=1350 | X=0505.630-0522.270 | Y=0520.420-0529.740 | 260
P=1350 | X=0117.170-0404.060 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1350 | X=0117.170-0178.290 | Y=0544.490-0555.730 | đến ≤1.000m.
P=1350 | X=0117.170-0340.340 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1350 | X=0117.170-0407.270 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 30 tháng
P=1350 | X=0117.170-0402.220 | Y=0591.290-0602.530 | 4 đoạn từ Đường Sông Thao - Bàu Hàm đến Đường tỉnh 762 có
P=1350 | X=0117.170-0310.810 | Y=0602.810-0614.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1350 | X=0095.060-0111.700 | Y=0610.690-0620.010 | 123
P=1350 | X=0453.050-0469.690 | Y=0610.690-0620.010 | 200
P=1350 | X=0505.630-0522.270 | Y=0610.690-0620.010 | 180
P=1350 | X=0117.170-0402.980 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1350 | X=0117.170-0340.830 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1350 | X=0117.170-0402.430 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1350 | X=0117.170-0392.380 | Y=0667.150-0678.390 | Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến
P=1350 | X=0095.060-0396.750 | Y=0677.670-0689.910 | 124 Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1350 | X=0453.050-0469.690 | Y=0677.670-0686.990 | 360
P=1350 | X=0505.630-0522.270 | Y=0677.670-0686.990 | 330
P=1350 | X=0117.170-0348.250 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1351 | X=0117.170-0394.360 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1351 | X=0117.170-0402.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1351 | X=0117.170-0392.380 | Y=0107.780-0119.020 | Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến
P=1351 | X=0117.170-0396.750 | Y=0119.330-0130.570 | Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1351 | X=0095.060-0348.720 | Y=0136.850-0150.930 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1351 | X=0453.050-0469.690 | Y=0141.610-0150.930 | 290
P=1351 | X=0505.630-0522.270 | Y=0141.610-0150.930 | 260
P=1351 | X=0117.170-0404.060 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1351 | X=0117.170-0178.290 | Y=0165.650-0176.890 | đến ≤1.000m.
P=1351 | X=0117.170-0340.340 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1351 | X=0117.170-0402.430 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1351 | X=0117.170-0392.380 | Y=0212.470-0223.710 | Đường 30 tháng 4 đoạn từ Đường Sông Thao - Bàu Hàm đến
P=1351 | X=0117.170-0396.750 | Y=0223.990-0235.230 | Đường tỉnh 762 có hiện trạng là đường nhựa, bê tông xi măng:
P=1351 | X=0095.060-0111.700 | Y=0231.870-0241.190 | 126
P=1351 | X=0453.050-0469.690 | Y=0231.870-0241.190 | 200
P=1351 | X=0505.630-0522.270 | Y=0231.870-0241.190 | 180
P=1351 | X=0117.170-0402.980 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1351 | X=0117.170-0340.810 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1351 | X=0117.170-0216.350 | Y=0276.790-0288.030 | Đường vào khu di tích
P=1351 | X=0223.030-0391.140 | Y=0282.580-0293.820 | Đường Trảng Bom - Giáp ranh xã Gia
P=1351 | X=0095.060-0215.830 | Y=0288.340-0299.580 | 127 lịch sử căn cứ Tỉnh ủy
P=1351 | X=0453.050-0469.690 | Y=0290.220-0299.540 | 500
P=1351 | X=0505.630-0522.270 | Y=0290.220-0299.540 | 450
P=1351 | X=0223.030-0274.940 | Y=0295.980-0305.300 | Thanh Bình
P=1351 | X=0315.240-0338.040 | Y=0295.980-0305.300 | Kiệm
P=1351 | X=0117.170-0158.530 | Y=0301.740-0311.060 | Biên Hòa
P=1351 | X=0117.170-0413.980 | Y=0317.620-0328.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu di
P=1351 | X=0117.170-0408.620 | Y=0329.140-0340.380 | tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ Đường Trảng Bom -
P=1351 | X=0117.170-0396.470 | Y=0340.660-0351.900 | Thanh Bình đến Giáp ranh xã Gia Kiệm có hiện trạng là đường
P=1351 | X=0095.060-0220.280 | Y=0351.940-0363.620 | 128 nhựa, bê tông xi măng:
P=1351 | X=0453.050-0469.690 | Y=0354.300-0363.620 | 340
P=1351 | X=0505.630-0522.270 | Y=0354.300-0363.620 | 310
P=1351 | X=0117.170-0348.250 | Y=0369.480-0380.720 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1351 | X=0117.170-0382.080 | Y=0387.000-0398.240 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1351 | X=0117.170-0413.980 | Y=0404.760-0416.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu di
P=1351 | X=0117.170-0408.620 | Y=0416.280-0427.520 | tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ Đường Trảng Bom -
P=1351 | X=0117.170-0396.460 | Y=0427.800-0439.040 | Thanh Bình đến Giáp ranh xã Gia Kiệm có hiện trạng là đường
P=1351 | X=0117.170-0220.280 | Y=0439.320-0450.560 | nhựa, bê tông xi măng:
P=1351 | X=0095.060-0348.720 | Y=0455.860-0468.100 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1351 | X=0453.050-0469.690 | Y=0455.860-0465.180 | 260
P=1351 | X=0505.630-0522.270 | Y=0455.860-0465.180 | 240
P=1351 | X=0117.170-0404.060 | Y=0474.380-0485.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1351 | X=0117.170-0178.290 | Y=0485.900-0497.140 | đến ≤1.000m.
P=1351 | X=0117.170-0340.340 | Y=0503.420-0514.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1351 | X=0117.170-0413.980 | Y=0521.180-0532.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu di
P=1351 | X=0117.170-0408.620 | Y=0532.490-0543.730 | tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ Đường Trảng Bom -
P=1351 | X=0117.170-0396.460 | Y=0544.010-0555.250 | Thanh Bình đến Giáp ranh xã Gia Kiệm có hiện trạng là đường
P=1351 | X=0095.060-0220.280 | Y=0555.530-0566.970 | 130 nhựa, bê tông xi măng:
P=1351 | X=0453.050-0469.690 | Y=0557.650-0566.970 | 180
P=1351 | X=0505.630-0522.270 | Y=0557.650-0566.970 | 160
P=1351 | X=0117.170-0402.980 | Y=0573.050-0584.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1351 | X=0117.170-0340.810 | Y=0590.570-0601.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1351 | X=0117.170-0402.430 | Y=0608.330-0619.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1351 | X=0117.170-0398.570 | Y=0619.870-0631.110 | Đường vào khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ
P=1351 | X=0117.170-0398.610 | Y=0631.390-0642.630 | Đường Trảng Bom - Thanh Bình đến Giáp ranh xã Gia Kiệm có
P=1351 | X=0095.060-0310.810 | Y=0642.910-0654.350 | 131 hiện trạng là đường nhựa, bê tông xi măng:
P=1351 | X=0453.050-0469.690 | Y=0645.030-0654.350 | 340
P=1351 | X=0505.630-0522.270 | Y=0645.030-0654.350 | 310
P=1351 | X=0117.170-0348.250 | Y=0660.430-0671.670 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1351 | X=0117.170-0394.360 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1351 | X=0117.170-0402.460 | Y=0695.710-0706.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1351 | X=0095.060-0111.700 | Y=0703.380-0712.700 | 132
P=1351 | X=0453.050-0469.690 | Y=0703.380-0712.700 | 260
P=1351 | X=0505.630-0522.270 | Y=0703.380-0712.700 | 240
P=1351 | X=0117.170-0398.570 | Y=0707.250-0718.490 | Đường vào khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa đoạn từ
P=1352 | X=0117.170-0398.610 | Y=0072.500-0083.740 | Đường Trảng Bom - Thanh Bình đến Giáp ranh xã Gia Kiệm có
P=1352 | X=0117.170-0310.810 | Y=0084.020-0095.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=1352 | X=0117.170-0348.720 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1352 | X=0117.170-0404.060 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1352 | X=0117.170-0178.290 | Y=0130.610-0141.850 | đến ≤1.000m.
