TABLE=056 | AREA=Phường Bình Phước | SECTION=agricultural | SEGMENTS=1
P=1922 | X=0121.730-0238.750 | Y=0275.350-0286.590 | đấu nối trực tiếp ra đường
P=1922 | X=0121.730-0244.240 | Y=0286.900-0298.140 | Phú Riềng Đỏ từ HLLG vào
P=1922 | X=0121.730-0234.160 | Y=0298.420-0309.660 | sâu đến 100m có khoảng
P=1922 | X=0121.730-0234.900 | Y=0309.700-0320.940 | cách từ điểm đấu nối đến
P=1922 | X=0320.760-0375.910 | Y=0315.460-0326.700 | Hết ranh đất
P=1922 | X=0121.730-0238.420 | Y=0321.220-0332.460 | Đường Hùng Vương hoặc
P=1922 | X=0250.900-0309.310 | Y=0326.980-0338.220 | Đường Hùng
P=1922 | X=0320.760-0379.820 | Y=0328.860-0338.180 | Chi cục Kiểm
P=1922 | X=0097.250-0238.420 | Y=0332.740-0343.980 | 578 Hết ranh đất Chi cục Kiểm
P=1922 | X=0414.860-0431.500 | Y=0334.620-0343.940 | 430
P=1922 | X=0459.530-0476.170 | Y=0334.620-0343.940 | 340
P=1922 | X=0505.390-0522.030 | Y=0334.620-0343.940 | 200
P=1922 | X=0250.900-0282.180 | Y=0338.500-0349.740 | Vương
P=1922 | X=0320.760-0379.390 | Y=0340.380-0349.700 | lâm tỉnh Bình
P=1922 | X=0121.730-0233.580 | Y=0344.260-0355.500 | lâm tỉnh Bình Phước (cũ)
P=1922 | X=0320.760-0371.400 | Y=0350.020-0361.260 | Phước (cũ)
P=1922 | X=0121.730-0241.860 | Y=0357.660-0366.980 | trong phạm vi 200m trở lên
P=1922 | X=0121.730-0244.980 | Y=0367.320-0378.560 | có bề rộng mặt đường dưới
P=1922 | X=0121.730-0239.060 | Y=0378.840-0390.080 | 4m chưa được đầu tư mặt
P=1922 | X=0121.730-0226.710 | Y=0390.360-0401.600 | đường nhựa, bê tông xi
P=1922 | X=0121.730-0147.010 | Y=0401.880-0413.120 | măng
P=1922 | X=0121.730-0249.040 | Y=0419.640-0430.880 | Các tuyến đường giao thông
P=1922 | X=0121.730-0238.740 | Y=0431.160-0442.400 | đấu nối trực tiếp ra đường
P=1922 | X=0121.730-0244.240 | Y=0442.440-0453.680 | Phú Riềng Đỏ từ HLLG vào
P=1922 | X=0121.730-0234.150 | Y=0453.980-0465.220 | sâu đến 100m có khoảng
P=1922 | X=0121.730-0234.900 | Y=0465.500-0476.740 | cách từ điểm đấu nối đến
P=1922 | X=0250.900-0311.560 | Y=0471.260-0482.500 | Giáp ranh đất
P=1922 | X=0121.730-0244.180 | Y=0477.020-0488.260 | Giáp ranh đất Chi cục Kiểm
P=1922 | X=0250.900-0378.200 | Y=0484.660-0493.980 | Chi cục Kiểm Giáp ranh xã
P=1922 | X=0097.250-0237.940 | Y=0488.540-0499.780 | 579 lâm tỉnh Bình Phước hoặc
P=1922 | X=0414.860-0431.500 | Y=0490.420-0499.740 | 430
P=1922 | X=0459.530-0476.170 | Y=0490.420-0499.740 | 340
P=1922 | X=0505.390-0522.030 | Y=0490.420-0499.740 | 200
P=1922 | X=0250.900-0388.200 | Y=0494.300-0505.540 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1922 | X=0121.730-0249.190 | Y=0500.060-0511.300 | Giáp ranh xã Tiến Hưng (cũ)
P=1922 | X=0250.900-0301.540 | Y=0505.820-0517.060 | Phước (cũ)
P=1922 | X=0121.730-0241.860 | Y=0513.460-0522.780 | trong phạm vi 200m trở lên
P=1922 | X=0121.730-0244.980 | Y=0523.100-0534.340 | có bề rộng mặt đường dưới
P=1922 | X=0121.730-0239.060 | Y=0534.650-0545.890 | 4m chưa được đầu tư mặt
P=1922 | X=0121.730-0226.710 | Y=0546.170-0557.410 | đường nhựa, bê tông xi
P=1922 | X=0121.730-0147.010 | Y=0557.690-0568.930 | măng
P=1922 | X=0121.730-0249.040 | Y=0575.450-0586.690 | Các tuyến đường giao thông
P=1922 | X=0121.730-0238.750 | Y=0586.730-0597.970 | đấu nối trực tiếp ra đường
P=1922 | X=0320.760-0375.910 | Y=0592.490-0603.730 | Hết ranh đất
P=1922 | X=0121.730-0244.240 | Y=0598.250-0609.490 | Phú Riềng Đỏ từ HLLG vào
P=1922 | X=0250.900-0309.310 | Y=0604.010-0615.250 | Đường Hùng
P=1922 | X=0320.760-0379.820 | Y=0605.890-0615.210 | Chi cục Kiểm
P=1922 | X=0097.250-0235.350 | Y=0609.770-0621.010 | 580 sâu đến 100m có bề rộng
P=1922 | X=0414.860-0431.500 | Y=0611.650-0620.970 | 430
P=1922 | X=0459.530-0476.170 | Y=0611.650-0620.970 | 340
P=1922 | X=0505.390-0522.030 | Y=0611.650-0620.970 | 200
P=1922 | X=0250.900-0282.180 | Y=0615.530-0626.770 | Vương
P=1922 | X=0320.760-0379.390 | Y=0617.410-0626.730 | lâm tỉnh Bình
P=1922 | X=0121.730-0237.510 | Y=0621.310-0632.550 | mặt đường dưới 4m chưa
P=1922 | X=0320.760-0371.400 | Y=0627.070-0638.310 | Phước (cũ)
P=1922 | X=0121.730-0229.600 | Y=0632.830-0644.070 | được đầu tư mặt đường
P=1922 | X=0121.730-0222.120 | Y=0644.350-0655.590 | nhựa, bê tông xi măng
P=1922 | X=0121.730-0249.040 | Y=0662.110-0673.350 | Các tuyến đường giao thông
P=1922 | X=0250.900-0311.560 | Y=0667.870-0679.110 | Giáp ranh đất
P=1922 | X=0121.730-0238.750 | Y=0673.630-0684.870 | đấu nối trực tiếp ra đường
P=1922 | X=0250.900-0378.200 | Y=0681.270-0690.590 | Chi cục Kiểm Giáp ranh xã
P=1922 | X=0097.250-0244.240 | Y=0685.150-0696.390 | 581 Phú Riềng Đỏ từ HLLG vào
P=1922 | X=0414.860-0431.500 | Y=0687.030-0696.350 | 430
P=1922 | X=0459.530-0476.170 | Y=0687.030-0696.350 | 340
P=1922 | X=0505.390-0522.030 | Y=0687.030-0696.350 | 200
P=1922 | X=0250.900-0388.200 | Y=0690.910-0702.150 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1922 | X=0121.730-0235.350 | Y=0696.670-0707.910 | sâu đến 100m có bề rộng
P=1922 | X=0250.900-0301.540 | Y=0702.450-0713.690 | Phước (cũ)
P=1922 | X=0121.730-0237.510 | Y=0708.210-0719.450 | mặt đường dưới 4m chưa
P=1923 | X=0121.730-0229.600 | Y=0072.500-0083.740 | được đầu tư mặt đường
P=1923 | X=0121.730-0222.110 | Y=0084.020-0095.260 | nhựa, bê tông xi măng
P=1923 | X=0121.730-0249.040 | Y=0101.780-0113.020 | Các tuyến đường giao thông
P=1923 | X=0121.730-0238.750 | Y=0113.300-0124.540 | đấu nối trực tiếp ra đường
P=1923 | X=0121.730-0244.240 | Y=0124.850-0136.090 | Phú Riềng Đỏ từ HLLG vào
P=1923 | X=0121.730-0246.620 | Y=0136.370-0147.610 | sâu trên 100m đến 200m có
P=1923 | X=0121.730-0234.900 | Y=0147.650-0158.890 | khoảng cách từ điểm đấu
P=1923 | X=0320.760-0375.910 | Y=0153.410-0164.650 | Hết ranh đất
P=1923 | X=0121.730-0249.750 | Y=0159.170-0170.410 | nối đến Đường Hùng Vương
P=1923 | X=0250.900-0309.310 | Y=0164.930-0176.170 | Đường Hùng
P=1923 | X=0320.760-0379.820 | Y=0166.810-0176.130 | Chi cục Kiểm
P=1923 | X=0097.250-0237.700 | Y=0170.690-0181.930 | 582 hoặc Hết ranh đất Chi cục
P=1923 | X=0414.860-0431.500 | Y=0172.570-0181.890 | 430
P=1923 | X=0459.530-0476.170 | Y=0172.570-0181.890 | 340
P=1923 | X=0505.390-0522.030 | Y=0172.570-0181.890 | 200
P=1923 | X=0250.900-0282.180 | Y=0176.450-0187.690 | Vương
P=1923 | X=0320.760-0379.390 | Y=0178.330-0187.650 | lâm tỉnh Bình
P=1923 | X=0121.730-0239.140 | Y=0182.210-0193.450 | Kiểm lâm tỉnh Bình Phước
P=1923 | X=0320.760-0371.400 | Y=0187.970-0199.210 | Phước (cũ)
P=1923 | X=0121.730-0245.750 | Y=0193.730-0204.970 | (cũ) trong phạm vi 200m trở
P=1923 | X=0121.730-0237.550 | Y=0205.270-0216.510 | lên có bề rộng mặt đường
P=1923 | X=0121.730-0243.720 | Y=0216.790-0228.030 | dưới 4m chưa được đầu tư
P=1923 | X=0121.730-0246.380 | Y=0228.310-0239.550 | mặt đường nhựa, bê tông xi
P=1923 | X=0121.730-0147.010 | Y=0239.830-0251.070 | măng
P=1923 | X=0121.730-0249.040 | Y=0257.590-0268.830 | Các tuyến đường giao thông
P=1923 | X=0121.730-0238.750 | Y=0269.110-0280.350 | đấu nối trực tiếp ra đường
P=1923 | X=0121.730-0244.240 | Y=0280.630-0291.870 | Phú Riềng Đỏ từ HLLG vào
P=1923 | X=0121.730-0246.620 | Y=0291.940-0303.180 | sâu trên 100m đến 200m có
P=1923 | X=0121.730-0234.900 | Y=0303.460-0314.700 | khoảng cách từ điểm đấu
P=1923 | X=0250.900-0311.560 | Y=0309.220-0320.460 | Giáp ranh đất
P=1923 | X=0121.730-0235.820 | Y=0314.980-0326.220 | nối đến Giáp ranh đất Chi
P=1923 | X=0250.900-0378.200 | Y=0322.620-0331.940 | Chi cục Kiểm Giáp ranh xã
P=1923 | X=0097.250-0224.300 | Y=0328.380-0337.700 | 583 cục Kiểm lâm tỉnh Bình
P=1923 | X=0414.860-0431.500 | Y=0328.380-0337.700 | 430
P=1923 | X=0459.530-0476.170 | Y=0328.380-0337.700 | 340
P=1923 | X=0505.390-0522.030 | Y=0328.380-0337.700 | 200
P=1923 | X=0250.900-0388.200 | Y=0332.260-0343.500 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1923 | X=0121.730-0237.020 | Y=0338.020-0349.260 | Phước hoặc Giáp ranh xã
P=1923 | X=0250.900-0301.540 | Y=0343.780-0355.020 | Phước (cũ)
P=1923 | X=0121.730-0242.500 | Y=0349.540-0360.780 | Tiến Hưng (cũ) trong phạm
P=1923 | X=0121.730-0238.500 | Y=0362.940-0372.260 | vi 200m trở lên có bề rộng
P=1923 | X=0121.730-0237.510 | Y=0372.600-0383.840 | mặt đường dưới 4m chưa
P=1923 | X=0121.730-0229.600 | Y=0384.120-0395.360 | được đầu tư mặt đường
P=1923 | X=0121.730-0222.120 | Y=0395.640-0406.880 | nhựa, bê tông xi măng
P=1923 | X=0121.730-0249.040 | Y=0413.400-0424.640 | Các tuyến đường giao thông
P=1923 | X=0121.730-0238.750 | Y=0424.920-0436.160 | đấu nối trực tiếp ra đường
P=1923 | X=0121.730-0244.240 | Y=0436.200-0447.440 | Phú Riềng Đỏ từ HLLG vào
P=1923 | X=0320.760-0375.910 | Y=0436.200-0447.440 | Hết ranh đất
P=1923 | X=0121.730-0309.310 | Y=0447.720-0458.960 | sâu trên 100m đến 200m có Đường Hùng
P=1923 | X=0320.760-0379.820 | Y=0449.600-0458.920 | Chi cục Kiểm
P=1923 | X=0097.250-0113.890 | Y=0455.380-0464.700 | 584
P=1923 | X=0414.860-0431.500 | Y=0455.380-0464.700 | 430
P=1923 | X=0459.530-0476.170 | Y=0455.380-0464.700 | 340
P=1923 | X=0505.390-0522.030 | Y=0455.380-0464.700 | 200
P=1923 | X=0121.730-0282.180 | Y=0459.260-0470.500 | bề rộng mặt đường dưới 4m Vương
P=1923 | X=0320.760-0379.390 | Y=0461.140-0470.460 | lâm tỉnh Bình
P=1923 | X=0121.730-0222.470 | Y=0470.780-0482.020 | chưa được đầu tư mặt
P=1923 | X=0320.760-0371.400 | Y=0470.780-0482.020 | Phước (cũ)
P=1923 | X=0121.730-0226.710 | Y=0482.300-0493.540 | đường nhựa, bê tông xi
P=1923 | X=0121.730-0147.010 | Y=0493.820-0505.060 | măng
P=1923 | X=0121.730-0249.040 | Y=0511.580-0522.820 | Các tuyến đường giao thông
P=1923 | X=0121.730-0238.750 | Y=0523.100-0534.340 | đấu nối trực tiếp ra đường
P=1923 | X=0121.730-0311.560 | Y=0534.650-0545.890 | Phú Riềng Đỏ từ HLLG vào Giáp ranh đất
P=1923 | X=0121.730-0378.200 | Y=0546.170-0557.410 | sâu trên 100m đến 200m có Chi cục Kiểm Giáp ranh xã
P=1923 | X=0097.250-0113.890 | Y=0553.810-0563.130 | 585
P=1923 | X=0414.860-0431.500 | Y=0553.810-0563.130 | 430
P=1923 | X=0459.530-0476.170 | Y=0553.810-0563.130 | 340
P=1923 | X=0505.390-0522.030 | Y=0553.810-0563.130 | 200
P=1923 | X=0121.730-0388.200 | Y=0557.690-0568.930 | bề rộng mặt đường dưới 4m lâm tỉnh Bình Tiến Hưng (cũ)
P=1923 | X=0121.730-0222.470 | Y=0569.210-0580.450 | chưa được đầu tư mặt
P=1923 | X=0250.900-0301.540 | Y=0569.210-0580.450 | Phước (cũ)
P=1923 | X=0121.730-0226.710 | Y=0580.490-0591.730 | đường nhựa, bê tông xi
P=1923 | X=0121.730-0147.010 | Y=0592.010-0603.250 | măng
P=1923 | X=0121.730-0249.040 | Y=0609.770-0621.010 | Các tuyến đường giao thông
P=1923 | X=0121.730-0238.750 | Y=0621.310-0632.550 | đấu nối trực tiếp ra đường
P=1923 | X=0121.730-0244.240 | Y=0632.830-0644.070 | Phú Riềng Đỏ từ HLLG vào
P=1923 | X=0320.760-0375.910 | Y=0638.590-0649.830 | Hết ranh đất
P=1923 | X=0121.730-0246.620 | Y=0644.350-0655.590 | sâu trên 200m đến 500m có
P=1923 | X=0250.900-0309.310 | Y=0650.110-0661.350 | Đường Hùng
P=1923 | X=0320.760-0379.820 | Y=0651.990-0661.310 | Chi cục Kiểm
P=1923 | X=0096.290-0234.900 | Y=0655.870-0667.110 | 58Ố khoảng cách từ điểm đấu
P=1923 | X=0414.860-0431.500 | Y=0657.750-0667.070 | 430
P=1923 | X=0459.530-0476.170 | Y=0657.750-0667.070 | 340
P=1923 | X=0505.390-0522.030 | Y=0657.750-0667.070 | 200
P=1923 | X=0250.900-0282.180 | Y=0661.630-0672.870 | Vương
P=1923 | X=0320.760-0379.390 | Y=0663.510-0672.830 | lâm tỉnh Bình
P=1923 | X=0121.730-0249.750 | Y=0667.390-0678.630 | nối đến Đường Hùng Vương
P=1923 | X=0320.760-0371.400 | Y=0673.150-0684.390 | Phước (cũ)
P=1923 | X=0121.730-0237.700 | Y=0678.910-0690.150 | hoặc Hết ranh đất Chi cục
P=1923 | X=0121.730-0239.140 | Y=0690.430-0701.670 | Kiểm lâm tỉnh Bình Phước
P=1923 | X=0121.730-0245.750 | Y=0701.970-0713.210 | (cũ) trong phạm vi 200m trở
P=1924 | X=0121.730-0237.550 | Y=0072.500-0083.740 | lên có bề rộng mặt đường
P=1924 | X=0121.730-0243.720 | Y=0084.020-0095.260 | dưới 4m chưa được đầu tư
P=1924 | X=0121.730-0246.380 | Y=0095.540-0106.780 | mặt đường nhựa, bê tông xi
P=1924 | X=0121.730-0147.010 | Y=0107.060-0118.300 | măng
P=1924 | X=0121.730-0249.040 | Y=0124.850-0136.090 | Các tuyến đường giao thông
P=1924 | X=0121.730-0238.750 | Y=0136.370-0147.610 | đấu nối trực tiếp ra đường
P=1924 | X=0121.730-0244.240 | Y=0147.650-0158.890 | Phú Riềng Đỏ từ HLLG vào
P=1924 | X=0121.730-0246.620 | Y=0159.170-0170.410 | sâu trên 200m đến 500m có
P=1924 | X=0121.730-0234.900 | Y=0170.690-0181.930 | khoảng cách từ điểm đấu
P=1924 | X=0250.900-0311.560 | Y=0176.450-0187.690 | Giáp ranh đất
P=1924 | X=0121.730-0235.820 | Y=0182.210-0193.450 | nối đến Giáp ranh đất Chi
P=1924 | X=0250.900-0378.200 | Y=0189.850-0199.170 | Chi cục Kiểm Giáp ranh xã
P=1924 | X=0097.250-0224.300 | Y=0195.610-0204.930 | 587 cục Kiểm lâm tỉnh Bình
P=1924 | X=0414.860-0431.500 | Y=0195.610-0204.930 | 430
P=1924 | X=0459.530-0476.170 | Y=0195.610-0204.930 | 340
P=1924 | X=0505.390-0522.030 | Y=0195.610-0204.930 | 200
P=1924 | X=0250.900-0388.200 | Y=0199.510-0210.750 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1924 | X=0121.730-0237.020 | Y=0205.270-0216.510 | Phước hoặc Giáp ranh xã
P=1924 | X=0250.900-0301.540 | Y=0211.030-0222.270 | Phước (cũ)
P=1924 | X=0121.730-0242.500 | Y=0216.790-0228.030 | Tiến Hưng (cũ) trong phạm
P=1924 | X=0121.730-0238.500 | Y=0230.190-0239.510 | vi 200m trở lên có bề rộng
P=1924 | X=0121.730-0237.510 | Y=0239.830-0251.070 | mặt đường dưới 4m chưa
P=1924 | X=0121.730-0229.600 | Y=0251.350-0262.590 | được đầu tư mặt đường
P=1924 | X=0121.730-0222.120 | Y=0262.870-0274.110 | nhựa, bê tông xi măng
P=1924 | X=0121.730-0249.040 | Y=0280.630-0291.870 | Các tuyến đường giao thông
P=1924 | X=0121.730-0238.750 | Y=0291.940-0303.180 | đấu nối trực tiếp ra đường
P=1924 | X=0121.730-0244.240 | Y=0303.460-0314.700 | Phú Riềng Đỏ từ HLLG vào
P=1924 | X=0320.760-0375.910 | Y=0303.460-0314.700 | Hết ranh đất
P=1924 | X=0121.730-0309.310 | Y=0314.980-0326.220 | sâu trên 200m đến 500m có Đường Hùng
P=1924 | X=0320.760-0379.820 | Y=0316.860-0326.180 | Chi cục Kiểm
P=1924 | X=0097.250-0113.890 | Y=0322.620-0331.940 | 588
P=1924 | X=0414.860-0431.500 | Y=0322.620-0331.940 | 430
P=1924 | X=0459.530-0476.170 | Y=0322.620-0331.940 | 340
P=1924 | X=0505.390-0522.030 | Y=0322.620-0331.940 | 200
P=1924 | X=0121.730-0282.180 | Y=0326.500-0337.740 | bề rộng mặt đường dưới 4m Vương
P=1924 | X=0320.760-0379.390 | Y=0328.380-0337.700 | lâm tỉnh Bình
P=1924 | X=0121.730-0222.470 | Y=0338.020-0349.260 | chưa được đầu tư mặt
P=1924 | X=0320.760-0371.400 | Y=0338.020-0349.260 | Phước (cũ)
P=1924 | X=0121.730-0226.710 | Y=0349.540-0360.780 | đường nhựa, bê tông xi
P=1924 | X=0121.730-0147.010 | Y=0361.060-0372.300 | măng
P=1924 | X=0121.730-0249.040 | Y=0378.840-0390.080 | Các tuyến đường giao thông
P=1924 | X=0121.730-0238.750 | Y=0390.360-0401.600 | đấu nối trực tiếp ra đường
P=1924 | X=0121.730-0311.560 | Y=0401.880-0413.120 | Phú Riềng Đỏ từ HLLG vào Giáp ranh đất
P=1924 | X=0121.730-0378.200 | Y=0413.400-0424.640 | sâu trên 200m đến 500m có Chi cục Kiểm Giáp ranh xã
P=1924 | X=0097.250-0113.890 | Y=0421.040-0430.360 | 589
P=1924 | X=0414.860-0431.500 | Y=0421.040-0430.360 | 430
P=1924 | X=0459.530-0476.170 | Y=0421.040-0430.360 | 340
P=1924 | X=0505.390-0522.030 | Y=0421.040-0430.360 | 200
P=1924 | X=0121.730-0388.220 | Y=0424.920-0436.160 | bề rộng mặt đường dưới 4m lâm tỉnh Bình Tiến Hưng (cũ)
P=1924 | X=0121.730-0222.470 | Y=0436.200-0447.440 | chưa được đầu tư mặt
P=1924 | X=0250.900-0301.540 | Y=0436.200-0447.440 | Phước (cũ)
P=1924 | X=0121.730-0226.710 | Y=0447.720-0458.960 | đường nhựa, bê tông xi
P=1924 | X=0121.730-0147.010 | Y=0459.260-0470.500 | măng
P=1924 | X=0121.730-0249.040 | Y=0477.020-0488.260 | Các tuyến đường giao thông
P=1924 | X=0121.730-0238.750 | Y=0488.540-0499.780 | đấu nối trực tiếp ra đường
P=1924 | X=0121.730-0244.240 | Y=0500.060-0511.300 | Phú Riềng Đỏ từ HLLG vào
P=1924 | X=0121.730-0234.640 | Y=0513.460-0522.780 | sâu trên 500m có khoảng
P=1924 | X=0121.730-0234.900 | Y=0523.100-0534.340 | cách từ điểm đấu nối đến
P=1924 | X=0320.760-0375.910 | Y=0528.860-0540.100 | Hết ranh đất
P=1924 | X=0121.730-0238.420 | Y=0534.650-0545.890 | Đường Hùng Vương hoặc
P=1924 | X=0250.900-0309.310 | Y=0540.410-0551.650 | Đường Hùng
P=1924 | X=0320.760-0379.820 | Y=0542.290-0551.610 | Chi cục Kiểm
P=1924 | X=0097.250-0238.420 | Y=0546.170-0557.410 | 590 Hết ranh đất Chi cục Kiểm
P=1924 | X=0414.860-0431.500 | Y=0548.050-0557.370 | 430
P=1924 | X=0459.530-0476.170 | Y=0548.050-0557.370 | 340
P=1924 | X=0505.390-0522.030 | Y=0548.050-0557.370 | 200
P=1924 | X=0250.900-0282.180 | Y=0551.930-0563.170 | Vương
P=1924 | X=0320.760-0379.390 | Y=0553.810-0563.130 | lâm tỉnh Bình
P=1924 | X=0121.730-0233.580 | Y=0557.690-0568.930 | lâm tỉnh Bình Phước (cũ)
P=1924 | X=0320.760-0371.400 | Y=0563.450-0574.690 | Phước (cũ)
P=1924 | X=0121.730-0241.860 | Y=0571.090-0580.410 | trong phạm vi 200m trở lên
P=1924 | X=0121.730-0244.980 | Y=0580.490-0591.730 | có bề rộng mặt đường dưới
P=1924 | X=0121.730-0239.060 | Y=0592.010-0603.250 | 4m chưa được đầu tư mặt
P=1924 | X=0121.730-0226.710 | Y=0603.530-0614.770 | đường nhựa, bê tông xi
P=1924 | X=0121.730-0147.010 | Y=0615.050-0626.290 | măng
P=1924 | X=0121.730-0249.040 | Y=0632.830-0644.070 | Các tuyến đường giao thông
P=1924 | X=0121.730-0238.750 | Y=0644.350-0655.590 | đấu nối trực tiếp ra đường
P=1924 | X=0250.900-0311.560 | Y=0650.110-0661.350 | Giáp ranh đất
P=1924 | X=0121.730-0244.240 | Y=0655.870-0667.110 | Phú Riềng Đỏ từ HLLG vào
P=1924 | X=0250.900-0378.200 | Y=0663.510-0672.830 | Chi cục Kiểm Giáp ranh xã
P=1924 | X=0097.250-0234.640 | Y=0669.270-0678.590 | 591 sâu trên 500m có khoảng
P=1924 | X=0414.860-0431.500 | Y=0669.270-0678.590 | 430
P=1924 | X=0459.530-0476.170 | Y=0669.270-0678.590 | 340
P=1924 | X=0505.390-0522.030 | Y=0669.270-0678.590 | 200
P=1924 | X=0250.900-0388.200 | Y=0673.150-0684.390 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1924 | X=0121.730-0234.900 | Y=0678.910-0690.150 | cách từ điểm đấu nối đến
P=1924 | X=0250.900-0301.540 | Y=0684.670-0695.910 | Phước (cũ)
P=1924 | X=0121.730-0244.180 | Y=0690.430-0701.670 | Giáp ranh đất Chi cục Kiểm
P=1924 | X=0121.730-0237.940 | Y=0701.970-0713.210 | lâm tỉnh Bình Phước hoặc
P=1925 | X=0121.730-0249.190 | Y=0072.500-0083.740 | Giáp ranh xã Tiến Hưng (cũ)
P=1925 | X=0121.730-0241.860 | Y=0085.900-0095.220 | trong phạm vi 200m trở lên
P=1925 | X=0121.730-0244.980 | Y=0095.540-0106.780 | có bề rộng mặt đường dưới
P=1925 | X=0121.730-0239.060 | Y=0107.060-0118.300 | 4m chưa được đầu tư mặt
P=1925 | X=0121.730-0226.710 | Y=0118.610-0129.850 | đường nhựa, bê tông xi
P=1925 | X=0121.730-0147.010 | Y=0130.130-0141.370 | măng
P=1925 | X=0121.730-0249.040 | Y=0147.650-0158.890 | Các tuyến đường giao thông
P=1925 | X=0121.730-0238.750 | Y=0159.170-0170.410 | đấu nối trực tiếp ra đường
P=1925 | X=0320.760-0375.910 | Y=0164.930-0176.170 | Hết ranh đất
P=1925 | X=0121.730-0244.240 | Y=0170.690-0181.930 | Phú Riềng Đỏ từ HLLG vào
P=1925 | X=0250.900-0309.310 | Y=0176.450-0187.690 | Đường Hùng
P=1925 | X=0320.760-0379.820 | Y=0178.330-0187.650 | Chi cục Kiểm
P=1925 | X=0097.250-0235.860 | Y=0184.090-0193.410 | 592 sâu trên 500m có bề rộng
P=1925 | X=0414.860-0431.500 | Y=0184.090-0193.410 | 430
P=1925 | X=0459.530-0476.170 | Y=0184.090-0193.410 | 340
P=1925 | X=0505.390-0522.030 | Y=0184.090-0193.410 | 200
P=1925 | X=0250.900-0282.180 | Y=0187.970-0199.210 | Vương
P=1925 | X=0320.760-0379.390 | Y=0189.850-0199.170 | lâm tỉnh Bình
P=1925 | X=0121.730-0237.510 | Y=0193.730-0204.970 | mặt đường dưới 4m chưa
P=1925 | X=0320.760-0371.400 | Y=0199.510-0210.750 | Phước (cũ)
P=1925 | X=0121.730-0229.600 | Y=0205.270-0216.510 | được đầu tư mặt đường
P=1925 | X=0121.730-0222.120 | Y=0216.790-0228.030 | nhựa, bê tông xi măng
