TABLE=002 | AREA=Phường Trấn Biên | SECTION=agricultural | SEGMENTS=1
P=0080 | X=0113.090-0336.260 | Y=0619.870-0631.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0080 | X=0113.090-0429.830 | Y=0637.630-0648.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thông
P=0080 | X=0113.090-0432.230 | Y=0649.150-0660.390 | đoạn từ Đường Hàn Thuyên (đường 4 KCN Biên Hòa 1) đến Đường Vũ
P=0080 | X=0113.090-0366.980 | Y=0660.670-0671.910 | Hồng Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0080 | X=0093.140-0109.780 | Y=0668.550-0677.870 | 488
P=0080 | X=0468.890-0485.530 | Y=0668.550-0677.870 | 670
P=0080 | X=0505.390-0522.030 | Y=0668.550-0677.870 | 450
P=0080 | X=0113.090-0390.520 | Y=0678.190-0689.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0080 | X=0113.090-0336.730 | Y=0695.710-0706.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0081 | X=0113.090-0432.730 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0081 | X=0113.090-0431.620 | Y=0090.020-0101.260 | Nguyễn Thông đoạn từ Đường Hàn Thuyên (đường 4 KCN Biên Hòa 1)
P=0081 | X=0113.090-0436.110 | Y=0101.540-0112.780 | đến Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0081 | X=0093.140-0109.780 | Y=0109.420-0118.740 | 489
P=0081 | X=0460.730-0485.780 | Y=0109.420-0118.740 | 1.030
P=0081 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 680
P=0081 | X=0113.090-0336.000 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0081 | X=0113.090-0390.280 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0081 | X=0113.090-0432.730 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0081 | X=0113.090-0431.620 | Y=0165.650-0176.890 | Nguyễn Thông đoạn từ Đường Hàn Thuyên (đường 4 KCN Biên Hòa 1)
P=0081 | X=0113.090-0436.110 | Y=0177.170-0188.410 | đến Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0081 | X=0093.140-0336.260 | Y=0194.690-0209.030 | 490 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0081 | X=0468.890-0485.530 | Y=0199.710-0209.030 | 860
P=0081 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 570
P=0081 | X=0113.090-0419.510 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0081 | X=0113.090-0146.610 | Y=0223.750-0234.990 | ≤600m.
P=0081 | X=0113.090-0336.260 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0081 | X=0113.090-0432.730 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0081 | X=0113.090-0431.620 | Y=0270.550-0281.790 | Nguyễn Thông đoạn từ Đường Hàn Thuyên (đường 4 KCN Biên Hòa 1)
P=0081 | X=0113.090-0436.110 | Y=0282.100-0293.340 | đến Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0081 | X=0093.140-0109.780 | Y=0289.980-0299.300 | 491
P=0081 | X=0468.890-0485.530 | Y=0289.980-0299.300 | 670
P=0081 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 450
P=0081 | X=0113.090-0390.520 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0081 | X=0113.090-0339.380 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0081 | X=0346.680-0423.580 | Y=0336.780-0346.100 | Hết ranh giới tỉnh
P=0081 | X=0093.140-0169.340 | Y=0342.540-0351.860 | 492 Xa lộ Hà Nội
P=0081 | X=0252.580-0346.290 | Y=0342.540-0351.860 | Vòng xoay Tam Hiệp
P=0081 | X=0460.730-0485.780 | Y=0342.540-0351.860 | 1.500
P=0081 | X=0505.390-0522.030 | Y=0342.540-0351.860 | 970
P=0081 | X=0346.680-0388.300 | Y=0346.420-0357.660 | Đồng Nai
P=0081 | X=0113.090-0423.530 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội đoạn từ
P=0081 | X=0113.090-0421.180 | Y=0375.480-0386.720 | Vòng xoay Tam Hiệp đến Hết ranh giới tỉnh Đồng Nai có hiện trạng là
P=0081 | X=0113.090-0248.860 | Y=0387.000-0398.240 | đường nhựa, bê tông xi măng:
P=0081 | X=0093.140-0109.780 | Y=0394.880-0404.200 | 493
P=0081 | X=0460.730-0485.780 | Y=0394.880-0404.200 | 1.030
P=0081 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 680
P=0081 | X=0113.090-0336.000 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0081 | X=0113.090-0390.280 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0081 | X=0113.090-0423.530 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội đoạn từ
P=0081 | X=0113.090-0421.180 | Y=0451.340-0462.580 | Vòng xoay Tam Hiệp đến Hết ranh giới tỉnh Đồng Nai có hiện trạng là
P=0081 | X=0113.090-0248.860 | Y=0462.860-0474.100 | đường nhựa, bê tông xi măng:
P=0081 | X=0093.140-0336.260 | Y=0480.380-0494.460 | 494 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0081 | X=0468.890-0485.530 | Y=0485.140-0494.460 | 860
P=0081 | X=0505.390-0522.030 | Y=0485.140-0494.460 | 570
P=0081 | X=0113.090-0419.510 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0081 | X=0113.090-0146.610 | Y=0509.420-0520.660 | ≤600m.
P=0081 | X=0113.090-0336.260 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0081 | X=0113.090-0423.530 | Y=0544.490-0555.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội đoạn từ
P=0081 | X=0113.090-0421.180 | Y=0556.010-0567.250 | Vòng xoay Tam Hiệp đến Hết ranh giới tỉnh Đồng Nai có hiện trạng là
P=0081 | X=0113.090-0248.860 | Y=0567.530-0578.770 | đường nhựa, bê tông xi măng:
P=0081 | X=0093.140-0109.780 | Y=0575.410-0584.730 | 495
P=0081 | X=0468.890-0485.530 | Y=0575.410-0584.730 | 670
P=0081 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 450
P=0081 | X=0113.090-0390.520 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0081 | X=0113.090-0336.730 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0081 | X=0113.090-0439.690 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Xa lộ Hà
P=0081 | X=0113.090-0440.170 | Y=0631.870-0643.110 | Nội đoạn từ Vòng xoay Tam Hiệp đến Hết ranh giới tỉnh Đồng Nai có hiện
P=0081 | X=0113.090-0284.870 | Y=0643.390-0654.630 | trạng là đường nhựa, bê tông xi măng:
P=0081 | X=0093.140-0109.780 | Y=0651.270-0660.590 | 496
P=0081 | X=0460.730-0485.780 | Y=0651.270-0660.590 | 1.030
P=0081 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 680
P=0081 | X=0113.090-0336.000 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0081 | X=0113.090-0390.280 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0081 | X=0113.090-0439.690 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Xa lộ Hà
P=0081 | X=0093.140-0109.780 | Y=0703.860-0713.180 | 497
P=0081 | X=0468.890-0485.530 | Y=0703.860-0713.180 | 860
P=0081 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 570
P=0081 | X=0113.090-0440.170 | Y=0707.730-0718.970 | Nội đoạn từ Vòng xoay Tam Hiệp đến Hết ranh giới tỉnh Đồng Nai có hiện
P=0082 | X=0113.090-0284.870 | Y=0072.500-0083.740 | trạng là đường nhựa, bê tông xi măng:
P=0082 | X=0113.090-0336.260 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0082 | X=0113.090-0419.510 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0082 | X=0113.090-0146.610 | Y=0119.090-0130.330 | ≤600m.
P=0082 | X=0113.090-0336.260 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0082 | X=0113.090-0439.690 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Xa lộ Hà
P=0082 | X=0113.090-0440.170 | Y=0165.650-0176.890 | Nội đoạn từ Vòng xoay Tam Hiệp đến Hết ranh giới tỉnh Đồng Nai có hiện
P=0082 | X=0113.090-0284.870 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=0082 | X=0093.140-0109.780 | Y=0185.050-0194.370 | 498
P=0082 | X=0468.890-0485.530 | Y=0185.050-0194.370 | 670
P=0082 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 450
P=0082 | X=0113.090-0390.520 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0082 | X=0113.090-0339.380 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0082 | X=0113.090-0244.500 | Y=0229.990-0241.230 | Đường Bùi Văn Hòa (Quốc lộ
P=0082 | X=0093.140-0109.780 | Y=0237.630-0246.950 | 499
P=0082 | X=0252.580-0395.260 | Y=0237.630-0246.950 | Vòng xoay Tam Hiệp Quốc lộ 51
P=0082 | X=0460.730-0485.780 | Y=0237.630-0246.950 | 1.500
P=0082 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 970
P=0082 | X=0113.090-0160.100 | Y=0243.390-0252.710 | 15 nối dài)
P=0082 | X=0113.090-0420.430 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn Hòa
P=0082 | X=0113.090-0439.700 | Y=0270.790-0282.030 | (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp đến Quốc lộ 51 có hiện
P=0082 | X=0113.090-0284.870 | Y=0282.340-0293.580 | trạng là đường nhựa, bê tông xi măng:
P=0082 | X=0093.140-0109.780 | Y=0290.220-0299.540 | 500
P=0082 | X=0460.730-0485.780 | Y=0290.220-0299.540 | 1.030
P=0082 | X=0505.390-0522.030 | Y=0290.220-0299.540 | 680
P=0082 | X=0113.090-0336.000 | Y=0299.860-0311.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0082 | X=0113.090-0390.280 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0082 | X=0113.090-0420.430 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn Hòa
P=0082 | X=0113.090-0439.700 | Y=0346.660-0357.900 | (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp đến Quốc lộ 51 có hiện
P=0082 | X=0113.090-0284.870 | Y=0357.940-0369.180 | trạng là đường nhựa, bê tông xi măng:
P=0082 | X=0093.140-0336.260 | Y=0375.480-0389.800 | 501 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0082 | X=0468.890-0485.530 | Y=0380.480-0389.800 | 860
P=0082 | X=0505.390-0522.030 | Y=0380.480-0389.800 | 570
P=0082 | X=0113.090-0419.510 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0082 | X=0113.090-0146.610 | Y=0404.520-0415.760 | ≤600m.
P=0082 | X=0113.090-0336.280 | Y=0422.040-0433.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0082 | X=0113.090-0420.430 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Văn Hòa
P=0082 | X=0113.090-0439.700 | Y=0451.340-0462.580 | (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp đến Quốc lộ 51 có hiện
P=0082 | X=0113.090-0284.870 | Y=0462.860-0474.100 | trạng là đường nhựa, bê tông xi măng:
P=0082 | X=0093.140-0109.780 | Y=0470.740-0480.060 | 502
P=0082 | X=0468.890-0485.530 | Y=0470.740-0480.060 | 670
P=0082 | X=0505.390-0522.030 | Y=0470.740-0480.060 | 450
P=0082 | X=0113.090-0390.520 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0082 | X=0113.090-0336.730 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0082 | X=0113.090-0432.730 | Y=0515.660-0526.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0082 | X=0113.090-0439.130 | Y=0527.180-0538.420 | Bùi Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp đến Quốc
P=0082 | X=0113.090-0344.420 | Y=0538.490-0549.730 | lộ 51 có hiện trạng là đường nhựa, bê tông xi măng:
P=0082 | X=0093.140-0109.780 | Y=0546.370-0555.690 | 503
P=0082 | X=0460.730-0485.780 | Y=0546.370-0555.690 | 1.030
P=0082 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 680
P=0082 | X=0113.090-0336.000 | Y=0556.010-0567.250 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0082 | X=0113.090-0390.280 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0082 | X=0113.090-0432.730 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0082 | X=0113.090-0439.130 | Y=0602.810-0614.050 | Bùi Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp đến Quốc
P=0082 | X=0113.090-0344.420 | Y=0614.330-0625.570 | lộ 51 có hiện trạng là đường nhựa, bê tông xi măng:
P=0082 | X=0093.140-0336.260 | Y=0631.870-0646.190 | 504 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0082 | X=0468.890-0485.530 | Y=0636.870-0646.190 | 860
P=0082 | X=0505.390-0522.030 | Y=0636.870-0646.190 | 570
P=0082 | X=0113.090-0419.510 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0082 | X=0113.090-0146.610 | Y=0660.910-0672.150 | ≤600m.
P=0082 | X=0113.090-0336.260 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0082 | X=0113.090-0432.730 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0082 | X=0093.140-0109.780 | Y=0703.860-0713.180 | 505
P=0082 | X=0468.890-0485.530 | Y=0703.860-0713.180 | 670
P=0082 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 450
P=0082 | X=0113.090-0439.130 | Y=0707.730-0718.970 | Bùi Văn Hòa (Quốc lộ 15 nối dài) đoạn từ Vòng xoay Tam Hiệp đến Quốc
P=0083 | X=0113.090-0344.420 | Y=0072.500-0083.740 | lộ 51 có hiện trạng là đường nhựa, bê tông xi măng:
P=0083 | X=0113.090-0390.520 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0083 | X=0113.090-0339.410 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0083 | X=0252.580-0443.030 | Y=0125.330-0136.570 | Đường Huỳnh Văn Đường N10 (Khu dân
P=0083 | X=0093.140-0235.970 | Y=0131.090-0142.330 | 506 Đường Nguyễn Bỉnh Khiêm
P=0083 | X=0460.730-0485.780 | Y=0132.970-0142.290 | 1.500
P=0083 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 970
P=0083 | X=0346.680-0408.630 | Y=0136.850-0148.090 | cư Bửu Long)
P=0083 | X=0252.580-0276.420 | Y=0138.730-0148.050 | Nghệ
P=0083 | X=0113.090-0421.670 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Bỉnh
P=0083 | X=0113.090-0446.900 | Y=0166.130-0177.370 | Khiêm đoạn từ Đường Huỳnh Văn Nghệ đến Đường N10 (Khu dân cư Bửu
P=0083 | X=0113.090-0348.250 | Y=0177.410-0188.650 | Long) có hiện trạng là đường nhựa, bê tông xi măng:
P=0083 | X=0093.140-0109.780 | Y=0185.290-0194.610 | 507
P=0083 | X=0460.730-0485.780 | Y=0185.290-0194.610 | 1.030
P=0083 | X=0505.390-0522.030 | Y=0185.290-0194.610 | 680
P=0083 | X=0113.090-0336.000 | Y=0194.930-0206.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0083 | X=0113.090-0390.280 | Y=0212.470-0223.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0083 | X=0113.090-0421.670 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Bỉnh
P=0083 | X=0113.090-0446.900 | Y=0241.750-0252.990 | Khiêm đoạn từ Đường Huỳnh Văn Nghệ đến Đường N10 (Khu dân cư Bửu
P=0083 | X=0113.090-0348.250 | Y=0253.270-0264.510 | Long) có hiện trạng là đường nhựa, bê tông xi măng:
P=0083 | X=0093.140-0336.260 | Y=0270.790-0284.870 | 508 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0083 | X=0468.890-0485.530 | Y=0275.550-0284.870 | 860
P=0083 | X=0505.390-0522.030 | Y=0275.550-0284.870 | 570
P=0083 | X=0113.090-0419.510 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0083 | X=0113.090-0146.610 | Y=0299.860-0311.100 | ≤600m.
P=0083 | X=0113.090-0336.260 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0083 | X=0113.090-0421.670 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Bỉnh
P=0083 | X=0113.090-0446.900 | Y=0346.660-0357.900 | Khiêm đoạn từ Đường Huỳnh Văn Nghệ đến Đường N10 (Khu dân cư Bửu
P=0083 | X=0113.090-0348.250 | Y=0357.940-0369.180 | Long) có hiện trạng là đường nhựa, bê tông xi măng:
P=0083 | X=0093.140-0109.780 | Y=0365.820-0375.140 | 509
P=0083 | X=0468.890-0485.530 | Y=0365.820-0375.140 | 670
P=0083 | X=0505.390-0522.030 | Y=0365.820-0375.140 | 450
P=0083 | X=0113.090-0390.520 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0083 | X=0113.090-0336.730 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0083 | X=0113.090-0432.730 | Y=0410.760-0422.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0083 | X=0113.090-0427.190 | Y=0422.280-0433.520 | Nguyễn Bỉnh Khiêm đoạn từ Đường Huỳnh Văn Nghệ đến Đường N10
P=0083 | X=0113.090-0427.950 | Y=0433.800-0445.040 | (Khu dân cư Bửu Long) có hiện trạng là đường nhựa, bê tông xi măng:
P=0083 | X=0093.140-0109.780 | Y=0441.680-0451.000 | 510
P=0083 | X=0460.730-0485.780 | Y=0441.680-0451.000 | 1.030
P=0083 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 680
P=0083 | X=0113.090-0336.000 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0083 | X=0113.090-0390.280 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0083 | X=0113.090-0432.730 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0083 | X=0113.090-0427.190 | Y=0498.140-0509.380 | Nguyễn Bỉnh Khiêm đoạn từ Đường Huỳnh Văn Nghệ đến Đường N10
P=0083 | X=0113.090-0427.950 | Y=0509.660-0520.900 | (Khu dân cư Bửu Long) có hiện trạng là đường nhựa, bê tông xi măng:
P=0083 | X=0093.140-0336.260 | Y=0527.180-0541.260 | 511 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0083 | X=0468.890-0485.530 | Y=0531.940-0541.260 | 860
P=0083 | X=0505.390-0522.030 | Y=0531.940-0541.260 | 570
P=0083 | X=0113.090-0419.510 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0083 | X=0113.090-0146.610 | Y=0556.010-0567.250 | ≤600m.
P=0083 | X=0113.090-0336.260 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
