TABLE=036 | AREA=Xã An Viễn | SECTION=agricultural | SEGMENTS=2
P=1331 | X=0453.050-0469.690 | Y=0266.430-0275.750 | 700
P=1331 | X=0505.390-0522.030 | Y=0266.430-0275.750 | 630
P=1331 | X=0117.170-0394.070 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1331 | X=0117.170-0411.340 | Y=0293.860-0305.100 | Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1331 | X=0117.170-0252.940 | Y=0305.380-0316.620 | đường nhựa, bê tông xi măng:
P=1331 | X=0097.970-0109.090 | Y=0313.260-0322.580 | 86
P=1331 | X=0453.050-0469.690 | Y=0313.260-0322.580 | 480
P=1331 | X=0505.390-0522.030 | Y=0313.260-0322.580 | 430
P=1331 | X=0117.170-0348.250 | Y=0322.900-0334.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1331 | X=0117.170-0382.080 | Y=0340.420-0351.660 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1331 | X=0117.170-0394.070 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1331 | X=0117.170-0411.340 | Y=0369.480-0380.720 | Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1331 | X=0117.170-0252.940 | Y=0381.000-0392.240 | đường nhựa, bê tông xi măng:
P=1331 | X=0097.970-0348.720 | Y=0398.520-0412.840 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1331 | X=0453.050-0469.690 | Y=0403.520-0412.840 | 370
P=1331 | X=0505.390-0522.030 | Y=0403.520-0412.840 | 330
P=1331 | X=0117.170-0404.060 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1331 | X=0117.170-0178.290 | Y=0427.560-0438.800 | đến ≤1.000m.
P=1331 | X=0117.170-0340.340 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1331 | X=0117.170-0394.070 | Y=0462.860-0474.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn
P=1331 | X=0117.170-0411.340 | Y=0474.380-0485.620 | Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1331 | X=0117.170-0252.940 | Y=0485.900-0497.140 | đường nhựa, bê tông xi măng:
P=1331 | X=0097.970-0109.090 | Y=0493.780-0503.100 | 88
P=1331 | X=0453.050-0469.690 | Y=0493.780-0503.100 | 250
P=1331 | X=0505.390-0522.030 | Y=0493.780-0503.100 | 230
P=1331 | X=0117.170-0403.000 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1331 | X=0117.170-0340.810 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1331 | X=0117.170-0402.430 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1331 | X=0117.170-0402.710 | Y=0550.010-0561.250 | Đường Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777
P=1331 | X=0117.170-0324.020 | Y=0561.530-0572.770 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1331 | X=0097.970-0109.090 | Y=0569.410-0578.730 | 89
P=1331 | X=0453.050-0469.690 | Y=0569.410-0578.730 | 480
P=1331 | X=0505.390-0522.030 | Y=0569.410-0578.730 | 430
P=1331 | X=0117.170-0348.250 | Y=0579.050-0590.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1331 | X=0117.170-0394.360 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1331 | X=0117.170-0402.430 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1331 | X=0117.170-0402.710 | Y=0625.870-0637.110 | Đường Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777
P=1331 | X=0117.170-0324.020 | Y=0637.390-0648.630 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1331 | X=0097.970-0348.720 | Y=0654.910-0668.990 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1331 | X=0453.050-0469.690 | Y=0659.670-0668.990 | 370
P=1331 | X=0505.390-0522.030 | Y=0659.670-0668.990 | 330
P=1331 | X=0117.170-0404.060 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1331 | X=0117.170-0178.290 | Y=0683.950-0695.190 | đến ≤1.000m.
P=1331 | X=0117.170-0340.340 | Y=0701.490-0712.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1332 | X=0117.170-0402.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1332 | X=0117.170-0402.710 | Y=0090.020-0101.260 | Đường Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777
P=1332 | X=0117.170-0324.020 | Y=0101.540-0112.780 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0097.970-0109.090 | Y=0109.420-0118.740 | 91
P=1332 | X=0453.050-0469.690 | Y=0109.420-0118.740 | 250
P=1332 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 230
P=1332 | X=0117.170-0402.980 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1332 | X=0117.170-0340.810 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1332 | X=0223.030-0293.230 | Y=0154.370-0165.610 | Đường bao khu
P=1332 | X=0315.240-0401.510 | Y=0162.010-0171.330 | Giáp ranh xã Trảng
P=1332 | X=0097.970-0160.210 | Y=0167.530-0176.850 | 92 Quốc lộ 1
P=1332 | X=0223.030-0298.260 | Y=0167.530-0176.850 | công nghiệp Bàu
P=1332 | X=0453.050-0469.690 | Y=0167.530-0176.850 | 730
P=1332 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 670
P=1332 | X=0315.240-0335.870 | Y=0173.290-0182.610 | Bom
P=1332 | X=0223.030-0240.640 | Y=0179.050-0188.370 | Xéo
P=1332 | X=0117.170-0414.170 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1332 | X=0117.170-0394.060 | Y=0206.470-0217.710 | Đường bao khu công nghiệp Bàu Xéo đến Giáp ranh xã Trảng
P=1332 | X=0117.170-0347.520 | Y=0217.990-0229.230 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0097.970-0109.090 | Y=0225.870-0235.190 | 93
P=1332 | X=0453.050-0469.690 | Y=0225.870-0235.190 | 500
P=1332 | X=0505.390-0522.030 | Y=0225.870-0235.190 | 450
P=1332 | X=0117.170-0348.280 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1332 | X=0117.170-0382.080 | Y=0253.030-0264.270 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1332 | X=0117.170-0414.170 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1332 | X=0117.170-0394.060 | Y=0282.340-0293.580 | Đường bao khu công nghiệp Bàu Xéo đến Giáp ranh xã Trảng
P=1332 | X=0117.170-0347.520 | Y=0293.860-0305.100 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0097.970-0348.720 | Y=0311.380-0325.460 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1332 | X=0453.050-0469.690 | Y=0316.140-0325.460 | 400
P=1332 | X=0505.390-0522.030 | Y=0316.140-0325.460 | 350
P=1332 | X=0117.170-0404.060 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1332 | X=0117.170-0178.290 | Y=0340.420-0351.660 | đến ≤1.000m.
P=1332 | X=0117.170-0340.340 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1332 | X=0117.170-0414.170 | Y=0375.480-0386.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1332 | X=0117.170-0394.060 | Y=0387.000-0398.240 | Đường bao khu công nghiệp Bàu Xéo đến Giáp ranh xã Trảng
P=1332 | X=0117.170-0347.520 | Y=0398.520-0409.760 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0097.970-0109.090 | Y=0406.400-0415.720 | 95
P=1332 | X=0453.050-0469.690 | Y=0406.400-0415.720 | 290
P=1332 | X=0505.390-0522.030 | Y=0406.400-0415.720 | 250
P=1332 | X=0117.170-0402.980 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1332 | X=0117.170-0340.810 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1332 | X=0117.170-0402.430 | Y=0451.340-0462.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1332 | X=0117.170-0411.820 | Y=0462.860-0474.100 | Quốc lộ 1 đoạn từ Đường bao khu công nghiệp Bàu Xéo đến Giáp
P=1332 | X=0117.170-0412.350 | Y=0474.380-0485.620 | ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0097.970-0109.090 | Y=0482.260-0491.580 | 96
P=1332 | X=0453.050-0469.690 | Y=0482.260-0491.580 | 500
P=1332 | X=0505.390-0522.030 | Y=0482.260-0491.580 | 450
P=1332 | X=0117.170-0348.250 | Y=0491.900-0503.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1332 | X=0117.170-0394.380 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1332 | X=0117.170-0402.430 | Y=0527.180-0538.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1332 | X=0117.170-0411.820 | Y=0538.490-0549.730 | Quốc lộ 1 đoạn từ Đường bao khu công nghiệp Bàu Xéo đến Giáp
P=1332 | X=0117.170-0412.350 | Y=0550.010-0561.250 | ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0097.970-0348.720 | Y=0567.530-0581.850 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1332 | X=0453.050-0469.690 | Y=0572.530-0581.850 | 400
P=1332 | X=0505.390-0522.030 | Y=0572.530-0581.850 | 350
P=1332 | X=0117.170-0404.060 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1332 | X=0117.170-0178.290 | Y=0596.570-0607.810 | đến ≤1.000m.
P=1332 | X=0117.170-0340.340 | Y=0614.090-0625.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1332 | X=0117.170-0402.430 | Y=0631.870-0643.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1332 | X=0117.170-0411.820 | Y=0643.390-0654.630 | Quốc lộ 1 đoạn từ Đường bao khu công nghiệp Bàu Xéo đến Giáp
P=1332 | X=0117.170-0412.350 | Y=0654.910-0666.150 | ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1332 | X=0097.970-0109.090 | Y=0662.790-0672.110 | 98
P=1332 | X=0453.050-0469.690 | Y=0662.790-0672.110 | 290
P=1332 | X=0505.390-0522.030 | Y=0662.790-0672.110 | 250
P=1332 | X=0117.170-0402.980 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1332 | X=0117.170-0340.810 | Y=0689.950-0701.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1332 | X=0097.970-0211.830 | Y=0707.730-0718.970 | 99 Đường bao khu công
P=1332 | X=0315.240-0404.380 | Y=0707.730-0718.970 | Ngã ba (thửa đất số
P=1332 | X=0223.030-0266.100 | Y=0709.620-0718.940 | Quốc lộ 1
P=1332 | X=0453.050-0469.690 | Y=0709.620-0718.940 | 700
P=1332 | X=0505.390-0522.030 | Y=0709.620-0718.940 | 630
P=1333 | X=0315.240-0408.070 | Y=0072.500-0083.740 | 716, tờ BĐĐC số 11,
P=1333 | X=0117.170-0188.290 | Y=0074.380-0083.700 | nghiệp Bàu Xéo
P=1333 | X=0315.240-0367.100 | Y=0085.900-0095.220 | xã An Viễn)
P=1333 | X=0117.170-0403.910 | Y=0101.780-0113.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bao khu
P=1333 | X=0117.170-0407.020 | Y=0113.300-0124.540 | công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã ba (thửa đất số
P=1333 | X=0117.170-0411.340 | Y=0124.850-0136.090 | 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là đường nhựa, bê
P=1333 | X=0095.060-0177.330 | Y=0136.370-0147.810 | 100 tông xi măng:
P=1333 | X=0453.050-0469.690 | Y=0138.490-0147.810 | 480
P=1333 | X=0505.390-0522.030 | Y=0138.490-0147.810 | 430
P=1333 | X=0117.170-0348.250 | Y=0153.650-0164.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1333 | X=0117.170-0382.080 | Y=0171.170-0182.410 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1333 | X=0117.170-0403.910 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bao khu
P=1333 | X=0117.170-0407.020 | Y=0200.470-0211.710 | công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã ba (thửa đất số
P=1333 | X=0117.170-0411.340 | Y=0211.990-0223.230 | 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là đường nhựa, bê
P=1333 | X=0117.170-0177.330 | Y=0223.510-0234.750 | tông xi măng:
P=1333 | X=0095.060-0348.720 | Y=0240.270-0252.270 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1333 | X=0453.050-0469.690 | Y=0240.270-0249.590 | 370
P=1333 | X=0505.390-0522.030 | Y=0240.270-0249.590 | 330
P=1333 | X=0117.170-0404.060 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1333 | X=0117.170-0178.290 | Y=0270.070-0281.310 | đến ≤1.000m.
P=1333 | X=0117.170-0340.340 | Y=0287.620-0298.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1333 | X=0117.170-0403.910 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường bao khu
P=1333 | X=0117.170-0407.020 | Y=0316.900-0328.140 | công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã ba (thửa đất số
P=1333 | X=0117.170-0411.340 | Y=0328.420-0339.660 | 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là đường nhựa, bê
P=1333 | X=0095.060-0177.330 | Y=0339.700-0351.140 | 102 tông xi măng:
P=1333 | X=0453.050-0469.690 | Y=0341.820-0351.140 | 250
P=1333 | X=0505.390-0522.030 | Y=0341.820-0351.140 | 230
P=1333 | X=0117.170-0402.980 | Y=0357.220-0368.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1333 | X=0117.170-0340.810 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1333 | X=0117.170-0402.430 | Y=0392.520-0403.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1333 | X=0117.170-0408.950 | Y=0404.040-0415.280 | Đường bao khu công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã
P=1333 | X=0117.170-0406.530 | Y=0415.560-0426.800 | ba (thửa đất số 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là
P=1333 | X=0095.060-0252.980 | Y=0427.080-0438.520 | 103 đường nhựa, bê tông xi măng:
P=1333 | X=0453.050-0469.690 | Y=0429.200-0438.520 | 480
P=1333 | X=0505.390-0522.030 | Y=0429.200-0438.520 | 430
P=1333 | X=0117.170-0348.250 | Y=0444.600-0455.840 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1333 | X=0117.170-0394.360 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1333 | X=0117.170-0402.430 | Y=0479.900-0491.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1333 | X=0117.170-0408.950 | Y=0491.420-0502.660 | Đường bao khu công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã
P=1333 | X=0117.170-0406.530 | Y=0502.940-0514.180 | ba (thửa đất số 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là
P=1333 | X=0117.170-0252.940 | Y=0514.220-0525.460 | đường nhựa, bê tông xi măng:
P=1333 | X=0095.060-0348.720 | Y=0530.980-0542.980 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1333 | X=0453.050-0469.690 | Y=0530.980-0540.300 | 370
P=1333 | X=0505.390-0522.030 | Y=0530.980-0540.300 | 330
P=1333 | X=0117.170-0404.060 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1333 | X=0117.170-0178.290 | Y=0560.810-0572.050 | đến ≤1.000m.
P=1333 | X=0117.170-0340.340 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1333 | X=0117.170-0402.430 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1333 | X=0117.170-0408.950 | Y=0607.610-0618.850 | Đường bao khu công nghiệp Bàu Xéo đoạn từ Quốc lộ 1 đến Ngã
P=1333 | X=0117.170-0406.530 | Y=0619.150-0630.390 | ba (thửa đất số 716, tờ BĐĐC số 11, xã An Viễn) có hiện trạng là
P=1333 | X=0095.060-0252.940 | Y=0630.670-0642.110 | 105 đường nhựa, bê tông xi măng:
P=1333 | X=0453.050-0469.690 | Y=0632.790-0642.110 | 250
P=1333 | X=0505.390-0522.030 | Y=0632.790-0642.110 | 230
P=1333 | X=0117.170-0402.980 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1333 | X=0117.170-0340.810 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1333 | X=0223.030-0293.230 | Y=0683.470-0694.710 | Đường tỉnh 777
P=1333 | X=0315.240-0397.660 | Y=0683.470-0694.710 | Đường ấp 5 - ấp 6
P=1333 | X=0095.060-0176.070 | Y=0694.750-0705.990 | 106 Đường số 10
P=1333 | X=0223.030-0408.700 | Y=0694.750-0705.990 | (đường Trảng Bom - (hết ranh thửa đất số
P=1333 | X=0453.050-0469.690 | Y=0696.630-0705.950 | 670
P=1333 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 600
P=1333 | X=0223.030-0408.620 | Y=0706.290-0717.530 | Long Thành), thửa 2327, tờ BĐĐC số 4)
P=1334 | X=0223.030-0290.390 | Y=0072.500-0083.740 | đất số 1183, tờ
P=1334 | X=0223.030-0273.060 | Y=0084.020-0095.260 | BĐĐC số 4
P=1334 | X=0223.030-0293.230 | Y=0101.780-0113.020 | Đường tỉnh 777
P=1334 | X=0315.240-0397.660 | Y=0107.540-0118.780 | Đường ấp 5 - ấp 6
P=1334 | X=0223.030-0315.000 | Y=0113.300-0124.540 | (đường Trảng Bom -
P=1334 | X=0095.060-0170.550 | Y=0119.090-0130.330 | 107 Đường số 8
P=1334 | X=0315.240-0408.700 | Y=0119.090-0130.330 | (hết ranh thửa đất số
P=1334 | X=0453.050-0469.690 | Y=0120.970-0130.290 | 670
P=1334 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 600
P=1334 | X=0223.030-0313.310 | Y=0126.730-0136.050 | Long Thành), trạm y
P=1334 | X=0315.240-0408.620 | Y=0130.610-0141.850 | 4654, tờ BĐĐC số 3)
P=1334 | X=0223.030-0231.540 | Y=0138.250-0147.570 | tế
P=1334 | X=0223.030-0293.230 | Y=0154.130-0165.370 | Đường tỉnh 777
P=1334 | X=0315.240-0392.620 | Y=0159.650-0170.890 | Ranh thửa đất số
P=1334 | X=0095.060-0211.830 | Y=0165.410-0176.650 | 108 Đường từ ấp 3 - ấp 6
P=1334 | X=0223.030-0315.000 | Y=0165.410-0176.650 | (đường Trảng Bom -
P=1334 | X=0453.050-0469.690 | Y=0167.290-0176.610 | 670
P=1334 | X=0505.390-0522.030 | Y=0167.290-0176.610 | 600
P=1334 | X=0315.240-0405.340 | Y=0171.170-0182.410 | 6596, tờ BĐĐC số 3
P=1334 | X=0223.030-0279.680 | Y=0178.810-0188.130 | Long Thành)
P=1334 | X=0315.240-0397.660 | Y=0194.690-0205.930 | Đường ấp 5 - ấp 6
P=1334 | X=0223.030-0300.440 | Y=0200.470-0211.710 | Ranh thửa đất số
P=1334 | X=0095.060-0211.830 | Y=0206.230-0217.470 | 109 Đường từ ấp 3 - ấp 6
P=1334 | X=0315.240-0408.700 | Y=0206.230-0217.470 | (hết ranh thửa đất số
P=1334 | X=0453.050-0469.690 | Y=0208.110-0217.430 | 670
P=1334 | X=0505.390-0522.030 | Y=0208.110-0217.430 | 600
P=1334 | X=0223.030-0313.160 | Y=0211.990-0223.230 | 6596, tờ BĐĐC số 3
P=1334 | X=0315.240-0408.620 | Y=0217.750-0228.990 | 6747, tờ BĐĐC số 3)
P=1334 | X=0223.030-0293.230 | Y=0235.510-0246.750 | Đường tỉnh 777
P=1334 | X=0315.240-0405.590 | Y=0235.510-0246.750 | Đường liên ấp 2-3-4
