TABLE=034 | AREA=Xã Xuân Đông | SECTION=agricultural | SEGMENTS=1
P=1209 | X=0115.970-0149.490 | Y=0183.170-0194.410 | ≤600m.
P=1209 | X=0115.970-0339.140 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1209 | X=0115.970-0438.490 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1209 | X=0115.970-0427.420 | Y=0229.990-0241.230 | 1 (trừ những đoạn đã có Đường song hành) đoạn từ Đường Trần Phú
P=1209 | X=0115.970-0415.230 | Y=0241.510-0252.750 | đến Đường tỉnh 777 có hiện trạng là đường nhựa, bê tông xi măng:
P=1209 | X=0094.580-0111.220 | Y=0249.390-0258.710 | 553
P=1209 | X=0466.010-0482.650 | Y=0249.390-0258.710 | 320
P=1209 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 310
P=1209 | X=0115.970-0393.420 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1209 | X=0115.970-0342.260 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1209 | X=0344.520-0429.790 | Y=0294.340-0305.580 | Giáp ranh xã Hưng
P=1209 | X=0254.500-0324.690 | Y=0300.100-0311.340 | Đường tỉnh 777
P=1209 | X=0094.580-0159.010 | Y=0301.980-0311.300 | 554 Quốc lộ 1
P=1209 | X=0466.010-0482.650 | Y=0301.980-0311.300 | 730
P=1209 | X=0505.390-0522.030 | Y=0301.980-0311.300 | 650
P=1209 | X=0344.520-0369.820 | Y=0307.740-0317.060 | Thịnh
P=1209 | X=0115.970-0412.970 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1209 | X=0115.970-0425.020 | Y=0335.140-0346.380 | Đường tỉnh 777 đến Giáp ranh xã Hưng Thịnh có hiện trạng là đường
P=1209 | X=0115.970-0219.080 | Y=0346.660-0357.900 | nhựa, bê tông xi măng:
P=1209 | X=0094.580-0111.220 | Y=0354.540-0363.860 | 555
P=1209 | X=0466.010-0482.650 | Y=0354.540-0363.860 | 500
P=1209 | X=0505.390-0522.030 | Y=0354.540-0363.860 | 450
P=1209 | X=0115.970-0347.050 | Y=0363.940-0375.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1209 | X=0115.970-0393.160 | Y=0381.480-0392.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1209 | X=0115.970-0412.970 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1209 | X=0115.970-0425.030 | Y=0410.760-0422.000 | Đường tỉnh 777 đến Giáp ranh xã Hưng Thịnh có hiện trạng là đường
P=1209 | X=0115.970-0219.080 | Y=0422.280-0433.520 | nhựa, bê tông xi măng:
P=1209 | X=0094.580-0347.520 | Y=0439.800-0454.120 | 556 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1209 | X=0466.010-0482.650 | Y=0444.800-0454.120 | 400
P=1209 | X=0505.390-0522.030 | Y=0444.800-0454.120 | 350
P=1209 | X=0115.970-0422.390 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1209 | X=0115.970-0157.650 | Y=0468.860-0480.100 | ≤1.000m.
P=1209 | X=0115.970-0339.140 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1209 | X=0115.970-0412.970 | Y=0504.140-0515.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=1209 | X=0115.970-0425.030 | Y=0515.660-0526.900 | Đường tỉnh 777 đến Giáp ranh xã Hưng Thịnh có hiện trạng là đường
P=1209 | X=0115.970-0219.080 | Y=0527.180-0538.420 | nhựa, bê tông xi măng:
P=1209 | X=0094.580-0111.220 | Y=0535.090-0544.410 | 557
P=1209 | X=0466.010-0482.650 | Y=0535.090-0544.410 | 290
P=1209 | X=0505.390-0522.030 | Y=0535.090-0544.410 | 260
P=1209 | X=0115.970-0401.780 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1209 | X=0115.970-0339.610 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1209 | X=0115.970-0438.490 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1209 | X=0115.970-0437.980 | Y=0591.290-0602.530 | 1 đoạn từ Đường tỉnh 777 đến Giáp ranh xã Hưng Thịnh có hiện trạng là
P=1209 | X=0115.970-0251.740 | Y=0602.810-0614.050 | đường nhựa, bê tông xi măng:
P=1209 | X=0094.580-0111.220 | Y=0610.690-0620.010 | 558
P=1209 | X=0466.010-0482.650 | Y=0610.690-0620.010 | 500
P=1209 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 450
P=1209 | X=0115.970-0347.050 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1209 | X=0115.970-0393.170 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1209 | X=0115.970-0438.490 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1209 | X=0115.970-0437.980 | Y=0667.150-0678.390 | 1 đoạn từ Đường tỉnh 777 đến Giáp ranh xã Hưng Thịnh có hiện trạng là
P=1209 | X=0094.580-0251.740 | Y=0677.670-0689.910 | 559 đường nhựa, bê tông xi măng:
P=1209 | X=0466.010-0482.650 | Y=0677.670-0686.990 | 400
P=1209 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 350
P=1209 | X=0115.970-0347.520 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1210 | X=0115.970-0422.390 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1210 | X=0115.970-0157.650 | Y=0090.020-0101.260 | ≤1.000m.
P=1210 | X=0115.970-0339.140 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1210 | X=0115.970-0438.490 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1210 | X=0115.970-0437.980 | Y=0136.850-0148.090 | 1 đoạn từ Đường tỉnh 777 đến Giáp ranh xã Hưng Thịnh có hiện trạng là
P=1210 | X=0115.970-0251.740 | Y=0148.370-0159.610 | đường nhựa, bê tông xi măng:
P=1210 | X=0094.580-0111.220 | Y=0156.250-0165.570 | 560
P=1210 | X=0466.010-0482.650 | Y=0156.250-0165.570 | 290
P=1210 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 260
P=1210 | X=0115.970-0401.780 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1210 | X=0115.970-0339.610 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1210 | X=0094.580-0197.200 | Y=0200.950-0212.190 | 561 Đường Vườn Ngô
P=1210 | X=0254.500-0326.840 | Y=0200.950-0212.190 | Đường Lê Duẩn
P=1210 | X=0344.520-0414.710 | Y=0200.950-0212.190 | Đường tỉnh 777
P=1210 | X=0466.010-0482.650 | Y=0202.830-0212.150 | 670
P=1210 | X=0505.390-0522.030 | Y=0202.830-0212.150 | 600
P=1210 | X=0115.970-0438.730 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Ngô đoạn
P=1210 | X=0115.970-0439.660 | Y=0230.230-0241.470 | từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là đường nhựa, bê
P=1210 | X=0115.970-0176.130 | Y=0241.750-0252.990 | tông xi măng:
P=1210 | X=0094.580-0111.220 | Y=0249.630-0258.950 | 562
P=1210 | X=0466.010-0482.650 | Y=0249.630-0258.950 | 450
P=1210 | X=0505.390-0522.030 | Y=0249.630-0258.950 | 400
P=1210 | X=0115.970-0347.050 | Y=0259.270-0270.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1210 | X=0115.970-0393.160 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1210 | X=0115.970-0438.730 | Y=0294.580-0305.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Ngô đoạn
P=1210 | X=0115.970-0439.660 | Y=0306.100-0317.340 | từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là đường nhựa, bê
P=1210 | X=0115.970-0176.130 | Y=0317.620-0328.860 | tông xi măng:
P=1210 | X=0094.580-0347.520 | Y=0335.140-0349.220 | 563 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1210 | X=0466.010-0482.650 | Y=0339.900-0349.220 | 350
P=1210 | X=0505.390-0522.030 | Y=0339.900-0349.220 | 320
P=1210 | X=0115.970-0422.390 | Y=0352.660-0363.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1210 | X=0115.970-0157.650 | Y=0363.940-0375.180 | ≤1.000m.
P=1210 | X=0115.970-0339.140 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1210 | X=0115.970-0438.730 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vườn Ngô đoạn
P=1210 | X=0115.970-0439.660 | Y=0410.760-0422.000 | từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là đường nhựa, bê
P=1210 | X=0115.970-0176.130 | Y=0422.280-0433.520 | tông xi măng:
P=1210 | X=0094.580-0111.220 | Y=0430.160-0439.480 | 564
P=1210 | X=0466.010-0482.650 | Y=0430.160-0439.480 | 230
P=1210 | X=0505.390-0522.030 | Y=0430.160-0439.480 | 210
P=1210 | X=0115.970-0401.820 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1210 | X=0115.970-0339.610 | Y=0457.340-0468.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1210 | X=0115.970-0435.610 | Y=0475.100-0486.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1210 | X=0115.970-0438.460 | Y=0486.620-0497.860 | Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1210 | X=0115.970-0251.740 | Y=0498.140-0509.380 | đường nhựa, bê tông xi măng:
P=1210 | X=0094.580-0111.220 | Y=0506.020-0515.340 | 565
P=1210 | X=0466.010-0482.650 | Y=0506.020-0515.340 | 450
P=1210 | X=0505.390-0522.030 | Y=0506.020-0515.340 | 400
P=1210 | X=0115.970-0347.050 | Y=0515.660-0526.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1210 | X=0115.970-0393.160 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1210 | X=0115.970-0435.610 | Y=0550.970-0562.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1210 | X=0115.970-0438.460 | Y=0562.250-0573.490 | Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1210 | X=0115.970-0251.740 | Y=0573.770-0585.010 | đường nhựa, bê tông xi măng:
P=1210 | X=0094.580-0347.520 | Y=0591.290-0605.610 | 566 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1210 | X=0466.010-0482.650 | Y=0596.290-0605.610 | 350
P=1210 | X=0505.390-0522.030 | Y=0596.290-0605.610 | 320
P=1210 | X=0115.970-0422.390 | Y=0608.810-0620.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1210 | X=0115.970-0157.650 | Y=0620.350-0631.590 | ≤1.000m.
P=1210 | X=0115.970-0339.140 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1210 | X=0115.970-0435.610 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1210 | X=0115.970-0438.460 | Y=0667.150-0678.390 | Vườn Ngô đoạn từ Đường Lê Duẩn đến Đường tỉnh 777 có hiện trạng là
P=1210 | X=0094.580-0251.740 | Y=0677.670-0689.910 | 567 đường nhựa, bê tông xi măng:
P=1210 | X=0466.010-0482.650 | Y=0677.670-0686.990 | 230
P=1210 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 210
P=1210 | X=0115.970-0401.780 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1211 | X=0115.970-0339.610 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1211 | X=0344.520-0424.770 | Y=0096.260-0107.500 | Đường vào Nghĩa
P=1211 | X=0094.580-0224.290 | Y=0107.780-0119.020 | 568 Đường 3 tháng 2 nối dài
P=1211 | X=0254.500-0330.190 | Y=0107.780-0119.020 | Đường Trần Phú
P=1211 | X=0344.520-0436.570 | Y=0109.660-0118.980 | trang giáo xứ Quảng
P=1211 | X=0466.010-0482.650 | Y=0109.660-0118.980 | 670
P=1211 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 600
P=1211 | X=0344.520-0364.760 | Y=0121.210-0130.530 | Biên
P=1211 | X=0115.970-0441.130 | Y=0137.090-0148.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2 nối dài
P=1211 | X=0115.970-0425.740 | Y=0148.610-0159.850 | đoạn từ Đường Trần Phú đến Đường vào Nghĩa trang giáo xứ Quảng
P=1211 | X=0115.970-0345.620 | Y=0160.130-0171.370 | Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=1211 | X=0094.580-0111.220 | Y=0168.010-0177.330 | 569
P=1211 | X=0466.010-0482.650 | Y=0168.010-0177.330 | 450
P=1211 | X=0505.390-0522.030 | Y=0168.010-0177.330 | 400
P=1211 | X=0115.970-0347.050 | Y=0177.410-0188.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1211 | X=0115.970-0393.160 | Y=0194.930-0206.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1211 | X=0115.970-0441.130 | Y=0212.710-0223.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2 nối dài
P=1211 | X=0115.970-0425.740 | Y=0224.230-0235.470 | đoạn từ Đường Trần Phú đến Đường vào Nghĩa trang giáo xứ Quảng
P=1211 | X=0115.970-0345.620 | Y=0235.750-0246.990 | Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=1211 | X=0094.580-0347.520 | Y=0253.270-0267.590 | 570 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1211 | X=0466.010-0482.650 | Y=0258.270-0267.590 | 350
P=1211 | X=0505.390-0522.030 | Y=0258.270-0267.590 | 320
P=1211 | X=0115.970-0422.390 | Y=0270.790-0282.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1211 | X=0115.970-0157.650 | Y=0282.340-0293.580 | ≤1.000m.
P=1211 | X=0115.970-0339.140 | Y=0299.860-0311.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1211 | X=0115.970-0441.130 | Y=0317.620-0328.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2 nối dài
P=1211 | X=0115.970-0425.740 | Y=0329.140-0340.380 | đoạn từ Đường Trần Phú đến Đường vào Nghĩa trang giáo xứ Quảng
P=1211 | X=0115.970-0345.620 | Y=0340.660-0351.900 | Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=1211 | X=0094.580-0111.220 | Y=0348.540-0357.860 | 571
P=1211 | X=0466.010-0482.650 | Y=0348.540-0357.860 | 230
P=1211 | X=0505.390-0522.030 | Y=0348.540-0357.860 | 210
P=1211 | X=0115.970-0401.780 | Y=0357.940-0369.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1211 | X=0115.970-0339.610 | Y=0375.480-0386.720 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1211 | X=0115.970-0435.610 | Y=0393.240-0404.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1211 | X=0115.970-0433.640 | Y=0404.760-0416.000 | 3 tháng 2 nối dài đoạn từ Đường Trần Phú đến Đường vào Nghĩa trang
P=1211 | X=0115.970-0414.740 | Y=0416.280-0427.520 | giáo xứ Quảng Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=1211 | X=0094.580-0111.220 | Y=0424.160-0433.480 | 572
P=1211 | X=0466.010-0482.650 | Y=0424.160-0433.480 | 450
P=1211 | X=0505.390-0522.030 | Y=0424.160-0433.480 | 400
P=1211 | X=0115.970-0347.050 | Y=0433.800-0445.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1211 | X=0115.970-0393.160 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1211 | X=0115.970-0435.610 | Y=0469.100-0480.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1211 | X=0115.970-0433.640 | Y=0480.620-0491.860 | 3 tháng 2 nối dài đoạn từ Đường Trần Phú đến Đường vào Nghĩa trang
P=1211 | X=0115.970-0414.780 | Y=0492.140-0503.380 | giáo xứ Quảng Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=1211 | X=0094.580-0347.520 | Y=0509.660-0523.740 | 573 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1211 | X=0466.010-0482.650 | Y=0514.420-0523.740 | 350
P=1211 | X=0505.390-0522.030 | Y=0514.420-0523.740 | 320
P=1211 | X=0115.970-0422.390 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1211 | X=0115.970-0157.650 | Y=0538.490-0549.730 | ≤1.000m.
P=1211 | X=0115.970-0339.140 | Y=0556.010-0567.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1211 | X=0115.970-0435.610 | Y=0573.770-0585.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1211 | X=0115.970-0433.640 | Y=0585.290-0596.530 | 3 tháng 2 nối dài đoạn từ Đường Trần Phú đến Đường vào Nghĩa trang
P=1211 | X=0115.970-0414.740 | Y=0596.810-0608.050 | giáo xứ Quảng Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=1211 | X=0094.580-0111.220 | Y=0604.690-0614.010 | 574
P=1211 | X=0466.010-0482.650 | Y=0604.690-0614.010 | 230
P=1211 | X=0505.390-0522.030 | Y=0604.690-0614.010 | 210
P=1211 | X=0115.970-0401.780 | Y=0614.330-0625.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1211 | X=0115.970-0339.610 | Y=0631.870-0643.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1211 | X=0254.500-0334.740 | Y=0649.630-0660.870 | Đường vào Nghĩa
P=1211 | X=0344.520-0425.230 | Y=0657.270-0666.590 | Giáp ranh xã Bình
P=1211 | X=0094.580-0224.290 | Y=0661.150-0672.390 | 575 Đường 3 tháng 2 nối dài
P=1211 | X=0254.500-0313.830 | Y=0663.030-0672.350 | trang giáo xứ
P=1211 | X=0466.010-0482.650 | Y=0663.030-0672.350 | 670
P=1211 | X=0505.390-0522.030 | Y=0663.030-0672.350 | 600
P=1211 | X=0344.520-0366.430 | Y=0668.790-0678.110 | Minh
P=1211 | X=0254.500-0307.620 | Y=0674.550-0683.870 | Quảng Biên
P=1211 | X=0115.970-0441.130 | Y=0690.430-0701.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2 nối dài
P=1211 | X=0094.580-0111.220 | Y=0698.070-0707.390 | 576
P=1211 | X=0466.010-0482.650 | Y=0698.070-0707.390 | 450
P=1211 | X=0505.390-0522.030 | Y=0698.070-0707.390 | 400
P=1211 | X=0115.970-0430.290 | Y=0701.970-0713.210 | đoạn từ Đường vào Nghĩa trang giáo xứ Quảng Biên đến Giáp ranh xã
P=1212 | X=0115.970-0370.570 | Y=0072.500-0083.740 | Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1212 | X=0115.970-0347.050 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1212 | X=0115.970-0393.160 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1212 | X=0115.970-0441.130 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2 nối dài
P=1212 | X=0115.970-0430.290 | Y=0136.850-0148.090 | đoạn từ Đường vào Nghĩa trang giáo xứ Quảng Biên đến Giáp ranh xã
P=1212 | X=0115.970-0370.570 | Y=0148.370-0159.610 | Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1212 | X=0094.580-0347.520 | Y=0165.650-0179.970 | 577 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1212 | X=0466.010-0482.650 | Y=0170.650-0179.970 | 350
P=1212 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 320
